0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,10-p utility,10-p reliability
10,9,6,5,2,5,4,1,1,2,4,3,3,1,2,6,1,2,3,3,1,5,2,0,5,2,0,6,2,2,5,0,3,3,1,2,5,2,2,3,4,6,1,0,2,4,0,2,0,4,2,2,0,2,9,1,2,7,0,1,2,0,6,5,2,2,0,8,8,0,9,5,9,7,10,9,9,10,9,10,10,8,9,7,8,9,8,7,4,7,9,8,10,7,10,7,8,6,10,0.49430193566427943,0.7454545454545446
10,10,7,5,1,4,3,3,2,3,2,3,3,0,1,7,2,2,2,2,2,5,2,1,5,1,0,7,2,2,4,1,6,1,5,3,3,4,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,8,10,10,10,8,10,7,10,10,10,10,7,10,10,10,10,10,10,10,8,9,7,9,8,8,9,8,8,9,7,10,10,10,9,9,8,9,0.71321696961477,0.4212121212121214
10,10,7,3,2,4,4,3,1,3,3,2,3,1,1,7,2,2,2,3,2,5,2,0,5,0,0,7,2,2,5,1,1,0,6,1,3,4,0,5,5,2,2,2,3,5,5,2,5,10,9,10,10,10,9,10,10,10,10,10,10,10,8,10,10,10,9,10,7,10,10,10,10,7,10,10,10,10,10,10,10,8,9,8,9,7,9,9,8,8,9,7,10,10,10,9,9,9,10,0.6258931046531624,0.5232323232323234
10,9,7,5,2,5,4,1,1,2,3,3,2,0,2,6,1,2,4,3,1,5,3,0,5,2,0,5,2,3,5,0,6,0,1,2,5,2,2,4,4,2,0,0,2,5,0,3,0,5,2,5,0,2,6,2,2,8,1,2,2,4,6,9,4,1,8,9,8,10,10,10,9,7,10,10,9,10,9,10,10,8,9,7,9,9,7,8,9,7,9,7,10,10,10,7,9,8,10,0.5203728923019452,0.6828282828282823
10,10,6,5,2,4,3,3,2,3,3,4,1,0,1,7,2,3,2,2,2,5,2,1,5,1,0,7,5,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,8,9,10,10,8,10,7,10,9,9,10,7,10,10,10,10,10,10,10,7,9,8,9,7,8,9,7,8,10,7,10,9,10,9,9,7,9,0.8018141183408634,0.34141414141414156
10,10,6,6,2,4,5,0,3,3,3,4,0,0,0,8,2,1,5,4,10,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,8,10,10,9,10,10,8,10,7,10,9,9,10,6,9,10,10,10,10,9,9,8,9,9,9,7,9,10,9,9,10,3,10,6,10,8,6,8,8,0.9422209563997692,0.2414141414141415
10,10,7,3,2,4,4,3,1,3,3,2,3,1,1,7,2,2,2,3,2,5,2,0,5,0,1,7,2,2,5,1,1,0,6,1,3,4,0,5,5,2,2,2,2,5,5,3,10,10,9,10,10,10,9,10,10,10,10,10,10,10,8,10,10,10,8,10,7,10,10,10,10,7,10,10,10,10,10,10,10,8,9,8,9,7,9,9,8,8,9,7,10,10,10,9,10,9,10,0.6325300319256634,0.5121212121212123
10,10,7,3,2,5,4,3,1,3,3,2,2,1,1,7,1,2,2,3,2,5,3,1,5,1,0,7,2,2,5,1,1,0,6,1,3,5,0,5,5,1,0,2,2,5,5,2,6,4,1,5,1,10,9,10,10,10,10,10,10,10,8,10,10,10,8,10,8,10,10,10,10,7,10,10,10,10,10,10,10,7,9,8,9,8,9,9,8,8,9,7,10,10,10,6,10,9,10,0.6002471030581863,0.5626262626262626
10,10,8,2,1,4,4,3,2,3,3,3,3,1,1,6,1,2,2,3,2,5,3,1,5,0,0,7,2,2,5,0,6,1,6,1,3,3,5,5,2,5,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,8,10,9,10,8,10,7,10,10,10,10,7,10,10,10,10,10,9,10,7,9,8,9,8,9,9,8,8,9,7,10,10,10,9,9,8,10,0.6913453516024073,0.44242424242424266
10,10,8,3,2,4,3,3,2,3,2,4,3,0,1,7,1,2,3,2,3,5,2,0,5,1,0,7,2,2,4,0,5,1,5,4,2,4,2,5,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,8,10,10,10,8,10,8,10,10,10,10,7,10,10,10,10,10,10,10,8,9,8,9,7,9,9,8,8,9,7,10,10,10,9,9,8,9,0.7017294081910297,0.43232323232323255
