0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,avg utility,avg reliability
10,10,9,6,4,5,5,2,6,2,7,4,5,4,5,4,5,6,2,6,6,5,6,5,4,5,6,7,4,7,5,6,6,5,5,6,5,10,2,6,6,6,5,5,3,9,4,5,5,7,6,7,6,3,6,6,7,4,6,4,9,4,6,5,7,5,5,7,7,5,6,4,9,3,9,5,6,3,7,7,6,1,10,8,7,5,6,7,8,10,6,8,10,9,10,10,10,10,10,1.0255335590684005,0.5929292929292921
10,10,6,2,5,6,1,2,5,3,6,3,2,3,5,3,4,3,5,2,6,3,5,3,3,4,5,5,4,4,4,4,6,4,2,3,6,6,6,1,6,5,2,2,5,5,1,6,2,6,7,2,5,3,6,0,6,2,2,2,6,1,7,5,6,5,2,5,6,2,4,2,5,1,6,4,6,1,6,7,6,4,3,2,4,6,1,4,8,5,7,7,5,9,10,10,9,10,10,0.7843171332342314,0.8220202020202005
10,10,9,6,4,7,5,0,6,4,6,4,5,4,6,4,5,6,2,7,6,4,7,5,3,6,4,8,5,7,5,6,6,5,5,5,5,10,5,6,6,5,5,5,3,9,5,6,6,6,6,7,6,3,6,5,7,4,5,4,6,5,6,5,7,5,5,8,7,5,5,5,8,3,10,5,6,4,7,6,6,7,5,7,7,5,6,7,8,10,6,8,10,9,10,10,10,10,10,1.0358690017014467,0.5840404040404031
10,10,9,6,4,4,2,3,5,4,6,4,5,4,5,4,5,6,2,5,6,5,6,4,3,6,0,7,4,7,5,6,6,5,5,5,5,9,2,6,6,6,5,5,3,9,5,6,5,6,6,6,6,4,6,7,7,4,6,5,9,4,6,5,7,5,5,7,7,5,7,4,8,3,6,5,6,3,7,7,6,6,5,7,7,5,6,7,8,10,9,8,10,9,10,10,10,10,10,0.9939879216869483,0.6216161616161606
10,10,9,4,4,2,2,1,3,3,4,4,2,4,5,3,6,4,2,5,2,3,6,3,4,3,5,6,2,4,2,1,7,3,2,6,2,6,5,1,5,5,5,5,2,6,1,6,0,6,6,1,5,4,7,0,6,7,2,1,7,3,5,5,7,4,1,6,7,0,1,0,6,7,6,6,6,2,0,7,6,7,4,0,6,2,2,5,6,5,4,6,9,8,9,10,9,10,10,0.767115667371352,0.8313131313131298
10,10,9,6,2,6,2,2,6,3,6,4,3,4,6,3,5,6,2,4,6,3,5,5,5,5,0,7,4,7,4,5,7,2,4,5,5,5,5,5,6,5,5,5,4,5,5,6,1,6,6,7,5,3,6,6,7,4,6,5,9,5,8,2,7,5,5,8,7,5,6,4,8,5,6,6,6,3,7,7,6,7,5,7,7,5,6,7,8,10,6,8,10,9,10,10,10,10,10,0.9500469504100587,0.6614141414141405
10,10,9,6,2,4,2,3,6,3,6,4,4,4,5,4,5,6,2,5,6,5,5,4,4,6,0,7,4,7,4,5,7,5,4,5,5,10,2,5,6,6,5,5,4,10,5,6,5,6,6,7,6,4,6,6,7,4,6,5,9,5,7,2,7,5,5,8,7,5,6,4,8,2,6,6,6,3,7,7,6,7,5,7,7,5,6,7,8,10,6,8,10,9,10,10,10,10,10,0.980194933496717,0.6319191919191911
10,10,9,5,2,5,1,1,6,2,4,4,5,4,5,5,2,6,2,5,6,2,5,4,3,4,4,6,2,7,3,0,6,5,5,2,5,5,5,1,5,6,1,5,2,5,2,7,3,2,6,1,5,2,9,1,5,2,6,4,6,1,6,6,5,2,5,2,3,7,6,2,5,4,6,1,6,3,5,7,6,5,3,0,7,5,1,6,8,10,6,7,10,9,10,10,9,10,10,0.8125424243285418,0.8032323232323219
10,10,9,6,2,5,2,3,5,3,6,4,4,4,5,4,5,6,2,5,6,5,6,4,3,7,0,7,4,7,5,1,6,5,5,5,5,6,2,6,5,6,5,4,4,5,5,6,5,6,6,6,6,4,6,7,7,4,6,5,9,2,6,5,7,5,5,7,7,5,7,5,8,6,6,5,6,3,7,7,6,6,5,7,7,5,6,7,8,10,6,8,10,9,10,10,10,10,10,0.9602836656953602,0.6501010101010093
10,10,9,6,2,5,4,2,6,3,5,4,5,4,5,3,5,6,2,4,6,3,5,4,3,5,3,7,4,7,2,0,6,4,4,6,2,5,5,2,5,5,5,5,3,6,2,6,1,6,6,6,6,3,1,6,7,5,6,4,5,5,6,2,4,2,5,7,7,4,5,6,7,5,6,5,6,5,7,7,6,7,5,7,7,5,6,7,8,10,7,8,10,9,10,10,10,10,10,0.901558366469141,0.7107070707070696
