0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,10-p utility,10-p reliability
10,10,6,6,2,3,1,3,3,3,2,1,5,3,2,3,1,5,0,5,2,5,1,0,5,3,2,2,3,5,2,1,4,2,3,2,5,3,3,2,3,3,4,10,10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,8,10,9,10,10,10,10,8,10,9,10,10,10,10,10,10,10,9,10,10,10,8,9,9,10,9,8,8,10,10,9,10,9,8,10,10,7,10,10,10,0.681060688395737,0.46161616161616187
10,10,5,7,2,3,1,3,3,2,5,1,5,0,4,3,0,5,0,2,3,5,4,7,5,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,9,10,8,10,10,10,10,9,10,10,9,10,10,10,10,10,10,10,10,9,10,8,9,10,10,9,9,7,10,10,9,10,9,7,9,8,7,10,9,10,0.8858186742714672,0.2818181818181819
10,10,5,8,2,4,1,3,0,2,6,2,5,0,7,3,4,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,8,10,10,10,10,9,10,10,8,10,10,9,9,10,10,10,9,9,10,6,9,10,10,10,9,7,10,10,9,10,9,7,9,7,7,10,9,10,1.0166259689890715,0.20101010101010106
10,10,5,8,2,4,1,3,0,2,6,2,5,0,7,3,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,8,10,10,10,10,9,10,10,8,10,10,9,9,10,10,10,9,9,10,6,9,10,10,10,9,7,10,10,9,10,9,8,9,7,7,10,9,10,1.0364636598493258,0.19090909090909094
10,9,6,6,2,3,2,3,3,3,6,1,2,3,1,3,3,5,0,2,2,5,0,2,6,1,2,2,2,5,2,1,4,2,2,5,3,2,2,2,2,1,2,5,2,4,2,2,1,5,3,5,3,1,5,9,10,10,10,9,10,10,10,10,10,10,8,10,9,9,10,10,10,10,10,10,9,10,10,10,7,9,9,10,9,8,8,10,10,10,9,9,8,10,10,7,10,9,9,0.5858716395521593,0.5818181818181818
10,10,5,7,3,3,1,3,4,2,2,1,5,0,5,3,0,5,0,2,3,5,3,4,5,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,9,10,8,10,10,10,10,9,10,10,8,10,10,10,10,10,10,10,10,9,10,7,9,10,10,9,9,7,10,10,9,10,9,7,9,8,7,10,8,10,0.874579737372049,0.290909090909091
10,10,5,7,4,3,1,3,3,3,1,0,5,0,4,0,6,5,0,2,2,4,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,9,10,10,10,10,9,10,10,9,10,10,10,10,10,9,10,10,9,10,7,9,10,10,9,9,7,10,10,9,10,9,7,9,8,7,10,8,10,0.9169000308690141,0.2616161616161617
10,10,5,7,2,3,1,3,0,3,6,2,5,0,4,3,3,5,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,9,10,8,10,10,9,10,8,10,10,9,10,10,9,10,10,10,10,10,9,10,7,9,10,10,10,9,7,10,10,10,10,7,8,9,8,7,10,9,9,0.9967032937505386,0.21111111111111117
10,10,6,6,2,3,1,3,3,3,2,1,5,3,1,3,2,5,0,5,3,5,0,0,5,3,1,2,1,5,2,1,4,3,2,4,2,3,2,2,2,2,2,5,2,5,2,1,3,5,5,10,10,10,10,9,10,10,10,9,10,10,10,10,10,10,8,10,9,10,10,10,10,10,10,10,9,10,10,10,7,8,9,10,9,9,8,10,10,9,10,9,8,10,10,7,10,10,9,0.6134216345181414,0.5424242424242425
10,10,5,7,3,3,1,3,4,0,3,1,5,0,4,3,1,5,1,5,2,4,3,0,5,4,2,2,3,5,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,8,9,10,10,10,8,10,10,9,10,9,10,10,10,10,10,10,9,10,8,9,9,10,9,9,8,10,10,10,10,9,7,10,8,7,10,9,10,0.7937362843601737,0.35151515151515167
