0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,10-p utility,10-p reliability
10,10,7,5,3,3,2,2,4,2,1,2,3,4,3,2,3,1,1,3,2,5,3,1,3,2,4,1,0,5,2,3,0,6,2,5,0,4,6,4,1,2,2,2,2,1,3,4,1,1,5,1,8,2,1,1,5,2,0,3,6,10,10,5,10,10,8,9,10,9,9,10,7,10,10,10,8,8,8,9,9,10,10,8,9,9,7,10,9,10,10,8,8,9,10,9,7,6,8,0.540243284742344,0.6515151515151512
10,10,9,4,2,2,5,2,4,3,1,2,4,2,0,3,0,5,5,2,0,5,2,1,5,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,9,10,8,10,10,10,10,10,9,10,10,9,8,10,7,10,9,9,10,10,9,8,9,9,10,8,9,9,7,10,7,10,7,9,9,10,10,9,7,9,10,0.8708734249240693,0.290909090909091
10,10,7,5,3,3,2,1,4,3,1,2,3,3,3,2,3,2,5,2,2,5,2,1,2,2,4,2,0,4,3,1,2,5,2,5,0,3,5,5,0,3,1,3,2,3,2,1,2,1,4,2,9,5,1,2,5,10,9,9,9,10,10,10,10,10,10,10,10,9,9,10,7,10,10,10,9,9,8,8,10,10,10,8,9,9,8,10,8,10,9,9,8,8,9,6,7,9,7,0.5704007123743108,0.6020202020202019
10,10,8,4,3,3,2,3,4,3,1,2,3,2,3,3,0,5,2,3,2,3,2,1,5,2,3,1,3,3,3,5,4,3,3,6,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,8,10,10,10,10,10,10,10,10,9,9,10,7,10,10,9,9,10,9,8,9,10,10,8,10,9,7,10,8,10,8,9,7,10,10,7,7,9,10,0.7443809586500478,0.3919191919191921
10,10,6,5,4,3,2,1,4,2,1,2,2,4,3,2,3,1,1,3,2,6,0,1,5,2,7,1,0,4,3,2,1,6,2,5,0,2,2,4,1,3,5,1,5,1,1,4,2,1,5,1,6,2,1,1,4,3,1,5,1,5,1,2,5,3,0,1,2,8,0,3,7,1,3,9,8,8,8,8,10,10,10,7,10,10,7,10,8,9,10,8,8,8,10,9,7,9,8,0.4820249357160495,0.793939393939393
10,10,7,4,3,2,2,2,4,3,1,2,4,2,3,3,3,5,1,5,2,2,2,1,5,1,4,1,2,3,2,2,2,3,3,6,2,3,6,5,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,10,10,10,10,9,9,10,7,10,10,9,9,10,9,8,9,10,10,9,9,9,8,10,8,10,9,10,7,9,10,8,7,9,10,0.7048788824200493,0.43232323232323255
10,10,8,4,3,3,2,2,4,2,1,2,4,2,3,3,0,5,2,3,2,3,3,1,5,2,4,1,3,2,3,4,4,3,0,6,2,3,9,5,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,8,10,10,10,10,10,10,10,10,9,9,10,7,10,10,9,9,10,9,8,10,10,10,8,10,9,7,10,7,10,8,10,7,9,10,7,7,9,10,0.7159592102899718,0.4212121212121214
10,10,9,4,2,1,2,3,4,3,0,2,4,3,3,2,1,3,6,2,2,4,0,1,5,5,9,10,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,7,10,10,10,10,10,9,9,10,9,8,10,7,10,10,9,10,10,9,8,9,10,10,8,9,9,7,10,7,10,8,9,9,10,10,10,7,10,10,0.854125372478552,0.3010101010101011
10,10,7,5,3,3,2,1,4,3,1,2,2,4,3,2,3,1,6,0,2,5,2,1,5,2,4,2,0,4,0,1,2,4,2,5,0,4,4,5,1,2,5,3,2,3,5,1,2,0,5,0,6,5,2,1,5,5,9,6,10,10,10,10,10,10,9,9,10,9,9,10,7,10,10,10,9,8,9,8,10,10,10,8,9,10,7,10,8,10,10,9,8,9,9,9,7,9,7,0.5631794367258176,0.6131313131313129
10,10,6,5,3,3,2,2,4,2,1,2,3,3,3,2,3,1,5,2,2,5,3,1,2,2,4,1,0,4,3,2,3,5,2,5,0,4,2,4,1,2,5,2,2,0,3,5,1,0,5,1,5,2,2,1,5,2,1,7,4,5,1,2,5,5,8,9,9,9,9,9,7,10,10,10,8,9,9,9,10,10,10,8,10,9,7,10,9,10,10,8,8,8,10,7,7,9,8,0.5202302355773887,0.6929292929292924
10,10,6,5,4,3,2,1,4,2,1,2,3,4,3,3,3,1,1,3,3,6,3,1,5,2,4,1,0,4,3,2,2,5,2,5,0,3,1,5,1,3,5,2,5,1,0,5,5,2,5,1,4,2,1,1,4,3,1,7,1,5,1,1,5,2,1,1,6,8,6,0,7,10,10,10,9,8,8,9,10,10,10,8,10,10,7,10,9,9,10,8,8,9,10,8,7,9,8,0.5103579181639216,0.7151515151515145
