0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,avg utility,avg reliability
10,10,6,3,5,1,3,2,2,2,2,5,0,5,0,5,1,6,0,3,2,4,2,2,5,1,3,2,4,6,1,2,5,6,2,0,6,2,2,5,3,6,5,3,2,5,1,0,5,2,6,1,3,4,5,1,2,6,5,2,2,5,6,4,2,5,0,1,6,6,4,6,1,2,1,7,6,0,6,6,4,0,7,0,6,4,2,6,2,7,7,3,6,6,8,9,8,9,10,0.6472395372174105,0.9006060606060591
10,10,10,9,5,5,6,5,5,5,6,7,6,5,4,9,5,6,6,5,6,7,4,5,5,9,6,5,6,6,6,6,3,6,6,7,6,5,6,6,2,7,10,5,4,6,9,7,5,4,7,7,4,6,5,6,6,6,9,4,0,9,7,5,7,4,5,7,7,10,6,4,6,6,2,6,9,7,9,6,7,1,10,7,9,6,6,10,10,10,10,10,10,10,10,10,8,10,10,1.1351338298403784,0.4935353535353528
10,10,6,9,5,1,4,5,2,5,3,5,4,5,4,6,3,2,3,5,4,7,3,3,5,5,1,6,4,6,1,5,5,6,1,6,5,3,6,6,4,4,4,5,1,6,6,5,5,2,5,6,2,7,4,6,4,6,6,2,3,6,6,6,7,4,6,6,5,5,6,6,4,6,7,6,9,7,6,5,4,5,7,7,10,5,2,5,9,6,9,9,9,10,10,10,9,9,10,0.9004995330205697,0.7105050505050495
10,10,6,8,5,1,5,3,4,6,3,5,4,5,4,5,3,4,2,5,5,4,3,3,5,5,2,6,4,6,1,5,5,6,1,3,5,4,6,5,1,5,4,5,2,6,5,2,6,5,5,6,2,7,2,5,2,6,6,7,3,1,5,6,7,4,6,6,5,6,6,6,1,6,0,6,9,6,7,10,4,4,9,7,5,3,5,5,10,7,10,9,10,10,10,10,9,9,10,0.8805550177566497,0.733131313131312
10,9,6,1,4,2,3,4,1,2,2,6,0,4,0,4,1,5,0,2,2,3,2,3,2,4,3,2,0,6,4,2,5,1,2,0,6,2,2,5,0,1,4,3,2,5,0,0,6,5,3,1,3,4,4,1,2,6,5,1,0,6,1,4,2,7,0,1,5,6,4,6,0,3,1,7,6,1,7,2,4,0,9,0,6,4,2,5,7,7,7,2,10,6,5,9,8,8,10,0.5948668981116139,0.9329292929292912
10,9,6,1,4,2,3,4,0,2,2,6,0,4,0,5,0,5,3,1,2,4,2,3,3,2,0,2,3,6,1,2,6,1,2,0,6,2,2,5,3,0,4,3,1,5,0,0,6,2,2,1,3,4,5,2,1,5,5,1,1,1,2,7,2,6,0,1,1,6,4,7,4,3,0,7,7,1,7,1,3,0,6,0,7,4,2,6,3,7,7,2,9,6,7,9,8,8,10,0.5828181464867028,0.9406060606060588
10,10,10,9,6,5,6,5,5,5,6,7,5,5,6,9,5,6,5,5,6,7,5,6,5,8,5,5,6,6,6,6,5,6,6,8,7,4,5,6,2,8,10,5,4,7,6,6,5,6,4,7,5,6,5,10,6,5,9,6,3,9,7,7,7,5,9,6,9,2,10,5,6,9,6,10,9,6,9,6,6,10,10,7,10,10,8,10,10,10,10,10,10,10,10,10,9,10,10,1.1801494656553753,0.4410101010101005
10,10,10,8,5,2,5,3,5,5,6,4,5,5,5,6,5,6,6,5,6,6,4,7,4,8,5,5,5,6,6,6,4,6,6,7,6,5,6,7,4,7,5,6,5,6,6,6,5,4,5,7,6,9,5,7,2,6,6,5,3,6,7,7,7,5,6,7,6,6,6,6,6,6,4,6,9,6,7,6,7,4,6,7,6,9,5,5,10,9,10,10,10,10,10,10,9,10,10,1.0724219760788254,0.5527272727272718
10,10,6,3,5,1,3,4,5,1,0,5,2,5,5,5,2,5,1,5,5,5,2,3,5,6,1,5,3,6,1,5,5,0,2,2,6,3,5,5,4,3,4,4,2,6,6,0,6,2,3,6,2,7,5,5,2,6,2,5,3,2,5,6,3,4,7,1,6,5,5,5,0,2,0,6,6,6,6,5,4,1,6,1,5,5,5,5,6,7,6,3,6,10,8,10,8,9,10,0.7500148426862117,0.8408080808080792
10,10,6,6,5,1,2,4,5,2,1,6,3,5,7,5,2,5,3,5,3,4,3,3,5,6,2,5,3,6,1,5,5,7,2,3,6,2,2,5,4,4,5,3,2,6,6,1,6,2,6,1,2,4,5,6,2,6,4,5,3,5,6,5,1,4,7,1,1,6,5,6,0,5,0,7,9,1,6,2,7,0,7,0,6,2,2,6,5,7,6,3,6,5,9,10,9,10,10,0.7823763251418163,0.8222222222222207
