0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,10-p utility,10-p reliability
10,10,6,5,5,1,2,2,3,3,3,1,5,2,2,0,3,6,2,2,3,1,3,6,5,0,3,2,0,4,0,4,3,2,2,1,4,5,6,0,5,2,2,1,2,5,1,2,2,1,2,10,2,5,5,3,7,6,10,10,10,10,9,10,10,10,9,8,10,10,10,9,10,9,8,10,10,10,9,10,7,10,10,7,9,10,10,8,8,10,10,9,10,10,8,9,8,9,9,0.5804767429377712,0.5878787878787878
10,10,6,4,6,1,2,2,3,2,0,3,7,3,0,5,1,4,2,2,1,4,2,5,2,2,5,3,3,2,2,4,1,1,2,0,5,3,10,5,5,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,9,10,10,9,10,9,10,9,10,9,9,10,10,10,9,10,8,9,10,10,9,9,10,7,8,10,10,9,10,10,9,9,7,9,8,0.7069936506150015,0.43232323232323255
10,10,6,5,6,1,2,2,3,2,0,2,7,3,0,5,1,4,2,2,1,2,3,5,2,2,5,3,3,2,2,3,2,2,2,0,2,3,5,5,5,4,2,10,10,10,8,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,9,10,10,10,9,10,8,10,10,9,9,10,10,8,9,10,10,9,10,10,6,9,8,9,9,0.6804670210865257,0.4626262626262629
10,10,5,5,5,1,2,2,4,3,3,1,5,2,1,1,3,6,2,1,3,1,3,6,2,2,2,2,1,2,3,7,2,1,2,1,5,2,6,0,5,2,2,1,2,2,1,2,2,1,5,5,5,5,2,3,0,6,5,5,10,5,9,10,10,10,9,8,10,10,10,9,10,9,8,10,10,10,9,10,8,10,10,6,9,9,10,8,9,10,9,9,10,10,8,9,9,9,9,0.5537556978409873,0.633333333333333
10,10,6,5,6,1,2,2,2,3,0,2,7,3,0,5,0,3,5,3,0,2,2,5,2,3,5,2,0,2,2,5,2,1,5,7,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,9,9,9,10,10,9,10,8,9,10,9,10,10,10,8,9,10,10,9,10,10,9,9,7,9,8,0.751961021052137,0.3909090909090911
10,10,5,5,5,1,2,2,4,3,3,1,5,2,1,0,3,6,2,2,2,1,3,6,2,1,2,1,1,5,1,7,2,1,1,2,5,1,6,0,5,4,3,1,2,6,1,2,2,0,2,4,2,5,2,2,0,0,5,5,2,1,9,9,5,10,9,8,10,10,10,9,10,9,8,10,10,10,10,10,8,10,10,9,9,9,10,9,9,9,9,9,9,3,8,9,8,9,9,0.5289996873675545,0.6747474747474742
10,10,5,5,6,1,2,2,4,1,3,1,5,2,1,1,3,6,1,2,2,1,2,5,2,2,2,2,2,5,1,8,2,2,2,2,4,1,6,0,2,5,2,1,3,5,2,3,2,1,2,4,3,5,2,3,0,5,5,5,2,2,9,9,10,10,9,8,10,10,10,9,10,9,8,10,10,10,10,10,9,10,10,9,9,9,9,8,9,9,10,9,10,10,8,8,8,9,9,0.5425457014807854,0.6545454545454541
10,10,6,5,1,7,1,2,2,3,0,3,4,3,1,6,1,5,5,2,0,5,2,2,2,5,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,9,9,10,10,8,10,9,9,7,10,7,9,10,8,10,10,9,9,8,10,10,7,10,9,9,9,7,9,7,0.8567925291714639,0.3010101010101011
10,10,6,5,5,1,2,2,2,2,3,2,5,2,0,5,3,2,5,2,0,5,3,2,1,2,5,3,1,2,2,4,3,1,2,2,6,2,5,0,2,4,3,2,2,3,6,9,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,9,10,10,10,9,9,7,10,10,9,10,10,10,7,9,10,10,10,10,10,10,9,8,9,10,0.6405377166391462,0.5101010101010104
10,10,7,5,1,6,0,2,5,2,1,0,5,1,5,5,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,9,9,10,10,10,10,10,9,9,10,10,8,10,10,9,7,10,7,8,10,8,10,8,9,9,8,10,10,7,10,10,10,9,7,6,7,1.0301761979526183,0.19090909090909094
