0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p avg_pollution,10-p utility,10-p inertia,10-p reliability
6,1,1,0,0,0,0,2,1,9,7,9,7,9,7,6,6,6,6,7,6,6,5,4,9,1,0,0,0,5,4,6,6,1,0,2,2,1,2,2,1,3,1,0,1,2,6,1,2,2,1,3,1,0,1,1,1,3,4,2,1,1,3,0,1,3,0,0,1,0,1,0,0,3,0,1,1,0,1,1,1,1,1,1,0,0,2,6,1,3,1,1,1,0,1,2,1,0,3,4,0.1559328731046251,0.22054078062322854,0.808080808080807,0.094
6,0,0,0,0,0,1,2,0,8,10,9,7,6,7,6,6,6,6,3,6,5,6,7,6,2,0,3,0,2,5,1,1,0,0,4,2,1,2,2,1,0,0,0,2,2,0,1,1,2,1,0,0,1,1,1,1,3,3,3,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,3,1,1,1,2,1,1,1,0,1,2,1,1,3,4,0.13892307535066112,0.20178883310767143,0.8282828282828271,0.094
5,0,0,0,0,1,2,1,9,9,9,6,7,9,7,8,7,7,6,4,6,6,6,6,5,6,1,3,0,1,7,1,1,1,1,1,1,2,1,0,1,0,1,0,1,1,0,0,0,2,1,0,1,0,1,1,2,2,3,3,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,3,1,1,0,1,2,1,0,1,2,1,1,4,5,0.14422798535964876,0.23009533357846337,0.8989898989898975,0.084
6,0,1,0,0,0,0,0,2,8,10,9,9,9,7,7,7,7,6,5,5,7,7,5,10,6,1,1,7,5,2,6,7,5,6,6,5,1,1,4,2,3,1,2,1,1,7,1,2,3,1,3,2,1,1,0,2,4,2,2,1,0,1,1,2,0,0,1,2,3,0,7,3,0,1,1,1,7,1,1,0,2,1,0,2,0,6,1,0,3,1,6,6,0,6,2,1,1,3,4,0.17892920287187794,0.2451527795570062,0.6060606060606059,0.094
1,0,1,0,0,1,1,4,4,6,9,6,8,9,7,7,7,7,6,5,4,4,6,7,5,6,3,6,3,6,5,5,2,1,1,2,1,1,1,1,1,0,1,1,1,2,1,0,1,2,1,3,0,0,1,1,1,2,3,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,1,1,1,0,1,1,1,1,1,3,1,0,6,2,0.14649316591923217,0.21303821245693927,0.8484848484848472,0.094
6,0,1,0,0,1,1,2,10,9,9,9,8,8,7,7,7,7,6,4,7,6,7,4,6,5,5,3,3,2,3,1,1,1,1,2,2,2,1,0,1,0,7,1,1,1,1,0,2,1,1,3,1,0,1,1,2,7,3,3,1,1,1,0,0,0,1,0,1,0,1,3,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,3,1,2,1,3,5,2,0,1,0,4,0.15803170379148948,0.2517225122624786,0.8484848484848472,0.084
9,0,0,0,0,0,1,1,0,7,5,6,7,6,7,6,7,6,5,5,4,5,6,3,2,1,0,1,2,1,2,1,1,1,1,2,1,1,0,0,1,0,0,0,0,1,0,0,2,2,1,0,1,0,0,1,1,3,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,2,1,0,3,2,0.12159235710383229,0.18058511813310196,0.9393939393939377,0.09200000000000001
5,1,0,0,0,0,9,10,10,9,9,9,9,9,7,7,6,6,7,6,4,7,9,7,4,6,1,6,2,5,6,5,6,1,1,1,1,2,1,2,1,0,1,3,1,1,3,0,1,3,2,2,1,4,1,1,1,3,3,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,2,1,0,0,1,1,1,0,1,0,1,1,2,1,1,0,4,4,0.1688601069390228,0.2982009901906785,0.8484848484848472,0.07
9,0,0,0,0,1,6,9,10,10,9,9,8,9,7,6,7,6,6,6,4,6,6,4,1,3,6,0,3,2,3,1,3,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,2,2,1,0,1,1,1,6,1,3,2,2,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,2,1,1,2,5,0.15218638802894852,0.2808387809977963,0.8686868686868673,0.07400000000000001
6,0,0,0,1,1,2,1,4,6,8,7,7,6,7,7,7,6,5,5,6,4,6,7,5,6,1,1,3,1,2,2,1,1,1,1,1,1,1,1,0,0,1,0,1,2,1,1,1,2,1,0,1,0,0,1,1,2,3,2,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,1,1,2,1,1,4,5,0.13636102950188136,0.2080307157320866,0.9393939393939377,0.084
