0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg avg_pollution,avg utility,avg inertia,avg reliability
9,8,6,6,6,4,3,7,6,6,5,6,6,0,5,4,3,4,6,5,6,5,5,3,2,7,5,7,3,6,2,3,4,7,6,6,6,2,3,6,4,1,1,1,1,1,7,6,5,6,6,7,6,5,3,4,2,3,1,2,2,6,6,4,5,5,6,6,6,6,6,6,1,4,3,5,7,6,2,3,1,6,6,5,6,2,5,5,6,5,1,4,5,6,6,6,4,5,4,5,2.6281799821285556,0.5706486035730288,0.7070707070707064,0.5488000000000003
10,7,7,1,5,4,0,3,1,5,6,5,7,3,5,4,3,6,1,4,5,6,5,2,3,1,5,5,5,1,2,2,2,6,4,0,6,1,3,4,2,6,4,6,1,0,1,5,7,4,6,6,7,1,1,3,2,2,1,3,2,2,3,4,4,4,5,2,6,7,1,6,6,0,0,5,6,5,2,3,2,3,7,4,4,4,5,5,4,5,6,5,4,6,7,6,5,5,4,3,2.428231005580681,0.4701435537790751,0.6464646464646461,0.5856000000000003
9,9,9,7,6,6,4,4,6,6,5,6,5,1,2,4,5,4,6,4,3,6,5,6,5,6,5,6,4,1,3,4,3,6,6,7,0,4,4,6,6,6,5,1,6,6,5,6,6,7,6,6,6,6,6,5,5,6,5,5,6,5,6,6,6,4,6,6,7,6,5,6,6,5,5,6,6,6,5,4,4,5,5,5,5,5,5,4,5,6,6,4,5,6,6,6,5,4,4,5,2.8381689185860437,0.6205863800171164,0.9090909090909075,0.48760000000000026
10,10,9,10,9,6,6,7,6,6,6,7,6,6,6,5,5,6,6,6,7,6,5,6,4,6,6,6,5,6,6,4,4,6,6,6,7,6,7,6,6,6,6,6,5,6,4,5,5,6,7,7,6,5,6,6,5,5,5,4,6,4,6,6,6,6,6,6,6,5,6,5,6,4,5,6,6,7,6,6,6,5,6,4,5,5,5,5,5,5,6,5,5,6,6,6,5,5,4,5,3.105709115101853,0.7409664764495116,0.9898989898989881,0.40720000000000023
10,9,7,5,5,3,3,3,6,6,6,2,2,3,1,4,5,2,6,3,3,5,6,3,3,5,5,3,0,1,1,3,3,2,7,7,1,2,3,4,2,6,7,7,1,2,4,3,5,4,5,6,5,1,1,3,3,3,1,2,3,1,2,5,5,4,5,5,6,5,4,6,0,1,1,5,6,6,2,3,5,0,5,4,4,5,4,5,4,4,5,4,6,7,6,5,5,6,4,4,2.4735429733612615,0.4910790001266597,0.7171717171717166,0.5788000000000004
9,7,1,2,2,0,1,0,1,2,1,3,1,1,3,1,0,2,1,2,2,1,2,3,1,1,1,7,3,6,3,3,3,5,4,6,2,5,4,4,4,5,6,7,1,2,3,2,1,4,5,6,7,1,1,2,2,3,6,7,1,1,2,4,4,4,6,5,5,6,6,1,2,1,0,5,5,1,2,0,2,1,3,5,6,5,5,5,3,4,6,4,7,6,6,6,5,5,4,7,2.1580836783340698,0.3306145355799142,0.7474747474747467,0.6300000000000003
10,10,4,1,4,0,3,3,1,5,5,5,1,3,4,4,4,5,6,4,5,5,5,5,7,6,6,5,3,6,2,3,3,6,7,7,3,3,4,4,4,5,6,1,1,1,3,5,5,4,5,6,7,1,1,2,1,3,1,2,2,6,6,4,5,5,5,6,5,6,5,1,1,1,0,5,6,6,2,3,2,3,4,5,5,5,5,5,5,4,6,4,6,7,6,5,5,6,4,4,2.5076335920080406,0.49321140386948437,0.7979797979797969,0.5656000000000003
10,10,9,6,2,4,6,4,4,6,6,7,6,1,6,5,5,5,6,8,7,6,5,6,7,6,6,6,4,6,5,5,4,6,7,6,6,6,4,5,6,6,6,6,5,6,4,6,5,6,7,6,6,6,6,6,6,5,5,5,6,4,6,6,6,6,6,6,7,6,6,5,6,7,5,4,6,6,6,4,6,5,5,4,4,5,5,5,6,4,6,5,6,6,6,5,5,5,4,5,2.9389606441314995,0.6721903337729974,0.9292929292929276,0.4600000000000003
10,9,10,9,6,7,6,7,6,6,6,7,6,6,7,6,5,5,6,7,7,6,5,9,8,9,7,6,7,6,6,6,7,6,7,6,7,9,7,6,6,5,6,6,6,6,5,6,6,6,7,7,6,6,6,6,6,5,6,6,6,7,6,7,7,7,6,7,6,6,7,9,7,7,4,5,6,7,6,7,6,6,5,5,5,5,5,5,5,6,6,6,7,6,6,6,6,5,4,5,3.232761475925881,0.7816536722838616,0.9696969696969678,0.3800000000000002
9,10,3,2,2,7,0,3,2,6,5,5,5,1,1,3,3,7,6,2,5,6,2,3,2,6,2,4,4,2,2,3,3,7,6,0,4,5,3,5,4,2,5,1,2,6,3,5,4,0,5,6,7,6,2,2,2,2,1,6,1,1,3,3,6,4,5,1,6,6,1,1,5,7,2,5,4,6,2,0,3,1,4,4,5,5,4,5,6,7,5,4,5,6,6,6,5,6,4,3,2.4099897298712643,0.4610575708595026,0.5656565656565656,0.5904000000000004
