0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p avg_pollution,10-p utility,10-p inertia,10-p reliability
4,0,0,0,0,1,0,0,1,1,1,1,6,7,6,7,7,6,6,6,4,2,6,4,6,6,4,4,4,3,1,1,3,1,1,3,2,1,1,0,1,0,1,1,6,1,1,1,1,0,3,2,2,3,3,3,4,1,1,0,0,1,1,0,1,0,0,1,1,0,1,2,0,3,3,1,1,2,1,1,3,1,1,0,1,2,1,2,0,1,1,0,1,3,1,0,1,2,2,3,0.13568253549743164,0.14926844507179157,0.8888888888888874,0.112
1,2,1,0,2,0,1,4,1,9,10,9,6,7,9,7,8,4,7,6,7,0,6,2,2,5,0,4,6,4,6,0,1,1,4,3,3,2,1,3,1,1,0,3,2,3,2,3,2,3,0,1,2,3,0,2,1,0,1,6,3,3,2,1,1,0,1,1,1,1,6,0,1,0,5,0,0,1,1,1,0,3,1,1,0,1,0,7,0,1,2,3,1,0,1,0,1,2,5,2,0.15850284084384444,0.22039756482200956,0.6868686868686863,0.094
6,0,1,1,0,0,0,0,1,0,1,0,6,7,7,4,4,6,6,6,3,2,2,3,2,1,7,3,4,0,0,0,2,1,3,2,2,1,1,0,0,1,1,1,3,1,1,1,0,1,0,1,1,0,0,2,1,0,1,0,1,0,2,1,1,0,0,1,1,0,1,3,1,1,0,1,1,0,0,1,4,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,2,2,2,0.10942190123730286,0.133016147363238,0.8787878787878773,0.112
6,1,1,0,0,0,2,1,10,9,5,9,9,8,9,7,4,7,7,6,7,4,6,4,5,6,6,4,6,3,2,4,5,1,2,2,2,1,0,1,1,1,3,3,1,2,2,0,0,1,1,0,1,3,3,2,1,1,0,0,1,3,1,2,1,0,0,6,0,0,1,2,1,3,2,0,1,0,1,1,1,0,0,0,1,6,1,1,1,1,2,3,1,3,0,3,1,2,1,3,0.16311971100986322,0.2523176330266693,0.808080808080807,0.084
1,1,1,0,0,0,1,0,1,1,0,0,2,7,6,4,5,6,7,0,3,6,2,1,2,0,7,7,4,0,0,3,2,6,0,2,2,2,1,0,1,1,2,1,0,0,2,1,0,0,0,1,1,3,3,2,6,1,1,0,1,0,0,0,1,0,0,1,1,0,1,3,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,3,1,2,1,1,1,0,0,1,2,2,3,0.1141475124244929,0.11110059120944335,0.8282828282828271,0.122
7,0,1,0,0,0,1,0,0,1,9,6,6,7,5,7,6,6,7,0,3,5,2,2,2,1,5,3,4,0,1,1,1,1,1,3,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,3,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,3,1,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0,2,1,1,0,1,0,0,0,1,1,1,1,0.11400534838074079,0.16210113541121737,0.8484848484848472,0.104
8,7,6,7,9,10,10,9,9,9,9,9,8,7,6,6,7,7,7,6,6,7,6,5,6,4,6,4,4,4,7,4,3,1,2,1,2,1,0,1,1,1,1,3,1,0,1,0,0,0,0,1,1,2,3,0,0,0,1,0,0,0,1,3,1,1,0,1,1,0,1,3,1,0,1,1,1,1,1,2,1,1,1,0,0,1,0,0,0,1,3,0,1,0,1,1,2,2,2,1,0.17919055717361818,0.4223300704355365,0.9595959595959578,0.034
0,1,2,0,0,0,1,0,1,1,3,5,6,7,6,7,7,2,1,0,1,2,1,2,2,1,1,3,4,3,1,0,1,2,2,3,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,1,0,0,1,1,2,2,2,0.1009020739835828,0.11313482100537796,0.9696969696969678,0.108
0,1,1,0,0,0,0,0,0,1,1,9,6,7,5,3,7,7,7,6,2,2,1,2,2,3,3,4,4,3,1,1,1,2,3,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,2,2,1,2,1,0,1,1,0,0,1,3,2,1,1,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,3,1,0.11550264804850319,0.12695253064253753,0.9191919191919176,0.11399999999999999
0,0,0,1,0,0,0,0,0,0,0,0,1,6,5,3,6,5,1,1,0,2,1,2,3,2,3,5,4,3,2,0,1,2,3,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,2,2,1,0,1,0,0,1,1,0,2,1,0,0,1,0,0,1,3,1,0,0,0,1,0,0,2,0,0,0,0,1,1,0,1,1,2,1,0,1,0,1,1,1,2,2,2,0.09910051382250863,0.07167946700517565,0.8989898989898975,0.132
0,3,1,0,0,0,0,0,1,1,1,6,9,7,9,7,2,7,5,7,3,2,1,2,5,0,7,2,7,3,6,0,1,5,0,2,2,0,1,0,0,0,3,1,1,1,1,3,0,1,0,1,1,1,2,1,0,1,0,0,1,4,0,1,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,7,0,1,2,0,1,0,1,1,1,2,3,2,0.1267562451443563,0.14859903554571557,0.6868686868686863,0.11399999999999999
7,1,1,0,0,1,1,0,6,4,6,6,6,7,6,6,7,6,1,6,2,2,2,1,1,0,1,3,2,2,1,0,1,1,2,1,2,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,2,0.11147289834612598,0.17399848431710838,0.9494949494949477,0.08800000000000001
7,0,1,0,1,0,2,1,0,0,6,0,9,7,5,7,7,7,4,7,7,5,6,4,5,6,6,5,4,3,6,6,0,1,3,2,2,0,7,0,2,0,1,0,5,1,0,7,1,3,0,1,0,3,3,0,0,0,0,0,1,1,5,1,0,7,0,1,1,7,6,0,0,0,0,1,2,0,1,2,1,3,1,0,3,6,4,6,4,1,3,0,1,1,1,0,2,1,5,3,0.16137638133938803,0.19471826065676698,0.6161616161616159,0.10200000000000001
1,1,0,0,0,0,0,2,0,0,0,1,6,7,9,7,7,2,2,1,1,2,1,2,2,1,1,4,4,3,1,0,1,1,3,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,3,0,0,1,1,0,0,0,4,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,2,1,1,0,1,3,1,1,1,2,0.09894766173203862,0.1003684575617349,0.9090909090909075,0.12399999999999999
0,0,1,0,0,7,7,7,7,7,9,6,7,7,6,7,6,4,6,7,7,1,1,2,2,1,1,4,4,1,1,0,1,2,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,3,2,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,3,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,3,1,2,2,2,0.13504047785724158,0.22160853278156045,0.9393939393939377,0.07
