0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg avg_pollution,avg utility,avg inertia,avg reliability
10,8,5,10,2,4,6,6,5,7,6,2,4,5,5,3,2,6,6,3,2,4,4,4,5,5,5,6,4,3,5,5,5,6,5,4,3,7,1,6,1,7,5,4,6,0,6,5,1,6,5,2,5,1,5,2,6,2,7,6,5,3,5,6,7,6,5,2,5,0,0,4,5,5,4,6,0,6,4,6,5,4,5,7,1,6,0,7,4,6,7,6,4,3,6,5,10,5,5,7,2.6274107485254268,0.5700721267906209,0.5050505050505053,0.5500000000000003
10,10,10,3,5,5,6,5,7,6,5,5,7,6,6,7,5,6,6,6,7,6,6,6,10,7,5,2,4,5,6,5,6,6,5,4,6,6,5,6,7,6,6,7,6,7,5,5,5,6,6,6,5,5,4,5,6,7,6,7,1,7,6,6,6,6,5,4,5,6,5,4,5,6,5,6,6,5,5,5,5,4,5,4,5,6,7,6,7,6,6,6,4,6,5,5,4,5,6,7,2.979674636463944,0.700080182145392,0.8686868686868674,0.4492000000000002
10,10,9,6,2,3,1,2,6,6,7,5,4,2,2,0,4,6,1,5,1,2,6,4,5,5,4,6,5,4,2,3,4,6,2,3,4,2,1,5,5,4,5,4,2,1,0,1,6,1,0,5,6,7,2,1,2,0,5,6,6,4,1,1,6,5,6,4,4,6,7,0,6,5,5,0,2,3,4,6,5,4,4,5,6,6,6,6,5,6,5,6,4,5,5,4,6,5,6,4,2.5043979319620617,0.5008435222621569,0.7171717171717166,0.5732000000000004
10,6,4,5,6,4,2,2,5,7,5,5,5,5,5,7,5,7,7,4,2,1,3,5,6,4,5,6,5,5,6,5,6,6,1,4,0,1,4,4,7,4,6,4,6,0,5,5,1,2,7,4,6,1,5,2,0,7,6,6,6,4,6,6,1,4,6,3,4,6,0,7,5,5,4,1,2,7,4,6,4,4,5,4,5,6,5,6,6,6,7,6,4,6,5,5,4,5,7,7,2.5898619492582644,0.5519977511284706,0.626262626262626,0.5528000000000003
9,10,10,5,5,1,6,5,6,6,4,5,6,7,6,5,6,5,0,5,6,1,5,2,6,4,4,5,6,5,5,4,1,6,6,6,0,6,5,5,7,7,6,0,6,4,5,4,6,2,5,5,6,6,2,3,6,7,6,2,6,7,5,0,6,5,5,4,5,6,2,4,6,6,6,6,6,6,5,6,4,4,5,5,7,6,5,7,4,7,6,6,4,6,5,5,9,5,9,7,2.789149615678684,0.6112189340074934,0.6565656565656561,0.5024000000000003
9,10,1,2,2,3,1,1,3,0,4,5,5,2,3,6,5,4,5,4,2,0,5,5,4,5,5,6,2,3,6,7,3,1,2,4,4,0,5,3,5,4,6,0,1,2,6,3,2,6,4,5,5,2,3,1,1,1,7,1,6,4,6,1,1,5,5,4,5,2,1,4,4,6,1,1,1,6,4,6,4,4,5,5,1,6,3,6,4,1,4,4,7,4,6,4,5,6,6,6,2.349355503687856,0.43027010716748054,0.6161616161616159,0.5996000000000004
10,10,2,2,1,7,0,2,7,6,2,6,5,5,7,1,5,5,5,6,6,1,0,6,7,4,5,1,5,5,6,6,6,1,6,5,0,6,6,5,6,7,6,7,1,1,4,5,6,1,2,6,6,7,1,2,6,6,6,0,6,5,6,1,6,5,5,7,5,6,0,4,5,6,5,1,1,6,4,6,4,4,2,2,6,6,6,6,6,6,5,5,6,6,1,5,5,5,6,5,2.5500275112632376,0.5302411779301677,0.6060606060606059,0.5616000000000003
10,9,10,5,5,7,5,5,3,6,6,5,5,0,7,7,5,6,6,4,5,1,5,2,5,5,4,0,6,6,6,4,6,6,1,5,7,2,0,1,5,4,6,7,6,7,3,4,6,1,4,4,5,6,3,1,6,0,6,7,6,7,6,6,1,5,5,4,5,0,6,4,6,6,4,6,6,6,5,1,4,4,4,5,7,6,6,6,4,6,7,6,4,5,6,5,5,5,6,7,2.7277574272083562,0.6013668750094012,0.6565656565656561,0.5180000000000003
10,10,6,2,1,3,5,2,4,6,5,5,4,5,4,4,5,6,5,2,1,1,2,5,4,5,4,5,5,5,6,5,3,2,2,6,7,2,3,6,5,4,6,7,6,1,0,6,6,5,4,4,6,7,2,2,1,0,6,5,6,4,6,0,1,5,6,4,5,5,5,3,6,5,6,2,1,5,4,5,4,5,4,5,6,5,5,6,4,6,7,6,5,5,5,5,5,6,6,4,2.54614248956849,0.5200324152207212,0.7878787878787868,0.5616000000000003
9,9,1,2,1,0,1,1,0,1,2,6,2,5,3,5,2,2,5,6,3,3,7,5,4,4,5,7,5,4,5,4,3,1,1,3,4,0,1,2,5,4,6,7,1,2,1,3,1,5,0,4,7,4,3,1,1,1,6,6,6,4,6,0,0,5,5,4,3,2,2,5,4,5,5,6,1,1,3,1,2,4,5,5,1,6,5,6,4,6,4,6,4,5,5,5,6,6,6,7,2.2987653748164023,0.4007118377286001,0.7070707070707064,0.6080000000000003
