0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,10-p avg_pollution,10-p utility,10-p inertia,10-p reliability
6,0,1,1,0,1,2,3,7,1,7,9,8,7,7,6,8,7,5,7,1,4,6,4,0,3,3,6,3,2,3,1,2,1,3,7,1,1,0,1,0,0,1,2,1,2,1,0,1,4,0.17761733672073865,0.21492392603911564,0.6734693877551025,0.17600000000000002
1,0,0,1,0,1,1,0,2,1,0,6,5,6,6,5,6,7,4,3,6,5,6,5,6,5,3,3,1,3,2,3,2,7,6,7,3,1,3,7,1,3,1,3,0,2,1,3,2,2,0.17648879561091443,0.15082688398181957,0.7755102040816332,0.22799999999999998
6,1,3,1,0,1,1,3,2,6,7,6,6,6,6,5,0,1,3,2,2,1,1,1,0,1,2,3,2,1,2,2,1,1,1,1,0,1,0,0,0,0,0,0,1,3,1,3,2,2,0.133586832142801,0.16157613897645015,0.9387755102040823,0.15600000000000003
4,4,5,6,7,9,10,9,7,9,7,6,7,8,7,7,7,7,6,6,6,6,6,6,7,4,3,2,1,1,2,3,1,1,1,0,0,1,0,1,0,0,1,0,1,2,1,3,3,2,0.21655479003893857,0.3526151641687863,0.9795918367346946,0.08800000000000001
6,1,1,2,0,1,0,0,6,6,7,9,7,6,6,5,6,6,5,2,1,1,3,1,1,3,2,3,1,1,2,2,1,1,0,1,1,1,0,0,0,0,1,1,1,2,1,1,5,4,0.15419946310432348,0.18519898863490486,0.89795918367347,0.17600000000000002
7,6,7,1,0,6,4,6,5,6,7,7,7,6,6,4,3,1,0,1,1,0,1,1,0,0,1,2,2,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,2,1,0,1,2,0.14956089755850227,0.23077945088746712,0.9591836734693885,0.08800000000000001
1,0,0,0,0,0,0,1,2,0,0,4,6,6,5,5,4,7,2,2,0,7,5,6,0,3,2,6,6,6,2,2,3,1,0,2,0,6,1,3,2,6,0,2,1,2,5,3,3,3,0.15342121916001916,0.12092616909916568,0.5918367346938779,0.236
1,0,0,0,0,1,1,0,1,1,0,7,1,1,6,5,6,6,6,6,2,4,1,7,6,1,2,2,2,1,2,2,0,6,1,1,0,1,0,0,3,2,0,2,1,2,5,3,3,2,0.13994449917546498,0.11299017858481801,0.6734693877551025,0.236
3,1,1,1,0,0,1,0,1,5,4,9,8,7,9,5,2,5,5,2,10,1,6,7,4,2,2,3,7,0,0,5,7,2,2,1,1,4,1,1,0,9,1,6,1,0,3,1,6,2,0.17927118331369993,0.183281717273306,0.48979591836734715,0.196
1,1,0,1,0,0,0,2,6,7,8,9,7,1,7,7,9,5,7,1,6,6,6,3,4,3,5,4,3,2,2,2,2,2,1,6,1,1,0,1,3,0,0,0,1,2,1,3,2,2,0.17480342299666166,0.19076256987249388,0.7346938775510209,0.188
