0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,avg avg_pollution,avg utility,avg inertia,avg reliability
9,7,0,0,0,1,1,1,0,2,1,1,1,2,1,2,3,1,3,3,6,6,2,6,6,6,5,4,6,6,5,5,4,4,4,6,6,7,6,5,6,6,6,7,7,7,9,9,9,10,1.6278384695043,0.330972265402507,0.8979591836734702,0.6640000000000004
9,10,4,6,5,2,1,7,6,6,5,4,6,5,4,6,3,1,5,6,4,4,5,6,6,7,6,7,6,6,6,6,6,7,7,6,9,8,9,7,9,10,10,9,7,9,9,9,9,10,2.3175313981123193,0.5517567844823291,0.8775510204081638,0.5312000000000002
9,8,6,2,1,1,0,0,6,6,6,6,5,5,4,6,4,6,6,7,4,5,2,6,4,6,6,6,7,6,7,9,7,7,6,6,9,7,8,7,9,9,10,9,7,9,9,7,9,10,2.189174536061152,0.5102516985009264,0.8571428571428578,0.5504000000000002
9,4,4,5,2,2,1,0,1,7,6,0,6,5,5,4,5,6,5,6,5,6,5,5,5,5,5,4,6,6,5,4,4,6,5,6,6,5,6,7,9,10,9,9,7,8,8,9,9,10,2.029651059235344,0.4573003455748962,0.8979591836734702,0.5952000000000001
9,7,2,1,0,1,1,0,0,2,6,6,1,2,2,3,3,3,1,6,6,1,2,6,4,6,5,4,6,6,5,5,4,5,4,6,6,5,6,5,6,10,10,9,7,7,8,9,10,10,1.7513770875325827,0.37204610818063727,0.8367346938775516,0.6448000000000002
10,3,3,0,0,1,1,1,0,1,1,1,6,2,2,3,1,1,1,1,0,6,5,6,5,6,5,4,6,6,4,4,6,4,4,6,6,6,6,4,6,6,7,8,7,8,8,8,9,10,1.611190078223473,0.32386436387847845,0.8979591836734702,0.6704000000000002
9,3,1,2,0,3,2,1,0,3,6,1,6,6,1,5,4,5,6,6,5,6,4,5,5,6,5,4,6,6,5,5,5,6,6,6,6,7,6,5,9,10,10,9,7,7,9,9,9,10,1.8992498383628433,0.4206394077355057,0.7959183673469393,0.6136000000000001
9,7,0,5,2,2,1,0,1,7,6,0,1,5,5,4,5,6,5,6,5,6,5,5,5,5,4,4,6,6,5,4,4,6,5,6,6,5,6,7,9,10,9,9,7,8,8,9,9,10,1.9725088246109084,0.44000254884090984,0.8775510204081638,0.6024000000000002
10,4,2,1,0,1,2,3,2,1,2,2,1,3,4,4,6,1,1,2,5,4,5,6,7,6,4,5,6,6,5,5,4,5,5,6,6,7,6,6,9,9,5,9,7,7,9,9,9,10,1.7759578978260502,0.3779049579674247,0.8571428571428578,0.6384000000000003
10,10,4,1,3,1,1,0,7,7,7,6,5,4,4,5,4,5,5,6,4,6,6,6,4,4,6,4,4,7,6,6,7,6,6,6,7,8,8,7,9,10,10,9,7,9,9,9,10,10,2.201372305572933,0.5141672932471336,0.9183673469387762,0.5528000000000002
10,3,1,1,1,1,1,3,1,1,1,2,2,5,5,6,5,6,5,6,6,5,5,6,4,1,5,7,5,4,6,4,4,6,6,6,6,9,8,7,9,9,10,9,7,6,9,9,9,10,1.8540342820138016,0.4060827536940747,0.8367346938775516,0.6208000000000002
10,7,3,1,1,1,2,1,0,1,2,1,1,3,4,2,2,1,1,5,4,6,5,6,7,6,5,6,6,6,5,4,4,5,5,7,6,6,6,6,6,10,9,9,7,8,9,9,9,10,1.7904760914041677,0.3808794075191371,0.8775510204081638,0.6344000000000002
10,3,2,1,0,1,1,0,0,0,6,0,1,3,6,4,0,3,1,6,5,6,4,5,5,5,6,4,6,5,6,4,5,5,5,7,6,6,6,7,6,6,9,9,7,9,9,10,9,10,1.7091744062698047,0.3607599411265719,0.8163265306122455,0.6520000000000004
10,2,3,2,2,1,1,0,6,6,6,6,5,5,5,4,5,6,5,5,4,5,5,5,7,4,6,4,6,4,6,5,6,5,6,7,6,6,10,9,9,9,10,9,8,9,9,8,9,10,2.0675567194735227,0.471151704121895,0.8979591836734702,0.5792000000000002
10,9,4,3,2,2,6,0,5,5,6,6,6,4,5,5,5,6,4,4,4,4,5,6,4,7,6,4,6,6,6,6,5,9,6,5,9,7,7,7,9,10,10,8,8,8,9,9,9,10,2.215057613290357,0.5213224349680219,0.8163265306122455,0.5536000000000003
10,4,2,0,0,1,1,1,1,0,6,1,1,5,2,3,3,3,2,1,0,1,0,1,7,6,5,4,6,5,5,5,5,5,4,6,6,6,6,6,9,6,9,9,7,9,8,9,9,10,1.6127417991093629,0.3305568658155264,0.7755102040816333,0.6712000000000004
10,9,3,1,1,0,8,7,4,5,5,6,1,6,5,6,5,6,0,3,1,7,7,0,4,6,4,4,6,6,4,4,4,5,5,6,7,6,6,7,6,5,10,7,7,9,9,9,10,10,2.0924801647347313,0.47150209158619055,0.7551020408163269,0.5912000000000002
10,1,2,5,5,1,2,4,6,5,6,5,6,6,7,4,5,6,6,6,4,5,4,6,7,6,6,7,6,6,6,5,6,6,7,6,9,7,9,8,9,9,9,9,7,9,9,9,10,10,2.216645370344411,0.5216716065602165,0.8775510204081638,0.5472000000000002
10,9,3,5,6,5,6,6,6,5,4,6,5,5,6,6,4,5,6,7,4,6,7,6,6,7,8,8,7,7,7,6,5,6,4,9,9,7,9,8,9,10,9,9,7,9,10,9,10,10,2.465365337736196,0.6008970571647442,0.9183673469387762,0.4952000000000002
10,4,2,2,3,1,1,0,1,6,6,1,1,3,3,5,4,6,6,6,4,6,7,6,4,6,5,7,6,7,6,4,4,5,4,5,7,8,9,9,9,10,9,9,8,9,8,8,9,10,1.964399106569851,0.44079080165671103,0.8571428571428578,0.5960000000000002
