0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,10-p avg_pollution,10-p utility,10-p inertia,10-p reliability
0,1,0,1,0,0,1,0,0,0,0,0,2,2,5,1,2,2,3,7,5,4,5,5,6,6,2,7,5,1,1,1,5,5,5,7,3,0,1,7,2,1,1,4,1,2,6,4,3,3,0.15776067571297636,0.10092191226447411,0.6326530612244902,0.264
0,0,0,1,0,3,1,1,1,0,1,6,2,4,6,8,5,10,9,5,7,6,9,4,5,6,5,1,8,5,6,1,7,0,2,2,6,5,6,2,5,5,5,3,3,6,1,1,7,4,0.19824918757012694,0.17245514343229648,0.469387755102041,0.224
1,0,1,0,0,0,1,0,0,1,0,1,3,1,2,2,2,6,5,6,6,5,3,5,5,5,3,1,1,1,1,2,5,4,0,4,3,0,1,3,3,2,3,1,2,1,1,1,4,3,0.14105494016415152,0.09619828429719059,0.8163265306122455,0.252
6,0,0,0,0,2,1,1,2,2,9,6,9,5,7,4,5,6,10,4,7,6,4,5,5,7,10,5,6,6,2,9,6,6,6,1,6,3,7,2,2,1,4,2,7,4,0,1,5,9,0.2115576769284231,0.22451700977436323,0.40816326530612257,0.188
4,2,1,0,0,0,1,0,0,6,7,7,6,4,5,6,6,6,5,6,6,5,5,3,1,1,1,7,6,1,6,1,3,7,6,3,1,1,7,3,1,0,1,1,2,2,3,6,6,3,0.18321103038545367,0.18575721595204248,0.7346938775510209,0.196
1,1,1,0,0,1,1,0,0,0,7,0,2,4,6,0,7,5,5,6,6,4,3,5,4,4,3,7,7,2,1,2,2,5,4,0,6,0,1,1,3,1,1,1,2,1,2,4,4,0,0.15583516528464783,0.1304123817919728,0.6734693877551025,0.224
1,0,1,0,0,0,1,0,1,0,0,0,2,6,7,6,7,10,9,6,6,5,3,5,5,6,2,1,3,1,2,1,2,2,1,4,7,1,6,3,3,0,5,5,2,7,4,7,4,0,0.17809405014402307,0.13825801062158963,0.5918367346938779,0.244
1,2,1,0,0,0,1,0,0,0,1,2,2,3,3,3,6,5,5,6,6,4,3,2,2,3,3,3,0,2,1,3,1,3,4,3,1,0,1,1,3,1,3,1,0,1,5,7,7,0,0.13875564247924574,0.10732537125819547,0.8775510204081639,0.232
1,2,1,0,0,0,1,0,0,0,1,0,2,3,2,3,0,6,4,6,6,4,3,2,6,3,1,3,0,2,1,0,1,3,3,3,2,1,1,1,0,2,2,1,0,1,4,7,7,0,0.1289193454151148,0.0931427658353962,0.7755102040816332,0.252
6,1,0,0,1,1,1,0,4,9,9,6,10,5,7,4,6,6,5,7,7,7,4,2,5,7,3,4,6,7,2,4,6,6,1,1,1,0,0,2,2,2,1,2,1,0,1,0,5,1,0.18947992594943017,0.22609945572379175,0.5918367346938779,0.17600000000000002
1,0,1,0,0,0,1,0,0,0,1,7,4,6,4,6,7,10,6,6,1,3,3,2,5,6,0,1,1,0,2,1,1,1,1,4,7,0,6,0,3,1,2,6,2,1,7,7,4,0,0.16159299262478743,0.13032370352147088,0.612244897959184,0.236
1,0,0,0,0,0,1,0,0,0,0,0,2,4,3,2,7,10,6,6,6,7,2,2,5,7,3,6,3,1,0,1,2,5,0,3,3,1,7,1,3,3,1,2,2,1,4,7,7,7,0.16339874340718233,0.11345157119498578,0.6326530612244902,0.264
1,0,1,0,0,0,1,0,0,1,0,1,0,2,5,4,2,7,5,6,6,5,3,5,4,1,3,6,1,1,1,5,5,3,1,4,3,1,1,3,3,1,3,1,1,1,3,0,4,3,0.14429413167333693,0.10256737874619835,0.6938775510204086,0.252
1,1,1,0,0,0,1,0,0,1,0,1,3,2,4,0,3,10,5,7,6,7,3,2,7,1,3,7,6,1,1,1,2,7,1,7,0,0,1,1,3,1,2,1,1,1,3,1,3,2,0.14853517340748376,0.11333293171401064,0.6938775510204086,0.244
10,6,1,4,7,8,10,9,9,10,9,7,10,6,9,7,6,9,9,10,7,9,9,5,5,5,7,7,7,7,6,6,2,3,6,0,2,6,0,1,0,3,1,5,4,5,7,0,6,2,0.28966726387667396,0.4212036349314843,0.5102040816326533,0.07600000000000001
2,0,0,0,0,0,1,0,1,0,1,0,2,7,6,5,4,5,5,6,6,6,2,2,2,2,0,3,1,1,1,0,1,4,3,0,1,0,1,3,3,1,1,1,1,1,0,1,1,3,0.12868520696319763,0.10376184911351394,0.8367346938775516,0.244
6,0,1,0,0,0,0,0,0,2,0,0,7,1,2,7,1,1,5,6,1,3,3,2,2,1,2,1,1,2,1,1,3,4,3,0,0,1,0,3,1,1,2,2,1,0,2,0,1,3,0.11824690813883543,0.10021667222322406,0.7346938775510209,0.232
9,6,0,1,4,7,9,9,10,10,9,9,10,7,0,7,9,6,6,2,7,6,5,6,6,3,0,1,6,6,2,6,1,0,1,3,1,0,1,0,1,0,0,0,0,1,0,1,2,2,0.20760908996613997,0.3403113994411671,0.6734693877551025,0.10800000000000001
1,0,0,0,0,0,1,0,0,0,0,0,2,4,3,1,7,10,6,6,6,6,3,2,5,0,0,6,2,1,0,0,2,5,1,3,4,0,7,1,3,0,2,2,1,0,5,7,0,4,0.1478838807944276,0.10120612497877585,0.5510204081632656,0.264
5,5,1,0,0,0,4,10,9,9,8,10,10,7,6,7,6,6,10,6,6,7,5,5,5,3,7,6,5,5,5,6,0,3,5,6,3,7,3,3,3,1,2,5,5,6,3,0,2,3,0.24168602673624442,0.3083510901149709,0.5918367346938779,0.14800000000000002
5,2,1,0,0,0,1,0,0,0,1,7,10,1,3,3,4,5,3,1,4,4,2,2,2,5,1,0,0,1,3,1,1,1,1,0,2,0,1,0,1,0,1,0,1,1,1,1,1,3,0.11815124131422408,0.12058972688709613,0.7755102040816332,0.216
9,1,1,0,0,1,2,1,9,8,9,6,9,3,10,5,4,6,4,5,7,1,10,2,4,4,0,1,1,0,1,1,6,0,7,2,3,0,1,1,1,3,0,2,0,6,0,0,1,2,0.17912590577680498,0.2320163494960537,0.5306122448979594,0.168
1,1,2,0,0,0,1,0,0,0,0,1,5,7,5,6,7,10,5,6,6,4,0,5,6,4,2,1,2,9,0,0,5,4,6,2,7,1,6,3,2,2,2,5,5,1,0,7,0,2,0.1756036822987457,0.1435847163679407,0.5510204081632656,0.236
1,0,1,0,0,0,1,0,1,0,1,6,4,4,4,4,6,5,5,6,6,0,3,2,2,3,2,3,6,2,1,3,1,3,4,3,1,0,1,1,3,1,3,1,1,1,5,6,3,3,0.14460357002166416,0.11724349197710442,0.8571428571428578,0.224
1,0,0,0,0,1,0,0,0,1,1,1,3,0,2,3,5,6,5,6,6,4,3,2,2,6,3,1,1,1,1,3,5,4,0,0,2,1,1,3,3,2,3,1,1,0,1,0,7,0,0.13133565273217138,0.09190911028174525,0.7959183673469393,0.252
7,1,0,0,0,0,1,0,1,3,6,7,6,6,8,3,5,5,5,2,6,4,3,3,3,2,3,1,3,2,1,1,1,0,1,3,0,1,0,1,1,0,0,1,2,1,7,1,3,3,0.1499337882768238,0.16281576527751976,0.7959183673469393,0.196
1,1,1,0,0,0,1,0,0,0,1,0,2,3,2,1,5,6,5,1,1,3,3,2,6,3,1,0,0,2,1,0,1,0,3,2,1,1,0,1,2,3,2,1,3,1,3,0,1,1,0.11240982894578613,0.07724545891380247,0.8367346938775516,0.264
3,1,1,0,0,0,1,3,1,1,7,6,6,6,9,6,6,5,5,6,6,6,3,4,2,5,7,1,7,1,5,0,2,3,1,3,1,3,6,1,2,0,1,0,1,0,7,4,6,0,0.17808349039637703,0.1818247923735849,0.612244897959184,0.196
7,0,0,0,0,0,1,0,1,0,6,6,5,6,1,4,5,5,5,5,6,4,3,2,2,2,3,2,1,2,1,3,1,0,4,3,1,1,0,1,1,1,3,1,2,1,6,6,3,3,0.14640394091360753,0.14461171888532692,0.8571428571428578,0.208
10,0,0,0,1,1,1,4,10,10,8,9,5,7,9,4,10,9,6,6,9,9,2,4,2,2,7,4,0,7,1,1,1,10,5,2,0,0,0,1,1,5,0,6,7,1,1,0,7,3,0.20708766747086274,0.2745152557865287,0.4285714285714287,0.15600000000000003
0,0,1,0,0,0,1,1,1,0,0,1,5,4,6,6,4,9,10,6,6,5,5,5,5,6,2,1,3,1,2,1,1,5,2,7,7,0,7,0,3,3,5,5,2,4,4,7,3,1,0.17893047639676557,0.13851800391364882,0.6734693877551025,0.232
6,2,1,0,0,0,1,0,1,2,7,7,6,5,5,1,1,2,2,6,6,7,3,2,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,3,2,2,2,3,1,1,1,1,1,0,0.13280468838133835,0.14167539578127658,0.8775510204081639,0.196
6,1,0,0,0,0,0,0,1,0,6,4,7,6,7,7,5,5,2,6,6,2,2,2,2,7,0,1,0,1,0,0,3,0,1,1,5,1,0,3,0,1,7,1,3,0,1,2,6,3,0.14819588816538914,0.14818821999567686,0.5918367346938779,0.216
6,1,0,0,1,0,0,0,0,1,7,7,7,7,6,7,6,6,5,7,2,6,3,2,2,2,5,0,0,1,6,0,0,0,1,4,0,0,0,0,2,1,0,1,1,2,1,2,7,3,0.15478483333302043,0.16523099557838244,0.6938775510204086,0.208
6,3,0,0,0,0,1,2,1,4,6,7,6,6,6,7,5,5,5,6,6,4,4,2,3,1,3,1,2,1,1,1,1,0,2,2,0,0,0,1,1,1,2,1,2,1,3,1,3,3,0.1582778101135111,0.17864625857947325,0.8571428571428578,0.188
2,0,0,0,0,0,1,0,0,0,1,0,2,4,3,5,7,10,5,6,6,7,2,2,5,6,0,3,0,1,0,1,1,4,3,3,2,0,0,3,3,3,1,2,1,1,0,7,0,4,0.14786527493762772,0.11120367921785836,0.6326530612244902,0.252
3,2,1,0,0,0,1,0,0,1,7,4,4,6,6,6,6,6,5,6,6,5,5,4,1,0,1,6,6,1,6,1,3,7,1,4,6,1,8,3,6,0,1,1,2,2,2,7,6,7,0.1810286860438468,0.16820500595430093,0.6734693877551025,0.216
9,2,1,0,0,0,1,2,6,5,6,5,6,7,6,6,5,6,5,5,1,3,1,2,2,1,3,4,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0.1461854055608421,0.1874869715955616,0.9183673469387762,0.15600000000000003
8,0,0,0,0,0,1,1,1,6,6,7,5,7,5,6,6,5,5,5,1,3,3,6,3,3,3,3,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,2,0.1495964516356965,0.1696919608250498,0.8367346938775516,0.18400000000000002
9,2,1,0,0,0,6,7,8,6,7,7,6,4,5,5,5,5,6,6,5,3,1,2,6,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0.15809090554227645,0.22243764145758954,0.8775510204081639,0.136
5,2,0,0,1,0,0,0,1,1,6,7,6,5,6,6,7,2,1,7,6,3,0,1,1,2,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,3,3,1,1,0,1,0,0,7,0.12818340075893705,0.14018628386754375,0.8367346938775516,0.208
1,1,0,0,0,0,0,0,1,0,0,1,1,3,6,7,3,6,5,6,3,6,3,2,1,1,6,0,1,1,1,0,2,7,0,1,0,0,0,0,3,1,2,1,0,0,6,4,1,4,0.1269232474408599,0.09443591178317562,0.6938775510204086,0.264
6,0,1,0,0,0,1,0,0,0,6,1,9,6,10,6,4,6,5,6,6,7,7,5,2,3,1,1,0,1,1,1,3,2,0,3,2,0,0,3,1,2,1,1,3,1,0,1,4,4,0.16121953697134464,0.16251097542999562,0.7142857142857147,0.20400000000000001
1,1,1,0,1,0,1,0,1,0,6,6,6,5,9,5,6,5,5,6,7,5,3,2,6,2,1,0,1,2,6,1,2,4,1,3,0,0,7,0,1,1,2,1,1,0,1,4,0,4,0.16050453520711028,0.15202301704263124,0.6530612244897963,0.216
10,2,1,0,0,0,4,7,10,10,9,9,10,7,6,6,6,5,5,7,6,5,6,6,1,1,1,0,0,1,1,1,1,3,1,2,0,0,1,1,1,0,0,0,0,1,1,3,4,4,0.1839913019778713,0.27115983980656844,0.8367346938775516,0.136
6,1,1,0,0,1,2,1,8,6,8,7,10,7,6,6,4,6,5,6,6,5,5,5,1,1,3,2,1,1,0,0,0,1,0,3,2,0,1,0,0,1,3,1,3,1,1,1,1,3,0.16944942761271792,0.21180834132693227,0.8163265306122455,0.168
0,1,1,0,0,0,0,0,1,0,1,7,7,6,5,6,7,4,6,6,1,5,3,2,2,2,1,0,0,1,1,0,0,3,0,0,1,1,0,0,3,1,1,3,1,0,1,2,2,5,0.1306484568935528,0.11590268472962859,0.8163265306122455,0.236
6,0,1,0,1,0,1,0,0,1,3,6,10,4,5,6,5,6,5,6,6,2,3,5,2,3,1,1,0,0,1,1,0,1,3,3,1,1,1,1,2,1,1,1,2,0,1,0,3,0,0.14864844039388933,0.15164426130444436,0.7959183673469393,0.208
9,4,1,0,0,1,9,10,10,9,9,6,10,7,7,7,9,5,4,5,7,9,5,4,5,1,4,5,6,1,6,6,2,6,1,3,3,6,1,3,1,1,1,2,1,1,1,1,0,0,0.21725132700568037,0.3202450832463413,0.6326530612244902,0.12800000000000003
6,0,0,0,0,0,1,0,1,0,3,2,2,3,6,5,4,6,6,6,6,3,5,2,2,2,0,6,0,1,1,0,3,0,0,3,1,1,0,0,1,2,1,1,2,1,1,0,7,0,0.13580743432278333,0.12335191441781947,0.7142857142857147,0.224
5,0,0,0,0,0,1,0,1,0,0,1,2,6,7,5,6,6,6,6,6,5,5,2,2,2,1,7,1,2,1,1,3,3,1,0,1,0,6,3,3,1,1,3,1,1,1,0,0,3,0.1495846482918519,0.12878439868354083,0.8163265306122455,0.232
4,1,1,0,0,1,1,3,4,4,8,6,10,7,5,7,5,6,10,6,6,7,5,5,5,0,8,7,4,6,6,6,7,3,5,1,3,4,2,3,4,1,3,2,6,3,3,6,2,10,0.21102326148707823,0.234199209073398,0.5102040816326533,0.17600000000000002
1,1,1,0,0,1,1,3,6,6,6,6,10,7,9,6,7,5,5,6,6,6,6,5,6,6,7,1,7,5,6,0,1,1,1,3,1,2,0,1,3,0,1,0,4,2,6,0,6,3,0.19221642041411474,0.21570876873243972,0.6530612244897963,0.17600000000000002
5,2,1,0,3,0,1,0,8,9,6,6,7,7,7,6,7,6,5,7,0,4,2,6,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,2,0,1,1,1,1,2,3,2,0.1593098172382148,0.20102429270178515,0.7346938775510209,0.168
2,2,1,0,1,0,1,1,7,6,7,6,6,6,6,1,1,2,2,1,1,3,1,2,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,2,1,0,0,3,0.11995549257757371,0.13488321643371867,0.9387755102040823,0.168
9,1,0,1,0,1,1,5,9,9,9,9,10,7,9,7,6,6,6,4,6,7,7,5,2,5,5,1,4,6,6,6,10,7,5,3,3,1,7,2,3,3,4,4,7,7,3,4,4,6,0.2336641382896862,0.2930843285704752,0.6530612244897963,0.14800000000000002
5,1,1,0,1,0,1,0,0,3,9,6,10,10,6,4,5,5,8,5,7,1,3,2,2,1,4,1,2,3,1,0,1,1,6,0,0,2,0,3,1,1,0,2,1,6,1,4,2,1,0.1659372984113452,0.1810624387488871,0.5510204081632656,0.196
5,1,1,0,0,0,1,1,10,9,9,9,9,7,6,7,6,6,5,7,9,6,6,5,1,6,2,0,2,1,1,1,1,0,0,2,2,0,1,1,1,0,7,0,0,1,1,3,7,4,0.18421832579207648,0.2333647968979935,0.6938775510204086,0.168
10,2,1,1,0,0,1,6,8,7,7,7,6,4,4,6,5,6,1,2,2,3,1,2,1,0,1,0,1,0,1,1,1,3,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,2,0.14511602044905192,0.20078517951088667,0.9183673469387762,0.14800000000000002
1,0,1,0,1,0,0,0,0,0,6,7,6,4,5,7,5,5,5,6,2,2,2,1,2,3,0,0,0,1,1,0,1,7,1,3,1,1,0,0,1,1,3,1,1,1,1,0,1,5,0.133856310667287,0.12014571003767582,0.8367346938775516,0.216
4,2,0,1,0,0,0,0,1,6,6,6,6,6,5,6,5,5,10,1,1,4,5,2,3,1,3,1,2,1,1,0,1,0,3,3,0,0,0,0,1,1,3,1,2,1,0,1,3,2,0.14724633511848553,0.15734457800199506,0.8163265306122455,0.196
6,0,1,1,0,1,2,1,8,9,6,9,9,7,6,7,6,6,5,6,4,6,6,4,6,1,0,0,3,1,1,0,1,0,0,2,1,0,1,0,1,0,1,0,3,1,1,3,0,4,0.171518710008713,0.22040048129764356,0.7959183673469393,0.168
9,2,1,0,0,7,6,6,7,6,6,7,6,7,1,3,2,1,2,2,1,0,0,1,2,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0.1375044211366903,0.20164098387992854,0.9183673469387762,0.11600000000000002
6,1,0,1,4,1,1,9,10,9,9,9,10,7,9,7,7,6,9,6,6,7,5,2,5,2,3,3,4,5,1,2,2,7,6,2,3,7,0,0,1,3,4,5,7,5,4,4,4,6,0.22924870237774453,0.2980691256373356,0.6326530612244902,0.14800000000000002
1,1,0,0,0,2,1,0,1,1,7,4,3,7,9,5,4,5,5,6,6,7,5,2,1,1,0,0,1,1,1,1,1,3,2,3,1,0,2,0,2,2,2,1,1,5,7,1,0,3,0.1517111013916802,0.1408893030783116,0.7142857142857147,0.216
7,2,1,0,0,0,1,1,5,6,6,6,6,5,6,5,6,5,5,1,1,3,1,1,1,1,1,0,0,1,0,0,1,3,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,2,0.1364222097429626,0.1649643100418627,0.9387755102040823,0.168
3,0,0,0,0,0,0,1,1,0,0,1,2,4,1,6,4,2,5,1,1,6,0,5,2,0,0,0,1,1,1,1,0,4,2,1,0,0,7,3,3,2,2,6,1,2,0,7,1,3,0.11915928284589529,0.08270309322342503,0.5714285714285717,0.264
10,1,1,0,0,1,1,4,1,4,9,7,5,7,6,5,5,6,6,5,1,3,3,2,6,1,0,1,1,0,1,0,2,0,0,0,0,0,3,0,0,0,1,1,0,0,1,1,0,0,0.1499389059193982,0.1910458001774093,0.7142857142857147,0.16400000000000003
9,1,1,0,0,1,0,2,1,4,7,9,9,6,6,6,7,5,6,6,6,7,7,2,6,3,3,1,7,6,6,6,3,1,4,0,6,0,7,1,5,7,3,0,0,7,1,5,1,3,0.20068890480230775,0.23160943221518598,0.48979591836734715,0.17600000000000002
6,0,1,0,0,0,0,0,0,0,0,0,6,2,6,4,4,1,5,6,1,0,0,7,1,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0.1049485344236752,0.09251599180101382,0.7959183673469393,0.244
0,5,0,0,0,0,0,0,0,0,0,0,6,1,2,1,2,1,3,6,6,3,3,1,2,6,2,0,1,1,1,3,1,3,5,0,0,0,0,0,0,1,2,1,1,1,1,0,0,3,0.11150874056786715,0.08079930298316658,0.755102040816327,0.252
6,1,1,0,1,1,2,0,5,6,8,6,10,7,6,7,7,6,5,6,5,7,5,2,1,0,0,0,1,1,1,1,3,0,0,1,3,3,0,1,1,0,0,1,1,1,0,1,1,2,0.1642957294964617,0.20417744165296448,0.755102040816327,0.17600000000000002
6,1,1,0,0,0,0,1,1,8,10,7,6,4,4,3,5,6,2,1,3,4,4,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0.12756407104260314,0.15278231119531105,0.8775510204081639,0.188
2,0,0,0,0,0,1,0,1,0,1,0,2,7,7,6,7,10,5,6,6,6,2,2,5,2,1,3,1,1,1,1,0,4,0,0,1,0,1,0,3,1,1,4,1,1,4,6,0,3,0.1477075503955525,0.12077382002731722,0.6734693877551025,0.244
9,2,1,0,0,0,1,2,6,6,9,7,6,5,5,6,6,5,2,1,1,1,2,2,1,2,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,2,0.1394247715432582,0.18178823228691834,0.89795918367347,0.15600000000000003
9,0,0,0,0,0,0,0,1,7,6,7,5,4,4,5,5,2,6,2,1,0,1,3,1,2,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,5,0.11925240366256672,0.14003118344758383,0.8163265306122455,0.188
6,6,0,0,1,0,0,9,10,9,9,7,7,7,6,7,5,6,5,6,6,3,6,5,6,7,3,1,0,1,1,1,1,3,7,1,1,1,0,0,1,2,0,1,0,0,0,0,0,5,0.18535483909152148,0.2622261606448325,0.7959183673469393,0.14800000000000002
1,0,0,0,0,1,1,0,0,0,6,6,6,6,3,4,5,6,5,7,6,7,7,5,5,1,7,7,7,7,1,6,6,1,0,2,0,3,3,3,0,1,1,3,1,3,0,6,6,5,0.18004034004845057,0.15758919271507582,0.6938775510204086,0.216
5,3,0,0,0,0,1,0,1,1,1,1,3,7,7,7,2,2,5,5,2,1,3,2,2,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0.1129924258085559,0.11281124260943151,0.8775510204081639,0.21200000000000002
6,5,1,0,0,1,5,7,9,9,9,6,6,6,9,6,10,5,5,6,7,6,2,2,4,2,3,1,1,2,1,1,0,3,0,1,0,1,0,0,1,0,0,1,0,0,1,1,2,2,0.17905384037955657,0.2606327184366608,0.7346938775510209,0.136
6,3,1,0,0,6,6,1,10,9,9,9,10,2,6,7,6,6,6,9,2,3,1,5,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2,0.16658058827140554,0.2452050899186192,0.7959183673469393,0.136
10,6,9,7,6,7,9,9,9,8,7,4,6,7,6,6,6,6,6,6,6,2,2,2,1,3,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,3,0.18928837072255883,0.3561393354241732,0.9183673469387762,0.06
5,5,1,1,1,3,9,10,9,9,10,9,6,7,7,6,10,6,6,6,7,7,2,3,1,3,1,6,6,0,1,1,0,0,0,1,2,0,1,0,1,1,0,0,3,1,2,2,1,2,0.19864893185473256,0.30055319401058267,0.7959183673469393,0.12800000000000003
10,0,1,0,0,0,0,0,6,7,7,8,6,6,7,7,6,5,6,6,1,7,2,2,1,7,3,7,1,0,1,1,0,3,0,5,1,1,0,0,0,2,1,1,6,5,0,1,6,6,0.17548243910222716,0.21087409658477116,0.6326530612244902,0.17600000000000002
10,2,1,0,0,0,1,8,9,8,7,9,9,7,7,6,6,5,5,6,6,7,3,6,7,1,0,0,0,1,1,0,0,3,3,2,1,0,1,1,1,1,0,0,0,1,0,1,2,3,0.18033499660337146,0.2561571110739169,0.8775510204081639,0.14800000000000002
10,6,1,0,1,7,6,6,7,6,4,4,3,2,1,1,0,1,2,1,1,1,0,2,2,1,3,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,2,0.12943611524936285,0.19687967143948162,0.9183673469387762,0.10800000000000001
9,1,1,1,0,1,6,7,6,6,7,6,6,5,6,6,6,6,5,6,7,3,1,2,1,1,0,1,1,0,1,1,2,3,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0.16294553709254114,0.22599924485819858,0.9387755102040823,0.12800000000000003
1,1,0,1,0,0,0,0,1,0,1,7,1,0,4,5,6,6,5,1,6,2,2,2,2,0,0,1,1,0,1,1,1,0,1,3,0,1,2,2,3,1,2,1,0,0,0,1,1,2,0.11293117107128699,0.0903764975133197,0.8367346938775516,0.244
5,4,1,0,0,0,1,6,9,9,7,5,5,7,9,7,6,6,6,6,3,2,3,1,2,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,3,0.1563589987650649,0.21248449693655752,0.8367346938775516,0.16
10,1,1,3,4,4,1,9,10,10,9,8,9,6,6,7,6,9,9,6,6,9,6,5,5,7,4,6,7,7,6,6,1,3,6,0,2,7,0,0,0,3,0,6,7,6,6,0,1,1,0.24915777638332198,0.3414123016897367,0.5918367346938779,0.11600000000000002
9,2,1,1,0,1,4,9,9,9,9,9,9,7,6,7,5,6,5,6,7,5,5,2,4,4,7,5,6,2,1,1,1,2,5,1,0,1,0,0,0,3,1,3,1,1,1,3,1,3,0.19923178886583176,0.287298030702011,0.7346938775510209,0.136
6,4,1,1,0,1,2,9,9,8,9,9,7,7,5,6,4,6,5,6,7,6,0,1,2,7,0,0,0,1,1,0,1,0,0,2,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0.17129908182072012,0.24538773526341767,0.8571428571428578,0.14800000000000002
5,1,1,0,0,0,0,0,6,7,6,5,6,6,7,0,2,1,2,1,2,0,0,1,2,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,0.11583938154377504,0.13056095336717735,0.89795918367347,0.188
1,0,0,0,0,1,0,0,0,0,0,7,1,3,6,4,5,6,5,6,1,1,0,0,1,3,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,2,3,1,0,0.10536731765318667,0.08182649329602942,0.9183673469387762,0.244
10,1,0,0,0,0,0,6,6,8,7,7,6,7,6,6,6,5,5,6,1,1,1,2,2,3,3,1,0,0,1,0,1,0,1,3,1,0,0,0,1,3,1,0,0,4,2,0,1,3,0.15708771173837832,0.20559231611450055,0.8571428571428578,0.15600000000000003
