0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,avg avg_pollution,avg utility,avg inertia,avg reliability
9,8,2,1,3,1,1,3,2,2,2,6,2,2,2,5,4,6,6,6,6,4,4,4,6,4,4,5,6,5,4,5,4,6,5,5,6,6,5,6,7,6,6,6,6,5,4,6,9,10,1.8869591841707574,0.4022750443427352,0.8979591836734702,0.6240000000000002
10,9,2,6,4,1,7,3,9,4,5,5,5,5,3,1,4,4,9,4,2,6,5,5,1,4,7,6,6,6,4,6,5,5,5,1,6,6,10,7,4,9,9,10,9,9,9,10,10,10,2.1941748675108372,0.5104425727235608,0.5510204081632656,0.5728000000000002
9,10,1,1,1,1,1,2,0,2,2,6,3,7,1,1,3,6,4,5,6,5,5,5,5,4,4,4,1,3,5,5,5,5,6,6,6,7,5,6,7,7,6,10,9,9,9,9,10,10,1.846781804010807,0.4009604874955951,0.7551020408163269,0.6304000000000002
9,7,2,0,0,1,0,1,3,1,2,5,3,2,2,2,7,1,5,4,6,6,3,4,5,4,7,5,5,5,6,5,5,5,6,6,6,5,6,6,7,9,9,10,9,9,10,9,10,10,1.7960647495734599,0.39123496123503393,0.7959183673469393,0.6336000000000002
10,9,7,1,3,6,5,6,5,5,6,6,4,3,4,2,5,5,5,4,5,5,5,5,6,4,4,6,0,5,4,6,7,6,6,5,5,1,2,6,7,9,8,9,8,7,8,9,10,10,2.2029707094376656,0.5045375153320727,0.8367346938775516,0.5744000000000002
10,9,4,1,0,1,3,5,9,6,6,2,4,4,5,6,7,5,7,7,1,5,4,4,6,5,4,6,6,1,5,6,6,4,5,6,9,7,6,6,7,8,9,10,9,10,9,10,10,10,2.1487478554850066,0.5021515094068775,0.7142857142857147,0.5728000000000002
9,7,2,1,1,0,3,3,1,1,2,2,2,2,1,0,4,4,5,6,6,6,6,5,5,4,4,5,5,5,5,4,4,5,5,5,6,7,4,6,7,9,7,9,9,7,9,10,9,10,1.7946052791862173,0.3818970181154795,0.9183673469387762,0.6368000000000003
10,6,1,6,1,1,0,2,2,1,4,4,5,2,3,5,5,5,6,6,6,2,4,5,6,4,4,4,5,4,4,6,5,5,6,5,9,7,2,1,6,9,9,10,9,9,8,10,10,10,1.9056480521426207,0.42138242482193455,0.6938775510204087,0.6200000000000002
10,6,2,1,0,0,1,1,0,0,1,2,3,5,2,2,6,4,5,6,5,5,4,5,6,4,4,5,5,5,4,5,6,7,6,5,6,6,7,6,6,7,9,10,9,9,9,10,10,10,1.7724756570455802,0.38385585281451684,0.8979591836734702,0.6368000000000003
10,9,3,6,4,4,6,5,1,6,10,5,4,5,5,5,4,5,5,7,5,5,4,4,6,4,7,4,5,6,6,6,6,7,6,7,9,7,9,9,7,9,9,10,9,8,10,10,10,10,2.340691719343724,0.5608511931422364,0.7755102040816333,0.5304000000000002
9,7,0,1,1,2,1,0,0,1,1,1,2,2,3,2,6,5,4,3,1,6,4,5,6,4,5,4,5,4,5,6,6,5,6,6,6,7,7,6,7,7,7,10,9,9,9,10,10,10,1.7207065031651394,0.3647555769028819,0.9183673469387762,0.6464000000000002
10,10,1,1,0,1,0,1,1,0,5,1,1,3,2,6,2,2,5,3,1,5,4,4,6,4,7,4,6,1,7,7,6,6,5,5,6,5,5,9,7,6,9,10,9,9,9,10,10,9,1.7583502085681686,0.3803494978197011,0.7142857142857147,0.6400000000000002
10,9,0,1,0,1,1,4,6,5,6,6,3,3,7,6,3,5,4,4,5,5,4,4,6,4,6,7,7,6,7,6,6,5,6,6,6,7,8,9,7,9,9,9,9,9,9,10,10,10,2.087014500533099,0.4811882108945188,0.8775510204081638,0.5784000000000001
10,6,1,0,0,3,1,0,1,5,2,6,3,3,4,1,4,7,6,2,4,5,2,5,6,4,4,5,5,2,8,4,6,6,6,7,6,4,6,6,7,6,9,10,9,9,10,10,10,10,1.8382622289973827,0.4004237016685838,0.6326530612244902,0.6304000000000002
10,9,1,0,0,2,1,2,6,2,2,5,3,2,4,6,6,4,6,6,6,6,5,5,6,4,5,4,6,6,6,5,5,4,6,6,5,7,7,9,7,7,9,10,9,9,9,10,10,10,1.9821899370804779,0.45101627668364186,0.8367346938775516,0.6016000000000001
10,9,7,0,1,0,1,4,1,6,5,5,1,5,5,5,6,6,6,6,5,6,4,4,6,4,5,4,6,6,7,5,6,6,6,6,7,7,7,8,7,9,9,10,9,9,10,10,10,10,2.1200795034111333,0.49105799102592507,0.8571428571428578,0.5704000000000002
10,6,5,1,0,1,7,1,7,0,2,6,4,4,5,6,6,6,5,5,5,6,4,5,6,4,6,4,6,6,7,6,5,5,6,6,9,7,9,9,7,9,9,10,10,8,9,10,10,10,2.104332342567473,0.49053436186733335,0.7959183673469393,0.5728000000000002
10,10,1,1,0,0,6,1,1,0,5,5,4,3,2,5,2,6,6,6,6,5,5,5,6,6,5,6,5,5,6,6,5,6,5,7,9,7,9,9,9,9,9,10,9,9,9,10,10,10,2.0135022047921547,0.46182072254420264,0.8367346938775516,0.5848000000000003
10,9,7,6,6,7,7,4,6,5,5,6,6,5,5,5,6,7,6,7,7,6,5,5,6,7,6,6,6,6,6,5,6,7,9,7,6,7,9,9,8,9,9,9,9,9,9,10,10,10,2.54285692628316,0.6244528518562451,0.9795918367346946,0.4824000000000002
10,9,6,6,4,6,6,7,6,5,4,6,5,4,6,7,1,1,7,7,7,5,4,5,6,7,6,7,6,6,6,6,6,6,6,6,6,7,8,7,7,8,9,10,9,8,9,9,10,9,2.424498988581551,0.5810734700597324,0.9183673469387762,0.5136000000000002
10,9,3,1,0,0,1,0,1,1,6,6,2,5,2,9,5,5,6,5,5,4,4,5,6,4,4,4,6,5,5,6,6,4,6,6,6,6,6,6,7,9,9,10,9,10,10,10,10,10,1.951773956201306,0.44071508577583485,0.8571428571428578,0.6064000000000002
10,8,1,0,0,1,1,0,1,0,0,1,3,5,6,4,5,4,6,5,5,5,4,5,6,4,4,4,6,2,5,5,6,4,6,6,6,6,6,6,7,9,10,10,9,10,10,9,10,10,1.8044323738072958,0.3921653601782331,0.8979591836734702,0.6336000000000003
10,6,6,0,0,1,1,0,0,0,1,1,3,3,2,1,1,1,6,7,1,2,3,6,6,4,4,4,6,5,6,5,5,6,6,5,6,6,6,7,6,7,9,10,10,9,9,10,10,10,1.7067716936987063,0.36047031058969287,0.8979591836734702,0.6496000000000002
9,10,7,2,1,1,1,1,6,6,5,5,5,5,5,6,5,6,6,4,6,6,5,5,6,4,5,5,6,6,5,6,5,4,6,7,6,7,9,7,7,8,9,10,9,9,9,10,10,10,2.2037195944582697,0.5139543532930907,0.9387755102040823,0.5552000000000002
10,9,7,0,1,5,6,4,5,6,5,6,4,5,5,6,6,6,1,5,6,5,4,5,6,4,5,4,9,6,6,5,6,6,6,5,7,7,7,9,8,9,10,10,9,9,10,10,10,10,2.265545023877598,0.5416829171759737,0.8571428571428578,0.5456000000000003
10,8,6,6,0,1,1,6,6,7,3,6,5,6,5,5,6,4,1,6,1,1,5,6,6,5,5,7,6,4,5,5,6,5,6,0,6,6,6,6,7,6,9,9,9,10,9,10,10,10,2.1433228358103285,0.4952141282314901,0.7142857142857147,0.5816000000000002
10,9,7,6,7,6,6,6,6,6,5,6,6,5,5,4,6,6,6,6,7,6,4,6,6,7,6,7,6,5,6,6,6,6,6,7,6,7,9,9,7,9,9,10,9,8,9,10,10,10,2.5496799580262985,0.6195914353183809,1.0000000000000007,0.4800000000000002
10,6,7,6,0,1,1,3,6,7,7,6,5,5,2,7,5,5,6,1,0,6,2,7,6,5,6,3,6,5,4,5,5,6,1,6,6,7,9,7,4,6,9,10,9,10,9,10,10,10,2.1332205411128977,0.4917237664109747,0.6734693877551023,0.5800000000000002
10,5,0,1,1,1,1,4,1,6,2,1,5,2,2,2,5,5,6,7,5,6,4,5,6,1,5,2,4,6,5,5,5,5,6,5,9,7,5,9,7,9,9,9,9,10,10,10,10,10,1.8596868657192416,0.4107537894735913,0.6530612244897963,0.6224000000000003
9,7,0,0,0,0,1,0,1,0,0,1,1,2,1,2,3,2,1,1,0,1,3,2,1,4,3,4,1,2,4,4,6,5,5,5,5,4,5,6,7,7,6,7,9,9,7,9,10,10,1.3823331548461717,0.26205240077463127,0.9183673469387762,0.7104000000000003
