0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,10-p avg_pollution,10-p utility,10-p inertia,10-p reliability
1,1,1,2,1,4,0,0,3,0,6,10,7,5,7,9,6,10,5,1,2,5,5,6,7,6,5,2,8,7,4,3,4,3,1,6,2,7,8,3,3,2,6,7,3,6,7,7,1,7,0.2113102547795731,0.21415079148787236,0.469387755102041,0.18400000000000002
2,0,0,0,0,0,0,0,1,0,0,4,7,7,5,6,6,7,3,3,3,4,2,3,1,6,1,2,1,2,6,5,5,2,1,1,3,1,1,1,2,2,3,3,1,1,3,4,7,1,0.1532833305434447,0.12298551865542787,0.755102040816327,0.236
1,0,1,0,0,1,0,0,1,0,1,3,7,0,6,5,4,5,3,6,1,3,2,1,1,5,5,2,2,5,6,0,5,5,0,1,5,6,1,1,2,1,2,2,1,6,4,3,0,0,0.14817173530077765,0.11115686282064195,0.6734693877551025,0.244
2,0,0,0,0,1,0,0,1,1,1,10,7,6,8,7,4,2,4,2,7,2,4,1,6,2,7,1,1,5,0,0,3,4,1,7,2,3,1,1,0,1,1,3,0,1,5,4,3,7,0.15794345500042098,0.14177707120192146,0.48979591836734715,0.22799999999999998
1,0,0,2,3,1,0,0,1,0,6,6,7,10,6,6,5,5,5,5,6,7,2,5,6,6,4,1,0,2,6,3,2,7,9,7,0,6,6,1,3,2,0,3,1,5,6,3,7,1,0.19290880998970422,0.1828603915549653,0.5918367346938779,0.208
6,0,0,0,0,0,2,0,0,0,0,0,4,3,6,6,4,4,5,2,3,4,2,1,1,6,3,2,2,2,1,0,2,6,1,0,2,0,2,1,2,3,0,0,3,1,4,2,0,0,0.12834923138216126,0.11049144770867997,0.5918367346938779,0.232
6,0,0,1,0,0,0,0,0,0,0,2,4,6,6,5,4,5,3,3,2,3,3,2,1,2,3,2,1,5,6,0,2,2,1,6,5,3,1,0,3,1,2,1,1,5,4,7,0,0,0.14264488506775058,0.12032463046674179,0.7346938775510209,0.236
1,1,1,0,0,1,0,0,1,5,6,6,4,9,6,6,5,6,4,3,7,5,4,6,6,6,7,5,8,7,1,2,2,2,1,3,0,3,1,1,1,2,1,2,1,2,7,3,4,6,0.18191173879353445,0.17679647709526586,0.755102040816327,0.208
6,0,1,0,0,0,0,0,0,7,9,6,7,6,9,6,5,9,4,3,3,6,5,0,0,7,4,2,2,3,1,0,3,1,1,2,0,1,2,1,2,3,0,2,3,1,4,5,0,1,0.16816082484421338,0.18243461824534538,0.6326530612244902,0.196
5,0,0,0,0,0,0,0,1,0,1,6,4,6,6,6,6,6,4,4,0,4,3,1,6,1,2,1,1,2,1,1,1,2,3,1,3,3,1,1,2,1,1,3,1,1,4,4,0,1,0.1407638911389009,0.1257263488158178,0.8367346938775516,0.224
6,0,0,0,0,0,0,0,0,0,0,7,4,4,9,6,5,5,5,2,3,4,2,1,1,6,2,2,2,2,6,7,2,6,1,1,2,1,2,1,2,1,0,0,0,1,7,5,1,0,0.1484098171212185,0.13433906159921916,0.6734693877551025,0.236
6,0,0,1,0,1,1,7,6,8,9,9,7,6,5,10,7,6,7,6,5,5,1,6,7,7,6,6,6,4,6,2,2,2,1,0,0,0,1,1,1,2,2,0,6,1,1,1,6,2,0.19744293801030496,0.2511460235506844,0.7346938775510209,0.15600000000000003
5,0,1,0,0,0,0,0,0,0,4,6,7,6,9,6,6,9,4,4,0,4,4,1,7,6,5,2,1,2,1,1,3,1,0,1,3,3,2,1,2,0,1,3,1,1,4,4,0,1,0.16202252535875314,0.15493980136950666,0.7142857142857147,0.216
6,0,1,0,0,1,0,0,1,7,6,6,7,10,6,6,7,9,6,3,1,2,3,7,7,6,6,6,2,1,1,2,2,5,5,0,1,1,3,1,1,1,1,2,2,2,0,3,2,5,0.18056898251452083,0.19800504642757288,0.7346938775510209,0.196
9,0,1,0,1,0,0,0,1,8,7,7,7,9,8,5,6,6,7,0,5,3,2,6,2,1,2,1,0,1,1,1,2,0,2,1,0,1,1,1,2,0,1,0,0,1,0,3,2,1,0.15876682997810185,0.1904629435508748,0.755102040816327,0.17600000000000002
0,0,0,0,0,1,0,1,0,0,0,0,7,6,6,6,3,2,3,2,3,3,2,0,4,2,1,2,1,3,7,3,3,0,0,1,1,2,6,1,3,1,1,3,1,1,0,2,0,6,0.1293355414618884,0.09130402079089811,0.7346938775510209,0.256
7,0,1,1,1,1,0,1,10,9,9,9,9,6,6,6,5,6,5,6,4,4,5,2,5,6,1,2,1,3,2,0,5,1,2,0,1,1,1,0,0,1,1,4,1,1,2,2,3,7,0.18194108531741143,0.2335806640219026,0.7346938775510209,0.168
6,0,1,0,0,1,1,0,0,0,4,6,5,9,5,6,6,5,0,0,6,5,2,0,0,2,5,6,1,1,2,2,3,1,1,0,1,1,1,1,1,1,1,3,1,0,0,2,0,0,0.13968219057471423,0.14070410794890686,0.7346938775510209,0.216
7,0,0,0,1,1,1,0,1,6,4,6,7,7,5,5,4,2,2,2,7,4,0,1,1,1,1,1,0,0,1,3,2,1,1,1,0,0,0,0,1,1,1,2,0,1,0,0,1,0,0.12893159884583097,0.14639079937335328,0.8367346938775516,0.196
1,0,0,0,0,0,0,0,1,0,0,0,1,3,6,5,2,3,3,4,0,3,3,1,1,1,2,5,1,3,1,0,5,0,0,1,6,1,1,1,3,1,1,4,1,5,4,4,0,6,0.11891855620084524,0.07328584275603305,0.6938775510204086,0.27599999999999997
7,7,0,1,0,0,1,7,9,7,9,6,7,6,5,10,9,9,7,6,6,5,6,4,6,7,6,6,5,4,6,3,1,1,1,7,0,7,1,1,1,2,1,3,5,1,7,1,4,5,0.21910221713829078,0.29312737402967726,0.7142857142857147,0.136
10,6,0,1,0,4,7,6,8,8,9,8,7,10,6,6,9,7,8,10,6,7,6,8,7,7,4,6,6,7,2,4,4,0,1,8,6,6,3,0,1,10,1,3,1,2,2,0,6,1,0.25445494283751174,0.3451325549443881,0.5102040816326533,0.11600000000000002
5,3,1,0,1,1,0,1,1,8,7,6,7,5,5,9,7,6,4,5,5,6,5,6,5,6,6,3,6,1,1,2,3,1,1,0,1,1,1,1,1,1,6,2,1,2,4,6,3,1,0.18346278333226204,0.21177169847782681,0.7755102040816332,0.17600000000000002
1,1,1,0,0,0,0,0,0,1,0,7,4,9,9,6,4,6,3,2,4,4,4,5,6,6,7,5,0,5,1,2,3,2,1,0,0,3,1,0,0,1,1,2,1,2,0,3,4,0,0.15835787843715132,0.13806263342423014,0.7142857142857147,0.236
9,1,0,0,0,1,0,0,5,7,7,6,6,6,6,6,7,9,7,6,6,5,3,1,7,2,1,0,0,6,7,0,3,1,1,7,1,1,1,1,2,1,1,3,1,1,0,4,1,0,0.17711978165882095,0.2125539021447398,0.7346938775510209,0.17600000000000002
