0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,avg_pollution,utility,inertia,reliability
9,7,6,4,0,1,2,2,3,2,1,3,1,3,2,2,2,1,3,1,2,3,3,2,3,1,1,1,1,1,3,1,0,1,2,1,3,2,2,2,1,1,0,0,5,6,7,9,9,10,0.15834098080321507,0.3464426156805011,0.9591836734693885,1.0000000000000004
8,7,6,4,2,2,2,2,3,2,1,2,3,3,1,2,2,3,1,2,3,2,3,2,2,1,3,2,2,2,2,3,2,2,2,1,3,2,1,3,1,1,1,0,10,9,9,9,10,10,0.18621159734842146,0.3932202579493946,0.9591836734693885,0.9800000000000005
9,7,6,4,3,2,3,2,3,2,1,2,3,3,3,2,3,2,2,2,2,3,2,2,2,1,3,2,2,2,1,3,2,2,2,1,3,2,1,1,1,1,1,0,10,10,9,10,10,10,0.19623578959930535,0.4080414885021498,0.9795918367346946,0.9800000000000005
9,7,4,4,1,2,3,3,3,2,1,2,3,3,3,3,3,1,2,2,3,2,3,3,3,1,3,2,1,2,2,2,2,2,1,1,3,1,1,3,1,1,3,3,4,5,10,10,10,10,0.1849858089527091,0.3937804048146265,0.9387755102040823,1.0000000000000004
9,7,1,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,1,1,1,3,2,1,3,1,2,1,1,1,0,1,2,1,2,2,9,10,10,10,0.14940189510506632,0.3306766733045958,0.9591836734693885,1.0000000000000004
10,7,6,4,3,2,3,2,3,2,2,2,2,3,2,2,3,1,2,2,2,3,3,3,1,2,1,2,3,2,1,3,2,1,2,1,1,1,1,3,1,1,1,2,2,2,9,10,10,10,0.17923164607000514,0.38202208697052875,0.9591836734693885,1.0000000000000004
9,7,6,4,1,2,2,3,3,1,0,2,2,2,3,2,2,2,3,1,2,3,3,2,3,1,2,2,2,3,1,2,2,2,2,1,3,2,1,1,0,1,3,1,2,2,9,10,10,10,0.1674823439304383,0.36495652263642364,0.9387755102040823,1.0000000000000004
10,7,6,5,3,2,2,3,3,2,2,3,3,2,3,3,3,2,2,1,2,3,3,2,3,1,3,2,1,2,3,2,2,3,2,2,2,4,3,2,5,6,3,2,1,2,9,10,10,10,0.21950620963077247,0.430710175072374,0.8775510204081639,1.0000000000000004
10,7,4,3,1,2,3,3,3,3,1,3,3,3,2,3,3,1,3,2,2,2,3,4,3,1,2,2,1,2,2,2,2,2,2,1,3,2,2,2,1,1,3,2,4,5,10,10,10,10,0.18887829800801167,0.4000628148716913,0.9183673469387762,1.0000000000000004
10,7,6,5,2,3,3,3,3,3,2,3,3,3,2,2,2,2,3,2,2,3,3,2,3,2,2,1,2,1,1,2,2,3,3,1,2,3,2,1,2,1,2,1,2,10,9,10,10,10,0.21303448443960232,0.4221765988206297,0.9387755102040823,1.0000000000000004
