0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,avg_pollution,utility,inertia,reliability
10,5,5,4,3,1,2,1,2,3,2,3,3,3,3,1,1,3,1,2,2,1,3,2,2,2,1,1,1,2,1,2,3,2,2,1,3,1,1,1,1,1,1,2,1,2,7,9,10,10,0.15749989497132083,0.34688774480027257,0.9591836734693885,1.0000000000000004
10,6,4,4,3,1,3,2,3,2,2,3,3,2,2,3,1,1,2,2,1,3,3,2,2,2,2,1,1,2,2,2,2,2,3,1,3,2,2,2,2,0,1,2,3,10,9,10,10,10,0.17882376129804478,0.3844945877096221,0.9387755102040823,1.0000000000000004
10,7,2,3,2,2,2,1,2,3,2,2,2,3,3,1,1,2,3,3,2,2,3,2,1,2,2,1,1,1,1,2,2,3,1,1,0,1,0,1,1,1,1,2,2,3,6,10,10,10,0.1498511176671495,0.3322793342265079,0.9183673469387762,1.0000000000000004
10,5,5,4,3,1,2,1,3,3,3,3,2,3,3,2,1,2,3,3,2,2,2,2,1,3,2,3,1,3,2,2,3,2,1,3,3,2,3,1,3,3,3,2,3,2,9,10,10,10,0.18719048256361787,0.396255050346549,0.9591836734693885,1.0000000000000004
10,9,6,5,3,3,2,1,3,3,3,3,2,3,2,2,3,3,2,3,2,2,3,2,0,3,2,3,2,2,2,5,2,2,2,3,3,2,3,3,4,3,2,2,2,3,10,10,10,10,0.23505785419343414,0.4413396193274412,0.8571428571428578,1.0000000000000004
10,5,5,3,3,1,2,2,2,3,2,3,2,2,3,1,1,3,3,2,3,1,2,2,2,3,3,2,1,2,2,3,3,0,2,1,1,1,3,1,3,1,1,2,3,4,9,10,10,10,0.16990298400736512,0.37035423990475,0.89795918367347,1.0000000000000004
10,9,6,4,3,2,2,2,2,3,3,3,3,3,3,2,3,2,2,2,3,2,3,3,3,3,3,2,1,2,3,3,2,2,3,3,2,3,1,2,3,10,10,10,10,10,10,10,10,10,0.3063614447968515,0.5013201350311312,0.9591836734693885,0.9000000000000005
10,9,6,4,3,3,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,2,3,3,2,3,2,3,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7539556044867268,0.6800959073307862,0.9591836734693885,0.6600000000000003
10,9,6,4,3,3,2,2,3,3,3,2,2,2,3,3,2,2,3,2,3,3,3,3,2,3,2,3,1,2,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6791898158667159,0.6503845529589015,0.9591836734693885,0.7000000000000003
10,6,2,2,3,1,3,2,2,3,2,3,2,2,2,1,3,1,0,3,3,2,0,3,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,10,10,10,0.13996796806909145,0.3109050664674045,0.8775510204081639,1.0000000000000004
10,5,4,3,3,1,2,2,2,3,3,2,3,3,1,2,2,2,3,3,1,2,3,2,1,1,3,2,1,3,2,2,2,2,1,1,3,2,2,2,2,3,2,2,3,4,9,10,10,10,0.1726329722848404,0.37428473679479224,0.9591836734693885,1.0000000000000004
10,10,6,4,3,3,2,2,3,3,3,3,2,2,3,3,2,2,3,3,3,2,3,1,2,3,2,3,1,3,2,3,3,4,2,2,2,5,3,2,2,2,5,5,5,9,10,10,10,10,0.27225057694945337,0.4712904503364828,0.8775510204081639,0.9600000000000005
10,5,4,3,3,1,3,2,3,3,2,2,2,3,1,2,1,2,2,3,3,1,3,1,1,1,3,2,1,2,2,1,1,1,1,0,0,1,1,0,1,3,1,1,2,3,4,10,10,10,0.14873849254034463,0.3293597862330943,0.9591836734693885,1.0000000000000004
9,7,6,4,4,3,2,3,3,2,3,2,2,2,2,3,1,6,6,7,8,9,10,10,9,9,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,1.1605135706761085,0.8508038814535025,0.9795918367346946,0.46000000000000013
10,10,5,4,3,1,2,1,2,3,3,4,2,3,3,2,2,2,2,3,2,2,3,2,2,3,2,3,1,3,3,2,3,2,4,3,3,2,3,1,1,3,3,2,4,4,9,10,10,10,0.21601434264798713,0.4303187821703488,0.89795918367347,1.0000000000000004
9,7,6,4,4,3,2,3,2,2,3,3,2,2,2,3,1,5,5,6,7,9,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.138374191992124,0.8438502317567984,0.9795918367346946,0.46000000000000013
10,9,6,4,3,3,2,3,2,1,3,3,3,2,3,3,3,3,1,3,2,3,2,2,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.9460170465810636,0.7607573762666069,0.9591836734693885,0.5600000000000002
10,6,4,3,3,1,2,1,2,3,3,3,2,2,2,1,3,1,1,3,3,2,2,3,1,1,2,2,1,1,2,2,1,3,1,1,2,1,2,1,1,2,1,2,1,5,9,10,10,10,0.15972556311414393,0.3521407900421985,0.9387755102040823,1.0000000000000004
10,4,3,3,3,2,3,1,2,1,2,3,2,2,2,1,1,2,2,2,3,1,3,1,3,2,1,1,1,1,1,3,1,3,2,1,0,1,1,1,1,0,1,2,1,1,0,9,9,10,0.13630129353669412,0.3013882054028128,0.9591836734693885,1.0000000000000004
10,10,6,4,3,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,2,2,2,3,3,3,3,1,3,3,2,2,2,3,3,2,3,1,3,4,4,5,5,6,2,5,10,10,10,0.26422284720320544,0.45749869529474235,0.9183673469387762,0.9800000000000005
10,10,5,4,3,3,2,2,2,3,3,3,2,2,3,2,2,1,3,2,3,2,2,3,3,3,2,3,1,3,3,2,2,2,3,3,3,2,2,3,1,2,3,5,4,4,5,10,10,10,0.22110228690051423,0.431687801474595,0.9387755102040823,1.0000000000000004
10,5,5,4,3,3,3,2,3,3,2,3,2,2,3,3,3,2,2,3,2,3,3,2,1,3,2,3,1,3,2,2,3,2,1,2,3,2,2,3,1,3,2,3,4,5,9,10,10,10,0.20362488830412143,0.4179925776192306,0.9591836734693885,1.0000000000000004
10,9,7,4,3,3,2,2,3,3,2,3,3,3,2,3,2,2,2,2,3,2,3,2,2,3,3,2,1,3,3,2,2,2,3,2,2,3,2,3,3,2,3,10,10,10,10,10,10,10,0.27183634712799265,0.47680896946898454,0.9591836734693885,0.9400000000000005
10,9,6,4,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,1,3,3,3,2,3,3,3,3,1,3,2,3,1,2,2,2,2,3,4,3,3,3,4,5,5,5,10,10,10,10,0.23774862356882007,0.45009081501393733,0.9591836734693885,0.9600000000000005
10,9,6,4,3,1,3,2,3,3,3,3,3,3,2,3,3,1,3,3,3,2,3,1,2,3,3,3,1,3,3,3,3,2,2,1,2,3,1,5,3,2,2,2,5,10,9,10,10,10,0.24539995894146643,0.45500981261416146,0.89795918367347,0.9800000000000005
10,10,5,3,3,3,2,2,3,3,2,3,2,2,3,1,1,3,2,3,3,1,2,2,2,3,3,3,1,2,2,3,2,1,2,2,2,1,3,2,3,1,5,5,4,4,9,10,10,9,0.20830805588564452,0.42057442244617665,0.9183673469387762,1.0000000000000004
10,9,5,4,3,3,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,3,2,3,2,2,3,3,2,2,1,2,4,3,3,9,10,10,10,10,10,10,10,10,10,10,0.36897884850425583,0.5303186430087659,0.9387755102040823,0.8600000000000004
10,9,5,4,3,1,2,3,3,3,3,4,3,2,3,2,3,2,2,3,2,2,2,2,2,3,2,2,1,3,3,3,2,3,1,2,3,2,2,1,2,3,1,2,3,2,10,10,10,10,0.2122396718598461,0.4221222384258573,0.9591836734693885,1.0000000000000004
10,9,5,4,3,2,2,2,3,2,3,3,2,2,3,3,2,2,3,3,3,2,3,3,3,3,2,3,2,2,2,3,2,2,3,3,2,1,2,3,1,10,10,10,10,10,10,10,10,10,0.29152908159273677,0.49326035547983665,0.9591836734693885,0.9000000000000005
10,9,5,3,3,2,2,2,3,3,2,3,2,2,3,3,2,3,3,3,3,2,3,2,3,3,2,3,1,2,3,4,3,2,3,3,2,2,2,1,1,3,10,10,10,10,10,10,10,10,0.2697436864258007,0.4800558546376243,0.9387755102040823,0.9200000000000005
10,9,6,4,3,1,2,1,2,3,2,3,2,2,2,3,2,2,3,3,3,3,3,3,2,2,2,3,1,2,3,2,2,2,3,3,2,2,1,2,3,1,2,5,5,10,10,10,10,10,0.21702800580677523,0.43492520702097076,0.9387755102040823,0.9800000000000005
10,9,6,4,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,3,2,3,2,2,3,2,1,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7823931606728394,0.6914389589146936,0.9591836734693885,0.6400000000000002
10,2,3,2,3,1,2,2,2,2,2,3,2,2,2,1,1,2,1,1,3,1,3,1,1,3,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,2,1,1,1,0,10,10,0.11773267510892364,0.25372656139150124,0.9591836734693885,1.0000000000000004
10,9,6,4,3,3,2,2,2,2,3,3,3,2,3,3,3,3,1,2,2,3,2,3,3,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.922450868076789,0.7505558384296442,0.9591836734693885,0.5800000000000002
10,9,6,4,3,3,2,2,2,3,3,3,2,2,3,3,3,3,2,3,2,3,1,3,4,2,3,2,2,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.729777490231158,0.6703931236005929,0.9387755102040823,0.6600000000000003
10,10,6,4,3,3,2,1,2,2,3,2,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,2,2,3,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5755405924943187,0.6101911255970178,0.9591836734693885,0.7400000000000003
10,9,5,5,3,2,2,2,2,3,3,2,3,3,2,3,2,2,3,2,3,2,3,3,2,2,2,2,2,2,3,3,2,3,3,2,6,1,2,3,1,2,3,10,10,10,10,10,10,10,0.2572925645733819,0.4710664322389151,0.89795918367347,0.9400000000000005
5,6,5,4,3,3,2,2,2,2,2,3,3,2,3,3,3,3,2,3,3,2,3,2,1,3,3,2,3,2,2,3,2,2,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.46356756320091597,0.5453366573093589,0.9795918367346946,0.7800000000000004
10,10,5,4,3,3,2,2,2,2,3,3,3,2,3,3,3,3,2,3,3,2,3,2,2,3,2,4,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.779449257394094,0.6905605301947488,0.9387755102040823,0.6400000000000002
10,9,5,4,2,3,2,1,3,3,2,3,3,2,2,2,3,2,2,3,3,3,3,2,2,2,2,3,1,3,2,3,2,2,3,4,3,1,2,3,4,4,5,10,10,10,9,10,10,10,0.2586147443226985,0.47087703950860216,0.9387755102040823,0.9200000000000005
