0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg upstream_flooding,avg water_demand
6,5,5,6,5,5,5,7,7,4,5,5,5,6,5,7,9,5,5,5,7,4,7,5,6,7,5,6,6,7,5,7,4,4,6,6,7,5,9,6,10,5,6,7,7,5,5,5,6,7,7,5,5,6,6,6,5,4,7,5,5,5,6,5,4,9,7,5,4,7,5,6,5,5,5,5,7,7,5,5,7,7,7,4,7,6,5,10,5,5,6,5,5,6,6,5,7,4,7,7,-3.9596033177008576,-9.362803458066177
9,10,6,6,5,5,5,6,7,5,5,5,6,6,5,7,9,5,5,6,8,4,7,5,5,6,5,5,7,7,5,5,5,6,6,6,4,5,9,6,10,4,7,6,7,6,5,7,6,7,6,5,5,5,6,6,5,5,7,5,6,4,6,5,4,6,7,10,7,7,6,10,5,6,5,6,7,7,10,7,7,6,7,7,4,7,5,5,7,4,5,5,5,6,4,5,7,5,7,6,-2.004878607728573,-9.731438099444885
9,5,5,5,5,5,5,7,7,4,5,5,6,5,5,7,9,5,5,5,7,4,7,5,5,7,6,5,6,7,6,6,5,7,6,6,7,5,9,6,10,4,6,6,7,6,5,7,6,7,7,5,5,6,6,6,5,4,7,5,5,5,6,5,4,8,7,10,4,7,5,6,5,6,5,5,4,7,5,4,7,7,7,4,4,7,5,10,7,5,5,5,5,6,4,5,7,6,7,7,-3.791181748338226,-9.437646915317414
9,10,6,5,5,5,5,6,7,5,5,5,6,5,5,6,9,5,5,5,7,5,7,5,4,6,6,5,7,7,6,5,5,6,6,6,7,5,9,6,10,4,7,6,4,7,5,7,6,7,7,5,5,6,6,6,5,5,8,5,9,4,6,5,4,8,7,10,4,6,6,5,5,7,5,5,4,7,10,4,7,6,7,7,4,7,5,10,7,5,5,5,5,6,4,5,6,6,7,6,-2.016487697370707,-9.595554639437152
10,10,6,5,5,5,5,6,7,5,5,5,6,5,5,6,9,5,5,5,7,6,6,5,7,6,5,10,7,7,6,5,5,6,6,6,7,5,6,6,10,5,5,6,5,6,6,6,6,7,6,5,5,6,7,6,5,5,9,10,6,5,9,5,4,7,7,9,7,7,5,5,5,7,5,5,7,8,5,5,7,6,7,7,5,7,5,5,7,7,5,5,5,7,7,6,6,6,8,6,-1.6427505390887385,-9.803970313254027
10,10,9,10,5,5,5,7,7,5,5,5,7,6,7,7,6,7,5,5,7,7,6,5,5,6,5,6,6,7,5,6,6,7,5,6,7,5,6,5,10,10,6,9,7,6,5,5,5,7,6,5,5,6,7,7,5,5,7,10,5,7,6,5,4,7,7,10,7,6,5,7,5,7,6,6,7,7,10,5,6,7,6,7,5,7,5,10,6,6,5,6,5,6,7,6,7,6,7,7,-1.2983707475696602,-10.49518762612354
10,10,9,9,5,5,5,7,7,5,5,5,6,5,6,6,6,6,5,6,8,4,7,5,5,6,5,10,7,7,6,6,5,6,6,6,7,10,6,5,10,5,6,6,4,4,5,6,6,7,6,5,5,7,6,7,5,5,7,5,5,7,6,5,4,8,7,10,7,7,5,5,5,7,6,6,7,7,10,7,8,6,7,9,7,8,5,5,7,7,5,5,6,7,6,6,7,5,8,7,-1.7473262234700258,-9.769810877015063
9,5,6,5,5,5,5,6,7,5,5,5,6,6,5,6,6,4,5,6,7,7,7,5,6,6,5,5,7,7,5,5,5,7,6,6,7,5,6,6,10,5,7,7,7,6,5,4,6,7,6,5,4,6,6,6,6,5,5,5,5,4,6,5,4,9,7,6,4,6,6,4,5,10,5,6,7,8,10,5,7,6,6,8,7,7,5,5,7,5,5,5,5,6,5,5,7,5,7,7,-3.0562534328441378,-9.575825993317887
9,5,6,6,5,5,5,6,7,5,5,5,5,10,5,7,9,5,5,5,7,7,7,5,7,6,5,6,6,7,6,6,5,6,6,6,7,5,9,6,10,10,7,6,7,7,5,4,6,7,7,5,4,6,6,6,5,5,7,5,9,4,6,5,4,6,7,10,7,7,5,5,5,6,5,6,6,7,10,5,7,7,6,4,5,7,5,5,7,5,5,6,5,6,5,5,6,6,7,7,-2.874724187923754,-9.585707036928307
10,10,9,10,6,5,5,6,7,5,5,5,7,6,6,7,6,7,5,5,7,7,6,5,6,6,5,5,7,7,5,6,6,7,5,6,7,5,6,6,10,5,6,9,7,6,5,6,5,7,6,5,5,6,6,6,6,5,7,5,5,7,6,6,4,7,7,10,7,5,5,7,5,7,6,5,7,7,5,5,6,7,6,6,5,8,10,10,6,6,5,5,10,6,7,6,7,6,8,7,-1.4084442298938151,-10.056751334981364
6,5,5,5,5,5,5,7,7,4,5,5,5,6,6,7,9,5,5,5,7,4,6,5,6,6,5,5,6,7,5,7,5,7,6,7,7,5,9,6,10,5,5,8,7,5,5,5,5,7,7,5,5,6,7,6,5,4,6,10,5,4,6,5,7,7,7,5,7,7,5,6,5,5,5,5,4,7,5,5,7,7,7,8,4,7,5,10,5,10,6,5,5,6,6,5,7,4,7,6,-4.431577205079189,-9.30571278261501
10,10,10,10,5,5,5,6,7,5,5,5,7,6,6,7,9,6,5,5,7,7,7,5,5,7,6,6,6,7,6,6,5,7,5,6,7,5,9,6,10,5,6,6,7,6,5,7,5,7,7,5,5,6,7,6,5,5,7,5,5,5,6,5,4,7,7,10,7,6,5,7,5,6,5,6,7,7,5,5,7,7,7,7,5,7,5,10,7,6,5,6,5,6,7,5,7,6,7,7,-1.246020692202958,-10.660175954951017
10,10,9,10,5,5,5,7,7,5,5,5,7,6,7,7,6,7,5,5,7,7,6,5,5,6,5,6,6,7,5,6,6,7,5,6,7,5,6,5,10,10,6,9,7,6,5,5,5,7,6,5,5,6,7,7,5,5,7,10,5,7,6,5,4,7,7,10,7,6,5,7,5,7,6,6,7,7,10,5,6,7,6,7,5,7,5,10,6,9,5,6,5,6,7,6,7,6,7,7,-1.5061835970831492,-9.938480116369572
10,10,9,10,5,5,5,7,7,5,5,5,7,6,7,7,6,7,5,5,7,7,6,5,5,6,5,6,6,7,5,6,6,7,5,6,7,5,6,5,10,10,6,9,7,6,5,5,5,7,6,5,5,6,7,7,5,5,7,10,5,7,6,5,4,7,7,10,7,6,5,7,5,7,6,6,7,7,10,5,6,7,6,7,5,7,5,10,6,9,5,6,5,6,7,6,7,6,7,7,-1.3438260323998832,-10.25250787049805
10,10,9,10,5,5,5,7,7,5,5,5,7,6,7,7,6,7,5,5,7,7,6,5,5,6,5,6,6,7,5,6,9,7,5,6,7,5,6,5,10,10,6,9,7,6,5,5,5,7,6,5,5,6,7,7,5,5,7,10,5,7,6,5,4,7,7,10,7,6,5,7,5,7,6,6,7,7,10,5,6,7,6,7,5,7,5,10,6,6,5,6,5,6,7,6,7,6,7,7,-1.5549965010661282,-9.843789465649651
10,10,9,10,5,5,5,7,7,5,5,5,7,6,8,7,6,7,5,5,7,7,6,5,5,6,5,6,6,7,5,6,6,7,5,6,7,5,6,5,10,10,6,9,7,6,5,5,5,7,6,5,5,6,7,7,5,5,7,10,5,7,6,5,4,7,7,10,7,6,5,7,5,7,6,6,7,7,10,5,6,7,6,7,5,7,5,10,6,6,5,6,5,6,7,6,7,6,7,7,-1.4429980392406767,-10.044732352620716
10,10,9,10,5,5,5,7,7,5,5,5,7,6,7,7,6,7,5,5,7,7,6,5,5,6,5,6,6,7,5,6,6,7,5,6,7,5,6,5,10,10,6,9,6,6,5,5,5,7,6,5,5,6,7,7,5,5,7,10,5,7,6,5,4,7,7,10,7,6,5,7,5,7,6,6,7,7,10,5,6,7,6,7,5,7,5,10,6,6,5,6,5,6,7,6,7,6,7,7,-1.5186074470103452,-9.894360207267436
10,10,9,10,5,5,5,7,7,5,5,5,7,6,7,7,6,7,5,5,7,7,6,5,5,6,5,6,6,7,5,6,6,7,5,6,7,5,6,5,10,10,6,9,7,6,5,5,5,6,6,5,5,6,7,7,5,5,7,10,5,7,6,5,4,7,7,10,7,6,5,7,5,7,6,6,7,7,10,5,6,7,6,7,5,7,5,10,6,6,5,6,5,6,7,6,7,6,7,7,-1.4542585160982633,-10.021706146749015
10,10,9,10,5,5,5,7,7,5,5,6,7,6,7,7,6,7,5,5,7,7,6,5,5,6,5,6,6,7,5,6,6,7,5,6,7,5,6,5,10,10,6,9,7,6,5,5,5,7,6,5,5,6,7,7,5,5,7,10,5,7,6,5,4,7,7,10,8,6,5,7,5,7,6,6,7,7,10,5,6,7,6,7,5,7,5,10,6,6,5,6,5,6,7,6,7,6,7,7,-1.3827387346515945,-10.08612504982105
9,5,6,5,5,5,5,6,7,5,5,5,6,5,5,6,6,4,5,6,7,4,7,5,6,6,5,5,7,7,6,5,5,7,6,6,7,5,6,6,10,5,7,7,7,5,5,5,6,7,6,5,5,6,6,6,6,5,6,5,5,4,6,5,4,9,7,6,4,6,6,4,5,5,5,5,7,7,10,5,7,6,6,8,7,7,5,5,7,5,5,5,5,6,5,5,7,5,7,6,-3.0933138561232028,-9.456766649410575
10,10,9,10,5,5,5,7,7,5,5,5,7,6,7,7,6,7,5,5,7,7,6,5,5,6,5,6,6,7,5,6,6,7,5,6,7,5,6,5,10,10,6,9,7,6,5,5,5,7,6,5,5,6,7,7,5,5,7,10,5,7,6,5,4,7,7,10,7,6,5,7,5,7,6,6,7,7,10,5,6,7,6,7,5,7,5,10,6,6,5,6,5,6,7,6,7,6,7,7,-1.4634019600973895,-9.970460192386417
