0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p upstream_flooding,10-p water_demand
6,5,6,5,5,6,7,7,5,6,6,6,6,6,5,5,5,6,6,5,9,5,6,5,5,4,7,7,8,5,6,6,10,6,5,5,6,6,5,6,5,6,6,5,7,7,7,5,5,5,10,4,7,7,6,7,7,5,5,7,6,7,6,7,5,7,7,7,4,6,5,6,7,10,8,7,6,6,5,5,5,4,5,7,6,7,4,6,5,6,5,5,6,6,9,5,7,5,7,7,-5.28968516595427,-10.379629786086095
5,10,9,5,5,6,7,8,5,6,6,9,5,6,6,5,4,6,9,5,9,5,6,5,5,4,8,7,4,5,5,6,5,5,5,5,6,9,5,6,5,6,9,5,7,7,7,10,5,6,5,5,6,4,7,10,7,10,5,7,6,6,6,5,5,7,6,4,6,5,5,6,6,10,8,7,6,6,5,6,6,4,5,7,6,8,4,5,5,6,5,5,6,6,9,6,7,6,7,7,-2.5723263083496413,-10.533809739366708
5,5,6,6,5,9,7,8,5,6,6,10,5,6,6,5,7,6,9,5,6,5,6,5,5,5,8,7,5,5,6,7,5,5,5,5,6,9,5,6,5,6,6,5,7,7,6,10,5,6,5,5,6,4,6,5,6,9,5,7,6,6,6,5,5,7,6,4,5,5,5,7,6,10,8,7,6,6,5,6,6,5,5,7,6,9,7,5,2,6,5,5,5,6,9,6,4,5,7,7,-5.694864710018244,-10.367702528286076
10,10,9,6,5,9,7,8,5,6,6,10,5,6,6,5,7,6,8,5,9,5,6,5,5,4,8,7,4,5,5,7,5,5,5,5,6,9,5,6,5,6,6,5,7,7,6,10,5,7,5,5,6,4,7,10,6,10,5,7,6,6,6,5,5,7,6,4,6,5,5,7,6,10,8,6,9,6,5,6,6,5,5,7,6,9,7,5,5,6,5,5,6,6,9,6,7,6,7,7,-1.7541951287668631,-11.466806508192878
10,10,9,6,5,9,7,8,5,6,6,10,5,6,6,5,7,6,8,5,9,5,6,5,5,4,8,7,4,5,5,7,5,5,5,5,6,9,5,6,4,6,6,5,7,7,6,10,5,6,5,5,6,4,7,10,6,10,5,7,6,6,6,5,5,7,6,4,6,5,5,7,6,10,8,7,9,6,5,6,6,5,5,7,6,9,7,5,5,6,5,5,6,6,9,6,7,6,7,7,-2.225026822112165,-10.587276332014016
10,10,9,5,5,6,7,8,5,6,6,5,5,6,5,5,7,6,8,5,9,5,6,5,5,4,7,7,8,5,6,7,5,5,5,5,6,9,5,6,5,6,6,5,7,7,6,5,5,5,5,4,7,4,7,10,6,10,5,7,6,6,6,5,5,7,6,7,6,5,5,7,6,10,8,7,6,6,5,5,5,5,5,7,6,6,7,6,5,6,5,5,6,6,9,5,7,6,7,7,-2.0648951333195105,-10.668345323487955
10,10,9,5,5,9,8,8,5,6,6,10,5,6,6,5,7,6,8,5,9,5,6,5,5,4,7,7,8,5,6,7,5,5,5,5,6,9,5,6,5,6,6,5,7,7,6,5,5,5,5,5,7,4,7,10,6,10,5,7,6,6,6,5,5,7,6,7,6,5,4,7,6,10,8,7,9,6,5,6,5,5,5,7,6,9,6,5,5,6,5,5,6,6,9,6,7,6,7,7,-2.1627638437272814,-10.658001840327127
10,10,9,6,5,9,7,8,5,6,6,5,5,6,6,5,7,6,8,5,9,5,6,5,5,4,8,7,4,5,5,7,5,5,5,5,6,9,5,6,5,6,6,5,7,7,6,5,5,6,5,5,6,4,7,10,6,10,5,7,6,6,6,5,5,7,6,4,6,5,5,7,6,10,8,7,6,6,5,5,5,5,5,7,6,9,6,5,5,6,5,5,6,6,9,5,7,6,7,7,-1.9779765917728114,-10.797745987058065
10,10,9,6,5,6,7,8,5,6,6,10,5,6,6,5,7,6,8,5,9,5,5,5,5,4,7,7,4,5,6,7,10,6,5,5,6,9,5,6,5,6,6,5,7,7,6,5,5,5,5,5,7,4,7,5,6,10,5,7,6,6,6,5,5,7,6,7,6,5,5,7,7,10,8,6,6,6,5,6,5,5,5,7,6,9,6,6,5,6,5,5,6,6,9,6,7,6,7,7,-1.8992147518445803,-10.834292780159148
5,10,6,6,5,9,8,8,5,6,6,10,5,6,6,5,7,6,8,5,9,5,6,5,5,5,8,7,4,5,5,7,5,5,5,5,6,9,5,6,5,6,6,5,7,7,6,10,5,6,5,5,6,4,6,5,6,9,5,7,6,6,6,5,5,7,6,4,6,5,5,7,6,10,8,7,9,6,5,6,6,5,5,7,6,9,6,5,5,6,5,5,6,6,9,9,7,5,7,7,-3.07882506695616,-10.445670814029075
10,10,9,6,5,9,7,8,5,6,6,10,5,6,6,5,7,6,8,5,9,5,6,5,5,4,8,7,4,5,5,7,5,5,5,5,6,9,5,6,4,6,6,5,7,7,6,10,5,6,10,5,6,4,7,10,6,10,5,7,6,6,6,5,5,7,6,4,6,5,5,7,6,10,8,7,9,9,5,6,6,5,5,7,6,9,7,5,5,6,5,5,6,6,9,6,7,6,7,7,-2.0080927749881643,-10.771457451029594
