0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg upstream_flooding,avg water_demand
5,4,6,5,5,5,6,6,4,4,7,6,5,4,9,6,6,5,5,7,5,6,5,6,9,5,4,7,6,6,6,7,5,5,6,5,6,7,5,4,6,7,4,5,5,6,5,5,7,5,6,6,4,5,6,9,6,6,6,5,6,5,4,4,5,5,5,9,5,7,8,4,5,5,5,6,6,6,6,6,5,5,7,4,4,5,4,6,5,7,5,5,7,5,6,5,5,7,5,9,-5.214280026285065,-9.34542357403359
5,7,9,5,5,5,6,5,5,6,4,5,6,5,9,6,6,5,5,6,6,5,5,7,9,5,3,7,6,5,6,7,5,5,6,10,6,7,5,4,5,7,4,5,5,6,5,5,7,5,6,5,4,5,9,9,6,4,6,5,5,5,4,4,5,5,10,7,6,3,7,6,5,5,5,5,6,8,6,5,5,5,6,4,4,5,7,7,5,7,5,5,5,5,6,9,4,6,5,9,-3.0771315567156763,-9.456644922739308
5,7,6,5,5,5,7,4,5,4,4,5,5,4,6,6,6,5,5,7,6,5,5,7,9,5,3,6,6,5,6,7,5,5,6,5,6,7,5,4,5,7,4,5,5,7,5,5,6,4,6,5,4,5,4,9,6,5,6,5,5,5,5,4,10,5,10,5,6,7,7,7,5,4,5,6,6,6,6,5,5,5,6,4,4,5,5,6,5,5,5,5,4,5,6,9,5,6,5,5,-4.065960144417158,-9.374432243676013
10,6,6,5,5,5,6,5,5,6,4,5,5,4,9,6,6,5,4,7,7,5,5,7,6,5,4,4,6,5,6,7,5,5,6,5,6,7,6,4,5,4,4,5,5,6,5,5,6,5,6,4,7,5,6,6,6,7,5,5,5,5,4,4,10,10,10,4,5,7,7,7,10,4,5,6,6,6,6,6,10,5,6,5,4,5,4,6,5,7,5,5,5,5,6,9,5,9,5,10,-2.871771340418548,-9.514652847111334
5,6,6,5,5,5,6,5,5,4,4,5,5,4,9,6,6,5,4,7,6,5,5,7,6,5,4,7,6,5,6,7,5,5,6,5,6,7,5,4,5,4,4,5,5,6,5,5,6,5,6,4,4,5,6,6,6,7,5,5,6,5,4,4,6,10,10,4,5,7,7,7,10,4,5,6,6,6,6,6,10,5,6,5,4,5,4,6,5,7,5,5,4,5,6,9,5,9,4,10,-4.602822536653969,-9.363631055075915
10,8,9,6,6,5,6,6,5,6,7,5,5,5,6,6,6,9,5,7,7,6,5,6,6,5,5,6,5,6,6,6,5,5,6,5,6,7,5,7,6,7,7,5,5,7,5,5,7,6,6,6,7,6,6,10,6,5,5,5,5,5,7,5,6,5,6,6,6,7,5,5,10,5,5,10,6,6,6,9,5,5,6,5,7,5,6,8,7,7,5,6,5,5,6,5,4,7,7,6,-1.7262632064759587,-9.74426780175342
5,7,6,5,5,5,7,5,5,5,4,5,5,5,9,6,5,5,5,7,5,6,5,6,6,5,4,5,6,5,6,8,5,5,6,6,6,7,6,4,5,7,4,5,5,6,5,5,7,5,6,5,4,5,5,9,6,4,5,5,6,5,4,4,5,10,5,4,6,4,7,7,5,5,5,6,6,8,6,5,3,5,6,5,4,5,4,6,5,7,5,4,6,5,6,9,4,6,5,9,-3.7005313068695234,-9.425062811034017
10,8,9,6,6,5,6,6,5,6,7,5,5,5,6,7,6,9,7,7,7,6,5,6,6,5,5,7,5,6,6,6,5,5,6,5,6,7,5,7,6,7,7,5,5,7,5,4,7,6,6,7,7,6,6,9,6,5,5,5,5,5,7,5,6,5,6,7,6,7,10,5,10,5,5,5,6,7,6,9,5,5,6,6,7,5,6,7,5,7,5,6,6,5,6,5,4,7,7,6,-1.8285239502535022,-9.685202276669166
9,6,6,6,5,5,6,5,5,6,7,5,5,4,6,6,6,9,4,7,7,5,5,6,6,5,5,4,5,5,6,7,5,5,6,5,6,7,6,7,5,7,7,5,5,6,5,5,7,6,6,6,7,5,6,9,6,5,5,5,5,5,4,5,10,10,6,7,6,7,5,4,10,5,5,5,6,6,6,6,10,5,6,6,4,5,7,7,7,7,5,5,5,5,6,9,4,9,4,5,-2.7980803669728447,-9.525106913923011
10,7,6,5,5,5,6,5,5,6,4,5,5,5,6,6,7,6,4,7,7,5,5,6,6,5,4,7,6,6,6,6,5,5,6,5,6,7,5,7,5,4,4,5,5,7,5,5,7,6,6,6,7,6,6,6,6,5,5,5,5,5,7,5,5,5,9,4,5,7,5,4,10,5,5,5,6,6,6,9,5,5,6,9,7,5,7,7,4,7,5,6,6,5,6,6,7,7,7,5,-2.247129920316986,-9.621015890089586
10,9,9,6,6,5,6,6,5,6,7,5,5,5,6,6,6,9,4,7,7,6,5,6,6,5,5,7,5,6,6,6,5,5,6,6,6,7,5,7,6,7,7,6,5,7,5,4,7,6,6,5,7,6,6,9,6,5,5,5,5,5,7,5,6,5,6,7,6,7,10,5,10,5,5,5,6,6,6,9,5,5,6,6,6,5,6,7,4,7,5,6,6,5,6,5,5,7,7,6,-1.6842014605785314,-9.789870922637405
10,9,9,6,6,5,6,6,5,6,7,6,5,5,6,6,6,9,10,7,7,6,5,6,6,5,5,7,5,6,6,6,5,5,6,6,6,7,5,7,6,7,7,6,5,7,5,4,7,6,7,5,7,6,6,9,6,5,5,5,5,5,7,5,6,5,5,7,6,7,5,5,10,5,5,5,6,6,6,9,5,5,6,6,7,5,6,8,5,7,5,6,5,5,6,5,5,7,7,6,-1.419531812182538,-10.247391853155085
