0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg upstream_flooding,avg water_demand
10,10,10,7,7,6,5,5,6,7,5,10,5,5,5,6,5,5,6,7,6,8,8,6,6,5,6,6,6,6,5,6,5,6,6,5,6,4,5,5,9,6,7,7,5,7,6,4,5,6,7,7,5,5,6,5,6,6,5,4,5,6,5,6,10,9,6,7,10,5,6,6,6,6,7,5,6,5,5,10,9,9,5,9,6,5,6,6,7,5,5,9,5,6,7,6,5,5,5,7,-1.406992556790976,-10.185187371301106
10,10,9,7,7,7,5,5,5,6,5,5,5,5,5,8,5,5,4,5,7,7,7,5,5,5,8,7,7,5,5,5,6,6,7,5,6,5,10,5,9,10,7,7,5,6,6,5,5,7,6,7,4,10,7,5,6,6,6,7,5,6,5,6,6,9,10,7,5,6,6,4,7,5,6,5,6,5,5,9,6,9,5,6,6,5,6,5,5,5,5,9,5,5,6,5,5,5,5,6,-1.5046786349239758,-9.92415875478815
10,10,6,7,6,4,5,5,6,7,5,5,5,5,5,6,5,5,6,6,6,7,7,6,5,5,6,6,5,5,5,6,5,6,7,5,6,5,5,5,9,6,6,6,5,7,6,5,4,7,7,7,5,5,6,5,5,5,5,7,5,6,5,6,6,9,9,7,5,6,6,5,6,4,6,5,5,5,5,9,10,10,5,5,6,5,6,6,7,5,5,6,5,5,7,6,6,5,5,7,-1.7757418193479393,-9.666178553682387
10,10,10,7,6,6,5,5,6,7,5,5,6,5,5,9,5,6,6,5,6,8,7,5,6,5,6,4,6,5,5,6,6,6,6,10,6,5,9,5,9,10,5,7,6,7,6,5,6,6,7,7,6,5,6,5,7,5,5,7,5,7,5,7,6,6,6,7,5,5,6,5,6,5,6,5,6,5,5,9,9,8,5,5,6,5,6,6,5,5,5,6,4,10,7,5,5,5,5,6,-1.3453122244517421,-10.219327271790915
10,10,10,6,7,6,5,5,6,7,5,10,5,5,5,6,5,5,6,6,6,8,7,5,5,5,9,7,6,6,5,6,5,6,6,5,6,5,5,5,6,5,6,6,5,7,6,5,5,6,4,7,7,10,6,10,6,5,5,7,5,5,5,6,5,6,5,7,5,9,6,6,6,7,7,5,7,6,5,10,9,9,5,5,6,5,6,5,7,5,6,9,4,5,7,6,4,5,10,6,-1.4127497026551803,-10.056661120681621
10,10,9,4,7,7,5,5,5,6,5,5,5,5,5,6,5,5,6,5,6,8,7,6,5,5,6,6,6,5,5,6,6,5,6,5,6,5,9,5,9,5,6,4,5,7,6,5,5,7,4,6,7,5,6,5,6,5,5,7,5,6,5,7,6,9,9,7,5,5,6,5,6,5,7,5,7,5,5,9,9,9,5,10,6,5,6,6,5,5,5,9,5,5,7,6,5,5,5,6,-1.393636280062048,-10.209899596322659
10,10,10,7,7,6,5,5,6,6,5,5,6,5,5,6,5,6,7,5,6,8,7,5,6,5,6,4,6,4,5,5,6,6,6,10,6,6,9,5,9,10,5,7,6,7,6,5,4,6,7,7,6,5,6,5,7,5,5,6,5,7,5,7,6,6,6,7,5,5,6,5,6,4,6,5,6,5,6,9,9,8,5,5,6,5,6,6,5,5,5,6,4,10,7,5,5,5,5,6,-1.54002313453595,-9.87432837275956
10,10,9,7,6,7,5,5,6,6,5,5,5,5,5,6,5,5,6,6,6,8,7,6,5,5,9,7,6,5,5,6,5,6,7,6,6,5,9,5,9,10,6,6,5,6,6,5,5,6,7,7,6,5,7,5,6,5,5,7,5,7,10,7,6,9,6,7,5,5,6,5,6,5,6,5,7,5,5,9,9,8,5,10,6,5,6,6,6,5,5,6,5,5,7,5,5,5,5,7,-1.4370011170098513,-9.978036084629117
5,10,9,7,7,7,5,5,5,6,5,5,5,5,5,6,5,5,7,5,7,7,7,5,5,5,8,4,6,5,5,5,6,6,6,5,6,6,10,5,9,10,7,6,5,6,6,5,5,6,7,7,7,10,7,5,6,5,5,7,5,6,5,7,6,9,5,7,5,5,6,4,6,5,6,5,7,5,5,9,9,9,5,9,6,5,6,5,5,5,5,6,5,5,6,5,5,5,5,6,-2.23500373896573,-9.541492633649746
10,10,5,5,5,6,5,5,7,6,5,10,5,5,5,7,5,5,6,6,7,7,7,5,5,5,9,4,6,4,5,6,5,5,6,5,6,5,5,5,6,5,6,7,5,6,5,5,5,6,5,6,7,10,6,10,5,5,5,7,5,5,5,6,5,9,6,7,5,6,6,5,6,6,6,5,7,7,5,10,9,9,5,5,6,5,6,5,7,5,6,9,5,5,7,6,5,5,5,6,-1.6987212774972438,-9.724463383957845
