0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg upstream_flooding,avg water_demand
10,10,6,6,5,6,5,7,6,7,9,9,7,5,6,6,6,10,5,5,5,7,6,6,6,7,5,6,6,5,5,5,6,5,5,5,5,7,4,7,7,6,5,6,6,5,5,4,6,7,9,6,5,6,6,6,5,6,6,10,5,5,6,6,6,6,7,7,6,4,5,5,6,6,5,5,6,5,10,7,5,10,5,6,6,4,6,4,5,7,6,5,5,4,7,7,5,6,6,6,-1.712959952394692,-9.704245207235607
10,10,6,6,5,6,5,7,6,6,5,9,6,5,6,6,7,10,5,5,5,6,6,7,6,7,5,6,6,5,6,5,6,5,10,5,5,7,5,7,5,7,5,6,5,5,5,5,5,7,5,7,5,7,7,6,5,6,6,10,5,6,6,6,7,6,7,6,5,7,5,5,9,6,5,6,6,6,9,7,5,10,6,6,6,5,6,7,5,7,6,5,5,6,7,6,6,7,5,5,-1.3221740001163562,-10.322370130365952
10,10,6,6,5,6,6,7,6,6,5,9,6,5,6,6,6,10,5,5,5,6,6,6,5,6,5,6,6,5,7,4,6,5,10,5,5,7,5,7,5,6,5,6,5,5,5,4,6,7,6,7,5,7,7,7,5,6,7,10,5,7,6,7,6,6,7,6,5,6,5,5,9,6,5,6,5,6,5,5,7,5,6,6,5,5,5,7,5,6,6,5,5,7,7,6,6,7,5,5,-1.4664754537020759,-10.03582325725882
10,6,6,6,5,6,6,5,5,6,5,9,6,5,6,5,6,5,5,10,5,6,6,6,7,7,5,6,5,5,5,5,6,5,10,5,5,7,5,7,6,5,5,6,5,5,5,5,5,7,5,7,5,5,7,7,5,7,7,10,5,4,6,7,8,6,7,6,5,7,5,5,6,5,5,10,6,6,10,7,6,5,6,6,5,5,5,7,5,7,6,5,5,7,7,6,6,7,5,6,-2.011091377668362,-9.656740565871477
5,5,6,5,5,5,5,5,5,6,5,9,7,5,6,5,7,10,5,5,5,6,6,6,6,7,5,9,5,5,6,4,5,4,10,5,5,7,5,7,5,5,5,6,6,7,6,5,5,7,5,7,6,4,6,5,5,7,5,10,5,6,6,6,7,6,7,7,5,6,5,5,9,6,5,6,6,6,10,4,5,10,5,9,5,5,6,4,5,9,6,5,5,5,6,7,5,7,6,6,-4.298253727305776,-9.260207658168769
10,6,6,6,5,6,6,5,5,5,5,9,6,5,6,5,6,5,4,10,5,6,6,6,7,7,5,6,5,5,5,5,6,5,5,5,5,7,5,7,6,6,5,6,5,4,5,5,5,7,5,7,5,5,7,6,5,7,4,10,5,4,6,7,8,9,7,6,5,7,5,5,6,6,5,10,6,5,5,4,6,5,6,6,5,5,5,7,5,6,6,5,5,7,7,6,6,7,5,6,-2.1088251701310203,-9.644431592863304
10,5,6,5,5,6,6,5,5,7,6,9,6,5,6,6,6,10,5,5,5,7,6,6,6,7,5,6,5,5,6,4,5,4,10,5,5,8,5,7,5,5,5,5,5,5,5,5,5,7,5,6,5,7,7,4,5,5,6,10,5,7,5,6,7,7,7,6,5,4,5,5,6,5,5,5,6,6,9,7,6,10,6,6,6,4,5,7,5,8,7,5,5,5,7,7,6,7,6,6,-2.6338106961839065,-9.331145624101035
10,10,6,6,5,6,6,5,6,6,6,9,6,5,6,6,6,5,5,5,5,6,6,7,6,7,5,6,6,5,5,5,6,5,10,5,6,7,5,7,5,7,5,6,5,4,5,5,5,7,5,7,5,5,7,5,5,7,6,10,5,5,6,6,6,6,7,5,5,7,5,5,9,6,5,6,6,6,9,6,5,5,6,6,6,5,5,7,5,6,6,5,5,6,6,6,6,7,5,5,-1.3789795230106776,-10.301933639106359
5,5,6,5,5,5,5,5,5,5,5,9,6,5,6,5,6,5,5,5,5,6,6,6,6,7,5,6,5,5,6,4,6,4,10,5,5,7,5,7,5,6,5,6,6,4,6,5,5,7,5,7,5,4,6,6,5,7,5,10,5,6,6,7,7,9,7,7,5,7,5,5,9,6,5,10,6,5,10,4,5,10,5,9,5,5,6,4,5,5,6,5,5,4,6,6,6,7,6,6,-5.224967750291325,-9.046682114324367
10,10,6,6,5,6,5,7,6,7,6,9,6,10,6,6,6,10,6,5,5,6,6,6,6,7,5,6,6,10,6,5,6,5,10,5,4,7,5,7,5,7,5,6,5,5,5,5,5,7,5,7,6,7,7,5,5,5,7,10,5,6,9,6,6,7,7,6,5,6,5,5,6,6,5,6,6,6,10,7,4,5,6,6,6,5,6,7,5,6,6,10,5,6,7,9,6,7,5,6,-1.3886987842860796,-10.297052944791385
10,6,6,6,5,5,5,5,5,6,5,9,5,5,6,5,7,5,5,10,5,6,6,6,7,7,5,6,5,6,6,5,6,5,5,5,5,7,5,7,6,6,5,6,5,7,5,5,5,7,5,6,5,5,7,6,5,7,5,10,5,4,6,7,8,6,7,6,5,7,5,5,6,6,5,5,6,5,5,4,5,5,5,9,5,5,5,4,5,7,6,5,5,4,7,6,5,7,6,6,-2.2287796228480037,-9.450909140112074
10,6,6,6,5,6,5,6,5,6,5,9,6,5,6,6,7,10,5,10,5,5,6,7,7,7,5,9,6,5,6,5,5,5,10,5,7,7,4,7,5,4,5,6,5,4,5,5,5,7,5,7,6,7,7,5,5,5,5,10,5,6,6,7,8,6,7,6,5,7,5,5,6,6,5,6,6,6,10,7,5,5,6,6,5,5,5,7,5,8,6,5,5,5,7,7,6,7,5,5,-2.2043594368946327,-9.618231124220083
10,10,6,5,5,6,5,5,5,6,5,9,6,5,6,6,7,5,5,10,5,5,6,6,7,4,5,6,5,6,6,5,5,4,5,5,5,7,5,7,5,5,5,6,5,7,5,5,5,7,5,6,5,5,6,6,5,5,6,10,5,4,6,7,9,6,7,7,5,7,5,5,6,6,5,6,6,6,10,7,5,5,5,6,6,5,5,4,5,7,6,5,5,6,7,6,5,7,5,6,-1.8454806529121408,-9.672002351181346
5,5,6,5,5,5,5,5,5,6,5,9,7,5,6,5,7,10,5,5,5,9,6,5,6,7,5,9,5,6,6,5,5,4,10,10,5,7,5,7,5,5,5,6,6,7,6,5,5,7,5,7,5,5,6,5,5,7,5,10,5,6,6,6,7,6,7,7,5,7,5,5,6,6,5,6,5,6,10,4,5,5,5,9,4,5,5,4,5,9,6,5,5,5,6,7,5,6,6,6,-4.657467297223182,-9.18934008303141
10,10,6,6,5,6,6,7,6,6,5,9,6,5,6,6,6,10,5,5,5,6,6,6,5,6,5,6,6,5,7,4,6,5,10,5,5,7,5,7,5,6,5,6,5,5,5,4,6,7,6,7,5,7,7,7,5,6,7,10,5,8,6,7,6,6,7,6,5,6,5,5,9,6,5,6,5,6,5,5,7,5,6,9,5,5,5,7,5,6,6,5,5,7,7,6,6,7,5,5,-1.4788029151831859,-9.977432696410665
