0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p upstream_flooding,10-p water_demand
10,10,9,6,6,6,9,5,5,6,6,7,7,10,4,5,5,5,5,6,6,7,4,5,6,7,4,9,6,4,5,4,5,10,9,6,7,6,5,5,6,7,5,10,6,7,7,5,6,5,7,9,6,4,6,5,6,9,7,5,6,9,4,7,4,6,9,5,6,6,5,6,5,6,5,5,7,5,7,7,7,7,5,5,6,7,7,6,5,4,6,5,6,6,7,7,6,5,6,8,-2.1722836310394062,-10.741369820405101
10,10,9,6,5,6,9,5,5,6,6,7,7,10,4,5,5,5,5,6,6,7,4,5,6,7,4,9,6,4,5,4,5,10,9,6,7,6,5,5,6,7,5,10,6,7,7,5,6,5,7,9,6,4,6,5,6,9,7,5,6,9,4,7,4,6,9,5,6,6,5,6,5,6,5,5,7,5,7,7,7,7,5,5,6,7,7,6,10,4,6,5,6,6,7,7,6,5,6,8,-1.8253286616266609,-11.397277677296904
10,10,9,6,6,6,9,5,5,6,6,7,7,10,4,5,5,5,5,6,6,7,4,5,6,7,4,9,6,5,5,4,5,10,9,6,7,6,5,5,6,7,5,10,6,7,7,5,6,5,7,9,6,4,6,10,6,9,7,5,6,9,4,7,4,6,9,5,6,6,5,6,5,6,5,5,7,5,7,7,7,7,5,5,6,7,7,6,5,4,6,5,6,6,7,7,6,5,6,8,-1.9998136050737858,-10.923054235320633
10,10,9,7,7,7,6,6,5,6,6,7,7,10,4,5,5,5,7,6,6,8,6,5,6,6,4,9,6,7,5,5,5,5,5,6,7,7,5,5,5,7,6,6,6,5,6,5,6,5,8,6,6,4,7,7,5,9,7,5,6,10,4,7,4,6,9,5,6,6,6,6,5,5,5,5,4,5,7,7,7,7,7,5,6,7,7,6,4,4,5,5,6,5,7,4,6,5,5,7,-2.278171907499819,-10.61420371086212
10,5,6,6,6,6,9,5,4,6,6,7,7,5,5,5,5,5,7,6,6,7,4,5,6,6,4,9,7,7,6,5,5,5,10,6,6,7,5,5,5,7,5,10,7,10,6,5,7,5,6,6,6,3,5,4,5,9,7,5,6,9,4,7,4,9,9,5,6,7,5,6,5,6,5,5,7,5,7,7,7,8,7,6,6,7,7,7,5,4,6,5,6,6,7,7,5,6,5,8,-3.769642042775187,-10.439698821482844
10,10,9,6,6,6,9,5,4,6,6,7,7,5,5,5,5,5,5,6,6,7,4,5,6,7,4,9,7,7,5,5,5,5,9,6,7,7,5,5,6,7,5,10,6,10,7,5,6,5,7,9,6,4,6,5,6,9,7,5,6,9,4,7,4,6,9,5,6,6,5,6,5,6,5,5,7,5,7,7,7,8,4,6,6,7,7,7,5,5,6,5,6,6,7,7,6,6,6,8,-1.7758610066044347,-11.520197663549036
10,10,9,6,9,6,9,5,5,6,6,7,7,10,4,5,5,5,5,6,6,7,4,5,6,7,4,9,6,4,5,4,5,10,9,6,7,6,5,5,6,7,5,10,6,7,7,5,6,5,7,9,6,4,6,5,6,9,7,5,6,9,4,7,4,6,9,5,6,6,5,6,5,6,5,5,7,5,7,7,7,7,5,5,6,7,7,6,5,4,6,5,6,6,7,7,6,5,6,8,-1.979762356699763,-10.95968687834375
10,10,9,6,6,6,9,5,5,6,6,7,7,10,4,5,5,5,5,6,6,7,4,5,6,7,4,9,7,7,5,4,5,5,9,6,7,7,5,5,6,7,5,10,6,9,7,5,6,5,7,9,6,4,6,5,6,9,7,5,6,9,4,7,4,6,9,5,6,6,5,6,5,6,5,5,7,5,7,7,7,8,5,5,6,7,7,6,5,5,6,5,6,6,7,7,6,5,6,8,-2.128039357355376,-10.786475135027803
10,10,9,6,6,6,9,5,5,6,6,7,7,10,4,5,5,5,5,6,6,7,4,5,6,7,4,9,6,4,5,4,5,5,9,6,7,6,5,5,6,7,5,10,6,7,7,5,6,5,8,9,6,4,6,5,6,9,7,5,6,9,4,7,4,6,9,5,6,6,5,6,5,6,5,5,7,5,7,7,7,7,5,5,6,7,7,6,5,5,6,5,6,6,7,7,6,5,6,8,-2.0538318880716777,-10.827080172013487
10,10,9,6,6,6,9,5,5,6,6,7,7,10,4,5,5,5,5,6,6,7,4,5,6,7,4,9,6,5,5,4,5,10,9,6,7,6,5,5,7,7,5,10,6,7,7,5,6,5,7,9,6,4,6,10,6,9,7,5,6,9,4,7,4,6,9,5,6,6,5,6,5,6,5,5,7,5,7,7,7,7,5,5,6,7,7,6,5,4,6,5,6,6,7,7,6,5,6,8,-1.8602712133778334,-11.048434470223778
10,10,9,6,6,6,9,5,5,6,6,7,7,5,4,5,5,5,5,6,6,7,4,5,6,7,4,8,6,4,5,4,5,10,9,6,7,6,5,5,6,7,5,10,6,7,7,5,6,5,7,9,6,4,6,5,6,9,7,5,6,9,4,7,4,6,9,5,6,6,5,6,5,7,5,5,7,5,7,7,7,7,5,5,6,7,7,6,5,4,6,5,6,6,7,7,6,5,6,8,-2.0366018473610263,-10.917835445327361
