0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p avg_pollution,10-p utility,10-p inertia,10-p reliability
5,1,1,0,0,0,1,1,0,9,10,10,9,9,7,6,6,7,5,6,5,4,4,6,4,6,5,7,5,1,6,7,7,3,3,5,0,3,0,0,1,1,4,6,2,2,3,7,1,2,1,1,0,6,2,3,2,1,4,6,2,3,2,0,0,1,3,2,3,2,3,7,3,1,1,3,3,1,1,1,2,2,1,1,1,6,5,2,3,5,2,2,4,3,0,2,6,1,1,2,0.18111347064243308,0.2401306810563778,0.6767676767676762,0.094
2,1,1,0,0,0,1,1,0,1,10,10,6,9,7,6,4,6,7,5,5,3,5,4,6,6,5,5,7,1,6,7,0,0,3,5,0,1,1,0,1,0,7,1,2,2,0,3,1,2,1,0,6,2,1,3,2,1,3,1,2,3,2,1,1,1,1,2,3,3,4,6,2,2,1,3,1,0,2,1,3,2,1,1,1,1,2,2,2,2,1,2,3,2,0,0,1,1,1,1,0.16196425895572386,0.1941625438191296,0.7777777777777768,0.104
2,1,1,0,0,0,0,1,0,1,10,10,6,6,5,6,6,6,6,5,6,4,6,7,6,4,5,4,6,7,6,0,0,1,3,6,1,1,1,1,1,0,0,1,3,1,1,3,2,3,1,0,1,1,1,0,0,2,0,1,0,2,2,1,1,3,2,1,3,3,5,6,1,1,1,0,1,0,3,1,1,1,1,1,0,1,2,3,3,1,0,2,3,2,4,0,1,1,1,1,0.15440864806360882,0.186089144580124,0.8585858585858572,0.104
0,1,1,0,1,0,0,0,1,1,10,5,6,6,6,6,5,5,6,5,6,3,1,1,3,4,6,0,1,0,1,3,3,1,2,2,0,0,1,0,0,1,3,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,2,1,2,2,1,1,0,0,1,1,0,1,2,1,1,0,1,0,2,2,1,0.11879669525554135,0.14241082317735362,0.9393939393939377,0.104
6,2,1,0,0,2,1,0,8,10,10,10,9,9,6,6,7,5,7,6,6,7,6,6,6,6,6,7,5,6,6,6,0,1,0,2,6,0,9,3,1,3,2,1,0,4,6,2,1,3,1,6,1,2,7,2,2,2,7,6,1,2,2,1,1,1,6,0,0,1,2,1,0,0,1,1,2,7,1,3,1,2,1,1,0,1,1,2,3,4,1,3,4,2,4,1,0,1,2,1,0.1842374949017003,0.2800442527755908,0.6969696969696964,0.084
1,2,0,0,1,0,0,0,4,1,9,10,9,9,6,9,7,5,6,5,10,5,6,4,2,9,5,4,6,0,7,6,3,1,3,3,6,1,0,0,1,3,4,2,1,1,1,2,1,2,1,4,1,5,1,0,1,0,2,6,1,0,2,1,2,0,0,0,3,0,3,2,2,0,2,0,0,3,1,0,2,2,1,1,3,1,1,1,2,3,2,3,3,2,0,0,0,1,1,3,0.16391113706034655,0.21317661023640913,0.636363636363636,0.104
1,1,0,0,0,0,0,0,3,1,9,9,9,9,6,9,7,6,9,5,5,4,6,7,2,5,5,7,6,1,6,6,2,1,3,3,5,1,0,0,1,2,4,2,1,2,2,2,1,2,1,0,1,5,2,3,0,0,2,6,0,0,3,1,0,0,1,1,2,0,4,1,3,1,1,0,3,3,1,0,3,2,1,0,3,6,1,1,2,2,1,2,3,2,0,0,1,2,1,2,0.1628297656276736,0.2014462204115533,0.6767676767676762,0.104
1,2,0,0,0,0,0,3,0,4,9,10,8,9,6,9,7,9,9,5,6,5,5,6,4,5,5,7,6,1,6,1,3,1,3,7,5,7,1,7,1,2,7,2,0,0,2,1,1,2,1,0,1,5,3,2,6,0,3,6,2,3,3,1,1,7,1,0,1,3,4,1,2,1,6,1,2,3,1,3,3,2,1,1,0,0,3,2,3,1,1,2,5,3,1,0,1,2,2,2,0.1789279605749161,0.2239169302926733,0.6161616161616159,0.104
6,1,1,0,0,0,0,0,0,1,0,3,6,5,6,5,6,5,5,5,1,3,1,5,4,2,1,0,1,1,1,1,0,1,3,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,3,1,1,3,2,0,0,0,1,1,1,2,1,1,1,0,0,1,2,1,1,0,1,1,1,1,1,1,0,0,0,0,1,2,1,1,1,0,0,1,2,1,0.10709819795256599,0.12564066714082195,0.9292929292929276,0.112
4,1,0,0,0,1,1,0,5,9,10,9,9,10,6,10,8,9,6,5,5,5,6,5,4,6,6,6,6,1,6,1,3,2,3,2,3,1,6,0,1,3,0,1,0,1,1,2,1,2,5,1,1,6,1,1,0,0,0,6,1,4,2,1,0,0,0,0,3,0,4,1,1,1,1,1,1,6,0,3,0,2,1,0,2,0,2,2,3,1,1,1,3,2,2,0,0,1,0,1,0.16811415509475278,0.24804882737028283,0.6565656565656561,0.094
