0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg avg_pollution,avg utility,avg inertia,avg reliability
10,9,6,6,1,2,5,3,6,5,6,4,6,6,6,7,5,2,4,4,7,5,6,1,2,4,6,4,4,7,5,3,4,4,4,5,6,1,5,6,7,6,7,5,1,2,6,5,5,1,3,2,6,6,0,5,0,5,4,7,6,5,2,1,5,4,7,6,0,5,5,4,5,5,5,6,6,2,0,2,6,5,6,4,7,3,3,6,4,5,4,4,4,7,7,7,4,5,5,4,2.59994865172088,0.5612035606471453,0.5858585858585859,0.5528000000000003
10,9,7,0,7,2,5,4,4,6,4,3,5,6,5,6,5,4,2,3,4,5,7,3,5,4,6,5,3,7,6,4,3,4,5,4,1,6,5,6,4,6,6,3,1,5,6,6,2,5,3,4,4,6,0,2,4,5,4,4,6,4,5,6,4,5,6,6,0,2,4,3,4,5,4,6,6,4,2,5,6,5,7,4,0,3,4,6,5,5,5,5,6,6,4,6,7,6,5,5,2.5897621082743583,0.5526354052621187,0.6969696969696964,0.5548000000000003
10,6,7,7,1,6,3,4,5,5,4,3,1,2,7,6,4,3,3,4,4,5,1,1,5,4,6,5,4,4,6,1,3,4,4,3,2,1,0,5,4,5,6,2,7,4,6,6,1,3,3,4,4,5,3,2,6,2,3,4,6,4,6,5,4,5,6,6,0,5,2,3,5,7,4,5,6,1,2,1,1,6,6,5,5,3,4,5,4,5,4,4,5,6,6,6,7,6,5,5,2.509916200505268,0.5017720819546261,0.7474747474747467,0.5708000000000003
10,5,6,6,5,5,6,5,4,5,5,4,5,6,4,5,4,3,3,3,4,6,6,6,5,3,6,6,5,4,6,0,3,4,4,3,2,6,4,2,6,6,6,4,5,5,6,6,0,5,3,4,5,5,4,5,5,4,4,4,6,4,2,5,5,4,6,6,4,5,5,5,4,6,5,5,6,7,1,2,6,5,4,4,3,2,4,5,1,5,5,5,5,6,7,9,4,6,4,5,2.61169996136677,0.5624264562117812,0.8080808080808068,0.5520000000000003
10,10,9,7,6,5,4,5,5,6,6,4,5,5,5,6,4,0,0,3,9,4,6,5,4,4,6,4,5,7,6,7,7,4,4,4,6,6,7,5,6,6,6,5,4,6,6,6,5,6,5,7,6,7,7,8,7,6,4,4,6,7,5,6,5,5,6,5,7,6,5,4,6,6,6,5,6,4,5,5,6,6,7,4,4,4,7,7,7,6,4,6,6,7,7,6,4,5,6,4,2.910847518095234,0.6552290663879838,0.8787878787878775,0.4712000000000002
9,10,9,7,5,5,5,5,5,7,4,4,5,5,5,6,4,4,6,4,3,6,6,0,7,4,6,4,4,6,6,6,6,4,4,4,5,6,4,5,6,7,6,6,5,5,6,6,7,6,6,6,6,7,7,6,5,5,4,4,9,4,6,6,5,6,5,6,7,6,4,4,5,6,5,5,6,4,7,5,6,6,6,6,4,3,9,5,7,5,4,5,5,7,7,6,7,6,5,4,2.9019459306769693,0.6506159423569278,0.838383838383837,0.47160000000000024
10,6,7,7,1,5,5,5,4,6,7,3,2,5,7,6,5,4,3,4,3,4,2,3,4,4,6,5,4,6,6,6,4,4,4,3,1,1,5,5,6,5,6,3,5,4,6,6,5,3,3,4,6,4,3,3,6,4,4,4,6,4,5,2,4,5,1,6,2,6,5,5,4,5,5,5,6,2,1,1,4,6,5,5,4,4,4,5,4,5,4,5,6,6,6,6,7,6,5,5,2.5998885899372497,0.5514756057302682,0.7979797979797969,0.5532000000000002
10,10,10,8,10,10,9,6,5,7,6,4,5,6,5,6,6,6,6,5,5,6,7,4,6,5,6,6,7,7,7,7,5,5,4,4,5,6,6,5,6,7,6,6,4,4,6,6,7,6,5,6,7,7,7,6,4,5,7,7,6,6,5,1,5,5,4,6,7,9,4,6,5,6,4,5,9,4,5,5,6,7,7,7,4,4,4,7,7,6,4,5,5,6,7,6,7,5,5,4,3.13790386884242,0.753624450547253,0.8484848484848472,0.3992000000000002
10,10,6,7,6,5,4,6,5,6,6,4,5,5,4,5,4,7,3,3,5,6,6,4,5,4,6,4,4,5,6,4,4,5,4,0,6,6,6,5,6,7,6,6,4,4,6,6,6,6,5,7,7,7,7,6,7,6,4,7,6,4,5,6,5,6,6,6,5,6,4,4,5,6,5,5,6,5,5,2,6,6,7,6,3,5,4,6,7,5,6,6,5,8,7,6,7,6,6,4,2.877548197444446,0.6420682170062638,0.8585858585858572,0.47840000000000027
10,9,6,0,1,2,6,4,5,5,4,3,6,7,6,6,4,4,3,4,4,5,6,5,4,4,6,5,4,4,6,5,3,4,7,3,1,2,7,5,5,4,6,5,0,4,6,5,1,1,3,3,5,6,3,5,5,4,3,4,6,4,6,6,5,5,6,5,1,2,4,4,4,6,4,5,5,2,1,2,2,6,5,4,3,3,4,5,4,6,5,7,1,7,7,9,4,6,5,5,2.5595503505649924,0.5331564732857852,0.7676767676767667,0.5592000000000003
