0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p avg_pollution,10-p utility,10-p inertia,10-p reliability
6,5,1,1,0,1,0,7,7,6,6,7,6,6,6,7,6,7,7,7,6,4,4,4,3,1,0,0,1,0,1,2,2,2,1,0,1,0,1,0,1,1,1,1,0,1,1,2,2,2,1,0,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,2,1,3,1,0.1336022988490861,0.2307566505663094,0.9696969696969678,0.07400000000000001
7,1,0,0,0,0,2,0,1,7,6,8,6,6,6,6,6,7,8,7,6,4,6,4,3,1,0,3,1,3,1,2,1,2,1,0,2,2,1,0,1,1,1,1,0,1,1,2,1,2,1,1,1,0,1,2,1,1,1,1,0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,2,0,1,1,1,1,0.12897688686740016,0.19390183439707412,0.8989898989898975,0.094
7,2,2,1,6,5,6,7,9,9,8,9,6,7,6,6,6,6,7,7,6,4,4,4,3,1,0,1,1,0,1,2,2,2,1,0,1,2,2,1,1,0,1,1,0,0,0,2,1,2,1,0,0,0,0,2,1,1,1,0,0,0,0,0,1,2,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,3,2,0.1436769081997784,0.29249178979251395,0.9494949494949477,0.054000000000000006
6,0,3,1,0,1,1,0,6,9,9,8,7,4,5,7,9,7,7,6,7,7,3,4,3,1,2,2,1,0,1,2,1,2,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,2,1,1,1,1,0,2,2,1,0,0,0,0,1,0,1,0,1,0,1,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,3,2,1,1,0,0,0,0,1,0,0,1,0,1,0.13268349056164805,0.22135278591905172,0.8989898989898975,0.084
6,2,0,1,0,0,0,0,0,1,6,7,6,6,7,7,6,6,7,7,1,3,5,4,3,1,0,5,1,0,1,1,2,2,1,0,1,3,0,1,1,1,1,1,0,1,1,1,2,2,1,0,1,1,0,2,1,1,0,0,0,0,1,0,1,0,1,0,1,2,1,0,1,1,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,3,1,0.12206877834735404,0.1666706589776215,0.9090909090909075,0.104
7,2,0,1,0,0,0,0,0,0,6,7,6,6,6,4,6,6,7,7,2,4,4,4,2,1,0,4,1,0,1,1,1,2,1,0,1,3,1,2,1,1,1,1,0,1,1,1,2,2,1,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,2,1,0,1,1,1,2,1,1,0,0,1,0,0,1,1,1,1,1,2,1,0,0,1,1,1,0,1,1,3,2,0.1175469105721611,0.16206354295201114,0.8989898989898975,0.10200000000000001
8,2,1,1,1,1,1,9,10,9,8,7,6,7,5,7,6,7,7,0,1,3,4,4,3,1,0,1,1,0,1,2,2,2,1,0,1,0,1,1,1,1,1,1,0,1,1,2,2,2,6,0,1,1,1,1,2,1,0,0,0,0,0,1,0,1,0,0,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,2,0.1325579967226347,0.2437265080867915,0.9292929292929276,0.07
1,1,0,0,0,1,0,0,0,0,1,9,6,5,6,8,6,7,7,6,1,2,5,4,2,6,7,1,1,7,1,2,5,2,6,0,6,3,6,2,1,0,1,6,0,1,1,2,6,2,2,0,1,0,0,2,2,0,0,0,0,1,1,0,1,0,1,0,1,2,1,0,1,1,1,2,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,3,3,2,0,6,2,3,1,0.14002190877455345,0.15087381150736096,0.6868686868686863,0.11399999999999999
7,1,1,0,1,1,0,0,0,10,9,9,10,5,9,9,9,7,6,7,0,5,3,5,4,1,3,1,1,0,7,2,2,2,1,0,1,3,7,0,1,0,2,1,0,1,1,2,1,1,1,0,1,0,0,1,2,2,0,0,0,0,0,3,0,2,1,0,1,3,1,0,1,0,0,0,0,1,0,1,3,1,0,0,1,0,1,1,1,1,0,0,0,1,0,7,1,1,2,4,0.1447405337014426,0.22509158332003368,0.7878787878787868,0.094
7,0,1,1,0,0,0,7,7,6,6,7,6,5,4,6,6,7,7,7,7,1,3,4,2,1,0,1,1,0,1,2,1,2,1,0,1,0,1,0,1,1,1,1,0,1,1,2,2,2,1,0,1,0,1,2,1,1,0,1,0,0,0,0,1,1,0,0,1,2,1,0,1,1,3,2,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,2,1,3,1,0.12888979106051826,0.2035561648337843,0.9494949494949477,0.084
