0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p avg_pollution,10-p utility,10-p inertia,10-p reliability
1,1,0,1,0,0,1,0,6,6,8,9,6,7,6,9,6,7,7,6,6,6,6,4,4,7,6,6,6,3,6,6,6,5,4,7,1,5,4,1,1,3,3,2,2,3,1,3,1,0,1,2,3,3,4,0,1,1,3,0,3,1,1,0,2,2,1,1,0,1,0,0,1,1,1,0,3,1,1,0,0,0,0,1,3,0,1,1,3,0,1,2,1,1,0,1,2,1,3,3,0.16621093843176787,0.22527723681942854,0.808080808080807,0.094
9,0,0,0,0,0,0,0,1,1,1,9,7,6,7,9,9,7,7,8,7,6,6,5,1,1,1,7,1,4,3,5,1,1,6,1,1,1,3,0,1,1,0,2,2,3,2,2,1,0,3,1,1,1,2,0,0,1,3,1,0,1,1,2,1,2,2,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,2,0,0,0,1,1,0,1,1,2,0,1,3,2,1,5,0.145521012956001,0.19570447648318337,0.8282828282828271,0.10200000000000001
9,1,0,1,0,0,0,1,9,6,9,9,9,6,6,9,6,7,7,7,7,7,5,6,1,7,1,2,6,2,5,5,6,6,7,6,2,2,2,1,1,1,0,2,3,3,2,3,2,3,2,1,1,2,3,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,3,0,0,1,2,1,1,0,1,0,1,1,1,0,1,0,0,3,1,3,3,1,1,2,0,1,1,2,0.1648291661217811,0.26244006935032227,0.7979797979797969,0.084
6,1,0,0,0,0,1,1,7,9,9,9,6,7,9,9,9,7,7,6,7,7,5,4,4,3,5,5,6,4,6,7,6,1,1,1,5,5,2,1,2,1,3,1,2,3,1,1,1,0,1,1,1,6,3,1,1,1,0,0,0,1,0,0,0,1,6,1,1,0,1,0,0,1,0,1,0,1,6,0,1,0,0,1,1,2,1,1,0,1,1,2,1,1,0,1,1,1,2,5,0.16536847578152206,0.2563201741747586,0.8484848484848472,0.084
1,1,0,0,0,0,0,0,0,0,1,1,6,7,6,6,9,6,7,6,6,7,5,5,3,7,1,2,5,5,6,7,1,0,6,1,5,1,3,1,1,1,7,1,2,3,2,0,1,1,6,1,1,2,3,0,0,1,3,2,1,7,1,3,0,0,3,1,0,7,0,0,0,6,0,0,6,1,1,0,0,1,2,0,3,1,0,0,0,0,1,0,1,1,2,1,0,3,1,6,0.15173409994950746,0.1497171279206716,0.6666666666666662,0.122
9,6,0,0,0,1,6,10,9,9,9,9,7,9,9,9,9,6,7,8,6,6,5,6,6,6,6,4,5,6,6,4,7,2,6,1,5,3,1,2,1,3,2,1,3,3,0,1,1,2,2,2,0,0,1,1,0,1,2,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,2,1,1,1,1,0,1,1,1,1,1,0,3,1,1,2,0.17541196080206095,0.341160657960254,0.8383838383838371,0.06400000000000002
0,1,0,0,0,0,0,0,0,0,1,0,6,7,6,6,6,1,7,7,7,6,0,2,2,3,1,0,0,2,2,3,1,1,1,1,2,2,2,1,0,0,0,1,2,3,2,0,1,1,1,1,0,1,3,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,1,1,6,0.10619633629099871,0.10471763911027389,0.9090909090909075,0.128
9,0,0,0,0,0,1,1,9,9,10,10,7,7,9,9,9,9,7,7,7,6,1,5,6,7,6,0,1,5,6,4,6,1,1,0,4,0,5,1,1,0,3,1,1,3,0,0,1,2,0,1,1,1,2,3,0,1,0,1,1,0,1,1,2,5,1,0,0,0,1,1,0,0,0,7,0,2,0,0,0,0,6,1,2,1,0,0,1,1,0,0,1,1,1,1,1,0,1,5,0.16342832140407995,0.27011853752819864,0.7474747474747466,0.084
1,1,0,0,0,0,0,0,0,1,0,0,5,6,6,6,10,0,3,6,1,5,6,4,5,3,1,3,2,4,5,3,0,1,3,1,2,1,2,1,0,1,0,1,2,3,2,1,1,0,1,1,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,3,1,0,1,0,0,1,0,0,0,0,1,0,1,1,5,0.11071504845105874,0.11222809110282726,0.8686868686868673,0.122
9,7,0,1,0,9,9,9,9,9,8,9,7,7,6,6,6,6,7,6,7,6,4,4,6,4,6,7,6,5,5,4,1,1,0,1,0,2,3,1,1,1,0,1,3,2,1,2,1,1,0,1,3,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,2,1,0,0,1,2,3,1,1,0,1,0,0,1,3,0.16361491947192616,0.3451085506150482,0.9595959595959578,0.054000000000000006
