0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p avg_pollution,10-p utility,10-p inertia,10-p reliability
4,0,1,1,1,0,1,1,4,9,10,6,7,8,7,7,8,5,7,6,5,10,4,5,1,5,6,6,3,0,1,3,7,1,1,2,1,3,2,1,1,1,3,1,0,2,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,3,1,1,1,2,1,0,0,1,0,0,0,0,1,3,3,1,5,0,0,0,1,0,1,1,0,2,2,5,4,0.15042409585181665,0.22590087745160858,0.808080808080807,0.094
6,1,3,1,1,0,4,10,9,10,9,7,7,7,6,7,6,7,6,6,6,5,5,6,5,4,2,1,0,1,1,0,1,0,1,6,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,2,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,3,6,2,2,0.14450198477898565,0.27087107732820676,0.9191919191919176,0.07
9,1,1,1,1,1,1,9,10,9,9,7,7,7,6,7,6,6,0,1,5,5,4,5,2,1,0,2,0,3,1,0,0,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,2,1,0,0,1,0,0,1,3,2,2,0.12660525292632951,0.24355945599220644,0.9191919191919176,0.07400000000000001
5,6,1,1,1,1,7,9,8,8,7,7,6,7,7,7,7,6,6,2,2,5,3,3,3,2,1,1,0,0,1,0,0,1,1,3,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,3,3,2,0.1287861594321437,0.2557864405041221,0.9494949494949477,0.06400000000000002
6,1,1,1,1,0,0,0,1,6,7,7,7,6,6,7,1,0,0,1,1,2,3,1,2,2,2,0,0,0,1,0,0,0,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0.08956761132899774,0.14144005033287965,0.9595959595959578,0.094
6,1,0,0,1,0,0,0,1,6,6,7,7,6,6,7,0,1,0,1,2,2,2,1,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0.08907525036715613,0.13144497169437705,0.9696969696969678,0.09200000000000001
9,1,1,0,0,0,2,6,6,7,9,7,6,7,6,6,4,7,7,1,1,2,3,1,0,1,1,0,0,3,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.10939360746495953,0.20408377198640312,0.9393939393939377,0.07400000000000001
6,1,1,1,1,0,0,0,1,6,6,7,7,9,7,7,1,1,0,1,2,2,3,4,3,2,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,0.09830939644570186,0.15097182671481815,0.9494949494949477,0.094
7,1,1,1,3,3,7,6,7,6,7,7,6,6,6,7,6,7,7,1,1,2,2,1,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,2,0.11369440284414267,0.2282563243020828,0.9595959595959578,0.06400000000000002
5,5,1,1,6,7,6,5,6,9,7,7,7,6,6,7,6,7,4,6,6,5,3,1,3,1,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,2,0.12672378615783272,0.27081131494642763,0.9393939393939377,0.054000000000000006
4,1,1,0,1,1,1,0,1,9,9,7,6,7,7,6,7,7,7,1,6,7,2,2,0,1,1,3,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,2,2,2,2,0.1154407056449228,0.18196207977366963,0.8989898989898975,0.094
7,6,1,0,1,7,7,7,6,6,6,7,7,6,6,7,6,7,7,1,6,5,4,1,2,2,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,2,0.12321143393453028,0.2603338259705294,0.9494949494949477,0.054000000000000006
5,1,1,0,1,0,1,3,4,9,7,8,7,8,7,7,6,7,7,6,7,5,4,5,7,6,1,1,0,1,1,0,0,1,2,2,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,3,2,3,1,0,0,0,1,0,1,1,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2,3,0.13696181068712052,0.2201939874717686,0.9191919191919176,0.084
9,9,9,7,4,7,5,5,5,5,6,7,7,6,6,7,1,0,7,1,2,3,3,1,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.11954714374932517,0.30053259062966936,0.9393939393939377,0.024000000000000004
9,1,1,0,1,1,10,10,9,9,9,7,7,6,7,8,7,7,6,6,5,10,2,6,6,5,5,6,1,0,0,0,0,0,3,2,1,7,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,2,3,0.1487089446846907,0.3000360890357588,0.9090909090909075,0.06400000000000002
1,1,0,1,1,0,0,0,0,0,0,7,7,6,6,7,6,7,0,1,1,2,2,1,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,2,0.0853457605416674,0.10144030032130423,0.9797979797979779,0.11399999999999999
6,3,0,0,1,0,0,0,0,1,0,7,7,6,6,7,7,7,3,1,2,2,2,1,2,2,1,1,0,0,1,0,0,0,0,2,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.0929209909325176,0.135582229537193,0.9494949494949477,0.10200000000000001
5,0,1,1,1,0,1,1,1,8,9,8,6,7,6,7,9,8,7,6,2,6,4,6,4,4,3,6,5,4,2,0,0,0,1,7,0,3,2,1,1,5,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,7,1,0,1,0,1,1,1,2,0,1,0,1,0,1,0,0,0,0,3,0,1,0,1,0,1,0,1,0,0,0,6,4,3,0.14353042065363697,0.2162287728816934,0.808080808080807,0.094
9,9,2,9,10,10,10,9,9,9,6,7,7,6,7,7,7,7,7,6,7,4,5,1,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,0.1496026981454483,0.38417572533495686,0.9494949494949477,0.034
6,6,0,0,1,0,0,6,6,6,6,7,7,6,6,0,1,0,0,1,1,1,3,1,3,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0.08935382592114796,0.1649932340719742,0.9696969696969678,0.07400000000000001
1,1,0,0,1,0,0,1,0,0,1,7,0,1,6,7,7,8,7,1,2,2,1,2,2,2,1,1,0,3,6,0,0,0,0,1,1,0,1,3,1,1,1,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,6,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,3,0.09745698675342042,0.10132372778316578,0.8585858585858572,0.122
9,5,1,0,2,0,8,9,9,9,9,7,8,6,7,7,6,6,7,1,2,5,2,2,2,0,1,2,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1,2,0.12916171713092975,0.27269217910032256,0.8787878787878773,0.06400000000000002
9,5,1,3,6,7,9,9,9,8,8,7,6,6,7,6,1,0,0,1,2,2,3,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0.11998546948600186,0.27908727080358364,0.9595959595959578,0.044000000000000004
