0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg avg_pollution,avg utility,avg inertia,avg reliability
10,7,9,9,0,6,7,5,4,5,6,5,4,6,6,4,2,2,7,4,6,6,7,5,4,3,5,4,4,2,3,7,7,0,5,5,6,6,6,6,6,0,0,6,5,4,4,6,1,5,2,2,6,6,4,7,5,5,6,5,6,1,5,6,6,0,5,4,6,6,5,0,3,2,5,6,7,1,6,5,5,4,5,5,6,2,2,6,7,7,7,5,5,10,4,5,3,5,5,6,2.677355562644512,0.5934272731617883,0.626262626262626,0.5344000000000003
9,7,10,5,1,0,3,6,6,5,6,2,6,7,6,5,5,2,5,5,5,7,4,5,5,3,5,3,4,6,2,6,6,4,5,4,5,6,2,5,1,5,7,4,5,5,5,1,4,4,0,6,6,4,5,3,2,2,0,6,6,0,5,7,1,3,5,5,6,6,6,4,3,2,2,2,5,2,7,6,6,4,5,4,6,2,5,1,4,6,5,5,5,6,1,7,5,5,6,6,2.585558434790492,0.5501310226635813,0.5555555555555556,0.5544000000000002
10,7,8,6,6,6,5,6,5,6,7,3,4,6,6,5,2,6,4,4,5,6,5,4,2,3,4,3,0,6,6,6,6,5,4,5,5,5,4,4,1,6,6,2,5,4,5,1,1,5,6,6,6,6,1,3,1,7,6,6,7,6,6,5,5,4,6,5,7,8,0,7,4,3,3,6,6,7,6,6,6,4,6,5,6,6,4,5,4,3,6,6,4,6,6,4,5,5,6,6,2.7543239835109237,0.6011036595183401,0.7777777777777769,0.5120000000000003
10,7,6,7,6,6,4,4,5,6,6,4,4,7,6,4,5,0,3,6,6,6,5,5,6,6,5,4,7,6,8,6,6,7,6,5,5,6,6,7,6,7,7,5,4,4,5,6,4,5,6,5,6,6,4,7,6,6,6,6,7,6,4,5,4,5,6,5,7,5,6,7,5,5,5,6,6,6,6,6,5,4,6,5,6,5,1,6,4,4,6,7,5,5,5,5,10,4,10,6,2.8986615026354485,0.6509900965804565,0.7979797979797969,0.4704000000000002
10,7,9,6,6,6,5,5,5,6,5,4,6,6,6,5,2,1,4,5,5,5,7,5,6,2,6,2,7,6,2,1,6,4,5,4,4,6,4,5,6,0,6,5,5,5,5,6,3,5,6,5,6,6,7,4,6,7,6,3,6,6,6,5,5,7,5,5,6,6,6,7,7,3,5,6,6,7,6,6,6,3,5,6,6,5,4,6,4,5,5,6,5,6,6,4,5,5,5,6,2.8188931358032825,0.6212238238717712,0.7474747474747467,0.49480000000000035
10,7,4,1,1,2,5,6,4,4,5,3,5,6,6,5,2,4,3,4,6,1,4,4,0,3,4,5,4,6,1,1,6,5,5,3,5,6,7,2,6,6,0,2,4,4,6,6,6,5,5,5,6,5,4,3,2,3,6,6,6,7,6,3,5,3,5,5,6,4,0,1,3,3,2,6,7,4,4,5,5,5,5,3,6,5,2,6,4,4,5,6,6,6,6,6,5,5,6,7,2.506397705489496,0.5002114303206159,0.6666666666666663,0.5712000000000004
9,7,1,6,1,6,3,5,5,5,5,4,6,6,6,2,5,7,4,5,4,4,4,4,5,5,3,4,4,5,5,6,6,5,5,4,1,4,2,7,6,6,0,2,5,5,5,1,1,5,5,5,4,5,4,4,6,5,6,5,6,5,2,3,5,1,4,5,1,7,7,0,1,3,3,6,6,3,5,5,6,4,5,4,6,3,4,10,0,0,6,6,6,6,5,5,6,7,5,6,2.55830706758124,0.5328878186608078,0.6464646464646461,0.5600000000000003
9,8,6,6,7,5,7,5,5,6,6,3,4,6,6,4,7,2,0,6,5,5,4,5,5,5,5,3,4,6,2,1,7,6,5,5,6,6,6,2,6,8,9,6,5,7,5,5,5,6,6,5,6,7,4,4,6,7,6,7,7,6,5,6,5,4,6,5,6,6,6,6,2,4,7,6,6,6,6,6,6,5,5,5,6,5,4,6,5,5,6,6,4,6,6,5,5,4,6,5,2.8596312889388513,0.6300428238247163,0.7777777777777769,0.4824000000000002
10,7,2,6,1,1,4,2,1,6,6,3,5,6,6,5,2,1,5,5,7,3,3,4,6,4,3,3,4,5,1,2,6,4,4,4,4,2,3,5,1,0,1,2,4,4,4,1,1,2,6,5,6,5,2,3,1,4,2,6,6,6,2,1,2,3,5,5,5,6,1,1,2,2,1,1,4,5,2,2,5,5,5,4,6,4,3,1,4,2,5,5,5,5,6,5,5,6,6,7,2.3898408780246854,0.45560722274658116,0.6565656565656561,0.5932000000000004
10,7,9,7,8,6,5,5,5,5,5,3,4,6,6,5,3,1,4,5,6,5,4,5,4,4,5,5,4,6,5,1,6,1,5,4,5,6,5,4,6,7,1,4,4,4,6,6,4,6,7,6,6,6,4,4,5,7,6,6,7,7,6,6,7,7,6,5,6,6,7,6,3,4,6,5,6,6,6,6,6,4,5,6,6,5,5,7,4,5,6,6,5,6,6,7,5,4,6,6,2.835386463603611,0.6260345366851123,0.838383838383837,0.4908000000000003
