0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg avg_pollution,avg utility,avg inertia,avg reliability
10,9,6,7,6,6,1,7,3,7,6,2,1,2,1,2,2,2,5,5,2,1,5,6,2,7,5,4,1,2,7,6,6,4,0,2,4,6,1,0,9,1,1,5,2,4,7,2,4,4,5,0,2,4,2,6,0,1,1,5,5,5,5,6,1,1,5,4,5,1,2,0,3,5,4,6,6,2,0,3,6,5,5,6,2,4,6,1,3,2,6,2,2,5,4,5,6,6,6,4,2.4802692907786805,0.49067184120400903,0.5050505050505053,0.5800000000000004
10,5,5,9,6,0,1,2,7,4,7,6,1,6,5,5,5,4,6,5,1,2,6,6,5,7,5,7,1,3,5,6,6,4,3,5,4,6,1,0,1,6,5,6,2,6,6,5,5,6,0,3,3,2,4,6,6,6,6,4,1,5,0,1,6,6,4,5,5,4,4,6,6,5,7,7,6,1,1,0,5,6,6,5,0,7,6,5,3,1,6,6,5,5,6,7,6,6,6,5,2.5764396159863825,0.5403090065021885,0.6464646464646461,0.5560000000000003
10,10,5,9,6,7,4,4,6,5,7,5,7,2,2,2,4,4,5,5,5,3,4,6,5,4,3,4,6,7,5,1,6,4,4,7,5,6,1,0,6,5,1,5,1,5,6,7,5,6,5,5,4,4,2,5,3,1,1,2,7,6,5,6,5,2,4,6,1,1,1,6,6,5,4,7,7,4,6,7,5,2,5,6,5,4,9,7,2,3,3,5,6,5,4,7,6,9,6,5,2.6795145481442724,0.5903643749157703,0.5858585858585859,0.5340000000000003
10,10,6,1,1,2,6,5,7,5,7,7,6,5,4,1,5,4,6,5,5,1,4,6,2,4,5,4,6,7,7,3,6,2,3,4,5,4,6,6,1,1,2,6,6,5,5,4,5,6,6,0,5,3,2,2,7,0,1,4,5,2,7,4,7,6,5,5,5,0,2,0,6,5,6,5,7,4,6,0,5,6,4,6,1,5,5,5,3,2,5,6,4,5,7,7,6,6,5,5,2.589461246190252,0.5500583058386794,0.5959595959595958,0.5548000000000003
9,6,5,5,5,6,1,0,4,4,5,6,6,3,2,2,4,4,6,5,5,4,4,6,5,4,6,4,6,1,2,2,1,3,4,4,5,6,7,7,6,3,2,4,1,5,6,5,5,6,6,4,5,4,4,5,0,0,1,7,6,6,4,6,6,6,5,6,4,1,5,1,1,5,4,4,5,4,6,4,6,6,5,6,6,4,6,7,3,2,2,4,5,5,5,4,6,6,6,4,2.5452309866196625,0.5122752151945369,0.818181818181817,0.5624000000000003
10,10,10,6,6,6,6,1,3,4,6,7,9,0,1,3,4,4,6,5,5,4,4,6,5,4,4,4,5,4,1,6,6,3,3,4,6,6,7,5,6,1,5,3,4,5,6,4,5,6,6,4,3,4,2,1,2,7,6,5,4,6,4,6,1,6,5,6,6,2,7,1,2,5,6,6,6,0,1,7,6,6,5,6,5,6,6,4,2,4,5,5,7,4,6,7,6,6,6,5,2.690075762259712,0.5912510216288132,0.7575757575757567,0.5332000000000003
10,10,10,9,7,6,7,9,7,6,7,7,6,6,6,4,5,4,6,5,6,6,6,6,6,6,6,4,6,6,7,6,6,5,4,5,6,6,7,7,6,5,5,6,5,6,6,6,6,5,6,7,5,5,6,5,4,6,6,4,6,6,7,7,6,6,4,6,7,6,6,5,6,5,6,7,6,6,6,7,6,6,7,6,7,7,6,7,6,6,6,5,4,5,6,7,6,6,6,6,3.1523954445906504,0.7517944737355186,0.9898989898989881,0.3948000000000002
10,10,10,6,7,6,5,6,7,6,7,6,6,6,6,5,5,4,6,4,6,6,6,6,6,7,6,5,6,7,6,7,6,4,4,5,6,6,6,7,6,5,5,5,6,6,6,5,6,6,6,4,6,5,5,5,5,5,6,4,6,6,6,7,7,6,5,6,6,6,5,5,6,5,6,7,6,6,6,4,6,6,7,6,6,7,6,7,3,1,7,5,6,5,9,7,6,6,7,6,3.0287097497013424,0.7209691809407741,0.9494949494949477,0.4404000000000002
10,10,10,6,6,6,4,5,4,5,6,7,5,5,3,3,5,4,5,4,1,3,2,5,6,4,5,4,6,5,5,6,6,4,4,4,2,6,5,0,6,5,2,5,6,4,6,4,5,6,6,4,4,4,4,5,6,7,1,4,5,5,6,2,0,1,5,6,7,1,5,2,1,5,6,7,5,0,6,7,6,6,4,6,5,7,6,4,3,7,7,5,5,5,6,7,6,6,6,4,2.716440164494594,0.6007958853706077,0.7272727272727265,0.5248000000000003
10,10,10,9,7,6,9,9,4,6,7,6,6,6,9,7,5,7,10,6,6,5,6,6,9,7,7,7,6,7,7,6,6,6,5,7,7,6,7,7,6,6,6,9,6,6,6,6,6,6,6,7,6,5,6,5,6,6,7,7,7,6,7,7,7,6,6,7,7,6,5,6,6,6,6,7,6,6,6,6,6,6,7,6,6,6,6,7,7,6,6,6,5,10,6,7,7,7,6,6,3.2734675773587467,0.8102971243551801,0.8686868686868674,0.37080000000000013
