0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p avg_pollution,10-p utility,10-p inertia,10-p reliability
5,0,0,0,1,0,0,2,4,10,10,9,10,4,9,9,6,6,6,5,7,4,3,6,4,4,4,1,0,8,0,7,1,2,6,1,1,7,7,2,2,0,0,1,0,0,1,0,2,0,0,4,1,2,2,1,1,7,1,1,0,1,0,0,0,5,3,0,1,6,0,1,3,2,1,0,0,0,3,1,1,3,1,1,2,1,2,1,1,3,2,0,1,0,0,2,2,0,3,2,0.1623223557333688,0.23251517324161705,0.636363636363636,0.094
6,1,0,1,0,0,0,3,6,6,9,7,6,5,6,7,6,6,6,6,7,6,2,2,4,3,2,1,3,0,0,1,1,2,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,2,2,2,2,3,1,0,1,0,0,1,1,0,0,1,0,1,3,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,2,1,1,1,1,3,1,1,1,0,0,0,0,1,0,1,0.1311765091180208,0.20114722444312882,0.9191919191919176,0.084
6,2,1,0,0,0,0,3,6,9,9,7,6,4,6,5,7,6,7,6,4,1,0,3,4,4,3,2,0,0,1,1,1,2,2,2,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,2,1,1,0,0,3,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,2,2,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0.12365046244336814,0.20118784549539162,0.9090909090909075,0.084
9,0,0,0,1,0,0,0,0,7,9,10,5,5,6,6,7,1,6,1,0,1,2,3,4,3,2,6,1,0,1,2,1,2,1,1,1,0,0,1,2,1,0,0,0,1,1,0,1,0,0,0,1,2,2,2,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,3,1,1,1,1,1,2,1,0,0,0,0,1,0,1,1,1,0.11537230846926358,0.17275590618974493,0.9191919191919176,0.094
9,7,7,7,6,7,9,8,9,9,9,7,6,6,6,6,7,8,7,5,0,1,3,1,3,4,3,1,0,0,1,0,1,1,1,3,2,1,1,0,1,0,0,1,3,0,0,1,1,0,0,0,1,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1,1,1,1,0,0,0,0,1,3,1,0.14764526509300252,0.3601581669880069,0.9696969696969678,0.034
6,0,0,0,0,1,0,0,2,10,9,8,9,7,6,6,6,6,7,7,7,6,3,2,4,3,2,1,1,0,1,2,1,3,1,1,2,0,0,1,0,0,0,1,1,0,1,1,0,3,1,0,0,1,2,2,1,0,1,0,1,2,1,0,0,1,1,1,0,2,7,0,3,1,1,0,0,0,0,3,1,0,0,2,1,1,1,1,3,2,1,0,1,0,0,1,0,5,0,2,0.13899243925532825,0.20240641642510662,0.8383838383838371,0.094
9,0,0,0,0,0,1,0,0,3,4,6,6,5,6,7,7,6,0,6,3,2,3,2,3,3,1,1,1,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,2,2,1,0,0,1,0,0,1,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,2,0.10924526825661206,0.15172065613797814,0.9292929292929276,0.10200000000000001
5,1,0,0,0,0,0,3,3,7,10,9,9,5,6,6,6,7,7,7,0,10,5,7,7,3,2,6,0,0,6,4,6,4,5,6,7,7,0,1,1,1,0,0,1,0,1,7,5,7,6,0,1,2,2,2,1,7,0,0,1,1,0,0,1,4,6,1,6,1,1,1,3,3,1,0,0,1,7,0,0,1,1,5,2,0,1,1,3,2,1,1,1,0,1,2,0,6,2,2,0.1724984711937526,0.23226916486673962,0.6767676767676762,0.094
6,0,1,0,0,0,0,2,3,7,10,9,10,5,9,9,9,6,6,1,4,6,4,3,7,4,6,2,0,1,0,5,2,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,7,0,1,0,1,1,2,1,1,3,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,1,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0.13859510465211297,0.2171784951404104,0.808080808080807,0.094
9,7,7,6,5,5,6,7,6,7,7,6,6,7,6,6,6,1,4,1,2,1,0,1,3,4,3,1,0,0,1,1,1,2,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0.12792572587126436,0.30029950177024783,0.9696969696969678,0.034
