0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg avg_pollution,avg utility,avg inertia,avg reliability
9,7,7,6,4,6,6,0,7,6,6,6,6,3,4,6,5,5,4,4,3,2,5,5,6,6,6,0,3,6,4,6,3,6,5,5,3,6,6,4,2,4,6,1,1,6,4,5,6,4,2,2,4,5,6,6,5,5,5,5,6,0,1,2,6,6,6,1,7,6,5,6,0,2,1,6,7,6,4,5,3,6,4,5,4,5,6,7,4,1,2,6,6,6,7,5,7,6,6,5,2.6240008578552785,0.5704091474872317,0.6868686868686862,0.5500000000000003
10,9,4,7,1,0,1,7,0,6,6,6,6,5,5,4,5,4,5,6,4,6,5,5,6,6,0,0,5,6,5,4,5,6,6,2,4,1,6,4,6,3,5,6,1,6,4,4,5,4,5,2,7,5,3,7,6,5,5,6,5,5,1,6,1,6,0,0,4,7,6,6,3,5,1,5,5,4,5,6,0,2,6,7,5,6,6,0,7,3,1,6,7,5,6,3,9,7,6,6,2.5681459570615237,0.5409655611263472,0.5656565656565656,0.5580000000000003
9,9,7,6,6,6,7,3,1,6,6,6,6,3,6,5,5,4,3,6,4,5,5,6,6,7,1,1,1,1,4,5,7,0,6,5,5,6,6,5,6,4,3,1,1,6,4,5,5,4,5,4,4,5,2,6,6,4,5,5,1,1,1,0,5,6,7,5,4,5,6,6,2,5,6,6,6,6,4,6,0,6,6,5,6,5,6,1,3,6,5,4,7,6,6,7,6,7,6,6,2.6516636994556495,0.5806448453029054,0.7676767676767667,0.5408000000000004
10,7,2,1,1,0,3,0,1,1,1,1,2,2,2,6,2,3,1,3,2,2,3,6,6,7,6,1,2,6,4,6,5,5,5,5,3,1,2,2,1,3,5,3,1,1,5,4,5,4,3,3,2,1,2,5,5,4,6,6,1,2,1,1,2,6,6,0,4,6,4,6,3,1,0,6,5,5,5,2,3,4,6,3,6,2,5,1,3,3,6,5,5,5,6,6,6,6,7,7,2.238783054367671,0.3704984779002586,0.7272727272727265,0.6176000000000004
10,9,7,6,7,6,6,4,3,6,5,6,6,4,5,4,5,5,4,6,4,5,6,6,6,0,1,0,1,5,5,4,5,6,6,4,5,6,6,6,6,4,4,1,0,6,5,4,5,4,5,5,4,5,5,6,6,5,5,6,6,0,1,1,6,7,7,6,4,5,6,6,6,5,6,6,7,5,5,6,4,6,6,6,6,5,6,7,6,6,6,7,6,6,6,7,6,6,6,6,2.806767076062217,0.6084390444766988,0.9191919191919175,0.49840000000000034
9,9,7,6,6,6,7,3,1,7,6,6,6,5,6,2,5,4,3,4,4,5,5,6,6,7,1,1,1,6,5,4,7,0,6,5,5,6,6,4,6,4,3,1,1,6,4,5,5,4,5,4,4,5,5,6,5,4,5,6,1,1,1,1,5,6,6,4,4,5,6,5,5,5,6,6,6,6,7,6,7,6,6,5,6,5,6,6,3,6,5,4,6,6,6,6,6,7,6,6,2.699717983230729,0.5908031951901236,0.8585858585858572,0.5260000000000002
10,9,8,6,6,6,6,7,3,1,6,6,6,4,5,4,5,4,3,5,4,6,4,5,6,1,1,6,7,6,2,4,4,4,1,5,3,6,7,6,6,4,5,1,0,6,5,5,5,4,5,6,5,5,2,6,6,5,5,6,6,7,6,7,6,6,4,7,6,4,6,6,6,6,6,6,5,6,4,5,4,7,6,1,8,5,6,7,6,4,5,4,6,6,5,7,8,6,6,6,2.789102558600933,0.6110156658932321,0.7676767676767667,0.5024000000000003
10,9,9,7,6,6,4,6,4,6,6,6,6,5,5,5,5,5,5,6,6,6,5,5,6,7,7,6,6,6,5,5,6,6,6,4,5,6,6,7,6,4,5,6,7,6,6,4,5,4,6,6,4,5,5,6,6,5,5,6,6,6,7,6,7,6,7,6,4,5,6,6,5,6,6,6,5,5,6,6,7,6,6,6,5,6,6,6,6,4,6,4,6,6,6,7,6,6,6,7,2.9877281790561323,0.6943585614111113,0.9999999999999979,0.44880000000000025
10,9,6,7,2,6,5,5,4,6,6,6,1,4,6,4,5,6,4,5,5,5,5,6,6,7,7,1,1,6,5,5,5,7,6,5,4,6,6,6,6,4,6,6,7,6,5,5,6,4,6,7,5,5,5,6,6,6,5,6,6,7,7,6,6,6,7,4,5,6,6,6,6,6,6,6,6,5,5,5,7,6,7,5,5,5,6,6,7,4,6,4,7,6,7,7,8,7,6,7,2.879659619459535,0.6405924295990783,0.8585858585858572,0.4768000000000003
10,9,9,7,9,6,6,7,6,6,6,8,6,5,6,6,5,10,6,5,7,6,9,5,6,7,7,7,7,6,5,6,7,7,7,5,10,6,7,6,6,4,10,6,7,10,9,7,6,4,6,6,4,5,5,6,6,5,10,6,6,1,6,6,5,9,7,7,7,9,6,6,4,5,6,5,6,6,5,5,7,7,6,6,5,6,6,7,6,5,6,3,6,6,6,7,8,7,6,7,3.2182875076588915,0.7818667959690897,0.7676767676767667,0.3832000000000002
10,9,5,5,0,6,4,0,7,6,5,5,2,5,5,5,5,5,5,5,4,4,4,5,6,7,4,1,1,5,2,5,5,6,6,4,5,6,4,4,5,4,5,1,1,6,4,4,5,4,5,4,5,4,6,5,5,4,5,6,6,6,0,7,6,6,3,4,5,4,5,1,5,1,6,6,5,6,5,5,2,6,7,6,5,5,1,7,4,0,2,3,6,6,6,7,6,7,7,6,2.5875188844982766,0.5506683576000085,0.7070707070707064,0.5544000000000003
9,9,7,5,7,7,3,0,5,1,5,2,5,2,7,5,5,4,3,2,5,4,5,6,5,0,2,1,2,6,4,4,5,6,5,2,5,1,2,2,1,3,5,0,1,6,4,3,4,4,3,2,5,4,5,1,5,4,5,5,6,1,0,0,3,6,7,3,5,5,1,2,1,3,2,6,1,5,6,1,4,6,1,1,7,6,7,0,7,1,3,1,6,5,6,4,5,5,5,5,2.470320927474785,0.49208276004184653,0.5757575757575757,0.5812000000000004
10,9,7,6,7,6,7,0,1,6,6,5,1,4,6,5,5,4,5,5,4,6,4,6,6,6,3,1,1,4,6,5,4,6,5,4,4,6,7,6,5,4,3,1,1,6,4,4,5,4,5,4,4,4,6,6,6,4,5,6,7,6,0,6,4,6,6,4,4,4,6,6,5,6,6,5,6,5,6,6,7,6,6,6,6,6,6,6,5,6,6,4,6,6,6,7,6,7,6,7,2.747674500791738,0.594266378639964,0.9090909090909075,0.5140000000000003
10,9,7,6,6,6,6,7,3,6,6,4,1,4,6,4,5,4,5,5,5,5,6,5,6,7,0,0,1,5,5,5,5,6,6,5,4,6,6,5,7,4,5,1,1,6,5,4,5,4,6,5,4,5,5,6,6,5,5,6,6,6,6,6,6,6,7,6,5,6,6,6,6,5,5,6,6,6,5,6,4,6,6,5,5,7,6,7,7,6,2,4,6,7,6,7,8,7,6,6,2.835614589889862,0.6212945164427012,0.8686868686868674,0.4908000000000003
