0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg avg_pollution,avg utility,avg inertia,avg reliability
9,10,4,2,3,1,4,2,4,5,6,7,5,7,5,3,2,1,3,6,4,5,4,6,1,6,4,4,5,6,5,5,6,7,4,6,1,1,5,5,5,3,4,7,6,5,3,6,2,6,7,5,3,3,2,6,6,0,5,5,5,2,1,5,6,5,4,6,7,7,3,0,1,2,6,4,4,6,5,6,1,0,6,3,8,2,4,6,6,2,5,5,6,6,4,6,6,1,6,5,2.538759218409589,0.523051910030033,0.5858585858585859,0.5636000000000003
10,10,10,5,4,6,6,7,4,1,6,5,6,5,3,5,6,6,6,3,5,5,4,1,0,5,4,5,5,6,5,2,5,4,4,6,6,5,5,5,4,2,3,5,5,4,4,2,4,6,6,4,4,3,5,5,6,0,5,5,5,5,6,9,7,5,1,5,6,4,6,6,6,7,6,6,5,5,5,6,6,7,6,5,8,6,5,9,6,6,4,6,7,7,7,6,6,6,6,5,2.7703015263922612,0.6114848743542176,0.7272727272727265,0.5100000000000002
10,7,0,1,2,1,4,1,0,0,1,3,4,1,3,1,6,2,4,1,4,6,7,1,1,3,3,4,4,6,6,5,2,0,4,7,6,5,7,1,3,4,3,5,5,6,3,1,4,5,1,4,2,2,3,2,5,4,4,2,5,1,1,5,3,6,5,2,0,1,2,7,5,1,5,6,4,5,2,1,1,0,4,5,6,3,5,5,5,5,4,6,6,0,4,5,4,7,6,7,2.258751805841302,0.38093659164564786,0.5656565656565656,0.6136000000000003
10,5,4,1,1,0,3,3,0,0,1,3,2,6,2,2,1,2,3,2,3,6,0,1,2,5,7,2,0,6,1,7,6,4,4,6,1,5,6,1,3,3,4,4,5,3,3,1,6,6,5,4,3,2,2,2,2,1,3,6,1,3,0,5,5,5,7,4,1,3,6,7,1,1,2,5,4,6,5,1,2,5,1,5,6,4,4,5,2,6,4,6,7,6,3,4,7,6,6,5,2.2397602349971537,0.3703471761105941,0.6161616161616159,0.6180000000000003
10,10,6,4,1,5,6,4,6,4,6,5,6,5,4,4,6,5,6,4,6,5,4,6,6,6,5,6,6,5,6,5,6,5,6,6,6,6,6,5,6,5,5,5,6,6,7,6,6,6,7,6,4,4,4,6,6,4,6,6,5,5,5,6,7,6,7,6,7,6,7,6,6,6,5,4,4,6,4,1,6,7,6,4,6,6,5,6,6,6,4,6,6,6,6,7,6,6,6,5,2.8877788064927716,0.6427741209577311,0.9494949494949477,0.47160000000000024
10,10,10,9,9,6,9,7,7,6,6,6,5,6,7,6,6,4,5,6,5,7,7,6,6,5,5,6,6,6,6,6,5,5,5,6,6,6,6,10,6,4,3,7,6,9,7,4,5,6,6,6,4,4,5,6,6,4,6,5,6,5,6,6,6,6,6,6,7,6,6,6,6,9,5,5,4,6,4,6,6,7,6,5,6,6,5,9,7,6,7,6,6,6,6,6,6,6,6,6,3.170429658604448,0.7615560618703228,0.8888888888888873,0.38920000000000016
10,3,1,1,2,1,3,3,0,1,5,4,5,2,1,1,2,2,3,1,2,6,5,6,5,4,5,5,4,6,6,2,1,0,4,5,6,4,5,1,2,3,3,4,2,5,3,3,6,6,6,4,3,2,2,6,3,5,4,3,1,0,1,2,6,5,5,6,0,3,2,3,1,1,6,5,5,6,2,1,1,1,6,5,6,6,4,5,4,5,4,6,6,6,4,6,5,6,6,5,2.2693091998344492,0.38474191414268083,0.7878787878787868,0.6116000000000003
10,10,9,9,9,7,6,7,6,7,6,6,6,7,7,6,6,6,5,4,6,7,6,6,6,6,7,9,9,7,6,6,5,5,6,6,6,6,10,10,9,5,5,6,6,5,7,6,6,7,6,6,5,4,6,6,6,7,6,5,6,5,6,6,6,6,7,7,7,9,7,7,6,7,6,6,4,6,4,6,6,7,6,5,6,6,4,6,7,6,4,6,6,7,6,6,7,6,6,4,3.24543127838023,0.7863608882105175,0.9696969696969678,0.3764000000000001
10,6,0,2,2,1,0,3,1,0,1,0,3,2,3,2,1,2,2,1,3,2,0,1,1,0,3,3,0,1,1,2,1,1,3,9,6,1,6,2,3,2,3,6,6,3,2,1,6,6,4,4,7,2,2,6,3,6,2,2,1,1,5,4,6,5,5,2,1,3,6,6,0,1,5,6,7,6,1,1,2,3,1,4,5,4,4,5,6,6,4,6,7,0,4,5,6,6,6,6,2.1011980787796873,0.31027357505416997,0.6868686868686862,0.6408000000000004
10,10,3,1,1,1,0,3,0,5,2,5,4,5,5,5,2,2,3,6,5,6,3,3,6,1,2,5,3,6,5,1,3,2,5,7,7,1,4,2,3,5,2,4,6,2,3,1,6,5,6,5,2,2,1,1,0,4,3,1,1,7,1,5,5,5,5,5,1,3,2,7,1,1,5,5,3,5,3,1,1,1,1,4,6,4,4,5,4,5,4,6,7,6,4,4,7,5,5,4,2.3510196782497164,0.43075078411410606,0.5959595959595958,0.6000000000000003
