0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg avg_pollution,avg utility,avg inertia,avg reliability
9,9,9,7,6,6,5,5,4,5,4,5,4,5,5,4,5,6,5,5,5,6,1,2,6,5,5,6,3,1,1,3,3,4,5,6,6,6,6,4,5,5,4,4,2,1,3,5,4,5,5,5,6,2,2,4,5,5,6,6,5,5,6,1,6,1,4,4,3,3,4,6,5,1,6,6,10,6,5,5,6,4,4,6,6,5,6,5,5,4,6,6,6,7,6,5,5,5,4,6,2.697676797049297,0.5906839805390023,0.8484848484848472,0.5272000000000002
9,9,7,0,1,0,7,3,3,5,5,6,5,5,5,5,5,5,5,7,6,6,1,1,5,4,6,6,4,2,1,3,3,4,6,6,6,6,6,5,6,6,2,4,3,2,3,5,7,4,4,6,0,1,2,4,5,5,5,6,5,5,5,6,6,1,4,3,4,2,5,6,2,4,7,1,7,5,4,5,5,5,7,6,1,4,6,5,5,4,6,6,6,7,6,5,5,5,6,10,2.5575463443518807,0.5314285269644136,0.7070707070707064,0.5580000000000003
10,9,9,1,6,8,1,5,6,5,5,6,5,4,6,4,5,4,5,5,5,4,5,4,6,4,6,6,7,5,6,6,5,4,5,6,6,10,6,5,5,6,7,5,6,6,4,6,4,6,7,7,6,6,5,6,5,6,7,6,6,6,6,6,6,5,4,4,4,5,6,6,6,6,7,7,6,6,5,5,5,4,6,6,7,7,6,6,4,6,7,6,7,6,7,6,4,5,5,5,2.899773314022907,0.6515680364880067,0.9090909090909075,0.4720000000000003
9,9,6,6,6,5,6,4,6,6,4,6,5,6,6,4,6,4,6,4,6,4,5,5,4,4,6,6,4,6,6,5,5,5,6,6,6,5,6,5,6,6,6,4,6,5,4,5,5,6,7,7,6,5,4,6,6,6,6,6,6,5,6,5,6,6,4,4,5,4,6,6,6,6,7,7,6,6,5,5,5,6,6,6,7,7,6,6,6,6,6,6,6,6,7,6,6,4,5,6,2.9354505400423188,0.6548925259319154,0.9898989898989881,0.46080000000000026
9,9,6,7,1,1,1,6,5,4,5,6,2,5,5,5,5,6,6,6,4,5,0,0,7,5,6,6,7,1,5,3,4,4,5,5,5,5,6,5,6,6,4,5,2,1,3,5,4,4,3,1,2,6,10,4,5,4,4,6,4,6,4,1,1,2,3,4,3,4,4,6,5,6,6,6,1,5,5,5,4,4,4,6,0,5,6,5,5,4,6,5,6,6,4,5,5,6,4,6,2.578462075425361,0.5400986039335144,0.7878787878787868,0.5556000000000003
9,9,7,0,6,0,2,4,3,4,2,6,4,6,4,4,5,1,5,6,6,4,1,1,2,7,6,5,0,1,1,2,3,4,3,5,4,6,6,4,5,6,4,3,0,1,3,1,4,5,4,1,2,2,4,4,5,5,5,6,4,4,5,6,1,1,3,4,3,3,4,5,4,1,1,6,4,5,4,4,5,4,5,6,6,5,6,6,5,4,6,6,5,6,5,5,6,5,5,7,2.4350772302170838,0.47192108211909456,0.7878787878787868,0.5852000000000004
9,9,9,0,1,7,7,6,5,4,2,5,4,5,5,4,4,5,5,6,6,6,1,2,6,4,6,6,7,1,1,0,3,4,5,6,4,6,6,4,5,5,4,5,2,3,4,5,5,6,4,6,2,1,3,4,5,5,6,6,4,5,4,6,1,2,3,5,4,3,5,6,5,6,6,4,5,6,4,5,4,4,4,6,4,6,6,5,5,5,5,6,4,6,4,5,5,2,4,6,2.605759747522187,0.5529399984817686,0.8484848484848472,0.5504000000000003
9,6,6,3,1,1,3,4,4,2,2,1,3,5,5,5,5,1,5,6,6,5,1,1,5,5,6,5,6,1,3,3,3,2,1,6,4,1,6,4,5,5,4,2,2,1,3,6,4,5,5,0,3,1,3,4,5,6,6,6,4,1,4,1,1,1,3,3,3,3,0,5,2,1,1,4,5,6,4,5,4,4,5,6,4,4,6,1,4,3,6,5,5,6,5,5,5,5,6,7,2.36925230261629,0.4406590266558355,0.7373737373737366,0.5972000000000003
9,9,7,7,1,1,7,3,2,5,6,5,4,6,5,3,2,5,4,5,0,6,1,1,5,5,1,6,4,0,5,7,2,3,6,5,4,1,1,4,5,4,4,1,3,1,3,1,6,7,4,3,1,1,3,4,5,5,7,6,1,6,5,1,1,3,3,3,3,3,1,6,4,1,0,4,6,6,4,2,4,4,4,6,1,6,7,4,5,4,6,6,6,6,6,5,6,5,6,6,2.466640354029608,0.49262030988818445,0.6565656565656561,0.5796000000000003
9,10,1,0,1,3,0,4,5,5,2,5,2,1,5,4,5,1,7,6,7,4,1,1,2,4,6,5,7,2,1,2,2,4,6,6,5,0,6,4,5,1,2,5,5,1,2,0,5,4,4,1,3,1,2,5,5,6,4,6,4,5,4,6,1,2,3,3,4,3,4,1,2,1,0,3,2,6,4,5,4,5,4,6,0,0,7,5,4,3,6,6,5,6,6,5,5,3,6,6,2.3533058721442868,0.4303511092310513,0.6565656565656561,0.6004000000000003
9,10,9,0,6,5,5,5,6,3,3,5,4,6,6,4,4,5,4,6,6,4,5,6,4,4,5,6,0,1,1,1,5,4,6,5,4,5,6,6,6,4,7,6,5,1,3,5,5,6,4,7,6,6,5,5,5,5,6,6,5,6,6,6,6,5,5,4,4,4,6,6,5,6,7,6,6,5,5,6,5,4,6,6,7,7,6,4,5,4,6,6,7,6,6,6,5,6,5,6,2.7686527375398327,0.5915781639470293,0.8989898989898975,0.5044000000000003
10,9,9,7,7,6,6,5,0,4,7,5,5,5,6,5,5,3,6,5,6,4,2,0,6,5,6,1,7,6,6,3,2,4,5,6,6,5,6,4,7,5,5,4,6,5,4,6,5,6,6,7,7,6,5,4,5,6,7,6,10,6,7,5,6,5,4,5,4,4,5,6,6,6,7,7,6,5,5,5,4,5,5,6,7,7,6,4,4,7,7,6,6,7,6,6,7,6,5,6,2.8760192289413142,0.6422830182307279,0.8080808080808068,0.48120000000000035
10,10,9,0,1,2,6,4,5,6,4,6,5,4,6,4,5,5,6,5,6,5,6,7,6,4,6,6,4,6,6,5,5,5,6,6,6,6,6,4,6,5,6,5,6,5,4,6,5,6,6,7,6,6,5,6,5,5,5,6,5,6,7,6,6,5,5,6,4,5,6,5,6,6,6,7,6,6,5,5,5,4,6,6,8,7,6,7,6,7,7,6,7,6,6,6,5,4,5,5,2.8662136804158957,0.6308668086843153,0.9696969696969678,0.4760000000000003
9,8,1,0,1,0,1,2,3,5,4,1,4,5,6,4,5,6,4,6,6,4,2,2,2,4,6,6,5,2,2,3,4,5,5,5,5,5,6,5,5,5,4,5,3,1,3,5,4,4,5,6,1,1,3,4,5,5,5,6,4,6,4,6,1,2,2,3,4,3,4,6,5,1,1,6,6,6,4,4,5,4,5,6,7,6,6,5,4,4,6,6,6,6,6,5,5,5,6,6,2.4372123588062697,0.45440397004239147,0.8686868686868674,0.5780000000000003
10,9,8,7,6,6,6,4,6,6,4,6,7,6,6,5,6,7,6,5,6,4,6,7,6,5,6,6,7,6,6,5,5,5,6,6,5,5,6,5,6,5,6,6,6,5,4,5,4,6,7,7,6,5,5,6,5,6,5,6,5,6,6,6,6,5,5,5,4,4,6,6,6,6,6,7,6,5,5,5,5,5,6,6,7,7,6,5,5,6,7,7,7,6,7,6,5,5,6,6,2.992260185935397,0.701131034629871,0.9999999999999979,0.4476000000000003
10,10,9,7,9,10,6,7,6,6,5,6,4,6,6,5,6,7,6,5,6,4,6,7,6,7,6,6,4,6,5,6,4,5,6,6,5,5,6,7,6,6,6,5,6,6,4,5,6,6,6,7,6,6,5,6,6,6,6,6,5,6,6,5,6,5,5,5,5,4,5,6,5,7,6,7,6,6,5,6,5,6,6,6,7,7,6,4,7,7,7,6,7,6,7,6,5,6,5,6,3.0970864354737455,0.7404680568138875,0.9696969696969678,0.41440000000000027
10,9,9,0,0,2,6,5,5,5,5,5,5,6,6,4,6,4,6,5,6,1,1,0,6,7,6,6,3,1,1,6,4,5,6,5,6,5,6,5,6,7,6,5,6,5,4,6,4,6,7,7,6,5,5,5,6,6,6,6,5,6,6,6,6,5,4,5,4,6,6,6,6,6,6,7,6,5,5,6,5,4,6,6,7,7,6,6,4,6,7,6,7,6,7,6,5,5,6,6,2.7874471533686442,0.5905242298466444,0.9292929292929276,0.4968000000000003
9,8,9,7,6,6,5,5,4,5,4,5,4,5,5,4,5,5,5,6,6,4,1,2,5,4,6,6,2,2,2,3,4,4,4,6,7,6,5,5,5,5,7,2,1,1,3,7,4,5,5,4,1,1,3,4,5,5,5,6,4,5,4,6,1,2,4,3,3,3,4,5,5,5,6,5,5,5,5,5,6,0,4,6,6,6,6,5,4,4,6,6,7,6,6,5,5,4,7,6,2.6532862825004186,0.578454287336615,0.8686868686868674,0.5408000000000004
10,10,9,7,9,5,6,6,6,7,6,6,7,6,6,5,6,7,6,5,6,5,6,7,6,7,6,6,7,6,6,6,5,6,5,6,6,5,6,7,6,6,6,7,9,9,7,7,7,7,7,7,6,5,5,6,6,5,7,6,5,6,6,7,6,5,5,6,4,4,5,6,6,7,7,7,6,6,5,6,5,4,6,6,7,7,6,7,7,7,7,9,7,9,7,6,5,4,5,6,3.1872108260528584,0.7603102757113629,0.9797979797979779,0.3912000000000002
9,9,7,0,6,0,0,5,4,4,2,6,3,2,4,5,5,6,4,6,6,4,2,1,1,4,6,6,1,1,2,3,3,2,6,5,5,5,6,4,5,5,4,3,0,1,0,1,4,4,4,6,2,1,4,4,4,5,2,6,4,4,4,1,2,1,3,4,3,3,4,5,5,1,1,1,0,5,4,5,5,4,4,6,6,5,6,5,4,4,6,6,6,7,6,5,5,5,5,5,2.4115790814983153,0.4619036811437768,0.7878787878787868,0.5892000000000003
8,8,8,7,6,6,4,5,4,4,4,1,5,5,5,4,5,6,6,5,6,6,2,2,1,4,5,6,3,1,1,3,4,5,5,6,6,5,6,4,5,5,5,4,2,1,4,5,4,5,4,4,6,2,3,4,5,5,5,6,5,5,5,1,6,5,4,3,3,4,4,6,5,6,6,5,6,6,5,5,5,4,4,6,6,4,6,6,4,4,7,6,7,6,6,5,5,6,6,6,2.6527209307954083,0.5649282244714111,0.8888888888888873,0.5364000000000003
8,9,6,0,1,6,6,5,5,4,6,6,4,6,5,4,6,4,7,5,6,4,6,3,2,5,5,6,4,1,1,5,5,5,5,5,4,5,6,4,6,5,4,5,5,6,4,5,5,6,6,7,6,5,4,6,5,5,6,6,4,6,7,6,6,5,4,3,4,4,4,5,5,6,6,7,6,6,5,5,6,4,5,6,7,7,6,6,7,6,6,6,7,6,6,5,5,6,5,6,2.762864133404303,0.5830508879173757,0.9090909090909075,0.5028000000000002
10,10,9,0,1,4,6,7,6,4,4,6,5,6,6,4,5,4,6,5,6,4,6,4,6,4,6,6,4,6,6,5,5,5,6,6,6,6,6,7,6,6,5,5,5,5,4,6,4,6,7,7,6,5,5,6,5,6,6,6,6,6,6,5,6,5,5,5,5,4,6,6,6,6,7,7,6,6,5,5,5,4,6,6,7,7,6,7,6,7,7,6,7,6,5,6,4,5,5,6,2.89374752581439,0.6418522691636614,0.9797979797979779,0.4708000000000003
9,8,9,7,7,6,2,2,3,4,4,6,4,5,5,4,4,6,4,6,6,6,1,1,2,5,6,6,4,1,2,3,4,5,5,6,5,6,5,5,6,5,4,5,0,1,3,5,4,5,5,6,6,2,4,5,5,5,5,6,4,6,6,1,1,1,2,4,4,4,5,6,5,1,0,6,6,6,4,4,6,4,5,6,7,6,5,5,4,4,6,6,6,6,6,5,5,5,6,6,2.6338702865338526,0.5614046946064589,0.8787878787878775,0.5460000000000004
10,6,6,0,1,1,0,5,4,5,1,1,2,5,4,2,5,6,4,5,6,6,1,3,1,4,6,6,3,2,6,2,5,3,6,5,4,1,4,4,2,5,3,5,3,2,0,1,4,5,4,5,1,1,3,3,4,5,4,6,4,6,5,6,1,1,3,2,4,3,2,1,5,6,0,1,6,6,5,1,4,4,5,6,0,0,6,5,5,3,4,6,5,6,5,5,6,5,6,5,2.3464027258588573,0.4300346172987539,0.6464646464646461,0.6012000000000003
10,10,9,7,9,9,6,6,6,6,7,6,5,6,6,7,6,4,6,5,6,5,6,7,6,6,6,6,7,6,6,6,5,5,6,6,5,6,6,5,6,7,7,6,5,6,4,6,4,6,7,7,6,6,5,6,6,5,5,6,5,5,6,5,6,5,5,5,4,4,5,5,6,6,7,7,6,6,4,5,6,4,5,6,7,7,6,7,6,6,7,6,7,6,7,6,4,5,6,6,3.108121605422335,0.7447101670470825,0.9898989898989881,0.4072000000000003
