0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg avg_pollution,avg utility,avg inertia,avg reliability
10,10,8,10,6,4,5,6,5,2,2,6,5,5,5,6,6,4,5,6,6,5,2,2,5,5,2,1,5,5,7,5,6,5,4,1,6,6,6,0,6,2,6,4,6,5,4,4,5,1,5,5,1,6,4,6,4,6,6,6,6,5,6,4,6,5,0,7,4,6,2,5,5,6,6,5,5,5,6,4,2,5,5,6,5,5,6,4,4,5,5,6,4,6,7,6,6,6,7,6,2.7749002530635165,0.6113139785866547,0.7171717171717166,0.5092000000000003
10,10,0,6,1,1,3,1,1,2,0,5,5,3,3,6,6,4,4,5,5,5,5,3,4,2,1,0,6,0,5,6,5,6,5,4,6,2,2,0,1,2,2,7,5,5,7,5,2,1,1,2,2,1,4,7,7,3,3,4,6,6,5,5,1,3,1,0,4,5,4,2,5,6,0,1,1,1,1,4,4,6,5,6,5,5,6,5,5,4,6,5,6,6,6,6,7,6,6,9,2.3696030267417303,0.4409400554228566,0.7070707070707064,0.5960000000000003
10,9,6,6,6,4,4,6,5,6,6,5,7,5,3,6,6,5,4,5,6,6,6,10,6,5,6,4,9,6,7,6,5,5,5,5,5,6,6,6,6,5,5,7,6,5,5,5,5,4,6,5,6,6,7,6,4,5,6,6,6,5,6,7,6,5,7,6,4,6,6,5,4,6,6,6,5,6,6,7,7,6,5,6,5,5,5,4,5,5,10,6,6,6,6,7,6,6,7,6,2.9490390077346,0.6801835421596439,0.8686868686868674,0.4576000000000003
10,10,6,5,6,5,4,6,5,5,5,5,5,5,4,6,6,4,4,5,5,6,6,5,4,5,5,4,6,6,6,6,4,5,5,5,6,6,6,6,6,5,5,6,6,6,5,6,4,6,6,5,6,6,7,6,4,6,6,6,5,5,6,7,6,6,6,6,7,6,6,5,5,6,6,6,6,6,7,6,7,6,5,5,6,6,6,4,4,5,5,5,4,6,6,6,6,7,7,6,2.9038397999223595,0.6543030577104554,0.9898989898989881,0.47040000000000026
9,9,0,1,1,0,2,1,1,1,1,1,1,3,3,2,2,2,3,4,4,5,1,2,2,3,1,6,6,5,4,6,5,5,4,3,2,5,7,2,1,2,2,5,5,4,3,2,6,7,1,2,3,1,6,5,3,1,1,5,6,5,6,7,2,0,0,2,7,4,3,2,5,6,2,1,3,1,7,3,2,1,5,5,5,1,5,4,5,4,5,5,4,6,5,7,6,6,5,6,2.2194849789999913,0.36068243802366795,0.7373737373737366,0.6200000000000003
10,10,4,6,4,7,3,1,6,7,1,6,5,3,2,3,5,3,3,4,2,6,1,4,4,2,1,4,5,3,3,6,4,5,5,4,5,2,1,3,0,3,4,4,6,4,3,5,5,6,1,3,1,1,7,6,3,1,1,2,1,6,6,4,1,0,1,3,4,7,4,3,2,6,6,6,4,1,1,4,3,2,5,5,5,5,6,5,4,6,4,5,4,5,7,7,7,6,5,6,2.4733328724761807,0.49365382559115667,0.6666666666666663,0.5808000000000003
3,5,2,2,1,2,2,1,1,0,1,6,5,4,5,5,5,6,4,5,5,2,2,3,2,2,2,2,2,5,5,6,4,5,5,4,5,2,1,2,3,2,3,4,6,5,5,4,5,6,3,2,2,1,0,6,4,1,1,3,5,5,6,4,1,1,1,3,4,4,4,5,5,6,7,1,5,6,6,4,1,1,5,6,5,5,4,5,4,6,5,5,6,6,7,7,6,6,6,6,2.3079934840644802,0.38523984647905424,0.8484848484848472,0.6048000000000003
10,8,1,5,6,5,4,6,1,2,5,6,5,5,4,6,6,5,4,4,5,6,1,3,3,4,5,5,6,5,4,5,4,4,5,4,6,6,6,2,1,3,3,4,6,5,5,5,6,6,3,2,2,1,7,6,4,6,5,5,6,5,5,6,6,2,1,3,4,5,5,4,4,5,5,6,5,1,1,0,5,6,4,6,5,5,6,5,5,5,5,5,5,6,6,7,6,6,6,6,2.5826743520306343,0.5438247488056538,0.8787878787878775,0.5548000000000003
1,6,6,6,6,5,4,6,4,5,6,6,5,5,5,6,5,4,4,5,5,1,1,3,3,4,6,4,6,5,4,2,4,5,5,4,5,6,6,5,5,5,5,4,6,5,5,5,1,1,4,5,6,6,7,6,4,6,5,5,5,6,7,7,6,6,4,4,5,6,5,5,5,6,5,6,6,5,6,7,4,6,5,5,5,5,5,4,4,5,5,6,4,6,7,6,6,6,6,6,2.722831061850733,0.5547153171651432,0.9292929292929276,0.5124000000000002
10,9,6,5,6,6,4,6,6,5,6,6,6,5,5,6,6,6,7,6,5,6,6,5,6,6,6,6,6,6,7,6,6,5,5,5,6,6,7,6,5,6,6,5,6,5,5,5,5,6,5,5,6,6,7,6,4,5,6,5,6,5,6,7,7,6,7,6,5,5,5,6,6,6,6,6,5,6,7,6,6,6,5,5,5,5,5,5,4,5,5,6,7,6,7,7,6,6,6,6,2.9657296484148317,0.6907871581229403,0.9898989898989881,0.4532000000000002
10,10,2,5,1,2,3,1,2,2,6,6,5,4,4,5,6,4,4,5,5,2,1,3,3,3,1,3,1,5,5,5,4,5,5,4,6,1,1,2,2,2,5,4,6,5,5,4,5,1,2,2,2,1,1,7,3,0,0,3,5,6,6,5,1,0,1,3,4,5,4,5,5,6,6,1,6,6,6,2,2,6,4,6,6,5,4,5,5,6,6,5,5,6,6,6,6,6,6,9,2.4190192514647477,0.4612707942179987,0.7979797979797969,0.5868000000000003
10,9,6,6,1,5,4,5,6,5,5,5,4,5,4,6,6,5,4,5,5,2,1,3,4,4,6,5,6,5,4,5,5,4,4,4,6,5,6,2,3,2,3,4,6,5,5,5,5,6,3,2,5,6,5,6,4,5,5,6,6,5,6,6,1,1,1,3,4,6,4,4,5,6,6,5,5,6,1,3,6,6,4,6,5,5,6,5,5,5,5,6,5,6,6,6,6,6,6,6,2.672994236432887,0.5705496182603941,0.8989898989898975,0.5296000000000003
9,8,0,1,1,1,0,1,1,1,1,1,1,2,2,1,1,3,3,3,4,3,1,0,1,3,2,0,6,5,4,1,5,7,4,4,6,5,6,2,1,3,3,4,5,6,4,2,6,6,2,3,3,1,0,2,3,3,2,6,6,5,6,4,1,1,1,3,4,3,3,2,5,5,2,1,0,5,4,3,4,6,6,6,5,5,4,4,4,5,6,5,6,6,4,7,6,6,5,6,2.154067748630687,0.33096768389584286,0.818181818181817,0.6296000000000004
10,10,6,5,6,6,4,6,6,5,5,6,5,5,6,6,5,6,4,6,6,6,6,6,5,6,6,6,6,5,4,6,6,5,6,5,5,6,7,6,6,5,6,7,6,6,5,6,5,5,5,6,6,6,4,6,4,5,6,6,6,5,6,7,7,7,6,6,4,6,6,6,5,6,6,6,5,6,6,7,7,6,5,6,6,5,6,4,4,6,6,6,6,6,6,7,7,6,6,4,2.9590137026735754,0.6830283097973422,0.9898989898989881,0.45600000000000024
10,10,10,10,9,8,7,6,5,5,6,6,7,6,7,6,6,6,7,6,5,6,7,6,6,5,4,6,6,6,7,6,6,5,5,5,6,6,6,5,5,6,6,6,6,4,6,6,5,6,5,5,5,6,6,6,4,5,6,7,6,6,6,7,6,6,7,7,7,6,6,6,4,6,6,7,6,6,7,7,7,6,5,5,5,6,5,5,4,5,6,6,7,6,6,7,6,6,6,5,3.2371314367341215,0.7613858470040161,0.9999999999999979,0.3748000000000002
10,10,9,5,6,6,7,6,6,5,5,5,6,6,6,6,5,6,7,6,6,6,6,6,5,5,6,6,6,5,6,7,6,5,6,5,5,6,6,5,6,5,6,6,7,6,5,6,6,6,6,5,6,6,7,6,4,5,5,6,5,5,6,7,6,6,4,6,5,6,5,5,5,5,6,5,5,6,7,6,7,6,5,6,5,4,6,4,4,5,5,6,7,9,7,7,6,7,6,6,3.0094892390584023,0.7119604881965289,0.9898989898989881,0.44440000000000024
10,9,7,5,1,5,3,6,1,2,1,6,6,3,4,6,6,4,4,4,6,5,1,3,3,3,1,1,6,4,4,5,4,5,4,4,6,5,1,1,0,2,3,4,6,5,4,4,6,1,2,3,2,1,0,6,4,6,1,2,4,6,6,4,5,7,0,7,4,6,4,4,5,6,6,4,4,1,6,6,4,6,5,6,4,4,5,3,4,5,3,5,7,6,7,7,6,7,6,6,2.4976583264796783,0.5006392019628216,0.7373737373737366,0.5744000000000002
