0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p avg_pollution,10-p utility,10-p inertia,10-p reliability
7,6,1,0,0,3,9,9,9,8,9,9,9,7,9,6,7,8,7,9,10,6,1,3,1,3,3,1,3,2,1,2,0,1,3,1,0,1,2,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,2,1,2,1,0,1,1,0,1,1,1,0,0,1,3,1,0,0,0,1,0,1,1,0,4,3,1,1,1,0,1,0,0,1,1,0,0,3,1,0,1,0,0.1568555310854143,0.31192984194912826,0.9090909090909075,0.06400000000000002
7,7,6,7,7,6,4,9,7,7,9,9,7,5,5,5,4,1,3,1,1,2,1,3,1,2,3,1,2,2,1,1,3,1,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,2,1,0.13516250731201332,0.30889137821080065,0.9696969696969678,0.034
6,6,0,2,0,1,10,9,9,7,9,9,9,5,5,6,7,7,7,6,1,1,1,3,2,2,1,0,5,0,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0.1349611021968631,0.2732319467030809,0.9191919191919176,0.06400000000000002
9,7,7,7,7,9,10,9,6,7,6,9,7,5,5,6,4,0,4,1,1,2,6,3,1,2,3,1,2,2,1,1,1,3,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0.13900273672021743,0.3421702240692233,0.9191919191919176,0.034
9,0,0,0,1,0,6,7,6,7,9,9,9,6,6,6,7,6,7,9,4,6,5,1,2,3,3,1,1,1,3,1,3,1,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,3,1,1,1,0,1,1,3,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0.1387058933298656,0.2520911624572621,0.9393939393939377,0.07400000000000001
6,6,0,0,0,0,0,6,7,8,6,6,4,6,5,6,7,7,3,1,2,1,3,3,2,3,1,1,2,2,1,1,2,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0.11638380799831428,0.20036158622014696,0.9595959595959578,0.07800000000000001
6,6,0,0,0,1,1,9,9,7,8,9,10,5,5,6,7,7,0,1,1,1,1,3,1,2,1,1,2,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,2,0.11694472700851616,0.22463643468034544,0.9494949494949477,0.07400000000000001
7,7,0,0,1,9,10,10,8,8,9,9,9,9,10,9,7,6,7,8,9,9,9,7,9,7,7,9,7,6,6,5,4,6,4,6,6,6,5,5,6,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,3,3,2,0,1,1,1,1,2,3,1,0,3,1,1,3,1,0,0,0,1,0,1,1,1,3,3,3,1,2,3,2,1,0,1,1,3,1,0,1,2,2,3,0.2124495037252984,0.39685714736879224,0.9393939393939377,0.054000000000000006
9,7,7,7,7,9,9,9,9,8,8,9,10,7,10,9,7,7,7,6,5,6,6,8,1,3,1,1,1,1,0,1,3,1,2,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,3,1,2,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,0,0,1,1,0,1,0,0,1,1,0,0.16603580788489603,0.4067502322059986,0.9292929292929276,0.034
8,6,0,0,3,1,7,10,9,8,9,9,9,10,3,9,7,7,7,6,6,6,6,3,1,2,1,0,1,1,1,1,4,0,1,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,2,2,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,1,0.1440216231621154,0.3033098683301166,0.8787878787878773,0.06400000000000002
