0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p avg_pollution,10-p utility,10-p inertia,10-p reliability
9,1,0,1,0,0,5,6,9,10,9,9,6,6,5,6,6,5,6,4,5,4,4,6,6,2,2,1,0,3,1,1,2,1,2,4,6,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,2,1,1,1,2,1,1,0,0,1,1,3,2,1,1,1,0,1,2,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,3,1,1,0,1,3,2,1,1,2,0.14610644021669086,0.2557084526196815,0.9191919191919176,0.07400000000000001
2,1,1,1,1,0,0,0,2,2,1,9,7,7,10,7,6,6,4,7,6,5,6,1,1,1,1,2,1,0,1,1,1,1,1,4,6,0,1,0,1,2,1,1,1,0,1,0,3,1,3,1,3,1,0,1,0,1,1,0,2,1,1,0,1,0,3,3,2,1,0,0,0,1,0,1,3,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,2,3,1,1,1,2,0.13046728695752885,0.16388968889185054,0.8888888888888874,0.10200000000000001
9,1,1,1,1,0,10,10,10,10,9,9,7,7,6,6,6,7,6,4,5,4,6,0,6,1,3,2,1,1,1,1,2,1,3,7,6,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,2,1,0,1,1,1,1,1,1,2,1,0,1,1,1,1,1,0,1,0,1,3,1,2,1,1,1,1,1,0,3,1,0,1,0.15454883229160787,0.2941366368136341,0.9191919191919176,0.06400000000000002
9,2,1,0,1,0,0,6,1,4,9,9,10,7,6,6,6,6,7,4,4,4,4,6,2,1,2,1,2,1,2,1,1,1,3,3,1,0,0,1,0,1,3,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,6,2,0.1331958480849854,0.22294262334781137,0.8989898989898975,0.08200000000000002
9,3,1,0,0,1,9,6,6,6,5,6,7,6,5,6,6,5,4,4,5,4,3,1,1,2,2,1,1,1,3,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0.1224055511941794,0.23069737815685393,0.9696969696969678,0.06400000000000002
1,0,1,2,1,0,0,0,1,0,1,2,9,7,6,6,6,7,7,10,9,7,5,0,4,6,6,4,6,3,7,5,4,2,5,7,6,7,1,9,7,5,1,9,6,2,0,9,3,6,2,1,6,1,6,1,1,1,1,4,3,8,1,7,0,3,0,4,2,3,7,6,1,9,7,2,0,3,4,6,5,2,0,0,0,4,3,6,4,6,0,1,7,2,1,5,7,1,7,3,0.1995930924984011,0.19061576809715225,0.4545454545454548,0.112
6,1,0,0,0,0,0,1,0,6,9,10,6,6,10,7,6,7,4,10,3,4,5,6,6,1,1,6,1,0,1,1,1,1,1,3,1,0,0,0,0,1,1,1,1,3,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,2,1,0,1,0,1,1,0,0,1,0,0,0.13207160497693618,0.19788569319187424,0.8686868686868673,0.094
6,2,0,1,0,0,0,1,0,0,3,10,9,8,9,7,6,7,5,10,5,4,5,5,6,0,5,5,2,7,0,4,1,1,5,0,1,1,0,0,6,6,0,1,6,3,0,1,0,1,0,6,1,1,0,1,2,1,1,0,1,0,0,0,0,0,3,0,1,6,0,0,7,1,0,0,1,0,0,0,1,1,3,0,0,0,3,2,1,1,0,0,1,1,4,0,0,1,0,0,0.15034825660113416,0.20259140185563046,0.6666666666666662,0.104
4,1,1,0,0,0,0,0,1,0,7,6,5,6,6,7,6,4,6,4,4,4,3,1,2,1,1,1,1,0,1,1,1,1,1,3,1,0,0,1,1,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,3,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,2,1,0,0,1,1,1,0.11010263581596041,0.13987536123551716,0.9797979797979779,0.108
1,1,1,0,0,0,0,0,0,0,1,10,6,8,10,7,9,4,2,6,6,4,9,6,7,2,6,2,1,0,1,5,7,2,2,3,1,1,0,0,0,1,1,1,6,0,2,3,7,0,0,1,0,0,0,1,1,2,1,0,0,2,6,3,0,0,0,2,1,0,1,2,0,1,0,0,1,0,0,1,0,1,3,0,0,0,2,1,2,3,1,1,6,1,1,1,1,0,1,1,0.1434131591048406,0.16462083372132078,0.6868686868686863,0.11399999999999999
