0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,avg_pollution,utility,inertia,reliability
9,9,5,5,4,4,3,1,2,1,1,2,3,1,1,2,1,1,3,3,4,4,6,6,6,6,7,9,9,7,9,10,9,10,9,9,10,9,9,7,7,8,7,9,9,9,9,9,7,9,0.8981039666516016,0.6875331763668691,0.9795918367346946,0.5600000000000002
10,9,5,5,4,4,3,1,2,1,2,3,3,1,2,2,1,1,1,3,4,4,6,6,6,4,7,9,8,8,9,9,9,10,9,9,10,10,9,7,7,8,7,8,9,10,9,9,7,9,0.8935514102526854,0.690274171953454,0.9591836734693885,0.5800000000000002
10,9,5,5,4,4,3,2,1,1,1,3,3,1,1,2,1,1,3,3,4,4,6,7,6,7,7,8,9,8,9,10,10,10,10,9,10,9,9,7,8,8,7,9,9,10,9,9,7,6,0.9239504568121358,0.7026841708977101,0.9795918367346946,0.5600000000000002
10,9,5,5,4,3,2,1,2,2,1,2,3,2,3,1,1,1,1,3,3,4,6,7,6,6,8,8,9,7,9,10,10,10,10,9,10,9,10,9,8,9,9,9,9,10,9,9,9,10,0.9040621186302354,0.7108777680837705,0.9591836734693885,0.5600000000000002
9,9,5,5,4,3,3,1,1,1,1,3,3,1,1,2,1,1,2,3,4,4,6,6,6,6,7,9,9,7,9,9,10,10,9,9,10,9,9,7,7,8,7,10,9,9,9,9,8,8,0.8871364181476693,0.6826023526504813,0.9591836734693885,0.5800000000000002
10,9,5,5,4,3,3,1,1,1,1,2,3,1,2,2,1,1,1,3,4,4,6,6,6,5,4,9,9,7,9,10,10,10,9,9,10,9,9,7,7,8,7,9,9,9,9,9,7,9,0.8635865964966706,0.6745528546284094,0.9591836734693885,0.5800000000000002
10,10,4,4,3,2,2,2,3,1,1,3,3,1,3,2,1,2,2,2,3,3,3,2,3,2,3,1,2,3,2,1,2,2,2,1,2,2,1,0,0,1,3,1,1,10,10,9,9,10,0.18570810978611293,0.39170869753844556,0.9591836734693885,1.0000000000000004
10,9,5,4,4,3,2,1,2,2,2,3,4,4,5,4,5,6,6,7,9,8,8,9,10,10,9,9,9,7,9,9,10,9,9,9,10,9,9,8,8,9,7,9,9,9,9,9,9,9,1.219877092696838,0.8327731655494686,0.9795918367346946,0.4200000000000001
10,9,5,5,4,3,2,1,2,1,1,3,4,6,4,2,1,1,1,3,3,4,6,6,6,6,4,8,9,7,9,10,10,10,10,9,10,10,10,9,7,9,8,9,10,10,9,9,9,10,0.9236183433670263,0.7202256462672482,0.9387755102040823,0.5600000000000002
10,10,5,4,4,3,2,2,2,1,1,3,2,6,3,1,2,2,3,3,2,3,2,2,2,3,3,2,2,3,3,2,1,3,3,1,2,1,6,6,7,9,10,10,10,10,10,10,10,10,0.327877029009185,0.5101754648886675,0.9183673469387762,0.8800000000000004
