0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,avg_pollution,utility,inertia,reliability
9,8,4,3,1,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,3,1,2,1,3,1,2,2,1,2,3,2,1,1,1,1,1,0,0,0,1,1,1,1,6,6,7,9,10,10,0.15910918010947386,0.34857699152797716,0.9591836734693885,1.0000000000000004
9,7,6,3,2,3,3,2,2,2,3,3,3,3,3,2,3,2,3,3,3,2,2,2,3,2,3,3,2,3,3,1,3,1,3,1,2,2,2,3,1,2,7,6,4,6,7,9,9,10,0.21847963986041613,0.4307762226248785,0.9591836734693885,0.9800000000000005
10,9,2,3,2,3,3,3,2,2,1,3,3,2,3,3,2,2,3,2,3,1,2,1,2,3,2,2,2,3,3,1,1,2,1,2,2,1,3,1,3,3,2,2,2,10,10,10,10,10,0.18960219911506013,0.40171321179525077,0.9591836734693885,0.9800000000000005
10,9,5,3,3,3,2,2,2,2,2,3,3,3,3,2,3,2,3,2,2,3,3,3,3,3,2,3,2,3,2,2,2,3,1,1,1,2,2,2,1,4,4,5,10,10,9,10,10,10,0.23433495093065165,0.45140654699312044,0.9183673469387762,0.9600000000000005
10,9,5,4,4,3,3,3,1,2,2,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,2,2,2,3,3,2,3,2,2,1,6,3,1,2,5,1,4,4,5,10,10,10,10,10,0.26927712050126695,0.47071868440212744,0.8571428571428578,0.9600000000000005
10,9,5,4,3,2,2,3,3,2,2,3,3,2,3,3,3,2,2,2,3,3,3,3,2,3,2,2,3,2,3,2,1,3,2,2,2,3,5,5,5,5,10,10,10,10,10,10,10,10,0.3073832754256497,0.5015087437586137,0.9387755102040823,0.9000000000000005
10,9,5,4,3,3,2,3,3,2,1,3,3,3,3,2,3,2,3,2,3,3,3,2,3,3,2,3,2,2,3,1,2,3,3,2,2,1,2,4,2,2,2,2,6,10,10,10,10,10,0.23726487281928937,0.4512591306981133,0.89795918367347,0.9800000000000005
10,9,5,4,3,3,3,2,2,2,2,3,3,3,2,3,3,2,3,3,2,2,3,2,1,3,4,3,2,3,3,1,1,2,3,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.4974912805346956,0.5804753928617974,0.9591836734693885,0.7800000000000004
10,6,2,3,1,3,2,2,3,1,1,3,3,1,3,2,1,1,1,2,3,2,2,1,2,1,1,2,2,3,2,2,0,1,3,1,1,0,0,1,1,0,0,1,1,0,8,10,10,10,0.13988993442048842,0.31105226984142725,0.89795918367347,1.0000000000000004
10,9,5,4,3,3,3,3,3,1,2,3,3,2,3,3,2,2,3,3,2,2,3,2,3,2,1,2,4,4,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7053967117589357,0.6602918755875296,0.9387755102040823,0.6800000000000003
10,9,4,3,3,2,2,3,3,1,2,3,3,2,3,3,3,2,3,2,3,2,3,2,3,3,2,2,2,3,3,2,2,3,2,1,1,2,1,1,2,3,2,2,2,2,10,10,10,10,0.1986418972595416,0.4102181219479703,0.9591836734693885,1.0000000000000004
10,9,5,4,3,3,2,3,2,1,2,3,3,2,3,3,3,2,3,2,3,3,3,1,3,3,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,3,2,1,5,4,10,10,10,10,0.2175990913216917,0.4317513119445437,0.9387755102040823,1.0000000000000004
9,9,3,3,2,3,3,2,3,2,1,3,3,2,3,2,3,2,2,3,2,2,2,2,2,2,2,3,2,1,2,2,2,3,3,1,2,1,1,2,1,3,2,3,3,10,9,9,9,10,0.18884520238416386,0.3986600385691209,0.9591836734693885,1.0000000000000004
10,9,4,4,3,2,2,3,3,2,2,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,2,2,2,2,2,1,2,3,2,1,2,3,1,1,3,4,5,3,3,10,10,10,10,10,0.22860397224520454,0.44473145701288497,0.9387755102040823,0.9800000000000005
10,9,3,3,3,3,3,2,3,1,2,3,3,2,3,3,2,2,3,2,2,3,2,2,2,3,3,2,3,3,3,1,1,3,2,1,2,3,2,3,2,3,4,3,3,3,10,10,10,10,0.20462736027747847,0.4201703292647404,0.9591836734693885,1.0000000000000004
10,9,6,4,3,3,3,2,2,2,3,3,3,3,2,3,3,2,3,3,2,2,3,3,3,2,2,3,2,2,3,2,3,3,3,1,3,2,2,2,10,10,10,10,10,10,10,10,10,10,0.3482675947142684,0.5201705183099128,0.9591836734693885,0.8800000000000004
10,9,3,3,2,2,2,3,2,1,2,3,2,2,3,2,2,2,2,2,3,2,2,2,3,3,2,2,2,1,1,1,2,3,2,2,1,0,1,2,1,3,1,2,1,3,9,9,10,10,0.16828778733769376,0.3673435563872443,0.9591836734693885,1.0000000000000004
10,10,5,4,3,3,3,2,2,2,2,3,3,2,3,3,3,2,3,3,2,2,3,2,2,3,1,3,2,3,2,6,1,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5488370888985831,0.6003680657334908,0.89795918367347,0.7600000000000003
10,9,5,4,3,2,3,3,3,2,2,3,3,3,2,3,3,2,2,3,3,2,3,2,2,3,2,3,3,1,2,2,3,1,2,5,5,4,10,10,10,10,10,10,10,10,10,10,10,10,0.41873797012499325,0.5503387095361285,0.9387755102040823,0.8200000000000004
10,10,7,3,3,3,3,2,2,2,2,3,3,3,2,2,3,2,3,3,3,3,3,2,2,3,4,2,2,2,2,2,3,3,2,2,1,1,2,3,2,3,4,10,10,10,10,10,10,10,0.2789414185885543,0.48015392815341645,0.9183673469387762,0.9400000000000005
10,9,2,3,3,2,2,3,2,3,2,3,2,2,2,2,3,2,3,3,3,2,3,2,2,2,3,3,1,2,2,2,3,3,2,2,2,2,1,2,2,2,0,3,3,4,10,10,10,10,0.1899398738337077,0.40173933330101225,0.9183673469387762,1.0000000000000004
10,9,2,3,1,2,3,2,2,2,1,3,3,2,2,2,2,2,2,2,3,1,2,3,3,2,2,2,2,2,2,1,1,3,1,2,1,2,1,0,2,1,1,2,1,0,9,9,10,10,0.15949784399282482,0.3514611752601227,0.9387755102040823,1.0000000000000004
10,10,5,4,3,3,3,2,2,2,2,3,3,2,3,3,2,2,3,3,3,2,3,3,2,3,2,2,2,2,2,2,2,3,2,3,6,2,1,10,10,10,10,10,10,10,10,10,10,10,0.36971159028233114,0.5304771199803413,0.9183673469387762,0.8600000000000004
10,9,5,3,4,3,3,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,2,3,2,1,3,3,2,2,2,2,1,2,5,2,2,1,5,2,10,10,10,10,0.2468927606958842,0.44583509211367395,0.8571428571428578,1.0000000000000004
10,6,3,3,2,3,3,3,2,1,1,2,3,3,3,2,2,2,1,3,3,3,3,1,3,1,2,2,2,2,3,2,1,3,2,2,2,1,1,0,3,0,0,1,5,2,10,10,10,10,0.16996721934820513,0.3701201899751634,0.8571428571428578,1.0000000000000004
9,8,2,2,2,3,2,2,2,2,2,3,3,2,2,3,2,2,1,2,3,1,2,1,3,2,2,2,2,2,1,1,1,0,1,0,1,2,1,0,1,1,1,2,1,0,8,9,10,10,0.14727181952017618,0.326303958804785,0.9591836734693885,1.0000000000000004
10,9,4,4,3,2,2,3,3,2,2,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,3,2,3,2,2,1,1,3,3,2,3,2,1,3,3,10,10,10,10,10,10,10,10,10,0.29108443258957184,0.49221210655303754,0.9591836734693885,0.9000000000000005
9,7,3,3,1,3,2,3,2,1,1,3,3,2,2,2,2,2,1,2,0,1,1,2,3,2,2,2,2,2,2,1,0,1,2,1,0,0,0,1,0,0,0,1,3,3,1,10,10,10,0.13738305124037878,0.3042156649875843,0.9387755102040823,1.0000000000000004
10,9,5,4,4,3,3,3,3,2,1,3,2,2,2,2,3,2,1,3,2,2,2,3,3,3,2,3,4,4,6,7,9,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6755767887857604,0.6446000101879347,0.9795918367346946,0.6800000000000003
10,9,5,4,3,3,3,3,3,2,2,2,3,3,3,2,3,2,3,3,3,2,3,3,3,3,2,2,3,3,3,1,1,3,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,0.44491224648793215,0.5603130108198601,0.9591836734693885,0.8200000000000004
10,10,5,4,3,3,3,3,3,1,2,3,3,2,3,3,3,2,3,2,2,2,2,3,2,2,2,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.8046153183273629,0.7000439737860553,0.9591836734693885,0.6400000000000002
10,9,5,4,3,2,3,2,3,2,2,3,3,3,3,3,3,2,3,3,2,3,2,3,4,3,1,2,3,2,2,1,3,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5531966893859088,0.6019321185594799,0.9591836734693885,0.7600000000000003
10,10,5,4,3,3,3,3,2,2,2,3,3,2,3,3,3,3,3,1,1,1,3,4,4,4,4,3,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.8353152842330743,0.7120921053965843,0.9591836734693885,0.6200000000000002
10,10,5,4,4,3,2,3,2,1,2,3,3,3,2,3,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6545341878374453,0.6406476427978102,0.9591836734693885,0.7000000000000003
9,10,5,4,4,3,2,3,3,1,2,3,3,2,2,3,2,1,3,3,3,3,3,4,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.9248577525890179,0.7503169741985221,0.9591836734693885,0.5800000000000002
9,8,3,2,2,3,2,2,2,1,1,3,3,2,3,3,2,1,1,2,3,1,2,2,3,3,2,2,2,2,1,1,1,1,2,3,1,1,0,0,0,0,3,2,1,0,4,10,10,10,0.14924859531667212,0.33000439392710396,0.9183673469387762,1.0000000000000004
10,9,5,4,3,3,3,3,3,2,2,2,3,3,2,2,3,2,3,3,3,3,2,2,2,2,5,2,2,5,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7295284327009054,0.6700129499445366,0.89795918367347,0.6600000000000003
10,9,5,4,3,3,3,3,2,1,3,4,3,3,2,3,2,2,3,3,2,2,2,4,3,4,5,2,3,2,3,1,3,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6080250362542872,0.6204959521463079,0.89795918367347,0.7400000000000003
10,9,5,4,3,3,3,3,3,2,3,3,2,3,3,3,3,2,3,2,2,3,2,2,3,3,1,3,2,3,3,2,3,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5829548027554831,0.6121485988822506,0.9591836734693885,0.7400000000000003
10,9,5,4,3,2,3,3,2,2,2,3,3,2,3,3,3,2,3,2,2,3,3,3,3,2,1,2,3,3,3,2,3,2,2,2,3,1,3,2,10,10,10,10,10,10,10,10,10,10,0.32461112910270856,0.5104307796473992,0.9591836734693885,0.8800000000000004
10,10,5,4,3,2,3,3,3,1,2,2,3,2,3,3,3,2,3,3,3,3,2,3,1,3,2,2,2,4,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6782169540169886,0.6500552377694937,0.9387755102040823,0.7000000000000003
9,7,1,2,1,3,2,3,2,1,1,2,3,2,2,2,2,2,1,2,0,1,1,2,3,1,1,2,1,2,2,1,1,1,2,0,1,0,1,0,1,0,1,0,1,3,4,9,10,10,0.12963098115937938,0.2863250339013673,0.9183673469387762,1.0000000000000004
10,9,5,4,3,3,3,3,2,2,2,2,3,2,2,5,3,1,1,3,3,2,3,3,3,3,2,2,2,3,3,2,2,3,2,5,2,3,3,2,3,0,3,1,4,3,10,10,10,10,0.2301069648460622,0.44017046078512956,0.8163265306122455,1.0000000000000004
10,9,5,4,3,3,3,3,2,2,3,3,3,3,3,2,2,2,3,2,2,3,3,3,2,2,2,2,3,3,3,2,3,3,2,3,3,2,1,10,10,10,10,10,10,10,10,10,10,10,0.37097980841605843,0.5312048120474469,0.9591836734693885,0.8600000000000004
10,9,3,3,3,3,2,2,2,2,3,3,3,2,2,2,3,2,3,2,3,1,1,1,3,2,2,2,2,2,3,1,1,2,2,1,1,3,1,1,3,1,2,2,2,3,10,10,10,10,0.1787331563169145,0.3843577499011857,0.9591836734693885,1.0000000000000004
9,9,5,4,3,3,3,3,3,1,2,3,3,2,3,3,3,1,0,5,6,7,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.0812479044929602,0.8201384668692036,0.9591836734693885,0.5000000000000001
10,9,4,3,3,3,3,3,3,2,2,3,3,2,3,3,3,1,3,3,3,2,3,3,3,2,2,2,2,2,3,3,2,3,2,2,2,1,2,3,5,5,5,5,9,10,10,10,10,10,0.258829322645173,0.47153287666550625,0.9387755102040823,0.9400000000000005
10,9,5,4,3,3,3,3,2,1,2,3,3,3,2,3,3,3,3,3,2,2,3,3,2,3,2,2,3,3,2,1,4,3,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.46857994424281935,0.5700039681150485,0.9387755102040823,0.8000000000000004
10,10,4,4,3,2,3,3,3,2,2,3,3,3,3,3,3,2,3,3,2,1,3,3,3,3,2,3,2,3,3,2,2,2,3,4,5,10,10,10,10,10,10,10,10,10,10,10,10,10,0.4726246317594254,0.5716277528705885,0.9591836734693885,0.8000000000000004
10,10,4,3,3,3,3,2,2,2,3,3,3,2,2,3,3,2,2,3,2,2,3,3,2,2,2,3,3,2,2,2,1,2,1,3,2,2,1,1,2,3,2,10,10,9,10,10,10,10,0.2339318960547913,0.4506776622671413,0.9591836734693885,0.9400000000000005
10,10,5,4,3,2,3,2,3,2,2,3,3,2,2,2,3,2,3,3,3,1,3,2,3,2,2,3,3,3,2,4,5,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5781627262911442,0.6110824790383733,0.9387755102040823,0.7400000000000003
10,9,5,4,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,3,3,2,2,1,2,3,2,2,2,2,3,2,3,2,2,2,2,2,8,9,10,10,9,10,10,10,10,0.2878048766365743,0.4889240236133356,0.9591836734693885,0.9200000000000005
10,9,4,4,4,3,3,3,3,1,2,3,3,2,3,3,3,3,3,1,3,4,4,4,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.9719542384519786,0.7710703572158102,0.9591836734693885,0.5400000000000001
10,9,4,4,4,2,3,3,3,2,2,3,3,3,3,3,1,1,2,1,7,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.0789396649572205,0.8207862690548993,0.9387755102040823,0.5000000000000001
9,7,1,3,1,2,2,2,2,1,1,2,0,3,2,2,1,2,1,2,0,1,1,1,3,1,1,2,1,2,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,2,4,9,9,10,0.11962707318246563,0.26012467232594016,0.8775510204081639,1.0000000000000004
10,10,5,4,3,3,3,3,2,3,2,2,3,3,2,2,3,2,3,3,3,3,2,2,3,3,2,2,2,3,3,3,1,3,3,3,2,2,3,2,1,3,5,3,1,10,9,10,10,10,0.25233668901666434,0.4570168129548576,0.9183673469387762,0.9800000000000005
10,9,4,4,4,3,2,3,3,1,3,3,3,2,2,4,3,1,2,3,4,4,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.0126005784530272,0.7902077025548526,0.9387755102040823,0.5200000000000001
10,9,5,4,3,3,3,3,2,1,2,3,3,2,3,3,3,2,3,1,3,3,2,3,5,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.8985652894895607,0.7402392139595899,0.9183673469387762,0.5800000000000002
10,9,5,4,3,3,3,3,3,1,2,3,2,2,3,3,3,2,3,2,3,3,2,3,2,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.888060377537441,0.7358389656138284,0.9591836734693885,0.5800000000000002
10,10,5,4,3,3,2,2,3,2,2,2,3,2,3,3,3,1,3,2,3,3,4,2,2,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.8766532949982058,0.7309649980348727,0.9387755102040823,0.6000000000000002
10,9,5,4,3,3,3,3,3,1,2,3,3,2,2,3,3,2,3,1,3,7,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.0588651741704147,0.8108784033608032,0.9591836734693885,0.5000000000000001
10,9,4,4,3,3,3,2,3,2,3,4,3,1,3,3,3,1,4,6,7,8,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.1296828290728866,0.8426890337852186,0.9591836734693885,0.46000000000000013
10,9,5,4,3,3,3,3,2,2,2,2,3,3,2,3,3,1,3,2,2,2,3,2,2,2,2,2,3,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6887937415919461,0.6518687132033153,0.9591836734693885,0.6800000000000003
10,9,4,4,4,3,2,3,3,2,3,3,3,1,3,3,5,6,7,9,7,9,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,10,10,10,10,10,10,10,1.2203647924612244,0.8809586467106226,0.9591836734693885,0.4200000000000001
10,10,4,4,3,3,3,3,3,2,2,3,3,2,3,2,6,6,7,9,7,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.2329532360866413,0.8908177237105974,0.9387755102040823,0.4200000000000001
10,10,4,4,3,3,3,3,3,1,2,3,3,2,3,3,3,2,3,2,3,3,3,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7560696716685494,0.681047614841721,0.9591836734693885,0.6600000000000003
10,9,5,4,3,3,3,4,3,1,2,3,3,2,3,3,3,1,3,4,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.1336290737808326,0.8461599449914263,0.9591836734693885,0.48000000000000015
10,10,5,4,3,2,3,2,3,2,2,3,3,2,2,3,3,2,3,3,2,3,4,3,2,2,2,2,3,2,2,1,2,2,2,3,4,5,5,5,5,4,5,10,10,10,10,10,10,10,0.31046866660557243,0.5005108175141202,0.9591836734693885,0.9000000000000005
10,10,4,4,3,3,3,3,2,2,2,2,3,3,2,3,3,1,3,3,3,2,3,3,2,2,2,2,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7144275584746733,0.6643087979353524,0.9591836734693885,0.6800000000000003
10,9,4,4,4,3,3,3,2,3,2,3,3,2,3,3,2,6,4,6,7,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.1693565724420323,0.8601421862301692,0.9591836734693885,0.46000000000000013
10,10,4,4,3,3,3,3,2,2,2,3,3,2,2,3,3,3,3,3,2,3,3,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,5,5,5,10,10,10,10,10,10,10,0.28794148968315764,0.4901863439070032,0.9387755102040823,0.9200000000000005
10,9,7,4,4,3,4,3,3,5,2,3,2,2,3,4,10,9,7,9,7,8,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.3677782085478911,0.9336268193454971,0.89795918367347,0.36000000000000004
10,9,4,4,4,3,2,2,3,2,3,3,3,1,3,3,4,6,7,6,7,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.1890142702794126,0.8700832658053614,0.9591836734693885,0.4400000000000001
10,10,5,4,3,3,3,3,2,2,3,3,3,2,3,2,3,2,3,3,3,2,3,3,3,2,2,2,3,3,2,2,3,5,4,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5320456308796794,0.5915261146101566,0.9387755102040823,0.7800000000000004
10,9,4,4,4,3,3,2,3,2,1,3,2,2,3,3,2,1,4,3,7,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.0995686329722667,0.8305340429863024,0.9183673469387762,0.48000000000000015
10,9,4,4,4,3,2,3,3,1,3,3,3,2,3,2,2,1,3,1,3,1,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.0216319011030495,0.7940533820920876,0.9591836734693885,0.5200000000000001
10,9,5,4,3,2,2,3,3,2,3,3,3,2,2,3,2,1,3,2,3,3,3,2,2,2,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.8612541023274529,0.7228140797842362,0.9591836734693885,0.6000000000000002
10,9,5,4,3,2,3,3,2,2,2,3,3,3,3,2,2,2,3,3,3,2,2,3,3,2,2,2,2,3,1,2,2,3,3,3,2,2,3,2,3,1,2,10,10,10,10,10,10,10,0.25009372333589885,0.4656035980601068,0.9591836734693885,0.9400000000000005
9,9,7,4,4,3,3,4,3,2,2,3,2,2,3,4,4,6,7,6,7,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,1.2469239660753626,0.8834078190721418,0.9795918367346946,0.4200000000000001
10,10,4,4,4,3,3,3,3,2,2,3,3,1,3,3,4,6,7,6,7,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.2074338231097983,0.8751861634499598,0.9795918367346946,0.4400000000000001
