0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,avg_pollution,utility,inertia,reliability
9,7,6,4,3,2,3,2,2,1,2,2,2,3,2,2,3,0,3,2,3,4,3,2,1,3,1,3,3,2,1,1,2,2,2,3,1,1,1,2,1,1,1,1,2,2,9,9,9,10,0.17441672257620494,0.3738935336988636,0.9387755102040823,1.0000000000000004
8,7,6,5,4,4,3,2,2,1,1,1,3,2,2,2,2,3,2,3,3,2,3,0,1,1,3,3,3,1,2,1,1,1,1,1,1,3,4,3,1,3,3,5,5,9,9,10,10,10,0.19979818544043657,0.40730880927677904,0.9387755102040823,0.9800000000000005
9,7,6,4,4,3,2,2,2,2,1,2,2,3,3,3,2,3,2,2,3,2,3,2,1,2,3,3,3,2,1,0,0,1,3,0,1,0,1,0,0,0,1,2,3,1,9,10,10,10,0.17296899890250225,0.36703569010760656,0.9591836734693885,1.0000000000000004
9,7,6,4,3,2,3,2,3,1,1,3,2,3,3,2,1,3,2,1,2,3,2,2,1,2,2,3,2,3,1,3,1,1,2,1,5,1,0,1,1,0,1,2,3,9,6,10,10,10,0.17796858356385564,0.3809370872412414,0.89795918367347,1.0000000000000004
9,7,6,5,5,4,3,2,2,2,1,3,1,3,2,3,3,2,2,2,3,3,4,6,6,7,6,6,7,9,10,9,9,10,10,9,9,10,9,9,9,10,9,9,10,9,10,10,10,10,0.9004915502116886,0.7157341338314724,1.0000000000000007,0.5800000000000002
9,7,2,2,3,2,3,2,3,1,1,1,1,2,3,2,0,1,1,2,3,3,3,2,1,2,2,3,3,1,1,0,1,1,2,1,1,1,0,0,1,0,0,1,1,1,1,8,9,10,0.13288053793735413,0.29180397245432177,0.9387755102040823,1.0000000000000004
9,7,6,4,4,3,2,2,3,5,1,3,2,3,3,3,3,2,2,2,4,4,3,2,1,1,3,3,3,3,2,3,2,2,2,2,3,1,1,2,6,7,2,0,6,4,5,9,10,10,0.23832819236636743,0.4407794955807487,0.8367346938775516,1.0000000000000004
9,7,6,4,4,0,3,2,2,2,1,2,2,2,2,3,2,3,2,2,3,2,3,2,1,1,2,3,3,2,1,2,2,2,2,3,2,1,1,0,1,0,1,1,0,5,5,10,10,10,0.16718677009361055,0.3624151557102673,0.9183673469387762,1.0000000000000004
9,7,6,4,5,4,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,1,2,2,1,3,4,6,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6607046377520773,0.6383100886198484,0.9795918367346946,0.7000000000000003
9,7,6,4,3,1,3,2,3,2,2,2,2,2,3,3,1,2,1,2,3,2,3,1,1,1,1,3,3,1,1,0,1,1,2,3,1,0,0,0,1,2,3,1,2,5,9,10,10,10,0.1655301657289835,0.3588243298419893,0.9591836734693885,1.0000000000000004
