0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,avg_pollution,utility,inertia,reliability
9,9,6,4,3,3,2,3,1,3,3,3,3,3,1,2,1,3,5,6,1,1,3,2,2,0,1,2,3,1,3,3,1,1,3,4,3,2,1,2,1,0,1,1,6,8,9,10,10,10,0.21433809500742165,0.42360797750519447,0.8775510204081639,1.0000000000000004
9,9,6,4,5,2,2,2,2,3,3,3,2,3,2,1,2,5,6,2,2,2,2,3,2,2,3,1,1,3,2,3,1,2,2,3,3,2,1,3,6,4,5,5,6,6,10,10,10,10,0.2582946229056154,0.4625852107573417,0.8775510204081639,0.9600000000000005
8,7,6,4,4,4,3,2,2,2,3,2,2,2,3,2,2,2,1,2,2,3,1,3,2,1,5,5,3,2,2,2,1,2,2,2,3,2,3,3,10,10,10,9,9,10,10,10,10,10,0.30413467777605735,0.48959901067605105,0.9387755102040823,0.8800000000000004
7,6,6,4,3,1,2,2,2,2,3,3,2,2,2,1,2,1,3,2,2,2,3,2,3,2,2,3,3,1,2,3,2,2,2,1,2,2,1,1,2,3,3,3,1,4,9,10,10,10,0.17416173100740343,0.3745017155561474,0.9591836734693885,1.0000000000000004
9,6,6,3,3,3,2,2,1,3,2,4,2,2,2,2,1,3,5,3,1,2,2,2,1,3,2,2,2,2,2,3,2,2,3,3,1,2,2,1,2,1,3,1,3,8,10,10,10,10,0.18916443281600648,0.4000878762433594,0.8367346938775516,1.0000000000000004
9,7,6,3,3,2,3,3,1,3,3,3,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,3,2,1,3,2,2,0,1,3,2,2,2,2,1,2,1,0,7,9,10,10,10,0.18566582402833723,0.3936573868723449,0.9387755102040823,1.0000000000000004
9,7,6,4,3,1,3,2,1,3,3,3,3,3,2,1,1,3,2,2,2,1,2,3,2,2,3,4,3,1,2,3,3,1,3,2,2,2,1,2,1,5,3,3,2,9,10,10,10,10,0.20045858267072164,0.4145019074475377,0.9387755102040823,0.9800000000000005
9,7,6,6,4,3,3,1,1,2,3,3,2,2,2,2,2,2,2,2,3,1,1,2,3,4,6,6,7,9,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7869914809486549,0.6849589128856088,1.0000000000000007,0.6400000000000002
10,8,6,5,3,2,3,2,2,2,3,3,2,3,4,3,1,2,5,2,2,2,3,3,1,4,2,5,1,1,1,1,7,3,2,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.49702578624141835,0.5802470956178291,0.7346938775510209,0.7800000000000004
9,7,6,2,2,2,3,2,2,3,2,3,2,3,1,3,1,3,4,2,1,2,2,2,3,2,1,2,1,2,2,3,2,1,3,2,2,2,1,1,2,1,3,1,2,7,9,10,10,10,0.17777942209093528,0.3832821007725647,0.9387755102040823,1.0000000000000004
7,6,5,3,3,1,2,2,1,2,3,3,2,2,1,2,2,1,5,1,0,1,2,3,1,1,0,1,0,1,1,3,2,1,1,1,1,1,1,2,1,0,0,1,1,0,9,10,10,10,0.1380055726085992,0.3045166754059473,0.9183673469387762,1.0000000000000004
8,6,5,4,3,1,2,2,1,3,2,3,1,3,2,1,1,2,2,1,1,2,2,3,1,1,0,1,1,2,1,3,1,2,3,1,1,2,2,1,1,1,1,1,1,3,9,9,9,10,0.14772335628395036,0.32487591122432585,0.9591836734693885,1.0000000000000004
9,7,6,5,1,2,2,2,1,3,3,2,2,2,2,3,1,2,7,3,1,1,2,3,3,2,3,1,2,2,2,3,1,2,2,2,3,1,2,1,2,2,1,6,5,10,9,10,10,10,0.1996720861303246,0.413075560434907,0.89795918367347,0.9800000000000005
7,6,6,6,5,4,4,2,1,3,2,3,2,3,4,5,5,6,6,6,7,8,9,10,10,9,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.2314962267807124,0.8716235465369926,0.9795918367346946,0.4200000000000001
9,7,6,4,3,2,3,3,1,3,3,2,2,2,2,3,2,3,2,2,3,2,2,3,2,2,1,2,3,2,1,3,2,1,0,2,3,3,2,1,2,2,1,1,7,7,9,10,10,10,0.19429869774034056,0.40585196399372653,0.9591836734693885,1.0000000000000004
9,8,6,4,3,3,3,2,1,3,4,3,3,3,3,2,1,1,5,2,2,2,1,3,3,2,1,1,2,2,1,2,1,2,2,2,3,3,4,5,5,5,5,10,10,10,10,10,10,10,0.2687404250845166,0.47179284825335505,0.9183673469387762,0.9200000000000005
9,9,6,5,4,3,2,1,3,3,3,2,2,2,2,2,1,2,5,4,3,2,1,2,2,3,3,2,3,2,2,2,1,1,2,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.46349207352764604,0.5642519391796968,0.9183673469387762,0.8000000000000004
8,7,7,6,4,3,2,2,2,2,3,3,2,1,3,2,3,4,5,6,0,1,1,3,7,7,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.9377079970073547,0.7503958064919234,0.9591836734693885,0.5600000000000002
10,9,6,5,3,2,2,2,2,3,3,3,3,3,3,3,1,3,6,2,2,1,2,3,2,2,3,6,2,2,2,3,2,2,2,2,3,2,1,5,6,1,2,5,10,10,10,10,10,10,0.28945855797880743,0.4818902248917962,0.7959183673469393,0.9400000000000005
9,7,6,6,4,3,2,2,2,3,3,3,3,1,3,2,1,2,2,2,3,2,2,2,1,3,2,1,6,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7221710955864484,0.661784927145837,0.9795918367346946,0.6600000000000003
9,9,6,4,3,1,3,2,1,3,3,3,3,2,3,2,1,3,6,2,1,2,2,3,3,2,3,2,3,1,1,3,1,3,2,2,2,1,1,4,4,2,10,10,10,10,10,10,10,10,0.25983394678161964,0.47020067114073794,0.8775510204081639,0.9200000000000005
10,7,6,6,4,3,3,2,1,2,3,2,3,2,3,2,1,2,2,2,3,2,1,2,1,3,2,6,6,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7455935808622349,0.6714900854297852,0.9591836734693885,0.6600000000000003
7,6,5,4,3,1,2,2,1,3,3,2,3,2,2,1,2,3,2,2,1,1,2,3,1,1,1,2,3,2,1,3,2,1,3,1,1,2,2,1,1,3,3,1,1,0,10,10,10,10,0.15774858527480648,0.34598075904396614,0.9795918367346946,1.0000000000000004
10,9,6,5,4,2,2,2,2,3,3,3,2,3,3,2,1,2,2,2,2,2,1,2,3,2,3,2,3,3,2,2,2,2,2,1,2,3,5,5,5,10,10,10,10,10,10,10,10,10,0.314477759773918,0.5000593806906939,0.9183673469387762,0.8800000000000004
9,7,6,5,4,4,2,2,2,3,3,3,2,2,3,2,2,2,2,5,2,2,2,2,1,3,4,2,2,1,1,3,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6095577262862516,0.6200565100897736,0.89795918367347,0.7200000000000003
9,9,6,3,3,3,2,2,2,3,3,2,2,3,2,2,1,2,5,4,2,2,2,3,1,3,3,6,3,2,1,2,2,3,3,2,1,2,2,2,2,3,4,3,3,10,10,10,10,10,0.22788176213222716,0.4435371965584772,0.8571428571428578,0.9800000000000005
9,9,6,5,3,2,2,2,1,3,3,3,2,3,2,2,2,2,5,6,1,3,1,2,3,3,1,6,1,2,3,3,2,2,2,2,3,1,2,1,6,1,3,1,9,6,10,10,10,10,0.2396750275128104,0.45069323599381395,0.7755102040816332,0.9800000000000005
9,7,7,5,3,2,2,3,3,2,3,2,3,2,3,2,1,4,3,1,2,2,2,2,3,2,2,1,1,2,3,2,2,3,2,2,2,1,2,3,2,2,1,9,9,9,10,10,10,10,0.2249246353140438,0.43915556139399325,0.9183673469387762,0.9600000000000005
10,9,6,4,3,3,3,2,2,3,2,3,1,3,3,2,1,2,6,5,2,1,1,3,2,2,3,6,2,2,2,2,1,2,2,1,2,2,6,5,5,4,4,10,10,10,10,10,10,10,0.294893738242012,0.49197243906446875,0.8571428571428578,0.9200000000000005
9,7,6,6,4,3,2,2,2,3,3,3,2,2,3,2,2,1,2,2,3,2,1,3,4,4,6,7,6,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.8174231455093423,0.7015388010225472,0.9795918367346946,0.6200000000000002
9,7,6,4,4,3,3,2,1,3,2,3,1,3,3,3,2,1,4,5,3,3,2,2,2,3,1,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.8095504955381472,0.7000047863476615,0.9183673469387762,0.6200000000000002
9,8,6,4,3,2,3,3,1,3,3,3,2,3,2,1,1,2,2,5,2,2,2,3,2,2,2,1,3,2,3,2,1,2,3,2,3,3,2,2,3,2,1,3,6,4,9,10,10,10,0.2052098823307215,0.41866190356928934,0.89795918367347,1.0000000000000004
9,7,6,6,4,4,3,2,3,2,3,2,3,2,2,2,2,3,2,2,3,3,2,2,2,3,1,1,5,6,7,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7244742738616904,0.6633598996581933,0.9591836734693885,0.6800000000000003
10,8,6,4,4,3,2,1,2,3,3,3,3,3,3,2,2,2,2,5,3,2,2,1,2,3,5,6,4,0,2,3,1,4,1,1,9,2,10,10,10,10,10,10,10,10,10,10,10,10,0.44941476239170114,0.5600605798116356,0.755102040816327,0.8200000000000004
9,8,9,4,3,2,2,2,1,3,3,2,3,3,3,2,2,3,2,2,7,2,3,3,1,2,3,3,2,2,2,3,1,0,3,2,5,2,3,1,2,2,7,6,0,7,9,10,10,10,0.24638953966576824,0.45116742335342724,0.8163265306122455,0.9800000000000005
9,7,7,6,4,3,2,2,2,3,4,3,2,3,3,2,2,3,2,2,3,3,2,3,1,2,2,1,2,3,4,5,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6468814551060351,0.6323803674513936,0.9795918367346946,0.7200000000000003
10,9,6,3,3,1,2,2,2,3,3,3,3,2,2,2,2,3,4,5,1,2,2,2,2,2,2,1,3,2,2,3,2,1,2,3,2,2,1,6,1,3,1,1,6,4,10,10,10,10,0.20803328980831495,0.4226717351623713,0.8571428571428578,1.0000000000000004
9,7,6,5,4,3,2,2,2,3,3,3,2,2,3,3,2,2,2,6,2,2,1,2,2,3,2,1,2,1,2,2,3,2,3,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.4477102100981611,0.5561442727179305,0.9387755102040823,0.8000000000000004
9,7,6,5,4,4,2,2,2,3,2,3,2,3,3,3,2,1,2,2,2,2,3,4,3,4,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.8575552911955051,0.7202460363099887,0.9591836734693885,0.6000000000000002
