0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,avg_pollution,utility,inertia,reliability
10,6,5,4,4,5,3,3,1,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,1,3,4,3,2,2,3,2,1,0,1,2,3,3,2,2,2,2,1,1,1,10,9,10,10,10,0.2317006552813651,0.435044206293696,0.9387755102040823,1.0000000000000004
10,6,4,4,3,2,3,3,1,2,3,3,2,2,3,3,2,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,1,3,1,1,2,3,2,3,3,1,1,2,2,10,9,10,10,10,0.19771866221857926,0.4113751789286711,0.9591836734693885,1.0000000000000004
10,5,4,3,2,2,2,3,1,2,2,3,2,1,2,3,2,3,3,1,2,1,1,3,1,3,2,1,1,1,2,2,1,1,1,1,1,3,1,3,2,1,1,0,1,1,8,9,10,9,0.14955630458878644,0.3306167114264292,0.9591836734693885,1.0000000000000004
10,6,4,3,3,2,2,3,1,2,3,3,2,1,3,3,1,2,2,2,2,2,1,3,2,3,2,1,2,2,3,2,1,1,1,2,1,2,1,3,2,1,0,0,1,1,8,10,10,10,0.1596554248551745,0.35188141028166753,0.9387755102040823,1.0000000000000004
5,6,4,3,2,2,2,3,1,1,3,2,3,2,3,3,2,2,2,3,1,2,3,2,2,3,2,2,1,1,3,1,1,1,1,2,2,2,2,2,1,1,3,1,3,1,9,10,10,10,0.1569220141849569,0.34098606771673234,0.9795918367346946,1.0000000000000004
10,5,4,3,1,2,2,3,1,1,3,2,2,1,3,2,1,1,2,1,1,1,0,1,2,3,2,1,0,1,3,1,1,2,2,1,2,3,1,1,1,1,0,0,1,1,9,10,10,10,0.13833554412660798,0.30581959369335915,0.9591836734693885,1.0000000000000004
10,9,4,4,4,4,4,3,1,2,2,2,2,3,3,3,2,2,3,3,2,2,2,2,2,3,2,3,3,2,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7075545479264127,0.6602709283324016,0.9591836734693885,0.6800000000000003
10,9,4,4,3,4,3,3,1,2,2,3,3,1,3,3,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,2,2,1,2,2,2,1,1,3,3,5,6,1,10,10,9,10,10,10,0.24813886412409158,0.4615875297044024,0.9183673469387762,0.9600000000000005
10,6,4,3,2,2,2,3,1,3,0,2,2,1,3,2,2,3,2,2,1,2,1,1,1,0,2,1,3,2,3,1,1,1,2,2,1,0,0,2,1,0,0,1,0,1,5,10,10,10,0.13975105432934348,0.3103434590256844,0.8571428571428578,1.0000000000000004
10,6,4,3,2,2,3,3,1,2,3,2,2,1,3,2,2,3,2,2,2,2,2,3,3,3,2,2,1,2,3,1,1,1,1,2,1,3,1,3,1,1,3,1,3,1,9,10,10,10,0.16741534879419892,0.36604049489968316,0.9591836734693885,1.0000000000000004
10,9,4,3,3,4,4,3,1,2,3,3,2,2,3,3,2,2,3,1,3,2,3,2,2,3,3,3,3,2,3,2,1,3,2,1,2,2,1,0,3,2,3,10,9,9,9,10,10,10,0.2369643972325817,0.452242343159345,0.9387755102040823,0.9600000000000005
10,6,4,3,2,3,3,3,2,2,3,3,2,1,3,3,1,2,2,2,2,2,2,3,2,3,3,2,1,2,3,1,1,1,1,2,1,3,3,2,3,1,1,1,2,7,9,10,10,10,0.17783621338533903,0.3834457194072967,0.9591836734693885,1.0000000000000004
10,9,4,4,4,3,4,3,1,2,3,3,2,3,3,3,2,2,3,3,2,2,2,3,2,2,4,2,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7297368176958836,0.6700036505024953,0.9183673469387762,0.6600000000000003
10,9,4,3,4,4,3,3,1,2,3,3,3,3,2,3,3,3,3,2,2,3,2,2,2,3,3,2,3,2,2,3,4,5,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5490467316300163,0.6000685487300228,0.9591836734693885,0.7600000000000003
10,9,4,3,3,2,3,3,1,2,3,3,2,3,3,3,2,2,3,3,3,3,3,2,2,3,3,2,2,2,3,3,1,1,1,1,3,4,2,3,2,1,2,3,3,5,9,10,10,10,0.2095451420508924,0.42377371974563044,0.9183673469387762,1.0000000000000004
10,9,4,3,3,2,3,3,2,2,3,3,3,3,3,3,3,2,2,3,2,2,3,3,2,3,3,2,3,3,3,2,2,2,2,3,2,3,2,2,2,3,4,3,2,10,9,10,10,10,0.23282381732779092,0.44780821702442736,0.9591836734693885,0.9800000000000005
10,6,5,4,3,5,4,3,1,2,3,3,2,2,3,3,2,2,3,3,3,2,2,3,2,3,2,2,3,1,3,1,1,1,2,2,2,3,1,2,2,2,3,1,2,9,9,10,10,10,0.21254096913571557,0.4230567401623975,0.9387755102040823,1.0000000000000004
10,9,4,4,3,4,3,3,2,2,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3,3,2,3,1,3,0,2,5,5,2,3,2,2,2,2,2,4,5,5,10,10,10,10,10,0.2718734162677492,0.47091850304191846,0.8571428571428578,0.9600000000000005
