0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,avg_pollution,utility,inertia,reliability
9,7,7,6,4,3,3,2,2,3,1,3,2,2,3,2,1,2,2,2,3,3,4,4,6,7,9,9,10,9,9,9,9,10,10,10,10,10,9,9,9,10,10,10,9,8,9,9,9,10,0.9207983536994485,0.7267572609575973,1.0000000000000007,0.5600000000000002
9,7,6,6,4,3,2,1,2,1,1,1,3,1,3,3,3,2,2,2,3,1,3,3,2,1,3,3,1,2,1,1,1,2,3,2,3,2,2,2,2,1,2,2,9,7,9,10,10,10,0.19737519608387077,0.40694246304278103,0.9795918367346946,0.9800000000000005
9,7,6,5,1,2,3,2,1,2,3,2,3,1,3,2,1,2,3,2,1,1,3,2,3,1,1,3,3,3,1,2,3,2,2,2,2,1,2,1,2,3,1,2,1,8,9,9,10,10,0.1787860179900774,0.3832260662015251,0.9591836734693885,1.0000000000000004
9,7,6,6,4,3,3,1,1,2,2,2,2,2,3,4,3,2,2,2,2,3,3,4,3,3,3,2,2,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6561960847491541,0.6375289222636246,0.9795918367346946,0.7000000000000003
9,7,6,5,1,1,2,1,1,2,3,1,3,1,2,2,2,2,1,2,3,1,3,2,3,1,1,2,1,3,1,2,1,2,1,1,1,1,1,1,1,0,1,2,1,0,9,9,10,10,0.14972856695928344,0.3303085035188023,0.9591836734693885,1.0000000000000004
7,6,1,2,1,0,2,1,1,0,0,1,2,1,3,2,2,0,3,3,0,0,2,2,2,0,0,2,1,3,1,0,1,1,0,0,2,1,0,0,0,1,1,2,1,1,1,9,9,10,0.10933921909550895,0.22521438935536414,0.7959183673469393,1.0000000000000004
10,7,1,2,1,2,3,1,1,3,3,1,2,1,2,3,2,2,2,1,3,1,2,2,3,1,1,2,1,2,1,1,1,2,2,2,1,1,3,1,0,0,2,2,1,0,6,9,10,10,0.13989476169711337,0.3101308441272638,0.89795918367347,1.0000000000000004
9,7,1,2,1,2,2,1,1,1,3,1,2,1,3,2,2,3,2,1,0,1,3,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,0,0,0,1,2,1,1,2,10,10,10,0.12599258178952996,0.27619373698354643,0.9591836734693885,1.0000000000000004
10,7,5,2,1,3,2,2,3,2,3,3,2,2,3,3,3,3,2,2,3,1,3,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,4,5,6,10,10,10,10,0.18904050531829186,0.4005245167264737,0.89795918367347,1.0000000000000004
9,7,6,6,4,3,3,2,1,2,2,2,2,2,3,3,2,2,2,3,4,6,6,7,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,1.0139198568295553,0.7845439309024625,1.0000000000000007,0.5200000000000001
