0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,avg_pollution,utility,inertia,reliability
9,7,6,4,3,2,1,3,1,3,3,2,1,1,1,3,4,4,5,5,6,7,7,7,9,7,9,8,8,9,9,7,9,9,9,9,9,10,9,9,9,10,9,8,9,9,10,10,10,10,1.0326352986592016,0.7491641633941519,1.0000000000000007,0.5000000000000001
9,7,6,5,4,3,2,3,2,3,3,2,3,1,1,3,3,4,6,5,4,6,6,7,9,8,9,8,9,9,9,7,9,10,10,10,9,10,10,9,9,10,9,8,9,9,10,10,10,10,1.0617460197822797,0.7754015682991829,1.0000000000000007,0.5000000000000001
9,7,6,4,3,2,2,3,1,3,3,2,1,1,1,3,4,4,6,4,0,1,3,1,2,1,6,7,7,9,8,7,9,9,10,9,9,10,10,9,9,10,10,10,9,10,10,10,10,10,0.7570580712580934,0.6606539791619506,0.9591836734693885,0.6400000000000002
9,7,6,4,4,4,4,3,2,3,3,1,2,1,1,3,3,4,5,5,1,1,2,1,1,3,1,1,1,7,6,7,8,9,10,9,10,10,10,9,9,10,10,9,9,10,10,10,10,10,0.6621246277238362,0.6314936906882261,0.9591836734693885,0.7000000000000003
9,7,6,4,3,1,2,2,1,2,3,2,2,1,0,3,4,4,5,5,6,6,6,7,9,7,9,8,9,9,9,7,9,9,10,10,9,10,10,9,9,10,9,10,9,10,10,9,10,10,1.0146869399121334,0.748759746946328,0.9795918367346946,0.5200000000000001
9,7,6,4,4,4,3,1,1,3,3,2,2,1,1,3,4,4,5,5,1,2,1,1,1,4,6,7,9,9,9,7,9,9,10,10,9,10,10,10,10,10,10,9,9,10,10,10,10,10,0.8070957425494965,0.6868150579685992,0.9591836734693885,0.6200000000000002
10,6,5,4,5,2,1,3,2,3,3,1,3,2,2,3,3,4,6,4,0,1,3,2,2,3,2,2,2,2,3,3,2,2,0,6,1,3,1,1,6,5,1,1,6,2,9,10,10,10,0.21943792708409468,0.4312119390434961,0.7755102040816332,1.0000000000000004
10,6,5,4,3,1,1,3,1,3,3,1,2,1,2,2,2,4,2,2,1,1,3,1,2,3,1,3,1,1,2,3,2,1,3,0,1,2,1,0,1,1,0,1,0,7,9,10,10,10,0.1593708360711258,0.3506204533365154,0.89795918367347,1.0000000000000004
9,7,6,4,3,2,2,3,3,3,3,2,3,2,2,2,3,4,2,2,1,2,2,1,2,3,6,3,3,3,2,3,2,3,2,2,1,1,1,6,1,1,1,1,5,6,10,10,10,10,0.21356139454554615,0.4264994522178073,0.8571428571428578,1.0000000000000004
10,8,5,3,4,3,5,1,2,3,3,2,3,2,1,2,3,4,5,5,0,1,3,1,3,2,1,5,6,1,5,3,1,2,2,3,2,1,3,1,2,6,5,5,10,10,10,10,10,10,0.27857054607019643,0.48006576503367965,0.755102040816327,0.9400000000000005
9,7,6,5,4,3,2,3,2,2,3,2,1,1,2,3,3,4,6,4,6,6,5,5,6,7,9,9,10,10,10,8,9,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,1.0288183542269145,0.7753701508956913,0.9795918367346946,0.5200000000000001
9,7,6,4,4,4,3,2,2,3,3,2,2,1,2,3,3,4,5,5,1,1,2,1,2,3,1,0,1,2,1,0,10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,0.5838366841620706,0.6052398042698937,0.9591836734693885,0.7400000000000003
5,4,5,4,3,1,1,3,3,3,3,1,3,1,2,1,3,4,1,2,1,0,3,2,1,2,1,0,1,1,1,3,3,1,1,1,1,1,1,0,1,3,1,0,1,4,5,5,10,10,0.1378086008569825,0.3001997695831581,0.9183673469387762,1.0000000000000004
10,7,6,4,4,3,3,2,2,3,3,1,2,2,1,3,4,4,5,4,3,1,3,1,3,2,1,3,2,2,1,0,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6114862130943653,0.6215124604814392,0.9591836734693885,0.7200000000000003
10,7,6,4,3,3,3,3,3,3,3,2,2,1,2,3,3,4,5,4,2,1,2,1,2,2,1,1,1,1,3,4,6,5,4,5,6,10,10,10,10,10,10,10,10,10,10,10,10,10,0.49329291117685403,0.5747638587535796,0.9387755102040823,0.7800000000000004
9,7,6,4,5,4,3,2,2,3,3,2,1,1,2,3,4,4,5,5,2,1,2,2,2,2,1,0,1,5,6,7,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.676679563993454,0.6435951649915553,0.9591836734693885,0.7000000000000003
9,7,6,4,4,3,3,3,2,3,3,2,2,1,1,3,3,4,5,4,5,7,8,9,8,9,9,9,9,10,10,9,10,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,1.080293490417537,0.8052033403692421,0.9795918367346946,0.48000000000000015
10,7,6,4,3,3,3,1,3,2,3,2,2,1,2,3,3,4,5,4,1,1,3,2,2,2,2,2,3,2,2,3,2,3,3,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.46627194066884414,0.5652825835507602,0.9387755102040823,0.8000000000000004
10,7,6,4,4,3,3,2,2,3,3,2,2,2,2,3,3,4,4,4,1,1,2,2,3,3,0,2,3,2,3,3,1,2,3,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,0.4496188612144013,0.560593998239379,0.8775510204081639,0.8000000000000004
10,6,6,4,7,1,2,3,2,3,3,1,3,1,2,3,2,4,6,2,1,1,3,2,2,3,2,2,3,3,2,3,6,0,2,6,2,3,1,1,2,3,6,1,1,10,10,10,10,10,0.2398526036331901,0.4503436244147449,0.7346938775510209,0.9800000000000005
9,7,6,4,4,3,3,2,2,2,3,3,2,1,2,3,3,4,5,4,3,1,2,2,2,3,3,3,1,3,6,4,4,5,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5789067247032189,0.6067991280738932,0.9387755102040823,0.7400000000000003
