0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,10-p utility,10-p reliability
10,10,6,4,3,2,1,6,3,2,2,2,3,2,3,3,6,0,0,5,2,4,1,2,5,0,2,1,6,0,3,5,2,3,5,3,2,0,2,5,1,1,6,3,0,6,3,2,2,0,5,2,0,4,1,4,2,1,10,3,10,10,10,10,10,8,10,10,10,9,10,10,10,10,9,10,10,9,9,7,10,10,10,7,10,10,8,8,10,10,7,7,9,10,6,9,7,9,7,0.5530937054581829,0.634343434343434
9,8,6,9,2,3,3,2,10,5,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,9,10,9,8,10,10,8,8,10,10,10,10,10,10,9,10,10,9,7,10,9,8,10,10,10,9,7,7,9,7,8,9,9,8,7,9,10,7,9,3,9,10,9,8,7,8,9,7,7,9,10,8,9,7,1.154238706390047,0.1202020202020202
10,8,6,6,3,2,5,3,3,3,5,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,10,9,8,10,10,8,8,10,10,10,9,10,10,9,10,10,9,7,10,9,8,10,10,10,8,7,7,9,7,8,9,10,8,7,8,10,7,9,3,9,10,9,8,7,8,10,7,7,9,10,7,9,7,1.1135689086979939,0.1404040404040404
10,10,6,5,3,2,1,6,2,2,2,2,2,3,3,3,7,0,1,5,2,4,1,2,5,0,3,1,6,0,0,5,2,2,3,3,3,1,3,2,0,2,6,3,2,6,0,2,5,0,5,5,2,2,5,10,9,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,9,10,10,9,10,7,10,10,10,8,10,10,9,9,10,10,7,7,8,10,6,9,7,9,7,0.5838280418050931,0.5838383838383837
10,8,6,9,5,3,4,3,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,10,9,8,10,10,8,8,10,10,10,9,10,10,9,10,10,9,7,10,10,8,10,10,10,9,8,7,8,8,8,9,9,8,7,9,10,8,9,3,9,10,9,8,7,8,9,7,0,9,10,7,9,7,1.1896050488865142,0.10101010101010101
10,10,6,5,3,2,1,6,3,2,2,2,3,1,3,3,7,1,1,5,1,4,1,2,4,0,3,2,5,2,4,1,2,1,5,2,2,4,0,4,2,2,6,5,5,8,9,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,10,7,9,10,10,9,10,10,10,10,9,10,10,10,10,7,10,10,10,9,10,10,9,10,10,10,8,9,8,9,9,9,9,9,7,0.6616663875725738,0.4828282828282831
10,9,7,6,2,2,1,5,3,3,3,2,3,2,3,2,4,1,0,5,2,4,2,0,6,0,1,6,5,4,3,2,5,5,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,9,9,10,10,10,10,10,10,10,9,9,10,10,10,7,10,10,8,9,10,10,10,10,10,10,8,8,9,6,9,9,7,9,8,0.776595515240065,0.3626262626262628
10,9,7,6,2,2,1,5,3,2,3,2,3,2,3,3,4,1,0,5,2,4,2,0,6,0,1,6,5,4,3,2,2,2,10,2,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,9,9,10,10,10,10,10,10,10,9,9,10,10,10,7,10,10,9,9,10,10,10,10,10,10,8,8,9,6,9,9,7,9,9,0.7552401117076734,0.381818181818182
10,9,9,6,5,2,1,2,5,2,2,4,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,10,9,8,10,10,8,8,10,10,10,9,10,10,10,10,10,9,9,10,9,10,10,10,10,8,9,7,10,8,7,9,10,8,7,8,10,9,9,3,9,10,9,10,7,8,9,7,7,9,10,7,9,7,1.094063222574447,0.1505050505050505
10,9,7,6,5,2,1,2,2,3,2,5,2,1,3,2,4,0,3,5,0,5,3,9,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,9,9,10,10,9,10,10,10,10,10,10,10,10,10,10,9,9,10,9,9,10,10,10,10,9,9,9,8,10,9,10,9,7,10,10,7,9,10,10,10,9,10,10,1,9,7,7,9,10,8,8,8,0.8930640381487177,0.2707070707070708
10,9,7,6,4,2,2,2,4,3,2,2,3,1,3,5,4,1,0,5,2,4,2,0,6,0,2,2,5,3,2,4,2,5,10,10,9,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,9,10,9,10,10,9,10,9,9,9,10,10,9,7,10,10,9,9,10,10,10,10,10,10,8,8,9,6,9,9,7,9,9,0.7698059817837644,0.3717171717171719
10,9,7,6,5,2,2,2,2,2,2,5,3,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,9,8,10,10,9,10,10,10,10,10,10,10,9,10,10,9,9,10,10,9,10,10,10,9,9,8,9,8,8,9,10,8,7,8,10,8,9,3,10,10,9,10,9,8,9,7,8,10,10,7,9,7,1.0214899454503983,0.19090909090909094
10,10,6,5,3,2,1,6,2,2,2,2,3,2,3,3,6,0,1,5,2,5,1,2,5,0,3,1,5,3,3,1,2,2,3,2,3,3,3,2,2,1,6,4,2,6,0,2,5,2,5,5,5,10,10,10,10,10,10,10,10,9,10,9,10,7,9,10,10,10,10,10,10,10,9,10,10,10,10,7,10,10,10,9,10,10,9,9,10,10,7,9,8,10,9,9,8,9,7,0.6070655881139128,0.5535353535353535
10,9,7,6,2,2,2,5,2,2,3,2,3,2,3,3,4,1,0,5,2,4,1,3,6,0,1,2,5,4,3,1,5,0,10,3,6,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,8,10,9,9,10,10,9,10,9,10,10,9,9,10,10,10,7,10,10,8,9,10,10,10,10,10,10,8,8,8,6,9,9,8,9,8,0.746233041561791,0.3909090909090911
10,10,6,5,3,2,1,6,2,2,2,2,2,2,3,3,6,1,0,5,2,4,1,3,4,0,3,2,5,3,3,5,2,2,2,0,2,0,3,5,0,0,6,3,2,6,0,2,5,1,5,5,2,5,4,4,5,10,10,4,10,10,10,9,10,8,9,10,10,10,10,10,10,10,9,10,10,9,10,7,10,10,10,7,10,10,9,8,9,10,7,9,9,10,6,9,7,9,7,0.5708334572026155,0.6020202020202019
10,9,7,6,5,2,1,3,3,2,2,2,4,1,4,3,5,2,3,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,9,8,10,10,9,10,10,10,10,9,10,10,10,10,10,9,9,10,9,9,10,10,10,10,9,9,9,7,8,9,10,8,7,9,10,9,9,10,10,10,9,10,9,8,9,7,7,9,10,8,6,8,0.9746844412414324,0.22121212121212128
10,9,6,6,5,2,5,2,5,6,5,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,10,9,8,10,10,8,10,10,10,10,10,10,10,9,10,10,9,9,10,9,8,10,10,10,9,9,7,9,7,9,9,10,8,7,9,10,7,9,4,9,10,9,9,7,8,9,7,7,9,10,7,9,7,1.1351758591347851,0.13030303030303028
10,8,9,9,10,3,10,3,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,10,10,8,10,10,8,8,10,10,10,9,10,10,9,10,10,9,7,10,9,8,10,10,10,9,8,7,8,8,8,9,9,8,7,8,10,7,9,3,9,10,9,9,7,8,9,7,7,9,10,7,9,7,1.2410507465317608,0.07070707070707072
10,9,7,6,2,2,2,5,3,3,3,2,3,1,3,2,4,1,0,5,2,4,1,1,5,0,1,2,5,4,3,2,2,2,5,2,7,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,9,9,10,10,10,10,10,10,10,9,9,10,10,10,7,10,10,10,9,10,10,9,10,10,9,8,4,9,10,9,8,7,9,8,0.7349691474739289,0.4020202020202022
10,8,9,6,5,2,0,2,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,10,9,8,10,10,8,8,10,10,10,10,10,10,9,10,10,9,7,10,9,8,10,10,10,9,8,7,8,7,7,10,9,9,7,8,10,7,9,3,9,10,9,9,7,8,9,7,7,9,10,7,9,7,1.1724485878055733,0.1101010101010101
10,9,6,6,5,2,2,2,2,3,1,2,3,1,3,4,4,1,2,5,1,5,3,0,6,3,2,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,9,9,9,10,9,9,10,10,10,10,9,9,9,9,9,10,10,9,7,10,10,8,9,10,10,9,9,9,10,9,9,8,7,9,9,7,7,8,0.8400084494707706,0.31212121212121224
10,10,6,5,3,2,2,6,2,3,2,2,3,2,0,3,7,1,0,5,2,4,1,2,5,0,3,1,6,4,3,2,2,2,5,2,6,2,5,7,10,10,9,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,7,9,10,10,10,10,10,10,9,9,10,10,10,10,7,10,10,10,9,10,10,9,10,10,10,8,9,9,9,9,9,6,9,7,0.718114818091101,0.4212121212121214
