0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,10-p utility,10-p reliability
10,10,7,5,5,2,2,2,2,2,3,4,3,2,1,2,4,2,2,5,2,2,1,2,5,3,3,0,4,3,2,2,1,1,5,5,2,0,0,5,0,2,2,3,4,6,3,2,2,2,9,10,10,10,10,10,10,9,10,10,10,9,10,8,9,10,10,8,10,9,9,10,10,10,10,10,10,10,10,10,8,10,10,9,10,9,10,10,10,10,10,7,10,3,10,9,9,9,9,0.613133834139317,0.5424242424242425
10,10,7,5,5,2,1,2,2,2,3,4,2,2,1,3,4,2,2,5,1,2,5,2,2,3,3,0,5,3,2,2,2,6,1,2,1,4,6,5,0,3,5,2,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,9,9,8,10,10,10,8,10,9,10,10,10,10,10,9,10,10,10,10,7,10,10,9,9,9,10,10,10,10,10,7,10,3,10,9,8,9,9,0.670272002771391,0.470707070707071
10,10,7,5,5,2,2,2,2,3,2,4,2,2,1,3,5,2,2,1,2,5,2,2,5,5,2,1,5,3,1,2,4,1,5,5,5,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,8,10,9,10,10,10,10,10,10,10,10,10,9,7,10,10,10,9,9,10,9,10,10,10,8,10,3,10,9,8,9,9,0.7417268044789439,0.40000000000000024
10,10,7,5,5,2,2,2,2,2,2,4,2,2,1,2,6,2,2,2,2,5,3,2,2,3,3,2,5,3,2,2,5,7,5,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,8,10,9,10,10,10,9,10,10,10,10,10,9,7,10,10,9,9,9,9,10,10,10,10,8,10,3,10,9,8,9,9,0.7704156416083193,0.3717171717171719
10,10,7,5,5,2,1,2,2,2,2,4,2,2,1,3,4,3,2,5,1,3,2,2,2,5,3,0,5,3,1,1,2,2,5,2,2,5,1,10,3,4,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,8,10,9,10,10,10,9,10,9,10,10,10,10,7,10,10,9,10,9,10,9,10,10,10,8,10,3,10,9,8,9,9,0.6853834552867757,0.4535353535353538
10,10,7,5,5,2,2,2,2,3,2,4,2,2,1,3,5,2,2,1,2,5,2,2,2,2,2,1,5,3,2,2,4,0,5,4,5,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,8,10,9,10,10,10,10,10,10,10,10,10,9,7,10,10,9,9,9,10,9,10,10,10,8,10,3,10,9,8,9,9,0.7279645482983101,0.41212121212121233
9,10,7,5,5,1,1,2,3,3,3,7,2,2,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,9,10,9,9,10,10,9,10,9,10,10,10,9,10,10,10,10,10,10,7,10,9,9,9,9,10,10,10,10,10,6,10,4,10,9,7,10,10,1.0542857678679232,0.18080808080808083
10,10,7,5,5,2,1,2,2,2,2,4,2,2,1,3,4,2,3,5,3,2,2,2,2,3,3,0,5,2,2,5,1,1,5,2,2,4,0,5,4,1,4,3,4,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,8,10,10,10,8,10,9,10,10,10,10,10,10,10,10,10,10,7,10,9,9,9,9,10,10,10,10,10,7,10,3,10,9,9,9,9,0.6529530836960699,0.4929292929292932
10,10,7,5,5,2,1,2,2,2,2,4,2,2,1,3,4,2,3,5,1,4,2,2,2,3,3,0,5,3,2,6,2,1,5,2,2,4,1,5,3,1,5,2,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,8,10,9,10,10,10,9,10,9,10,10,10,10,7,10,10,9,10,9,10,10,10,10,10,7,10,3,10,9,9,9,9,0.6640660184261283,0.4818181818181821
9,10,7,5,6,1,1,2,3,2,1,7,3,2,2,2,6,5,2,10,5,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,8,9,10,10,9,10,9,10,10,10,9,10,10,10,10,10,10,7,10,10,9,9,9,10,10,10,10,10,6,10,4,10,9,7,10,9,0.9786325092796075,0.22121212121212128
10,10,7,5,5,2,1,2,2,3,2,4,2,2,1,2,4,3,2,4,3,2,1,2,2,3,3,2,4,4,2,5,0,0,4,3,2,3,0,5,6,2,3,2,2,2,5,1,2,2,5,1,3,5,5,5,5,9,10,2,10,9,10,8,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,9,9,9,10,10,10,10,10,7,10,3,10,9,9,9,9,0.571677535085466,0.6040404040404038
10,10,7,5,5,2,2,2,2,2,1,4,2,2,2,2,5,3,3,0,2,5,3,2,3,5,3,1,5,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,8,10,10,10,8,10,9,10,10,10,9,10,10,10,10,10,9,7,10,10,10,9,9,10,10,10,10,10,7,10,3,10,9,7,9,9,0.8312944584993338,0.32222222222222235
9,10,7,5,5,1,1,2,3,0,3,7,2,2,5,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,9,10,9,9,10,10,9,10,9,10,10,10,9,10,10,10,10,10,10,7,10,9,9,9,9,10,10,10,10,10,6,10,4,10,9,7,10,10,1.0367412737758919,0.19090909090909094
9,10,7,5,5,1,0,5,0,2,3,7,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,9,10,9,9,10,10,9,10,9,10,10,10,7,10,9,10,10,10,10,8,10,9,9,9,9,10,10,10,10,10,7,10,3,9,8,7,10,10,1.0936946487167842,0.1606060606060606
9,10,7,5,6,1,1,2,3,2,1,7,3,2,5,2,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,9,9,10,10,9,10,9,10,10,10,9,10,9,10,10,10,10,7,10,10,9,9,9,10,10,10,10,10,6,10,4,9,9,7,10,10,1.016033644755417,0.20101010101010106
10,10,7,5,5,2,1,2,2,3,2,4,2,2,1,3,5,3,2,4,2,2,1,2,2,3,3,2,4,3,2,5,1,0,5,3,2,4,1,5,4,2,2,0,5,2,2,2,5,2,5,2,10,5,10,10,10,10,10,10,10,9,10,8,10,10,10,8,10,9,10,10,10,10,10,10,10,10,10,10,8,10,10,9,9,9,10,10,10,10,10,7,10,3,10,8,8,8,9,0.6025157315976878,0.5595959595959596
10,10,7,5,5,1,0,2,7,9,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,9,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,8,10,10,10,9,10,9,9,10,10,9,10,9,10,10,10,9,10,9,10,10,10,10,8,10,10,9,9,9,10,10,10,10,10,7,10,3,10,8,7,10,10,1.1749812809028934,0.1202020202020202
10,10,7,5,5,2,1,2,2,2,2,4,2,2,1,3,4,2,3,5,1,2,2,3,5,3,3,0,5,3,2,5,1,1,5,3,2,4,0,5,5,1,4,3,5,5,9,1,5,10,10,10,10,10,10,10,10,10,10,10,10,9,10,8,9,10,10,8,10,9,10,10,10,10,10,10,10,10,10,10,8,10,10,9,9,9,10,10,10,10,10,7,10,3,10,9,9,9,9,0.6466347554382431,0.5000000000000002
