0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,avg utility,avg reliability
10,9,9,4,2,0,1,5,6,1,3,5,2,2,6,5,3,2,3,5,4,0,4,6,5,2,3,7,2,2,5,3,7,1,3,3,4,5,3,7,1,2,6,2,5,6,2,1,6,5,3,6,5,0,5,6,3,2,5,6,5,4,6,4,6,2,3,5,6,6,1,1,7,0,3,6,6,1,6,7,0,4,5,7,2,5,1,4,7,6,5,7,7,5,10,10,10,10,10,0.7471127262665632,0.8428282828282814
10,8,8,4,2,2,1,5,2,0,3,1,2,3,4,3,2,5,3,1,5,0,2,1,6,2,0,7,0,2,5,1,4,0,3,3,3,4,3,4,6,0,2,2,1,7,2,1,6,5,2,1,3,3,3,1,5,2,4,1,6,4,6,3,0,4,1,6,6,6,1,1,5,3,4,6,1,6,0,5,1,2,5,7,6,5,6,4,4,4,6,7,1,7,9,10,6,10,10,0.612546925317682,0.9204040404040387
10,9,9,7,1,5,1,6,2,3,6,5,4,0,6,5,4,2,3,5,6,3,5,4,5,5,2,4,3,5,5,5,6,1,4,3,4,5,3,7,6,1,5,2,2,5,3,3,6,2,4,6,5,4,5,2,5,0,5,6,1,5,6,3,6,2,1,5,6,6,6,1,5,3,4,6,6,6,4,4,0,6,5,7,5,5,6,7,6,6,0,7,8,10,10,9,10,10,10,0.8147349857361001,0.8010101010100996
10,9,9,7,4,4,1,2,5,3,2,5,5,5,5,5,0,5,4,4,7,1,6,7,4,5,2,3,3,6,6,2,6,1,3,4,4,6,4,4,2,6,4,2,5,5,3,3,8,6,5,1,0,4,6,1,5,6,5,6,5,5,4,1,6,2,5,6,6,6,1,1,7,3,6,6,6,5,6,7,0,7,5,7,5,6,8,7,6,9,6,7,10,10,10,10,10,10,10,0.8463282934660853,0.7715151515151502
10,10,9,6,2,6,1,6,5,3,2,4,5,2,5,4,5,5,4,4,6,2,4,7,4,5,4,4,3,6,5,5,6,1,4,4,5,6,3,4,3,5,5,5,6,6,2,4,7,6,2,6,6,4,6,1,5,6,6,6,1,5,4,4,9,6,1,5,6,6,7,7,7,3,6,7,6,6,6,7,6,7,6,7,5,6,7,7,8,6,7,8,10,10,10,10,10,10,10,0.9110591436172127,0.7004040404040395
10,10,9,7,1,5,1,5,2,3,6,5,5,0,6,5,4,5,3,5,6,3,2,4,6,5,2,4,3,5,5,5,6,2,4,3,4,5,3,7,1,1,5,2,2,5,3,3,6,2,4,6,5,4,5,5,6,0,5,6,1,5,6,3,6,2,1,5,6,6,6,1,5,3,3,6,6,6,4,4,0,6,5,7,5,5,6,7,6,6,3,7,8,10,10,10,10,10,10,0.8219917493320199,0.7955555555555542
10,8,8,4,1,2,1,5,2,3,3,0,2,3,3,3,1,2,5,1,5,0,2,7,1,0,0,7,0,2,5,2,3,0,3,2,3,4,3,5,5,0,1,2,1,5,3,0,1,5,1,2,3,2,2,1,5,2,5,1,4,1,1,2,2,4,1,6,6,1,0,1,2,1,4,6,1,0,0,5,1,1,5,0,6,5,6,4,3,1,6,7,1,7,9,10,7,10,10,0.550787228360241,0.9616161616161598
10,10,9,7,4,6,6,6,5,4,5,7,5,6,6,6,5,6,7,5,6,6,7,7,4,6,5,7,4,6,6,6,6,6,4,7,5,6,4,7,5,6,7,5,7,10,5,5,6,5,4,7,5,4,6,9,5,8,6,6,3,5,7,6,6,6,5,9,6,6,4,6,9,3,5,7,6,5,6,7,8,6,4,7,5,9,9,9,6,10,7,8,10,10,10,10,10,10,10,1.1127008553304636,0.515757575757575
10,10,9,7,7,6,6,6,5,7,6,7,5,6,6,7,5,6,6,4,6,6,7,7,4,7,5,7,5,6,6,6,6,6,4,7,5,6,5,7,5,6,8,5,4,10,6,4,7,6,4,7,6,4,6,9,5,6,5,6,4,10,7,6,6,6,3,9,6,7,7,9,9,4,6,9,7,10,6,7,9,6,10,7,10,5,9,9,10,10,7,9,10,10,10,10,10,10,10,1.171251263738356,0.4507070707070702
10,9,9,4,1,5,1,5,2,2,6,2,2,0,6,5,0,5,3,2,6,0,3,6,5,2,2,4,2,5,5,2,6,2,4,3,4,6,4,4,1,1,6,2,2,5,3,3,6,2,4,1,2,7,5,5,5,0,4,6,1,4,6,3,1,3,1,5,6,5,6,1,5,0,2,6,6,6,4,4,0,5,5,7,5,5,6,4,1,5,3,7,8,9,10,10,10,10,10,0.7158524857245792,0.8618181818181803
10,9,7,4,1,2,1,5,2,1,3,1,4,0,5,4,2,2,2,1,5,0,2,5,6,3,0,0,0,2,5,2,7,0,1,3,3,4,3,7,5,0,0,2,1,6,2,3,1,2,0,1,3,2,2,1,5,3,2,5,2,3,6,1,2,4,1,6,6,6,0,1,1,0,4,6,6,0,7,5,1,5,4,7,1,5,5,4,0,7,6,7,6,1,10,10,9,10,10,0.5809654466362941,0.9404040404040386
10,10,9,5,2,6,1,5,5,3,2,7,5,2,5,4,4,5,4,4,6,2,4,7,4,4,5,3,3,6,6,2,6,1,3,4,6,6,3,7,1,5,4,5,5,5,2,5,4,5,4,6,5,3,6,6,2,6,5,6,2,5,7,3,7,5,5,4,6,6,7,7,6,3,6,7,6,6,6,7,5,7,6,7,5,6,6,7,7,9,7,8,10,10,10,10,10,10,10,0.9000095772182399,0.7121212121212112
10,10,9,7,3,7,1,6,5,4,5,5,5,6,6,5,5,6,7,4,6,5,7,7,4,7,5,7,5,6,6,5,6,6,4,7,5,5,4,7,5,6,7,5,6,5,6,4,6,6,4,6,6,4,7,6,5,6,6,9,1,5,7,5,6,6,4,6,6,6,6,6,9,2,7,6,7,5,6,7,6,6,6,4,5,5,1,9,9,9,4,8,10,10,10,10,10,10,10,1.0526956026852006,0.5701010101010092
10,10,9,6,5,6,1,6,5,4,5,5,5,2,5,6,5,6,7,4,6,1,6,7,4,7,5,7,5,6,6,6,6,6,4,7,5,6,4,7,5,6,7,5,6,5,5,4,7,6,5,6,6,4,6,6,5,6,6,6,5,4,7,6,8,6,5,6,6,6,4,6,7,3,6,7,7,5,6,7,6,7,6,4,5,9,7,4,9,9,7,9,10,10,10,10,10,10,10,1.0407412703511632,0.5806060606060598
10,10,9,6,3,5,1,5,5,4,2,6,5,1,5,5,3,5,4,4,6,2,3,7,4,4,4,3,3,6,6,2,5,0,4,4,4,6,4,6,5,0,5,5,6,5,4,4,8,2,4,1,7,4,6,1,5,5,5,6,2,5,7,3,7,2,5,5,6,6,7,0,6,3,6,6,6,6,6,7,3,6,5,7,5,6,7,6,6,8,7,8,10,9,10,10,10,10,10,0.8714397963103541,0.7442424242424229
10,10,9,7,4,5,6,6,5,7,6,5,5,6,6,6,4,9,6,4,6,6,7,7,4,7,5,7,5,6,6,6,6,6,4,7,5,9,4,7,5,6,7,5,6,5,6,4,7,7,5,7,6,4,6,7,6,6,6,6,4,5,7,6,7,6,5,6,6,7,5,9,8,3,6,6,6,5,6,7,9,10,6,8,5,10,9,8,9,10,7,9,10,10,10,10,10,10,10,1.1335147598892386,0.49434343434343364
10,9,8,6,1,2,1,5,4,3,2,5,5,3,5,4,3,3,4,3,5,2,3,7,5,2,5,3,2,5,6,2,6,1,2,4,3,7,3,4,1,10,5,2,4,6,2,4,6,5,3,1,3,3,2,6,5,3,5,6,2,4,7,3,6,2,2,5,7,5,1,1,7,3,2,6,5,1,3,5,9,5,4,3,2,6,1,7,6,2,7,7,1,9,10,10,10,10,10,0.7669947602543988,0.8317171717171702
10,10,9,7,7,6,1,6,5,7,6,5,5,6,6,7,4,6,7,4,6,5,7,7,4,7,5,7,5,6,6,6,6,6,4,7,5,6,4,7,5,6,7,5,6,5,6,4,7,9,5,6,6,4,5,6,6,6,6,6,5,5,7,6,6,6,6,6,6,6,6,6,9,3,7,6,6,5,6,7,9,5,5,7,5,5,6,6,9,9,7,9,10,10,10,10,10,10,10,1.1033142789165866,0.5246464646464638
10,10,9,7,7,6,6,6,5,7,6,6,5,6,6,7,5,6,7,5,6,6,7,6,4,7,5,7,5,6,6,6,6,6,4,7,6,6,4,7,5,6,7,5,6,9,6,4,7,5,4,6,6,4,6,8,6,6,5,6,4,5,7,6,7,6,6,6,6,6,5,9,10,3,6,6,7,6,6,7,9,7,5,7,10,9,9,7,9,10,7,10,10,10,10,10,10,10,10,1.1514712389868746,0.47555555555555495
10,10,9,6,5,6,1,6,5,2,5,5,5,1,6,5,4,5,4,4,6,5,5,7,4,7,4,3,5,6,6,5,6,6,4,7,5,6,3,7,5,6,7,5,7,5,6,4,7,6,5,7,6,4,6,6,4,6,6,6,4,5,7,6,7,6,5,5,6,6,5,6,9,3,6,6,6,5,6,7,6,4,6,7,5,9,7,7,8,10,7,10,10,10,10,10,10,10,10,1.014306062654552,0.6028282828282819
10,10,9,7,7,6,6,6,5,7,6,5,5,6,6,7,4,6,7,4,6,6,7,6,4,7,5,7,5,6,6,6,6,6,4,7,6,6,4,7,5,6,7,5,6,6,6,4,7,9,4,6,6,4,6,8,6,6,5,6,5,5,7,6,7,6,6,6,6,6,5,6,10,3,6,6,7,6,6,8,9,7,5,7,10,10,9,7,9,10,7,10,10,10,10,10,10,10,10,1.143665912978054,0.48404040404040344
10,7,7,4,1,2,1,2,3,1,3,2,2,3,3,3,2,1,4,2,5,0,2,2,1,5,1,6,0,2,5,2,1,0,3,2,3,4,3,4,2,0,0,5,1,5,2,3,6,2,1,5,3,1,1,1,4,2,5,2,2,1,1,2,2,4,1,6,6,1,0,0,7,0,2,6,1,0,0,5,1,2,5,0,1,5,5,4,0,0,5,0,1,1,9,10,7,10,10,0.5164297392771285,0.9709090909090893
10,10,9,7,2,6,1,6,4,4,5,5,5,2,6,5,3,5,4,5,6,5,3,7,4,4,5,4,4,5,6,6,6,6,4,7,5,6,4,7,5,6,7,5,7,5,5,4,7,6,6,6,6,4,6,6,5,6,6,6,5,5,7,6,6,6,5,6,6,6,6,6,6,3,6,6,6,5,6,7,6,7,6,7,5,6,7,9,7,10,7,8,10,10,10,10,10,10,10,1.00341940833037,0.6117171717171709
10,10,9,6,2,6,1,5,5,3,2,5,5,2,5,5,4,5,4,4,6,2,3,7,4,5,5,3,2,6,6,2,6,1,4,4,5,6,2,6,5,2,6,5,7,5,4,4,7,2,4,6,5,4,6,6,5,0,6,9,7,5,7,4,6,7,5,6,6,6,6,7,9,3,6,6,7,6,6,6,6,6,5,6,6,6,7,7,8,8,7,9,10,10,10,10,10,10,10,0.9201408338954071,0.6919191919191909
10,8,7,4,1,2,1,6,2,3,2,1,2,3,4,3,2,5,2,1,5,3,2,1,1,4,1,7,3,2,5,2,4,1,0,3,0,6,3,4,2,3,5,2,5,5,2,3,1,2,7,5,3,1,6,6,2,2,5,6,1,5,1,2,2,2,1,5,6,6,6,1,7,0,2,6,6,6,0,4,1,5,3,7,2,5,6,4,0,6,5,7,1,7,10,10,10,10,10,0.6325914088638033,0.9101010101010084
10,10,9,5,2,6,2,5,4,4,6,4,5,2,6,5,4,5,4,4,6,2,5,7,4,5,4,3,3,6,6,2,6,6,4,6,5,6,3,4,6,6,5,5,6,5,6,4,7,6,4,6,5,5,6,6,5,6,6,6,6,5,7,5,7,6,5,6,6,6,6,6,9,3,6,7,6,6,6,7,6,6,5,7,5,6,7,7,7,9,7,9,10,10,10,10,10,10,10,0.9709555564266205,0.6418181818181811
10,9,9,5,1,2,1,5,2,3,3,4,4,3,2,4,4,3,2,3,5,3,3,6,5,3,3,5,3,5,5,1,6,1,0,3,4,6,3,4,1,6,5,3,2,5,2,3,9,2,1,2,4,4,5,2,5,3,3,6,1,5,6,2,6,5,2,5,7,6,1,6,4,3,6,9,1,6,3,2,0,5,5,6,6,5,6,4,1,4,7,7,6,6,10,10,10,10,10,0.7329789181176892,0.8509090909090894
10,10,9,5,2,6,1,6,5,4,2,5,5,2,5,4,4,5,4,4,6,2,3,7,4,5,5,4,3,5,6,2,6,1,4,4,5,6,4,5,5,5,6,5,7,5,4,4,7,2,4,6,6,4,6,6,5,5,5,9,2,5,7,5,6,6,5,6,6,6,7,7,9,3,6,6,6,6,6,6,6,7,5,6,6,6,7,6,7,9,7,9,10,10,10,10,10,10,10,0.930678259250022,0.6804040404040395
10,10,9,5,2,6,1,6,5,4,5,5,5,3,6,5,2,6,4,4,6,2,6,7,4,4,5,3,5,5,6,2,6,6,4,7,5,6,4,7,5,6,6,5,8,5,5,4,7,6,5,6,6,5,6,6,5,7,6,6,5,5,7,5,7,6,5,6,6,6,6,7,9,3,6,6,6,5,6,7,6,7,6,6,5,6,7,6,8,9,7,7,10,10,10,10,10,10,10,0.9920475379057777,0.6220202020202011
10,10,9,7,4,6,6,6,5,7,6,6,5,6,6,7,4,6,7,5,6,5,7,6,4,7,5,7,6,6,5,6,6,6,4,7,6,6,5,7,5,6,7,5,6,6,6,4,6,9,4,6,6,4,6,9,6,7,5,6,4,5,7,6,6,6,6,6,1,6,5,9,9,3,6,6,7,6,6,8,6,8,5,7,5,5,9,8,9,10,7,10,10,10,10,10,10,10,10,1.124033001392058,0.5054545454545447
10,10,9,6,2,6,1,5,5,4,1,6,5,2,5,5,3,4,4,4,6,2,3,7,4,4,4,4,3,6,6,2,6,1,5,4,2,7,3,4,5,4,5,2,6,2,5,4,7,1,4,6,6,5,6,1,5,4,5,6,2,5,6,3,6,2,2,6,6,6,7,1,8,3,1,7,5,5,2,6,6,7,6,7,5,6,7,7,7,6,7,8,10,10,10,10,10,10,10,0.8640131047030987,0.7535353535353522
10,10,10,7,7,6,1,5,5,6,6,6,5,6,6,7,5,6,7,5,5,6,7,7,4,7,5,7,5,6,6,6,6,6,4,7,6,6,4,8,5,5,7,5,6,10,6,4,6,6,3,7,6,5,8,7,5,6,4,9,3,5,7,5,7,10,4,10,6,6,5,9,10,1,9,6,7,10,9,9,9,10,10,7,10,10,10,10,10,10,8,9,10,10,10,10,10,10,10,1.1615791806819729,0.46222222222222165
10,8,7,4,2,2,1,5,2,2,2,1,2,0,6,3,1,2,3,2,5,0,1,6,1,2,3,4,0,5,5,2,0,0,3,2,3,5,3,4,2,0,4,2,1,5,3,3,1,5,0,1,3,3,1,1,5,2,5,5,2,3,1,2,2,5,1,5,1,2,7,1,0,3,2,7,1,1,3,6,1,5,5,7,2,5,5,4,3,7,6,0,1,9,9,10,7,10,10,0.5639698361035606,0.9533333333333315
10,10,9,7,4,6,6,6,4,6,5,6,5,6,6,7,5,6,7,5,6,6,7,7,4,7,5,7,5,6,6,6,6,5,3,7,6,6,4,8,5,5,8,5,6,5,6,4,6,6,7,7,6,6,6,6,5,6,5,9,3,10,7,6,5,9,6,9,6,6,10,9,10,6,9,10,7,10,10,9,10,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,1.1819519060640233,0.4410101010101005
