0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,avg utility,avg reliability
10,9,4,4,6,3,2,3,3,2,5,5,0,3,6,6,3,3,1,4,5,7,2,4,2,6,4,3,6,1,3,5,5,3,1,2,7,5,3,3,4,5,1,5,6,3,2,7,5,4,2,1,6,2,4,4,3,6,2,4,7,5,3,7,1,5,4,3,3,6,4,5,1,7,3,6,3,5,7,2,2,2,6,6,1,3,6,4,6,5,7,7,6,7,6,10,9,10,10,0.7510765849111116,0.8402020202020186
10,10,4,6,6,2,2,3,0,2,5,6,0,2,6,1,3,4,2,4,2,7,3,5,2,6,3,4,0,2,3,5,5,2,7,2,0,5,3,4,4,5,1,1,5,0,3,6,5,4,2,1,6,2,4,4,0,1,2,4,7,6,2,6,2,5,3,7,2,5,1,5,1,7,3,6,5,6,3,2,3,2,6,6,2,7,7,1,5,5,7,7,6,7,6,10,8,10,10,0.6980926892408094,0.8727272727272711
10,10,9,6,6,5,3,5,7,5,6,5,7,5,6,5,7,7,4,6,5,7,7,6,6,4,9,4,5,6,6,5,7,4,6,6,4,5,7,6,7,4,6,4,9,5,2,9,6,5,6,7,6,4,10,4,2,6,9,7,7,6,2,9,6,5,6,7,5,5,2,6,6,8,9,6,4,5,8,7,7,4,9,5,8,6,9,7,9,8,9,9,10,9,10,10,10,10,10,1.106698097423444,0.5218181818181811
10,9,8,4,6,2,2,3,4,2,5,4,0,3,6,6,2,7,2,4,3,7,2,5,2,5,2,3,6,2,5,5,4,3,6,1,4,5,4,2,7,4,0,7,6,3,3,6,5,6,5,0,0,5,5,4,2,6,2,5,6,1,4,6,6,5,3,4,3,6,5,6,1,7,3,6,4,7,0,4,5,3,8,6,1,1,5,4,9,1,6,7,6,9,9,10,10,10,10,0.7850880422844352,0.8202020202020186
10,10,4,5,1,5,1,2,1,2,2,4,0,2,6,1,0,4,6,5,2,1,3,2,2,5,3,2,0,0,2,4,5,0,1,5,3,1,0,4,4,3,1,1,6,2,2,1,5,2,2,1,5,3,5,1,0,1,1,5,3,6,1,1,2,5,0,5,2,1,1,5,1,4,3,5,5,2,4,3,0,2,6,6,1,3,5,4,2,5,7,6,6,6,7,10,9,10,10,0.564034223973845,0.9547474747474729
10,10,8,6,6,2,4,4,3,3,5,5,6,3,5,5,3,7,4,4,2,7,5,4,4,5,4,5,6,7,3,5,7,3,6,6,5,5,6,6,7,4,4,4,9,5,3,7,6,6,4,7,6,6,5,4,3,6,6,7,7,6,3,6,7,5,6,7,4,6,5,6,6,7,3,7,5,9,9,4,7,5,9,5,6,5,2,7,9,7,8,8,10,10,10,10,10,10,10,0.9813320494786549,0.6305050505050496
10,10,9,6,6,2,4,4,7,3,5,6,7,2,6,6,3,7,5,4,5,7,5,7,5,6,8,4,7,6,5,5,6,2,9,6,4,5,7,6,7,4,6,4,9,5,3,8,6,5,6,7,6,5,5,4,5,6,6,7,7,9,3,6,7,5,6,6,4,7,6,6,6,7,7,6,5,6,6,6,7,4,10,5,6,6,5,7,10,7,9,9,10,10,10,10,10,10,10,1.0623269398399051,0.5616161616161608
10,9,4,5,1,5,1,2,1,2,2,5,0,3,6,1,1,4,6,2,2,1,3,2,2,5,3,2,3,0,2,4,5,0,1,5,3,2,0,2,4,2,2,2,6,2,2,1,5,1,5,1,5,3,5,1,0,1,0,4,3,1,2,1,2,5,0,2,2,1,1,5,0,4,3,4,2,5,3,3,1,3,1,6,0,3,5,4,5,5,7,4,6,1,7,5,6,10,10,0.5455635410965748,0.9626262626262608
10,10,9,6,6,5,5,5,4,5,5,5,4,5,7,6,3,8,4,4,5,7,7,7,6,4,10,4,4,6,6,5,7,2,9,6,4,5,7,6,7,4,5,4,10,5,3,9,6,5,5,6,4,4,10,4,5,6,6,7,7,7,4,7,7,5,9,7,4,4,5,6,6,6,7,7,4,6,6,4,7,6,10,6,7,6,7,7,9,7,9,9,9,10,10,10,10,10,10,1.083465826556239,0.5422222222222214
10,10,8,5,6,2,4,4,4,3,5,5,6,2,5,5,3,6,5,4,2,7,5,4,4,5,6,5,6,7,4,5,7,3,6,7,4,5,5,5,7,4,6,4,10,4,3,8,6,7,4,7,6,6,4,7,4,6,6,7,7,6,3,6,7,5,6,6,4,7,5,6,6,7,4,7,5,9,8,5,7,5,9,5,6,6,1,7,9,7,8,9,10,10,10,10,10,10,10,0.993601184454517,0.6204040404040396
