0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,10-p utility,10-p reliability
10,10,6,6,1,5,1,2,3,4,1,2,2,3,3,3,5,2,5,0,5,2,0,5,2,2,3,3,2,2,3,4,3,2,4,5,1,3,5,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,10,10,10,10,9,9,10,10,9,10,10,10,9,9,10,10,10,10,10,10,10,9,7,10,9,5,10,10,10,6,10,9,9,9,10,10,10,8,8,0.6972096644523025,0.44242424242424266
10,10,6,6,1,5,1,2,3,5,1,2,3,3,3,3,5,2,2,0,4,0,0,4,2,3,3,2,2,3,3,5,3,2,2,5,1,4,4,1,2,3,3,2,2,5,3,3,3,2,0,10,4,5,1,9,3,5,1,9,1,10,10,10,10,10,10,10,9,10,10,9,9,10,10,10,10,10,10,10,10,9,7,9,10,10,10,10,10,9,9,9,9,10,10,9,10,8,8,0.5715966581150852,0.6070707070707069
10,9,6,6,1,2,5,3,0,4,5,2,3,0,6,0,5,3,6,0,0,2,5,6,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,9,10,10,9,8,7,10,10,10,9,9,10,10,9,10,10,8,9,9,9,9,10,10,10,10,10,8,7,9,9,9,9,10,10,9,10,9,9,10,10,9,10,7,8,0.8691263026120952,0.290909090909091
10,9,5,6,1,3,6,4,0,4,3,2,1,0,5,0,2,4,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,9,10,10,8,8,7,10,10,10,9,8,10,10,9,10,10,7,9,10,9,10,10,10,10,10,10,9,10,9,9,9,8,10,8,9,10,10,9,6,10,6,6,7,8,0.9563534226741512,0.2313131313131314
10,10,6,6,1,5,1,3,3,4,1,2,2,3,3,0,5,2,5,0,4,3,1,5,2,3,3,3,1,3,3,4,2,2,3,4,2,3,5,0,1,3,2,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,9,9,10,10,9,10,10,10,9,9,10,10,10,10,10,10,10,9,7,10,10,10,10,10,10,6,10,9,9,9,10,9,9,8,8,0.671316040717133,0.471717171717172
10,9,5,6,1,3,6,3,0,4,5,2,2,0,5,0,5,3,6,0,0,5,2,6,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,9,8,7,10,10,10,10,9,10,10,9,10,10,8,9,10,9,10,10,10,10,10,10,8,8,9,9,9,9,10,10,9,10,10,9,10,10,9,10,8,9,0.884348011122402,0.2808080808080809
10,10,6,6,1,5,1,2,3,4,1,2,2,3,3,0,5,2,5,0,4,1,3,5,2,2,2,0,6,3,3,7,3,2,2,2,3,3,5,5,1,2,5,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,9,10,10,10,9,9,10,10,9,10,10,10,9,10,10,10,10,10,10,10,10,9,7,10,10,10,10,10,10,6,10,10,9,9,10,9,9,8,8,0.6803658462236805,0.4606060606060609
10,10,7,6,1,5,1,3,3,5,1,2,2,2,4,0,5,2,6,0,2,3,0,5,2,2,2,1,6,2,3,4,2,2,2,5,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,8,9,8,10,10,10,9,9,10,10,9,10,10,9,9,10,10,10,10,10,10,10,10,9,7,10,10,10,9,10,10,6,10,5,9,9,9,9,10,8,8,0.7378247115846526,0.4020202020202022
10,10,6,6,1,5,1,3,3,4,1,2,2,2,2,1,5,2,5,0,4,3,2,5,2,2,3,3,1,3,3,4,2,2,4,3,2,3,5,0,2,3,2,5,10,10,5,10,10,10,10,10,10,10,10,9,10,10,8,10,10,10,10,10,9,9,10,10,9,10,10,10,9,9,10,10,10,10,10,10,10,9,7,9,10,10,10,10,10,6,10,10,9,9,10,9,1,8,8,0.6614567476927975,0.4818181818181821
10,9,5,6,1,3,6,4,0,4,2,2,5,0,5,7,9,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,9,10,10,8,8,8,10,10,10,9,9,10,10,9,10,10,8,9,10,9,10,10,10,10,10,10,8,9,9,9,9,8,10,8,9,10,10,9,9,10,7,8,8,8,1.0275041423847022,0.19090909090909094
10,10,6,6,1,5,1,2,2,5,1,2,2,3,3,3,4,2,2,1,4,1,3,5,0,3,3,2,2,3,3,4,3,2,2,5,2,4,3,0,2,3,0,5,2,4,3,3,3,3,2,3,4,5,2,6,2,2,7,9,7,9,10,10,9,9,10,10,9,10,10,9,9,10,10,10,10,10,10,10,10,9,8,8,10,10,10,10,10,9,10,9,9,9,10,9,10,7,8,0.5661592206416959,0.621212121212121
10,9,6,6,5,2,2,3,0,4,5,2,2,0,6,0,5,3,6,0,0,2,4,3,2,4,5,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,9,9,10,10,9,8,8,10,10,10,9,9,10,10,9,10,10,8,9,10,10,9,10,10,10,10,10,8,7,9,9,10,9,10,10,9,10,9,9,10,10,9,10,7,8,0.843392400955033,0.3101010101010102
10,9,6,6,1,3,6,3,0,4,2,2,2,0,6,0,5,3,6,3,1,5,5,6,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,9,10,10,9,8,7,10,10,10,9,9,10,10,9,10,10,8,9,10,9,10,10,10,10,10,10,8,8,9,9,9,9,10,10,9,10,10,9,10,10,9,9,7,8,0.9114746790198851,0.2616161616161617
10,10,7,6,1,5,1,2,3,5,1,2,2,4,3,0,5,1,6,0,3,2,0,5,2,2,3,2,4,2,0,4,2,5,4,2,6,2,5,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,9,10,10,10,10,9,10,10,9,10,10,10,9,10,10,10,10,10,10,10,10,9,7,10,9,10,10,10,10,6,10,10,9,9,10,8,10,8,8,0.7074498173133015,0.43232323232323255
10,10,6,6,1,6,1,3,0,4,2,2,2,3,3,0,5,2,6,0,4,4,0,5,2,2,2,2,5,1,3,7,6,2,3,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,9,10,10,8,10,10,10,9,10,10,10,10,10,10,10,10,9,7,10,10,10,9,10,10,6,10,9,9,9,10,9,10,8,8,0.7601579466008682,0.380808080808081
