0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,10-p avg_pollution,10-p utility,10-p inertia,10-p reliability
2,10,7,7,9,5,10,4,4,3,10,4,7,7,6,1,7,1,3,4,5,9,2,8,2,3,5,3,1,9,10,7,0,5,2,7,4,4,1,0,8,8,1,6,4,3,9,5,1,6,0.18707350344845838,0.5717654911761634,0.34693877551020413,0.19799999999999998
2,4,1,7,2,4,9,9,1,1,0,2,3,2,2,7,9,3,9,1,2,8,5,10,3,5,8,7,5,9,5,2,10,4,10,3,9,0,3,1,6,6,0,9,10,6,7,9,10,8,0.19115028163609452,0.5143283872512803,0.30612244897959184,0.4380000000000001
9,3,7,9,9,10,7,9,8,4,1,6,5,10,7,6,10,5,5,9,4,6,3,0,5,0,8,6,4,3,2,9,9,8,0,0,3,2,9,9,8,5,7,5,6,4,0,7,0,2,0.21554462058784868,0.6406734286714486,0.40816326530612257,0.14
2,1,1,9,1,7,9,1,2,3,3,8,0,8,5,4,0,5,1,9,6,10,8,10,4,7,8,9,6,4,10,5,1,5,2,0,6,6,8,10,10,10,9,5,6,4,1,10,1,5,0.21267380553737117,0.5376764412112187,0.326530612244898,0.3980000000000001
10,10,10,8,1,5,7,1,6,9,9,8,6,7,7,8,9,9,0,0,3,7,10,2,1,5,0,7,2,2,8,3,4,9,8,0,10,9,7,5,1,4,9,5,7,8,8,4,2,1,0.2182933344706588,0.6448827303306032,0.3877551020408164,0.18
8,9,2,10,8,0,1,8,3,3,0,5,2,10,8,0,5,7,10,8,0,10,0,5,1,3,7,3,0,5,8,8,9,9,0,1,0,5,6,4,1,2,9,10,5,6,6,3,4,1,0.17855573715653458,0.5314253099286459,0.326530612244898,0.316
10,0,3,6,8,10,3,8,0,0,0,10,8,0,8,1,9,10,3,1,3,6,5,8,8,7,6,8,6,5,4,2,1,4,1,2,0,8,4,0,10,7,10,10,3,3,0,7,7,4,0.18644509167057563,0.5413474205537674,0.326530612244898,0.316
10,1,1,7,8,10,0,8,1,9,8,1,1,5,4,5,1,5,9,4,6,5,9,6,6,7,4,5,8,4,7,7,6,4,6,6,5,2,5,2,10,8,10,8,7,9,8,3,5,8,0.21346303608797348,0.5945226818264965,0.40816326530612257,0.27599999999999997
9,6,10,8,1,10,4,10,10,7,5,4,4,6,1,6,5,6,3,7,1,7,7,5,9,10,3,9,0,6,1,9,9,9,0,0,1,4,9,3,3,0,4,2,9,0,3,10,6,10,0.2027774414941745,0.6244246032077662,0.26530612244897955,0.16
9,7,9,6,3,9,6,7,3,3,5,5,4,4,4,4,3,7,10,7,5,5,1,1,4,8,5,7,2,2,6,7,1,7,8,7,1,7,6,5,5,4,10,10,10,4,3,2,2,1,0.19877514749186012,0.5864958325089922,0.5306122448979594,0.19999999999999998
8,9,2,7,8,6,7,2,2,4,8,5,5,10,8,0,5,0,10,8,0,6,7,5,5,3,4,4,7,2,6,7,9,9,1,0,8,5,6,4,1,1,1,10,1,7,6,3,3,1,0.18741379935832816,0.5658811932021593,0.40816326530612257,0.23799999999999996
1,5,6,6,2,5,9,0,1,1,6,5,2,2,5,5,5,3,6,3,2,0,1,10,2,3,4,9,2,9,5,9,10,1,9,4,1,0,7,0,2,6,4,9,9,6,7,9,10,8,0.16995863903561773,0.47387213780299076,0.3877551020408164,0.5140000000000001
9,9,6,3,4,3,2,7,3,3,2,1,3,3,4,8,6,6,10,6,1,3,5,10,6,3,0,3,1,5,8,8,8,9,0,6,0,10,10,7,9,5,1,6,6,5,7,10,5,10,0.19645407501443915,0.5514534401895135,0.40816326530612257,0.37800000000000006
10,9,6,7,9,6,5,6,10,8,7,1,6,3,8,7,0,5,5,2,7,7,5,5,5,1,10,2,1,6,9,4,4,6,8,6,3,9,9,3,5,9,5,9,5,7,3,8,10,1,0.21993775801541338,0.6523332778779801,0.30612244897959184,0.16
9,5,5,1,4,4,10,8,1,7,5,6,0,2,1,2,7,6,6,3,3,9,7,7,7,8,0,8,6,6,8,2,6,5,9,5,7,6,6,1,7,9,10,3,6,5,9,8,7,5,0.20669989338881775,0.5777779022213471,0.4285714285714287,0.316
9,10,10,2,9,9,5,6,4,7,9,10,1,3,0,1,3,0,3,1,5,10,2,9,2,5,2,3,8,6,4,7,3,4,1,6,4,4,2,3,3,6,0,7,4,7,1,5,6,8,0.17903204476743861,0.5583888269422824,0.3877551020408164,0.158
9,7,2,5,7,3,1,7,1,1,2,5,0,3,7,0,6,0,7,0,0,6,0,4,7,5,7,4,7,6,5,2,8,8,2,0,5,9,9,6,5,2,9,6,4,8,2,2,9,1,0.16522006016542212,0.4634062712757359,0.24489795918367344,0.5940000000000002
9,7,10,0,10,4,2,2,0,1,8,8,6,0,8,3,0,10,7,5,10,5,5,4,3,5,10,5,2,7,10,6,4,6,9,5,3,9,9,1,2,7,4,1,6,6,2,4,4,10,0.19793554888511844,0.5747969194900411,0.26530612244897955,0.334
3,4,5,7,8,9,9,5,4,5,3,3,7,8,8,7,3,6,4,6,5,10,2,7,6,7,5,4,6,1,0,7,7,0,1,6,4,1,1,0,1,2,2,5,1,1,5,2,6,5,0.1738537117016105,0.5367657973482723,0.5918367346938779,0.19999999999999998
4,7,1,10,7,0,4,7,1,3,2,5,0,0,6,8,4,7,7,2,1,7,0,4,6,4,7,4,8,10,5,2,8,7,2,6,6,9,9,7,2,2,9,5,7,9,5,10,9,4,0.19390344319835523,0.5246023083747083,0.2857142857142857,0.4160000000000001
10,5,3,4,3,1,0,9,6,0,4,10,8,5,6,5,6,7,5,0,6,10,4,2,6,6,6,7,7,6,1,4,7,8,0,1,2,8,6,5,5,2,9,5,6,8,6,2,3,2,0.18711152993182578,0.5394456455880875,0.4285714285714287,0.318
10,6,6,2,3,0,9,0,0,8,10,2,10,2,5,5,0,1,9,3,7,9,4,2,1,10,1,7,5,4,8,9,1,4,6,8,2,9,6,1,2,2,5,1,7,6,9,2,4,8,0.17682454087906094,0.5229870105161226,0.26530612244897955,0.336
10,2,6,1,4,7,3,5,3,1,2,1,9,6,3,6,7,5,6,2,5,2,1,6,4,7,6,4,6,6,6,7,6,7,7,8,7,9,10,4,6,1,6,2,1,7,2,2,7,7,0.18944790186516774,0.5229038593717865,0.48979591836734715,0.3960000000000001
8,1,7,5,8,7,7,6,3,4,7,5,10,0,7,9,8,2,4,4,10,8,6,5,7,1,1,3,1,0,5,4,5,8,1,5,5,9,5,6,6,3,8,3,6,9,10,3,2,6,0.1983090902561384,0.5832612946656504,0.3877551020408164,0.23799999999999996
9,5,2,9,5,5,9,6,7,7,7,0,6,7,6,4,9,6,8,5,8,6,10,6,2,5,3,7,6,10,10,0,4,1,8,0,3,8,7,4,9,5,8,10,7,6,10,5,2,6,0.2284392278293649,0.6521750766219871,0.22448979591836732,0.19999999999999998
10,10,9,8,1,5,4,6,9,8,8,8,6,0,7,7,9,10,2,5,7,7,10,5,5,1,5,0,2,5,8,4,4,6,8,0,5,9,9,3,1,7,10,10,7,8,5,4,3,1,0.22551656671323936,0.663708021778061,0.44897959183673486,0.18
6,7,9,9,9,1,7,0,4,8,6,3,4,5,4,7,3,3,5,4,5,5,6,5,5,3,10,4,7,2,9,7,1,6,6,8,8,1,4,4,2,8,5,4,0,4,5,7,2,2,0.18901358692487344,0.5658946204702132,0.4285714285714287,0.21799999999999997
10,2,5,6,7,7,2,7,3,2,5,1,9,6,0,6,0,5,9,4,5,3,1,4,4,6,6,3,1,5,6,4,6,7,0,7,4,10,5,7,1,5,5,5,1,6,5,2,6,7,0.16918275983861483,0.5119033459651277,0.3673469387755103,0.296
7,6,6,5,5,1,1,1,7,3,5,6,0,1,7,6,1,7,4,5,5,2,1,4,7,10,9,9,6,4,6,7,8,4,6,1,10,5,1,0,3,1,3,0,8,5,9,8,3,3,0.17677420801375615,0.4986406841390898,0.48979591836734715,0.4540000000000001
9,2,10,6,6,2,7,7,3,6,5,6,5,5,1,3,7,6,5,6,6,4,8,0,7,3,3,9,5,9,6,4,10,1,8,10,6,5,0,1,5,7,5,4,6,4,8,2,1,6,0.19572796598993872,0.5788865653804898,0.40816326530612257,0.23799999999999996
