0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p upstream_flooding,10-p water_demand
5,4,5,7,7,6,9,6,5,6,5,4,5,6,5,6,5,6,6,5,4,7,5,7,6,6,5,4,5,4,4,5,6,7,10,7,4,5,5,6,9,7,5,6,5,6,6,5,7,5,6,3,6,4,6,5,6,9,7,6,5,7,6,5,6,7,4,4,6,6,5,4,4,7,6,5,4,7,6,7,4,9,6,5,6,5,4,6,6,6,5,7,6,7,5,7,4,9,7,8,-5.340268898920796,-10.484595491612893
10,7,9,6,7,5,9,9,4,6,6,5,5,6,6,7,4,6,5,5,5,7,5,7,6,6,6,5,5,4,7,7,4,7,5,7,4,5,5,4,9,7,6,6,5,6,6,5,7,5,10,4,6,4,5,5,5,9,9,4,5,6,6,5,6,9,4,4,9,6,10,5,4,7,6,7,6,8,4,5,6,9,6,6,5,5,4,6,7,6,6,7,6,4,5,7,7,5,7,7,-3.0059614700593267,-10.544430654681436
5,7,6,7,7,5,6,6,5,6,5,4,5,6,5,6,5,6,6,5,4,7,5,6,5,6,5,4,5,4,4,5,6,7,10,7,4,5,5,6,9,7,5,6,5,6,6,5,7,6,6,3,6,4,6,6,5,9,7,6,5,7,6,5,6,6,4,5,6,6,5,5,4,7,6,5,5,7,6,7,4,9,6,6,6,5,5,6,6,6,6,7,6,7,5,6,5,9,7,8,-3.8218534855600157,-10.504604316128574
10,9,10,8,7,5,9,9,7,6,9,5,5,7,5,7,4,6,5,5,5,8,6,6,9,5,6,5,6,5,7,5,6,7,10,9,9,6,5,4,6,7,7,5,4,6,6,4,7,5,8,4,6,7,5,6,6,6,6,5,5,7,6,5,6,9,5,6,6,6,4,5,5,7,6,7,5,7,6,5,5,7,6,6,6,10,5,6,7,6,5,7,9,4,5,6,6,9,7,7,-2.056298677831452,-10.930770091999628
10,9,10,8,7,5,9,9,7,6,9,6,6,7,5,6,4,6,5,5,5,7,9,6,9,5,6,5,6,5,7,6,6,7,10,9,5,6,5,4,6,7,7,5,4,6,6,5,6,5,7,4,6,7,5,6,6,6,6,5,5,7,6,5,5,9,4,6,6,6,5,6,4,7,6,7,4,7,5,6,5,6,6,7,6,10,5,7,7,6,5,7,9,6,5,6,6,9,7,7,-2.060092736364974,-10.901501429144014
10,9,10,8,7,5,9,9,7,6,10,5,5,7,5,7,4,6,5,5,5,8,6,6,9,5,7,5,6,5,7,5,6,7,10,9,9,6,5,4,6,7,7,5,4,6,6,4,7,5,8,4,6,7,5,6,6,6,6,5,5,6,6,5,6,9,5,6,6,6,4,5,5,4,6,7,5,7,6,5,5,7,6,6,6,10,5,6,7,6,5,7,9,4,5,6,6,9,7,7,-2.5723819211483905,-10.596971004861047
10,9,10,8,7,5,9,9,7,6,9,6,5,7,5,6,4,6,5,5,5,8,6,6,9,5,6,5,6,5,7,5,6,7,10,9,5,6,5,4,6,7,7,5,4,6,6,5,7,5,8,4,6,7,5,6,6,6,6,5,5,7,6,5,5,9,5,6,6,6,5,5,5,7,6,7,5,7,5,6,5,7,6,7,6,10,5,7,7,6,5,7,9,7,5,6,6,9,7,7,-1.8577308609289005,-11.303853088911703
10,9,10,8,7,5,9,9,7,6,10,5,5,7,5,7,4,6,5,5,5,8,6,6,9,5,6,5,6,5,7,5,6,7,10,9,9,6,5,4,6,7,7,5,4,6,6,4,7,5,8,4,6,7,5,6,6,6,6,5,5,6,6,5,6,9,5,6,6,6,4,5,5,7,6,7,5,7,6,6,5,7,6,6,6,10,5,6,7,6,5,7,9,4,5,6,6,9,7,7,-2.1558967917703287,-10.688738573461555
5,6,5,7,7,5,6,9,7,6,10,5,5,6,5,6,4,6,5,5,5,8,5,6,9,6,6,4,6,5,4,5,6,7,10,6,5,6,5,6,6,7,6,6,5,6,6,5,7,5,9,4,6,4,5,6,6,6,7,5,5,7,6,5,6,6,4,6,6,6,5,5,5,7,6,6,5,7,6,7,4,7,6,6,6,5,5,6,6,6,5,7,6,4,5,6,6,9,7,7,-4.624963539415047,-10.49633607035846
10,9,10,8,7,5,9,9,7,6,10,5,5,7,5,7,4,6,5,5,5,8,6,6,9,5,6,5,6,5,7,5,6,7,10,9,9,6,5,4,6,7,7,5,4,7,6,4,7,5,8,4,6,7,5,6,6,6,6,5,5,6,6,5,6,9,5,6,6,6,4,5,5,7,6,7,5,7,6,6,5,7,6,6,6,10,5,6,7,6,5,7,9,4,5,6,6,9,7,7,-1.9290447906533625,-11.077560236658714
