0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p upstream_flooding,10-p water_demand
7,6,7,7,6,7,7,4,4,5,7,3,10,6,5,4,8,6,5,4,6,4,5,6,6,5,5,5,5,5,5,5,5,5,4,7,7,7,5,6,6,5,5,5,4,6,6,4,5,6,5,5,7,10,4,6,5,9,10,5,6,7,7,6,6,8,6,6,6,9,6,6,5,7,9,6,4,5,5,7,5,6,5,7,4,5,5,7,7,5,5,6,4,6,7,7,4,4,4,6,-4.3158194872036795,-10.517646852738554
10,10,8,7,7,6,6,7,4,6,7,5,9,5,7,5,7,6,5,7,6,5,5,7,6,5,5,5,5,6,5,5,5,6,6,6,7,5,10,6,5,7,5,5,7,7,6,10,6,9,5,5,6,10,5,6,6,7,10,6,6,7,7,6,7,7,5,7,8,6,6,10,6,7,9,6,5,6,6,7,5,9,5,7,5,5,6,4,7,7,6,6,7,6,7,7,7,4,6,7,-2.2510923952148447,-10.577635805922062
9,5,7,7,7,6,6,7,4,6,5,5,9,6,7,5,7,6,5,7,6,4,5,6,6,5,5,5,4,6,5,5,5,6,6,6,7,5,5,6,5,7,5,10,6,6,5,5,6,10,5,5,6,10,4,6,6,6,10,6,5,8,7,6,7,7,5,7,7,6,6,10,6,6,9,6,4,6,6,7,5,9,5,7,5,5,6,4,7,4,6,6,7,6,7,7,7,5,5,7,-3.903647213928315,-10.544423629557455
10,10,8,7,7,6,6,7,4,6,7,5,9,5,7,5,7,6,5,7,6,5,5,7,6,5,5,5,5,6,5,5,5,6,6,6,7,5,10,6,5,7,5,5,7,7,6,10,6,9,5,5,6,10,5,6,6,7,10,6,6,7,7,6,7,7,5,7,8,6,6,10,6,7,9,9,5,6,6,7,5,9,5,7,5,5,6,4,7,7,6,6,7,6,7,7,7,4,6,7,-1.843252852933511,-10.9030335527367
6,6,7,7,4,6,6,7,4,6,4,5,9,5,7,5,6,6,5,7,5,5,5,7,1,5,5,5,5,6,5,5,6,6,6,6,7,4,10,6,6,7,5,10,7,7,6,10,5,9,5,5,6,10,5,6,6,4,10,6,5,7,7,6,7,7,5,7,7,6,6,10,6,7,9,5,5,6,6,7,5,5,5,4,4,6,5,4,6,7,6,6,7,6,7,7,5,5,7,7,-4.690001913174765,-10.258221487183597
10,10,8,7,7,6,6,7,4,6,7,5,9,5,7,5,7,6,5,7,6,5,5,7,6,5,5,5,5,6,5,5,5,6,6,6,7,5,10,6,5,7,5,5,7,7,6,10,6,9,5,5,6,10,5,6,6,7,10,6,6,7,7,6,7,7,5,7,8,6,6,10,6,7,9,6,5,6,6,7,5,9,5,7,5,5,6,4,7,7,6,6,7,6,7,7,7,4,6,7,-2.042888734128204,-10.681343835788347
10,10,8,7,7,6,6,7,4,6,7,5,9,5,7,5,7,6,5,7,6,5,5,7,6,5,5,5,5,6,5,5,5,6,6,6,7,5,10,6,5,7,5,5,7,7,6,10,6,9,5,5,6,10,5,6,6,7,10,6,6,7,7,6,7,7,5,7,8,6,5,10,6,7,9,6,5,6,6,7,5,9,5,8,5,5,6,4,7,7,6,6,7,6,7,7,7,4,6,7,-2.05624395811102,-10.632504923203621
10,10,8,7,7,6,6,7,4,6,7,5,9,5,7,5,7,6,5,7,6,5,10,7,6,5,5,5,5,6,5,5,5,6,6,6,7,4,10,6,5,7,5,5,7,7,6,10,6,9,5,5,6,10,5,6,6,7,10,6,6,7,6,6,7,7,5,7,8,6,6,10,6,7,9,6,5,6,6,7,5,9,5,7,5,5,5,4,7,7,6,5,7,6,7,7,7,4,6,7,-2.0025631057322735,-10.743287779474432
10,10,8,7,7,6,6,7,4,6,7,5,9,5,7,5,7,6,5,7,6,5,5,7,6,5,5,5,5,6,5,5,5,6,6,6,7,5,10,6,5,7,5,5,7,7,6,10,6,9,5,5,6,10,5,6,6,7,10,6,6,4,7,6,7,7,5,7,8,6,6,10,6,7,9,6,5,6,6,7,5,9,5,7,5,5,6,4,7,7,6,6,7,6,7,7,7,4,6,7,-1.9813967609124903,-10.860872459194713
10,10,8,7,7,6,6,7,4,6,7,5,9,5,7,5,7,6,5,7,6,5,5,7,6,5,5,5,5,6,5,5,5,6,6,6,7,5,10,6,5,7,5,5,7,7,6,10,6,9,5,10,6,10,5,6,6,7,10,6,6,7,7,6,7,7,5,7,8,6,6,10,6,7,9,6,5,6,6,7,5,9,5,7,5,5,6,4,7,7,6,6,7,6,7,7,7,4,6,7,-1.8705317639458285,-10.893105840716029
