0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p upstream_flooding,10-p water_demand
5,5,7,5,5,5,5,5,6,5,7,5,6,7,5,4,5,5,5,5,9,6,7,5,5,6,4,6,3,9,5,6,5,8,6,7,6,6,5,10,4,5,6,5,5,5,5,5,6,4,6,6,5,7,4,5,10,7,4,6,5,4,10,7,6,5,9,8,5,4,7,5,5,4,6,6,5,5,5,9,6,5,7,5,5,5,5,4,9,7,6,4,9,7,9,7,5,7,5,6,-5.780673485277196,-10.27644575463171
10,10,7,6,6,6,5,5,5,6,7,5,6,6,5,7,6,5,5,5,6,6,7,5,5,7,8,7,7,9,5,4,6,6,5,4,5,9,10,10,5,6,6,6,5,6,5,5,6,5,5,6,5,5,4,6,9,7,5,5,5,7,6,7,6,7,6,10,5,6,7,6,6,4,5,9,5,5,5,9,6,5,9,10,5,5,6,4,8,6,5,4,8,7,7,6,7,7,5,6,-1.8634072705582805,-11.353245389096974
5,5,4,6,5,5,5,5,5,6,7,6,6,6,5,4,2,4,5,5,6,6,7,6,5,7,7,6,5,5,4,7,4,4,5,7,4,9,6,10,4,5,6,6,6,5,4,6,6,6,6,6,4,5,4,7,5,7,5,5,7,8,7,7,6,7,9,9,5,4,7,5,5,4,6,7,5,5,4,6,5,6,7,7,6,4,6,5,7,6,6,4,5,4,6,4,4,9,4,6,-7.582409360375054,-10.14648961422866
10,10,7,5,6,5,5,5,5,6,8,5,6,9,4,6,5,5,5,5,10,6,7,5,5,7,6,7,4,6,5,4,6,7,5,7,5,9,6,10,5,6,6,5,5,5,5,6,6,4,5,6,5,7,5,6,10,7,5,5,5,5,7,7,6,6,9,5,5,7,7,6,6,5,5,6,5,5,5,5,7,5,10,5,5,5,5,5,6,7,7,5,6,7,6,6,5,4,5,6,-1.9071322521665646,-10.972121797506906
5,5,7,5,5,6,5,5,5,6,7,5,6,7,4,4,5,5,5,5,9,6,6,6,6,5,7,6,4,9,5,7,5,4,6,7,6,6,10,10,5,6,6,5,5,10,5,5,6,5,9,6,5,5,4,5,10,7,4,6,5,5,10,7,6,5,9,10,5,7,7,6,5,5,6,9,5,5,5,9,6,5,7,10,4,5,6,5,6,7,4,5,10,7,7,6,5,7,4,6,-6.0672151105493315,-10.253621980135508
5,5,7,6,6,5,5,6,5,6,7,7,6,9,5,4,5,5,5,5,6,6,7,5,6,7,7,7,4,10,4,4,5,7,5,7,5,9,6,10,4,5,5,6,5,5,5,6,6,6,5,9,5,5,4,7,5,7,5,5,5,10,7,7,6,7,9,10,5,7,7,6,6,7,5,7,5,5,5,6,5,6,6,7,7,5,6,5,6,6,6,5,8,7,6,6,4,7,4,6,-4.753311188229112,-10.313770907455948
5,5,7,5,5,5,5,5,5,6,7,7,6,8,5,4,5,5,5,5,9,6,7,5,6,6,7,7,4,9,4,7,5,7,6,7,7,6,5,10,4,5,6,6,5,5,4,5,6,5,5,6,5,6,4,4,10,7,4,6,6,10,5,7,6,6,9,9,5,7,7,5,5,7,6,6,5,5,5,6,6,5,8,4,7,5,5,4,6,6,6,4,8,4,6,6,4,7,4,6,-5.573712679646431,-10.295859814835106
10,10,7,5,6,5,5,5,5,6,7,7,6,6,5,6,5,5,5,5,9,6,7,5,6,7,7,6,5,9,5,4,6,6,5,7,5,9,8,10,5,6,5,6,5,6,5,5,6,5,6,6,6,6,4,6,10,7,4,5,5,5,6,7,6,6,9,6,5,5,7,5,6,4,5,6,6,4,5,9,6,5,9,5,6,5,5,5,7,6,6,5,8,7,7,6,5,7,5,6,-2.048609154915789,-10.940136428126657
10,10,7,5,6,5,5,5,5,6,8,6,6,9,5,7,5,5,5,5,5,6,7,5,6,7,6,6,4,6,5,4,6,7,5,7,5,9,9,10,5,6,6,5,5,6,5,5,6,5,5,6,5,6,4,6,9,7,5,5,5,5,6,7,6,6,9,5,5,6,7,6,6,5,5,9,5,5,5,10,7,5,9,5,6,5,5,4,9,7,7,4,8,7,7,6,4,7,5,6,-2.3979355664373028,-10.554321974340258
10,10,7,5,7,6,5,5,5,6,7,9,6,6,5,6,5,5,10,5,6,6,7,5,6,7,7,7,7,6,5,4,6,6,6,7,5,9,9,10,5,6,6,6,5,5,5,5,6,5,5,6,5,6,4,6,9,7,5,5,6,10,5,7,6,6,6,6,5,6,7,5,6,4,5,9,6,5,5,9,6,5,9,10,6,5,5,5,9,6,7,5,9,7,7,6,5,7,5,6,-2.079658565092392,-10.717687293933475
10,10,7,6,6,6,5,5,5,6,8,6,6,6,5,7,5,5,5,5,6,6,7,5,6,7,7,6,4,6,5,4,6,6,6,7,5,9,9,10,4,6,6,6,5,7,5,5,5,7,5,7,5,6,4,6,10,7,5,5,5,5,6,7,6,6,9,10,5,6,6,6,6,7,5,9,6,5,5,9,6,5,9,10,5,5,5,4,9,7,6,4,9,7,7,6,5,8,5,6,-1.832187175790811,-11.417497056180242
10,5,7,6,6,5,5,5,5,6,7,5,6,8,4,5,5,5,5,4,6,6,7,5,6,9,7,7,4,10,5,4,6,7,5,7,5,9,9,5,5,6,5,5,5,5,4,6,6,7,5,6,5,7,4,6,10,7,4,6,5,4,6,7,6,6,9,9,5,7,7,5,6,4,5,9,5,5,5,9,7,5,7,10,5,4,5,4,7,7,6,5,7,7,7,6,7,9,5,6,-3.508684384840124,-10.51401107675609
5,7,7,6,5,5,5,5,5,6,7,5,5,8,4,6,5,5,5,5,9,6,7,5,6,9,6,6,3,9,5,5,5,4,5,7,5,6,9,5,5,7,7,5,5,5,4,6,6,7,6,6,5,7,4,6,5,7,4,6,5,4,6,7,6,6,9,9,5,4,7,4,5,4,6,9,5,5,5,9,6,6,7,5,5,5,6,4,6,7,6,5,6,8,6,6,7,6,5,6,-3.6976626665578363,-10.379880770736245
10,10,7,5,6,6,5,5,5,6,8,6,6,6,5,7,5,5,5,5,6,6,7,5,6,7,7,6,4,6,5,4,6,7,6,7,5,9,9,10,4,6,6,5,5,6,5,5,6,4,5,6,5,6,4,6,9,7,5,5,5,5,6,7,6,6,8,10,5,6,6,6,6,7,5,9,5,5,5,10,6,5,9,5,6,5,5,4,9,7,6,4,9,7,7,6,4,7,5,6,-2.303365840176922,-10.670470826688817
5,4,7,6,5,5,5,5,5,6,7,5,5,7,4,7,5,5,5,5,6,6,7,5,6,5,6,7,4,9,5,4,5,4,5,7,5,6,9,5,10,7,7,6,5,5,5,6,6,7,5,6,5,4,4,5,10,7,5,5,5,5,10,7,6,6,9,9,5,7,7,4,6,4,6,9,5,5,5,9,9,6,7,10,5,5,6,5,6,7,4,5,6,7,6,6,6,7,5,6,-5.1597209138325795,-10.307826089649136
5,5,7,5,6,6,5,5,5,6,7,6,6,6,5,7,5,5,5,5,6,6,7,5,6,7,7,6,4,9,5,4,6,7,5,7,5,9,9,10,4,6,6,6,5,6,5,10,6,5,5,6,5,6,4,5,10,7,5,5,5,5,5,7,6,6,9,10,5,6,7,6,6,4,5,9,5,5,5,10,9,5,7,5,6,5,5,5,9,7,6,5,5,7,7,6,4,7,5,6,-4.388945338182738,-10.348688488444543
