0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p upstream_flooding,10-p water_demand
6,10,7,5,9,6,5,5,5,6,6,5,5,4,6,7,4,5,5,6,6,5,7,4,6,6,7,6,6,7,9,5,5,6,7,5,5,5,7,4,6,6,4,6,4,6,5,5,6,5,6,5,5,9,7,6,5,6,7,6,5,6,6,7,5,6,6,6,4,8,6,10,6,4,7,6,7,7,9,5,4,6,6,7,4,9,6,6,5,5,7,6,5,6,4,6,4,6,5,5,-3.092774686646395,-10.52676068483671
5,10,9,5,6,6,5,6,9,6,8,5,6,4,6,7,5,5,5,6,7,5,7,6,6,6,7,6,9,6,9,5,5,7,5,7,5,5,5,8,6,6,4,5,4,9,5,7,4,5,6,6,6,9,5,7,5,5,7,5,6,6,4,7,5,6,7,6,5,8,6,5,10,5,6,4,6,4,8,4,5,6,6,6,4,9,6,7,5,5,7,6,6,7,7,7,5,6,6,5,-2.863228431099741,-10.567217422851908
10,10,9,10,6,6,5,6,9,6,9,5,6,7,6,6,5,6,5,6,7,7,7,6,6,6,7,6,9,6,9,5,5,6,6,7,5,5,5,7,6,6,5,6,4,8,10,7,7,10,9,6,6,9,5,7,5,6,7,5,6,6,6,7,5,6,6,9,6,8,9,5,10,5,7,7,6,7,8,5,5,6,9,6,5,6,6,7,5,5,7,7,6,6,7,7,5,6,5,5,-1.7273470938856212,-11.278661114952348
10,10,9,10,6,6,5,6,9,6,9,5,6,5,5,6,5,6,5,6,7,7,7,6,6,6,7,5,9,6,10,5,5,6,6,7,5,5,5,7,7,6,5,6,4,8,5,7,7,5,10,6,6,9,5,7,5,6,7,5,6,6,7,7,5,6,6,6,5,7,6,5,10,5,7,7,6,7,8,4,5,6,9,6,5,6,9,7,5,5,7,7,6,6,7,8,5,6,5,5,-1.787912326353633,-11.01473691468137
10,10,9,10,6,6,5,6,9,6,9,5,6,4,6,6,5,6,5,6,7,7,7,6,6,6,7,6,9,6,9,5,5,6,6,7,5,5,5,7,6,6,5,6,4,8,5,7,7,5,9,6,6,9,5,7,5,6,7,5,6,6,7,7,5,6,6,9,6,8,9,5,10,5,7,7,6,7,8,10,5,6,9,6,5,6,6,7,5,5,7,7,6,6,7,7,5,6,5,5,-1.7148479252217597,-11.559002744445785
10,10,9,10,6,6,5,6,9,6,9,5,6,4,6,6,5,6,5,6,7,7,7,6,6,6,7,6,9,6,9,5,5,6,6,7,5,5,5,7,7,5,5,6,4,8,5,7,7,5,9,6,6,9,5,7,5,6,7,5,6,6,7,7,5,6,6,9,6,8,9,5,10,5,7,7,6,7,8,5,5,6,9,6,5,6,6,7,5,5,7,7,6,6,7,8,5,6,5,5,-2.056381781939108,-10.584181601495823
10,10,9,10,6,6,5,6,9,6,9,5,6,5,6,6,5,7,5,6,6,7,7,6,6,6,6,6,9,6,10,5,5,6,6,7,5,5,5,7,7,6,5,6,4,8,5,6,7,5,9,6,6,9,5,7,5,5,7,5,6,6,7,7,5,5,6,6,5,7,6,5,10,5,7,7,6,7,8,5,5,6,9,6,5,6,6,7,5,5,7,7,6,6,7,7,5,6,5,5,-1.8380946243090377,-10.78978838025971
5,5,9,5,6,6,5,6,9,6,9,10,6,4,6,6,5,5,5,6,7,7,6,6,6,6,7,6,6,6,10,5,5,6,5,4,5,5,4,8,6,6,4,5,4,9,5,5,4,5,10,6,6,9,5,6,5,5,7,5,6,6,6,6,5,6,6,9,5,7,5,5,5,5,7,7,6,7,8,4,6,9,9,6,5,6,6,4,5,5,7,6,5,7,7,7,10,6,6,5,-3.8667128561034376,-10.480429765430051
10,10,9,10,6,6,5,6,9,6,9,5,6,5,6,6,5,6,5,6,7,7,7,6,6,6,7,6,9,6,9,5,5,6,6,7,5,5,5,7,7,6,5,6,4,8,5,7,7,5,10,6,6,9,5,7,5,6,7,5,6,6,7,7,5,6,6,9,5,8,6,5,10,5,7,7,6,7,8,5,5,6,9,6,5,6,9,7,5,5,7,7,6,6,7,8,5,5,5,5,-1.9352266464694163,-10.623937374924672
6,5,6,5,6,6,5,6,5,6,6,10,10,5,6,7,5,5,10,5,7,6,7,4,6,6,7,6,6,7,9,5,5,6,7,7,5,5,6,4,6,6,4,5,4,6,5,5,6,5,5,5,6,9,7,7,5,6,7,6,5,6,6,7,5,6,6,9,4,8,6,4,6,4,7,6,6,7,10,5,4,6,6,7,4,9,6,4,5,5,7,6,6,6,7,4,5,6,5,5,-4.728092534496382,-10.279146923081516
