0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p upstream_flooding,10-p water_demand
7,7,9,6,7,5,9,7,6,5,6,5,6,6,5,7,5,4,6,6,7,10,5,7,5,6,4,6,7,6,4,5,6,6,5,6,4,6,4,5,6,5,9,5,4,7,5,4,6,5,4,5,4,5,5,4,5,4,5,5,6,7,6,6,5,6,5,5,5,5,9,7,5,5,6,7,4,4,5,5,6,6,4,5,5,6,5,7,5,4,5,7,5,5,5,5,6,6,5,5,-3.5630753985832126,-10.247696373227306
5,8,9,5,7,5,6,4,7,5,6,5,6,6,5,7,5,4,6,6,7,10,5,6,5,9,4,6,6,7,4,5,6,6,5,6,6,6,4,5,6,5,8,5,5,7,10,4,6,5,7,5,7,5,6,5,10,4,5,5,6,5,5,6,5,6,5,5,5,9,9,7,10,5,6,7,4,4,5,4,6,9,4,5,5,10,5,6,5,4,5,8,5,5,5,5,6,9,5,5,-3.3264906402274295,-10.474199028966423
7,7,9,6,7,5,9,7,6,5,6,5,6,6,5,7,5,4,6,6,7,10,5,7,5,6,4,6,7,6,4,5,6,6,5,6,4,6,4,5,6,5,9,5,4,7,5,4,6,5,4,5,4,5,5,4,5,4,5,5,6,7,6,6,5,6,5,5,5,5,9,7,5,5,6,7,4,4,5,5,6,6,4,5,5,6,5,7,6,4,5,7,5,5,5,5,6,6,5,5,-3.3483542013939274,-10.46436230934192
10,8,9,5,7,5,5,4,7,6,6,6,5,6,5,7,6,7,6,9,7,10,6,6,6,9,4,6,6,7,5,5,6,8,5,6,5,5,6,6,6,6,9,5,5,7,10,5,6,5,6,10,7,4,7,5,9,5,5,5,6,10,5,6,5,6,5,5,5,9,6,7,10,5,7,7,6,6,5,8,6,9,6,5,6,10,5,6,6,7,4,9,5,5,5,5,7,6,6,6,-2.1412732764167597,-10.924978927565036
10,8,9,5,7,5,6,4,7,6,6,6,6,6,5,7,5,7,6,9,6,10,6,6,6,10,4,6,6,7,5,5,6,8,5,6,6,6,6,5,5,6,9,5,5,7,10,4,6,5,6,5,7,4,7,5,9,5,5,5,6,5,5,6,5,6,5,5,5,9,6,5,10,5,7,7,6,6,5,8,6,9,6,5,6,10,5,6,6,6,4,6,5,5,5,5,7,6,5,6,-2.069461709998617,-11.014818916042195
7,7,9,6,7,5,9,7,6,5,6,5,6,6,5,7,5,4,6,6,7,10,5,7,5,6,4,6,7,6,4,5,6,6,5,6,4,6,4,5,6,5,9,5,4,7,5,4,6,5,4,5,4,5,5,4,5,4,5,5,6,7,6,6,5,6,5,5,5,5,9,7,5,5,6,7,4,4,5,5,6,6,4,5,5,6,5,7,5,4,5,7,5,5,5,5,6,6,5,5,-3.4614424603810847,-10.378991925192885
6,8,9,5,7,5,6,4,7,5,6,6,5,6,5,7,5,7,6,9,7,10,5,7,6,6,4,6,6,6,4,5,6,7,5,6,4,6,7,6,6,6,9,5,5,7,5,4,6,5,6,10,7,4,4,5,5,4,5,5,6,5,6,6,5,6,5,5,5,10,6,7,5,5,7,7,4,7,5,9,6,6,4,5,6,5,5,6,6,7,5,9,5,5,5,5,6,6,6,6,-3.040758942508405,-10.48771806850908
10,8,9,5,7,5,5,4,7,6,7,6,5,6,5,7,6,7,6,9,7,10,6,6,6,10,4,6,6,7,5,5,6,9,5,6,6,5,5,5,6,6,9,5,5,7,10,5,6,5,6,10,7,4,7,5,9,5,5,5,6,10,4,6,5,6,5,4,5,9,6,7,10,5,7,7,6,6,5,9,6,9,6,5,6,5,5,6,5,7,4,9,5,5,5,5,7,6,5,6,-2.2311548642487007,-10.763334890616932
9,8,9,6,7,5,6,4,7,6,6,6,6,6,5,7,5,7,6,9,7,10,6,6,6,9,4,6,6,6,5,5,6,8,5,6,5,6,7,6,6,6,9,5,5,7,5,5,6,5,6,10,7,4,4,5,6,4,5,5,6,5,7,6,5,6,5,5,5,10,6,7,10,5,7,7,4,6,5,9,6,9,4,5,6,5,5,5,5,7,5,9,5,5,5,5,6,6,5,6,-3.0147300220983007,-10.519239083845628
10,8,9,5,7,5,5,4,7,5,6,6,6,6,5,7,6,7,6,9,7,10,6,6,6,6,4,6,6,7,4,5,6,7,5,6,7,6,7,6,6,6,9,5,5,7,5,4,6,5,6,10,7,4,7,5,5,5,5,5,6,5,5,6,10,6,5,5,5,9,6,7,10,5,7,7,7,7,5,9,6,9,7,5,6,5,5,6,5,6,4,6,5,5,5,5,6,6,5,6,-2.150337820687679,-10.805071443590181
