0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p upstream_flooding,10-p water_demand
5,9,6,5,4,6,6,6,6,6,6,5,5,5,7,6,4,5,9,7,5,5,6,4,9,5,5,7,6,5,7,6,6,6,5,5,6,5,5,7,6,5,7,9,5,5,6,6,5,6,6,7,6,4,5,6,7,6,6,4,7,6,6,5,5,5,7,4,6,5,5,6,4,7,4,6,7,5,5,5,6,4,5,5,10,6,4,6,6,6,7,6,7,5,6,6,5,6,9,7,-3.223781543471278,-10.52441826937966
10,10,9,5,7,5,5,6,6,6,6,5,5,5,7,7,4,6,6,6,5,5,6,4,6,5,6,7,6,5,6,6,6,9,5,5,6,5,5,7,6,5,7,9,5,5,7,6,5,6,5,4,6,4,5,7,9,7,6,4,7,6,6,5,5,5,7,4,6,5,7,6,4,7,4,7,7,5,5,5,6,4,5,5,10,6,10,6,6,6,7,6,5,5,6,6,9,6,9,7,-1.9754325533594663,-10.875469693544284
10,10,9,5,7,5,5,6,6,6,6,5,5,5,7,7,4,6,6,6,5,5,6,5,6,5,6,7,6,5,6,6,6,9,5,5,6,5,5,7,6,5,7,9,5,5,7,6,5,6,5,4,6,4,5,7,9,7,6,4,7,6,6,5,5,5,7,4,6,5,6,6,4,7,4,6,7,5,5,5,6,4,5,5,10,6,10,6,6,6,7,6,5,5,6,6,9,6,9,7,-1.851125339356977,-11.09455862424478
5,10,9,5,7,5,5,6,6,6,6,5,5,5,7,7,4,6,6,6,5,5,6,5,6,5,6,7,6,5,6,6,6,9,5,5,6,5,5,7,6,5,7,9,5,5,7,6,5,6,5,4,6,4,5,7,9,7,6,4,7,6,6,5,5,5,7,4,6,5,6,6,4,7,4,6,7,5,5,5,6,4,5,5,5,9,10,6,6,6,7,6,4,5,6,6,9,6,9,7,-2.7686156641046837,-10.55868857547495
10,10,9,5,7,5,5,6,6,6,6,5,5,5,7,7,4,6,6,6,5,5,6,5,6,5,6,7,6,5,6,6,6,9,5,5,6,5,5,7,6,5,7,9,5,5,7,6,4,6,5,4,6,4,5,7,9,7,6,4,7,6,6,5,5,5,7,4,9,5,6,6,4,7,4,6,7,5,5,5,6,4,5,5,10,6,10,6,6,6,7,6,5,5,6,6,9,6,9,7,-1.7903056761541178,-11.554401990803196
10,10,9,5,7,5,4,6,6,6,6,5,5,5,7,7,4,6,6,6,5,5,6,5,6,5,6,7,6,5,6,6,6,9,5,5,6,5,5,7,6,5,7,9,5,5,7,6,5,6,5,4,6,4,5,7,9,7,6,4,7,6,6,5,5,5,7,4,6,5,6,6,4,7,4,6,7,5,5,5,6,4,5,5,10,6,10,6,6,6,7,6,5,5,6,6,9,6,9,7,-2.0276760712815047,-10.836506719988607
10,10,9,5,7,5,5,6,6,6,6,5,5,5,7,7,4,6,6,6,5,5,6,4,6,5,6,7,6,5,6,6,6,9,5,5,6,5,5,7,6,5,7,9,5,5,7,6,5,6,5,4,6,4,5,7,9,7,6,4,7,6,6,5,5,5,7,4,6,5,7,6,4,7,4,7,7,5,5,5,6,4,5,5,10,6,10,6,6,6,7,6,5,5,6,6,9,6,9,8,-2.366767082565144,-10.570761140032799
10,10,9,5,7,5,5,6,6,6,6,5,5,5,7,7,4,6,6,6,5,5,6,4,6,5,6,7,6,5,6,6,6,9,5,5,6,5,5,7,6,5,7,9,5,5,7,6,5,6,5,4,6,4,5,7,9,7,6,4,7,6,6,10,5,5,7,4,6,5,7,6,4,7,5,7,7,5,5,5,6,4,5,5,10,6,10,6,6,6,7,6,5,5,6,6,9,6,9,7,-1.951247320610739,-11.053221693764458
10,10,9,5,7,5,5,6,6,6,6,5,5,5,7,7,4,6,6,6,5,5,6,4,6,5,6,7,6,5,6,6,6,9,5,5,6,5,5,7,6,5,7,8,5,5,7,6,5,6,5,4,6,4,5,7,9,7,9,4,7,6,6,5,5,5,7,4,6,5,7,6,4,8,4,6,7,5,5,5,6,4,5,5,10,6,10,6,6,6,7,6,5,5,6,6,9,6,9,7,-2.143812832645501,-10.770907634907447
5,9,6,5,7,5,6,6,6,6,6,5,5,5,7,6,4,6,6,6,5,5,6,4,6,5,5,7,6,5,6,6,6,9,5,5,6,5,5,7,6,5,7,9,5,5,7,6,5,6,5,4,6,4,5,7,9,7,6,4,7,6,6,5,5,5,7,4,6,5,6,6,4,7,4,7,7,5,5,5,6,4,5,5,10,6,10,6,6,6,7,6,5,5,6,6,9,9,9,7,-3.499367546330256,-10.419636224719786
10,10,9,5,7,5,5,6,6,6,6,5,5,5,7,7,4,6,6,6,5,5,6,4,6,5,6,7,6,5,6,6,5,9,5,5,6,5,5,7,6,5,7,9,5,5,7,6,5,6,5,4,6,4,5,7,9,7,6,4,8,6,6,5,5,5,7,4,6,5,7,6,4,7,4,7,7,5,5,5,6,4,5,5,10,6,10,6,6,6,7,6,5,5,6,6,9,6,9,7,-1.9671673934183556,-11.019322062151614
10,10,9,5,7,5,5,6,6,6,6,5,5,5,7,7,4,6,6,6,5,5,6,4,6,5,6,7,6,5,6,6,6,9,5,5,6,5,5,7,6,5,7,9,5,5,7,6,5,6,5,4,6,4,5,7,9,7,6,4,7,6,6,5,5,5,7,4,6,5,6,6,4,7,4,7,7,5,5,5,6,4,5,5,10,6,10,6,6,6,8,6,5,5,6,6,9,6,9,7,-2.311820983728563,-10.723829064594248
10,10,9,5,7,5,5,6,6,6,6,5,5,5,7,7,4,6,6,6,5,5,6,5,6,5,6,7,6,5,6,6,6,9,5,5,6,5,5,7,6,5,7,9,5,5,7,6,5,6,5,4,6,4,5,7,9,7,6,4,7,6,6,5,5,5,7,4,6,5,6,6,4,7,4,6,7,5,5,5,6,4,5,5,5,6,10,6,6,6,7,6,5,5,6,6,9,6,9,7,-2.3311826248177776,-10.677875679117848
10,10,9,5,7,5,5,6,6,6,6,5,5,5,7,7,4,6,6,6,5,5,6,5,6,5,6,7,6,5,6,6,6,9,5,5,6,5,5,7,6,5,7,9,5,5,7,6,5,6,5,4,6,4,5,7,9,7,6,4,7,6,6,5,5,5,7,4,6,5,7,6,4,7,4,6,7,5,5,5,6,4,5,5,10,6,10,6,6,6,7,6,5,5,6,6,9,6,9,7,-2.088498041520336,-10.812485815319596
5,5,6,5,7,5,5,6,6,6,6,5,6,5,7,7,4,5,6,6,5,5,6,4,6,5,6,7,6,5,6,9,6,9,5,5,6,5,5,7,6,5,7,9,5,6,7,6,5,6,5,4,6,4,5,7,9,7,6,7,7,6,6,5,5,5,7,4,6,5,7,6,4,4,4,7,7,5,5,5,6,4,5,5,10,6,10,6,6,6,7,6,4,5,6,6,9,6,9,7,-5.549813210258887,-10.378152127790244
10,10,6,5,7,5,5,6,6,6,6,5,5,5,7,7,4,6,6,6,5,5,6,4,6,10,6,7,6,5,6,6,6,9,5,5,6,5,5,7,6,5,7,9,5,6,7,6,5,6,5,4,6,4,5,7,9,7,6,7,7,6,6,5,5,5,7,4,6,5,7,6,4,7,4,7,7,5,5,5,6,4,5,5,10,6,10,6,6,6,7,6,4,5,6,6,9,6,9,7,-2.1966212860933716,-10.74181083205279
