0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,10-p upstream_flooding,10-p water_demand
10,10,5,5,9,4,5,5,6,4,6,5,7,5,10,5,5,6,6,4,6,9,4,6,10,6,4,5,8,6,7,8,7,5,6,6,7,5,8,6,9,6,9,4,5,6,3,7,6,6,7,5,5,6,6,7,6,5,5,5,4,7,4,6,6,6,9,5,10,6,7,6,5,9,6,6,5,6,9,7,7,6,7,7,6,5,4,10,9,5,10,6,7,6,7,5,5,5,6,7,-1.9333995308110794,-11.457596154596175
10,10,6,5,10,5,5,5,6,4,7,5,7,6,10,6,5,6,4,5,6,9,4,5,5,6,6,5,7,6,7,8,6,6,6,7,7,6,7,5,9,6,8,6,6,6,3,7,6,7,7,4,6,6,6,7,10,5,6,5,4,7,4,5,6,7,9,4,10,6,7,6,4,6,6,7,10,6,9,7,7,5,7,7,6,5,4,6,9,5,5,5,8,6,7,4,6,5,6,7,-1.9763822752965305,-11.235030542098958
10,10,6,5,5,6,4,5,6,4,6,5,6,6,10,5,6,4,7,5,6,9,4,6,5,7,5,5,7,7,7,9,4,7,6,7,6,6,6,6,9,6,9,5,5,6,3,6,9,6,7,7,6,6,6,6,10,5,9,5,4,7,4,6,4,7,6,4,9,6,7,6,5,7,5,7,4,9,9,7,6,5,7,7,6,5,5,6,9,5,6,5,7,8,7,7,6,7,6,7,-1.9824197607913217,-11.182979924381891
10,5,6,5,5,5,4,5,6,4,6,5,6,6,10,5,5,4,6,5,6,9,4,5,10,7,5,5,7,7,7,9,4,5,6,7,6,5,9,6,9,6,6,4,5,6,3,6,9,6,7,7,6,6,6,4,5,5,9,5,4,7,5,6,5,7,6,4,9,6,7,6,5,7,5,5,5,6,9,7,6,5,7,7,6,5,5,10,4,5,5,5,7,8,8,6,6,6,6,7,-4.744560144017107,-10.327384344331554
5,10,6,5,5,5,5,5,6,4,6,7,6,5,10,6,5,7,5,5,6,9,8,6,9,5,4,5,7,5,7,8,7,6,6,6,7,5,6,6,9,7,7,4,5,6,3,6,6,6,7,7,6,6,5,5,6,5,9,5,4,7,5,6,7,6,9,4,10,6,7,6,5,5,7,5,4,6,9,6,7,5,7,8,6,5,4,5,6,5,5,4,8,7,7,4,6,5,6,6,-3.2139483655742622,-10.498542838942726
10,10,7,5,5,9,5,5,6,4,6,5,6,5,5,5,5,4,5,5,6,9,4,6,10,5,5,5,7,6,7,6,4,7,5,6,7,4,9,6,9,6,8,5,6,6,3,7,6,6,7,7,6,7,6,6,4,5,9,5,4,6,5,6,4,6,6,4,10,6,7,6,4,9,6,5,5,9,9,7,6,5,7,6,6,5,5,6,9,5,5,5,7,8,7,4,5,6,6,7,-2.2915930024133555,-10.690495770662217
5,5,6,5,10,6,5,5,6,4,6,5,6,4,10,5,5,7,4,5,6,9,4,5,5,6,6,5,7,6,7,8,7,6,5,7,6,6,7,4,9,9,8,7,5,5,4,6,6,6,8,4,6,6,6,7,4,5,6,5,4,7,4,6,4,7,9,4,5,6,7,6,4,5,6,5,10,9,9,7,7,6,7,6,6,5,4,6,6,5,5,6,7,7,7,7,5,5,6,7,-4.45103937296909,-10.382207839236656
5,10,6,5,10,6,5,5,6,4,6,5,7,4,10,5,10,7,6,10,6,9,4,5,5,6,5,5,7,7,7,9,7,6,5,7,6,6,6,7,9,7,8,4,5,6,3,7,9,6,4,7,6,6,6,7,4,5,9,5,4,6,5,6,4,6,9,4,5,6,7,6,4,6,4,5,5,9,9,7,7,6,4,6,6,5,5,5,6,5,6,6,7,7,7,7,5,5,6,7,-3.041844977498564,-10.584848599789337
5,5,6,5,5,6,5,5,6,4,7,5,5,6,10,6,5,6,4,5,6,9,5,5,5,5,10,5,7,6,7,6,5,6,6,7,7,7,6,5,9,6,8,4,6,6,3,5,9,7,7,4,6,6,6,7,10,5,9,5,4,7,4,5,6,7,9,4,10,6,7,6,5,9,6,6,5,6,9,6,7,5,7,9,6,5,4,6,9,5,5,5,8,7,7,4,6,5,5,7,-5.575691559252524,-10.279505037497925
10,10,6,5,5,6,5,5,6,4,7,5,5,6,10,6,5,4,7,5,6,9,4,5,10,5,10,5,7,7,7,8,6,6,6,7,7,7,7,5,9,6,8,5,5,6,3,6,6,7,7,7,6,6,6,7,10,5,6,5,4,7,4,6,7,7,9,4,10,6,7,6,5,9,5,7,5,9,9,6,7,5,7,8,6,5,4,6,9,5,5,5,8,7,7,7,9,6,6,7,-2.1486470270177875,-10.735173451123837
