0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,utility,reliability
10,9,3,6,5,4,2,3,0,5,2,1,2,3,2,6,0,2,2,3,2,7,0,1,1,3,6,2,6,1,0,3,1,5,1,3,3,4,1,2,5,5,2,0,6,0,2,6,1,2,0,3,4,5,0,2,2,2,2,4,5,2,1,2,2,2,5,3,2,5,5,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6811436573347016,0.7474747474747466
10,9,3,6,5,4,2,3,0,5,3,0,2,3,2,6,0,2,4,2,2,6,0,1,1,3,6,1,6,1,1,2,3,5,1,3,5,4,1,2,2,4,2,1,7,1,2,1,1,3,1,2,3,5,2,2,5,1,4,2,1,4,3,5,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,0.7338969869768359,0.6767676767676762
10,9,2,6,5,4,2,3,1,5,1,1,2,3,2,7,1,2,2,2,3,7,0,1,2,2,6,1,5,1,1,3,2,5,3,3,0,4,1,2,5,5,1,0,7,0,2,3,3,2,0,3,4,5,1,2,2,2,1,3,6,2,3,2,3,2,5,2,3,2,2,5,2,5,9,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6603088275048299,0.7777777777777768
10,9,2,6,5,4,2,3,1,5,1,1,2,3,2,7,1,2,2,2,3,7,0,1,2,2,6,1,6,0,1,3,2,5,2,3,0,4,1,2,5,5,1,0,7,1,2,4,2,2,0,3,4,5,1,2,2,2,1,4,6,2,0,2,3,2,5,2,3,0,5,6,2,5,2,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6533763222350473,0.7878787878787868
10,9,5,6,2,4,2,1,0,6,4,1,1,3,3,5,3,1,3,3,2,4,1,5,2,0,6,2,1,5,2,2,1,2,2,2,3,3,3,3,2,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,0.9513848496880575,0.4646464646464649
10,9,2,6,5,4,2,3,0,5,2,1,2,3,2,7,1,2,2,3,3,6,0,1,2,2,7,1,5,1,1,3,2,2,3,2,3,4,1,2,5,4,2,0,7,0,3,0,2,3,0,3,7,6,1,3,2,2,1,4,1,2,2,2,3,3,5,2,2,3,5,1,2,2,0,4,2,1,5,1,1,5,1,2,9,1,5,10,10,10,10,10,10,10,10,10,10,10,10,0.5824529410339351,0.9090909090909075
10,9,3,6,5,4,2,3,1,5,1,1,2,3,2,7,1,2,2,2,3,6,0,1,2,2,6,1,5,1,1,3,2,2,2,3,3,4,1,2,5,4,2,0,7,0,2,3,2,5,0,3,4,5,1,2,2,2,1,4,5,2,2,2,3,2,5,1,2,0,5,1,2,2,2,2,5,1,5,4,2,5,5,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6049916409890171,0.8686868686868673
10,9,5,6,2,4,2,1,0,6,4,1,1,3,3,5,3,1,3,4,1,3,1,5,2,0,6,2,0,5,2,2,6,2,2,2,7,2,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,10,10,10,9,10,10,1.0176008352526513,0.41414141414141437
10,9,3,6,5,4,1,3,1,5,1,1,2,3,2,7,1,2,2,3,3,6,0,2,2,2,6,1,5,0,1,3,1,5,3,3,0,4,1,2,5,5,2,0,7,0,2,3,2,2,0,3,4,5,1,2,2,2,2,4,6,2,1,2,3,2,5,2,3,1,5,1,2,5,5,3,2,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6407492774793999,0.808080808080807
10,9,5,6,2,4,2,1,0,6,4,1,1,3,3,5,3,1,3,3,2,3,1,5,1,0,6,2,1,5,2,2,1,1,5,3,3,4,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,9,10,10,1.003542584287069,0.4242424242424245
10,9,5,6,2,4,2,1,0,6,4,0,1,3,3,5,3,1,3,5,2,2,1,5,2,0,6,2,1,5,2,3,1,3,5,2,6,1,3,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,0.9903774431322869,0.4343434343434346
10,9,5,6,2,4,3,2,0,6,4,0,1,4,0,6,3,1,3,3,2,4,1,5,1,0,6,2,1,5,2,2,2,2,2,2,3,1,3,3,2,4,2,2,10,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,10,10,10,9,10,10,0.9140960552015055,0.49494949494949525
10,9,2,7,5,4,2,3,0,5,2,0,2,3,2,6,0,2,4,2,2,7,0,2,1,3,6,1,6,1,1,2,3,3,1,3,2,4,1,2,2,4,2,1,7,2,2,1,2,2,2,4,3,5,2,1,5,2,2,5,3,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,10,0.7503512196112317,0.6565656565656561
10,9,6,6,2,4,3,1,0,5,4,0,1,3,2,5,3,1,2,5,1,5,1,5,2,1,5,2,1,5,10,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,1.1227198400850964,0.3434343434343436
10,9,5,6,2,4,3,2,0,6,4,0,1,4,0,6,3,1,3,5,2,3,1,5,1,0,6,2,1,6,2,2,2,1,2,2,3,1,4,3,2,4,2,2,5,2,2,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,0.8910962336257678,0.5151515151515154
