0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,utility,reliability
10,8,7,3,4,3,3,3,3,1,3,1,1,5,3,3,5,3,1,2,4,1,0,5,3,2,2,4,3,2,1,3,3,6,0,3,2,1,2,5,1,6,1,2,2,2,1,5,2,7,1,3,3,2,1,4,1,3,5,1,1,2,5,0,2,2,5,5,1,4,5,2,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6750037731949193,0.7575757575757567
10,8,7,3,4,3,3,3,3,1,3,1,1,5,3,3,5,2,1,2,4,1,0,5,3,3,2,4,3,2,1,3,3,6,0,4,2,1,2,5,1,5,1,2,3,2,1,5,2,7,1,3,3,2,1,4,1,2,5,1,1,2,5,0,2,2,5,6,1,4,4,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6819551050409907,0.7474747474747466
10,8,7,3,4,3,3,3,3,1,3,1,2,4,3,3,5,3,1,3,4,1,0,5,3,0,2,4,3,2,1,3,3,6,0,4,2,1,2,5,1,5,1,2,3,2,1,5,2,7,1,3,3,2,1,4,1,2,5,1,1,2,6,0,2,5,5,6,6,4,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6964838526972257,0.7272727272727265
10,8,7,3,4,3,2,3,3,2,3,1,1,5,3,3,5,2,1,3,4,1,0,5,3,1,2,5,3,2,1,3,3,6,0,3,2,1,2,5,1,6,1,2,3,2,1,5,2,7,1,3,3,2,1,4,1,2,5,1,1,2,5,0,3,2,4,2,3,4,3,2,4,0,0,1,2,9,5,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,0.622375181315482,0.8383838383838371
10,9,7,3,5,3,1,3,3,1,2,1,2,5,2,3,5,2,0,2,4,3,3,7,0,1,1,6,2,0,2,4,3,5,1,3,5,2,2,2,1,4,2,1,1,5,3,5,0,4,1,0,2,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,0.8060406241674362,0.5959595959595958
10,8,7,3,4,3,3,3,3,1,3,1,1,5,3,3,4,3,1,2,4,0,0,5,3,3,2,4,3,2,1,3,3,6,0,4,2,1,2,5,1,6,1,2,2,2,1,5,2,7,1,3,3,2,1,5,1,2,5,1,1,2,5,0,2,2,5,1,1,4,7,2,6,6,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6607937134749923,0.7777777777777768
10,10,7,2,3,2,4,4,0,0,5,1,5,2,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9,1.406047562903114,0.19191919191919196
10,10,7,2,5,4,0,3,3,0,4,1,5,3,1,3,3,5,0,2,2,2,6,1,2,2,5,0,4,5,2,1,5,5,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.063591252509929,0.38383838383838403
10,10,7,2,5,4,0,3,3,0,4,1,5,3,1,3,3,5,0,2,2,2,6,1,2,2,4,0,4,5,2,1,4,5,1,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.0492686457954943,0.39393939393939414
10,9,7,3,5,3,1,2,3,1,3,1,2,5,2,3,5,2,3,2,4,1,0,6,0,1,2,7,2,2,1,3,3,5,0,4,5,2,2,3,1,4,2,1,2,5,2,5,1,4,1,0,3,2,3,6,1,1,5,2,0,5,5,4,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,0.7269819308898894,0.6868686868686863
