0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg_pollution,utility,inertia,reliability
9,7,6,6,4,3,1,3,2,3,2,3,2,3,2,3,3,3,3,2,3,3,2,3,2,3,3,2,3,3,3,3,3,2,3,1,3,1,2,2,2,1,2,3,3,3,3,1,3,3,4,5,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,9,9,10,10,9,10,10,9,9,10,9,10,9,9,9,10,9,9,8,8,9,9,9,8,9,9,9,8,9,1.0447359134340883,0.8214757761267185,0.989898989898988,0.5500000000000003
9,7,6,6,4,3,2,3,2,3,3,3,3,3,1,3,3,3,3,2,3,3,2,3,2,3,3,2,3,2,3,3,3,2,2,2,3,3,3,2,3,2,2,1,3,2,2,2,3,3,2,3,2,3,3,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,9,9,10,9,9,9,10,9,10,9,10,9,8,9,8,9,8,9,8,9,9,9,0.9940977663737098,0.7967104869688344,0.989898989898988,0.5800000000000003
9,7,6,6,4,3,2,2,2,3,2,3,3,3,2,3,2,3,3,3,3,3,2,3,1,2,2,3,2,3,3,2,3,2,3,3,4,4,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,9,10,10,10,10,9,9,9,10,9,9,8,9,9,9,10,9,9,8,9,7,9,8,9,10,9,8,9,1.3369973722331479,0.9930614208039061,0.989898989898988,0.4100000000000002
9,7,7,6,4,3,1,2,2,3,3,3,3,3,2,3,2,3,3,2,2,3,2,2,1,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,4,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,9,10,9,9,9,10,10,10,9,9,8,9,7,9,8,9,9,9,9,10,1.2004452577103295,0.9116697359635232,0.989898989898988,0.48000000000000026
9,7,7,6,4,3,1,2,3,2,3,3,3,3,2,3,2,3,3,2,2,3,2,2,1,3,3,2,2,2,2,2,3,2,3,1,3,2,3,2,2,3,4,5,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,9,10,9,8,9,10,10,9,9,9,8,9,7,8,8,9,9,9,8,9,1.1892944365096054,0.9005577523952482,0.989898989898988,0.48000000000000026
9,7,6,6,4,3,1,2,2,3,3,3,3,3,2,3,2,3,3,2,3,3,2,3,1,3,2,3,2,3,3,2,3,2,2,2,2,3,4,3,2,3,1,3,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,10,10,9,9,10,9,9,8,9,10,10,10,10,9,8,9,7,9,8,9,9,9,9,9,1.1800952637479536,0.897784164683669,0.989898989898988,0.49000000000000027
9,7,6,5,4,3,1,2,2,3,3,3,3,3,1,3,2,3,3,3,3,3,3,4,6,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,9,8,8,9,9,9,9,9,8,9,9,8,9,9,9,9,9,10,10,9,7,9,7,9,8,9,8,9,7,9,1.5993432079521424,1.186438246215617,0.999999999999998,0.2800000000000001
9,7,7,6,4,3,1,2,2,3,3,3,3,3,1,3,2,3,3,2,3,3,2,3,3,2,2,3,2,2,3,3,3,3,2,1,3,3,3,2,3,2,3,2,3,1,2,3,2,3,2,3,2,2,1,2,2,2,1,2,2,2,2,3,2,2,2,2,3,5,6,7,9,9,10,9,10,10,9,10,10,9,9,9,10,10,10,10,9,9,9,9,9,9,8,9,8,9,9,9,0.6281364767788701,0.6488880634947685,0.989898989898988,0.7500000000000004
9,7,7,6,4,3,1,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,2,3,2,3,3,2,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,2,3,3,2,2,3,2,2,2,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,9,10,9,10,10,9,9,8,9,9,9,8,9,9,9,9,10,1.068526678685759,0.836867206551091,0.989898989898988,0.5500000000000003
9,7,6,6,4,3,2,2,3,3,2,3,3,3,1,3,2,3,3,2,3,3,2,3,1,3,3,2,2,3,3,3,1,2,3,4,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,10,10,9,10,10,9,9,9,9,9,10,10,10,9,9,9,7,9,8,9,8,9,8,9,1.3584911514716402,1.0106006694061063,0.989898989898988,0.4000000000000002
