0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg_pollution,utility,inertia,reliability
9,9,5,4,3,1,3,4,4,3,2,2,3,2,2,3,2,2,3,4,5,6,6,7,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,9,9,9,9,10,9,9,9,9,9,9,9,8,9,9,9,8,9,8,9,8,9,8,8,9,7,9,8,7,8,9,7,8,9,7,9,7,9,1.6482422637746903,1.2222258728898687,0.989898989898988,0.26000000000000006
9,9,6,4,3,1,3,4,4,3,1,3,2,3,3,3,3,2,3,4,6,5,6,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,10,10,10,9,9,9,10,9,8,9,9,10,9,9,8,9,8,9,8,9,9,8,9,8,7,8,9,8,8,9,7,9,8,9,1.6664398837784435,1.242910268111468,0.989898989898988,0.25000000000000006
10,9,6,4,3,1,3,4,4,3,1,3,2,3,4,4,4,3,4,4,6,7,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,9,9,10,10,9,10,9,10,9,10,9,9,9,10,9,9,9,8,9,9,9,8,9,9,9,9,8,7,8,9,8,8,9,8,9,9,9,1.7130516875758013,1.2861142132340002,0.989898989898988,0.23000000000000007
9,10,6,4,3,1,3,3,3,3,2,2,2,1,3,3,3,2,3,3,2,3,3,3,2,2,2,3,3,4,4,3,2,3,3,2,2,2,2,3,3,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,2,3,2,2,2,3,3,2,3,3,1,2,2,2,2,3,3,3,2,2,2,2,10,10,10,10,9,10,9,9,9,9,9,9,10,9,9,10,10,10,10,10,0.44499708364835305,0.602911316994621,0.9797979797979779,0.8400000000000005
10,9,5,4,3,1,3,4,4,3,1,3,2,2,2,3,3,4,6,7,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,9,10,9,9,9,9,9,8,9,9,10,9,9,7,9,9,8,9,9,9,9,9,10,1.7202866584527088,1.3095678142950473,0.989898989898988,0.23000000000000007
10,9,6,4,3,1,3,3,3,3,2,3,2,3,2,3,3,3,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,2,2,3,3,2,3,2,2,2,1,2,2,2,2,2,3,2,2,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,9,10,9,9,9,10,10,10,10,0.7485501622056019,0.703866741238426,0.9797979797979779,0.7100000000000004
10,9,6,4,3,1,3,3,3,3,2,2,2,3,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,4,3,2,2,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,2,2,2,3,2,1,3,3,3,2,2,2,2,3,3,2,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,10,10,10,9,9,10,10,10,10,0.780862444244183,0.7217764622486421,0.9797979797979779,0.6900000000000004
10,9,6,4,3,1,3,4,3,3,3,1,2,2,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,2,2,3,3,1,3,1,3,3,3,1,2,3,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,9,10,9,8,9,10,10,9,10,1.2168228624410142,0.93001954409408,0.9797979797979779,0.48000000000000026
10,9,6,4,3,1,3,4,3,3,2,2,2,2,2,3,3,3,3,2,3,3,3,2,2,2,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,1,2,2,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,10,1.068955886696189,0.8516023833873554,0.9797979797979779,0.5400000000000003
10,9,6,4,3,1,3,3,3,3,2,3,2,2,3,3,3,2,3,3,2,3,3,3,2,2,1,3,3,3,3,3,2,2,2,3,2,3,3,3,3,2,3,3,2,3,3,3,2,3,3,2,3,2,3,3,2,3,2,2,3,3,3,3,3,2,2,4,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,0.6978943535928869,0.6922932151948004,0.9696969696969678,0.7300000000000004
10,9,6,4,3,2,3,3,3,3,2,2,2,3,3,3,3,3,2,3,2,3,3,3,2,2,2,2,3,4,3,3,2,1,2,3,2,2,2,3,3,3,3,2,3,3,3,2,2,2,2,3,3,1,3,3,3,3,4,2,3,3,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,0.8266869903043659,0.7401237133348788,0.9696969696969678,0.6600000000000004
