0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg_pollution,utility,inertia,reliability
10,6,5,5,4,3,3,3,3,2,1,2,3,3,3,2,3,1,2,2,3,4,4,4,6,4,6,6,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,9,9,9,8,9,10,9,7,9,10,9,7,9,9,7,9,7,9,9,7,8,9,7,9,8,8,8,8,9,7,7,9,7,9,7,6,7,8,8,9,9,7,1.551198433330508,1.122530576730357,0.989898989898988,0.3000000000000001
9,6,5,5,4,3,3,2,3,2,1,3,3,3,3,2,3,2,3,1,3,4,4,4,4,6,7,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,9,10,9,9,7,9,9,8,9,9,8,9,9,9,9,7,9,9,7,9,8,9,8,9,8,9,9,9,9,7,1.5776379290128637,1.1661127413459296,0.989898989898988,0.2900000000000001
10,6,5,5,4,3,3,3,3,3,1,3,3,3,3,2,3,2,2,2,3,4,3,4,3,3,2,1,1,1,3,4,3,3,3,3,2,3,3,2,2,3,3,2,2,3,2,3,2,2,3,2,2,2,3,3,1,2,1,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,9,10,10,10,10,9,9,9,9,9,9,10,10,10,9,0.8889382091428152,0.7602171211104806,0.9797979797979779,0.6300000000000003
10,9,5,5,4,4,3,1,2,2,1,3,3,3,3,3,2,1,3,1,3,4,4,6,7,9,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,9,8,9,9,9,9,9,8,9,10,9,9,8,9,9,7,9,8,9,8,9,8,8,9,10,9,7,1.6155421431621844,1.2030120194773748,0.989898989898988,0.2800000000000001
10,9,4,5,4,3,3,1,2,2,1,3,3,3,3,2,2,1,3,1,3,4,4,6,7,9,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,10,9,9,8,9,9,8,9,10,9,9,10,9,9,7,9,9,7,9,9,9,8,9,8,8,9,9,9,7,1.6023593155400389,1.1915859102510433,0.989898989898988,0.2800000000000001
10,6,6,5,4,3,3,3,2,3,1,3,3,3,3,2,2,2,3,1,3,4,3,3,3,2,2,1,1,3,4,5,4,3,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,8,9,9,10,10,10,10,10,9,9,9,10,10,10,10,1.4064080268989676,1.0524875499026147,0.9797979797979779,0.38000000000000017
10,6,6,5,4,3,2,2,3,3,1,3,3,3,3,3,2,2,3,2,3,3,3,4,3,3,2,1,1,3,3,4,3,1,1,2,2,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,10,10,10,10,9,10,9,9,10,10,10,10,1.290740462185868,0.9735826408128222,0.9797979797979779,0.4400000000000002
10,6,5,5,4,3,3,3,3,2,1,3,3,3,3,3,3,1,3,2,3,3,3,3,3,2,2,2,1,3,4,5,2,1,2,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,9,9,10,10,10,10,10,10,10,9,9,10,10,10,10,1.3725249499998973,1.030122494757372,0.9696969696969678,0.4000000000000002
10,6,5,5,4,3,3,2,3,3,1,3,3,3,3,3,2,1,3,2,3,3,3,3,3,2,2,1,2,3,4,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,9,9,10,10,10,10,10,9,9,9,9,10,10,10,9,1.4488389380691031,1.083887806118716,0.9797979797979779,0.36000000000000015
10,7,5,5,4,3,3,3,2,3,1,3,3,3,3,2,3,1,3,2,3,4,3,3,3,3,2,1,1,2,3,4,3,2,2,3,2,3,3,2,3,3,3,3,2,3,2,3,1,3,3,2,2,2,3,3,1,2,2,2,2,2,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,0.8081074991451045,0.7309700072280794,0.9696969696969678,0.6700000000000004
10,6,5,5,4,3,3,3,3,3,1,3,3,3,3,2,3,1,3,2,3,4,3,4,3,3,2,1,1,2,3,4,3,2,2,3,3,3,2,3,2,3,3,3,2,2,3,2,3,3,2,3,2,2,2,2,3,2,1,2,2,1,3,3,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,9,10,10,10,10,0.7892027306558682,0.7225238486023042,0.9797979797979779,0.6800000000000004
10,6,5,5,4,3,3,3,3,3,1,3,3,3,3,2,3,1,2,2,3,3,3,4,3,2,2,1,1,3,4,4,3,3,3,2,2,3,3,2,3,1,3,2,3,3,2,2,2,3,2,2,1,3,4,3,2,3,2,3,3,3,2,2,3,3,2,2,2,3,3,3,2,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,9,10,10,10,10,0.6037126611941682,0.6546549579845066,0.9797979797979779,0.7700000000000005
10,6,5,5,4,3,3,3,3,3,1,3,3,3,3,2,3,1,2,2,3,4,3,4,3,3,3,1,1,2,3,4,3,3,2,2,2,2,3,3,2,3,3,3,3,2,2,2,2,3,3,2,2,2,3,3,3,2,2,3,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,9,10,10,9,10,10,10,10,0.8576880668277655,0.7505375467516026,0.9797979797979779,0.6500000000000004
10,6,6,5,4,3,3,3,3,3,1,3,3,3,3,2,3,2,3,2,3,3,3,4,3,2,2,1,1,3,3,4,3,2,3,2,3,2,3,3,3,2,3,2,3,3,2,2,2,3,2,3,2,2,3,3,3,3,3,2,2,3,3,2,3,5,2,2,2,2,3,3,2,3,5,5,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,0.5855484325940894,0.6513346638210745,0.9494949494949477,0.7900000000000005
