0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg_pollution,utility,inertia,reliability
10,10,4,4,4,3,3,3,1,2,3,3,2,3,3,3,3,2,2,1,3,4,4,3,2,2,3,2,3,2,3,2,3,3,3,3,3,2,3,2,2,2,3,3,2,3,2,2,3,3,3,3,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,1,3,3,2,1,2,1,2,1,2,2,2,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,10,9,9,9,10,10,0.46700045261207146,0.61220448859823,0.9797979797979779,0.8300000000000005
10,10,4,4,4,3,3,3,1,2,3,3,2,3,3,3,3,2,2,1,3,4,4,3,1,2,3,2,3,2,3,3,3,2,3,3,3,2,3,3,2,2,3,3,3,3,3,2,3,2,3,2,2,2,3,2,2,2,2,3,1,2,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,10,9,9,9,10,10,0.7788265042996548,0.7205759435139422,0.9797979797979779,0.6900000000000004
10,10,4,4,4,3,3,3,1,2,3,3,2,3,3,3,3,2,2,2,3,4,3,3,1,2,3,2,3,3,3,3,3,2,3,3,3,2,2,3,1,3,3,3,3,3,2,3,3,2,3,2,3,2,3,2,2,2,2,3,3,1,2,2,3,3,6,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,0.7498434367489928,0.7106524369343676,0.9696969696969678,0.7000000000000004
10,10,4,4,4,3,3,3,2,2,3,3,2,3,3,3,2,2,2,2,3,4,4,3,1,3,2,2,3,3,3,2,3,2,3,3,3,1,3,3,2,3,3,3,3,2,3,2,3,3,2,2,3,3,2,3,2,2,2,3,2,2,2,3,4,2,2,3,2,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,0.6675983936679424,0.6816061824867109,0.9595959595959578,0.7500000000000004
10,10,4,4,4,3,2,3,1,3,3,3,2,3,3,3,3,2,2,1,3,4,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,2,1,2,3,3,3,3,3,1,2,2,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,10,1.067636715348986,0.8513071460921783,0.9797979797979779,0.5500000000000003
10,10,4,4,4,3,3,3,1,2,3,3,2,3,4,3,3,2,2,1,3,4,3,3,2,2,3,3,2,3,3,2,2,3,3,3,3,2,3,3,2,3,3,2,3,2,3,3,3,1,3,3,3,4,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,1.0136898155145257,0.8230589198399443,0.9797979797979779,0.5800000000000003
10,10,4,3,4,3,3,3,2,3,3,3,2,2,3,2,3,2,2,1,3,4,4,3,1,3,3,2,3,3,3,2,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,2,2,2,2,3,2,2,1,3,2,1,3,1,3,3,3,2,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,0.638414382944554,0.6711791054187756,0.9797979797979779,0.7600000000000005
10,10,4,4,4,3,3,3,1,2,3,3,2,3,3,3,3,2,2,1,3,4,3,3,2,3,3,2,3,3,3,2,3,2,3,2,3,3,2,3,1,3,3,2,3,3,3,2,3,3,3,2,2,3,2,3,2,3,3,2,2,2,3,2,3,3,3,4,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,0.7026611860429172,0.6948489141720949,0.9797979797979779,0.7300000000000004
10,10,4,4,4,3,2,3,1,3,3,3,2,3,3,3,3,2,2,1,2,3,4,3,2,3,3,3,2,2,2,2,2,3,3,3,2,3,4,3,2,3,4,5,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,1.2269560365405454,0.9400196343777568,0.9797979797979779,0.47000000000000025
10,10,4,4,4,3,2,3,1,3,3,3,2,3,3,3,3,2,2,1,3,4,3,3,2,2,3,3,2,3,3,2,2,2,3,3,3,2,2,2,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,1.2946017916410717,0.9816813045153422,0.9797979797979779,0.4400000000000002
