0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg_pollution,utility,inertia,reliability
5,6,6,4,4,3,3,1,3,3,3,3,2,2,3,2,3,2,2,2,2,3,4,3,3,2,2,3,3,2,3,2,2,2,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,9,8,9,9,10,9,8,9,9,9,9,8,9,9,7,9,7,8,8,9,10,9,1.3527789456607002,0.9909514259471478,0.989898989898988,0.4000000000000002
9,7,6,4,4,4,3,1,3,3,3,3,2,2,2,3,3,2,2,2,2,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,10,10,9,10,9,10,10,10,9,9,9,9,10,9,7,8,9,9,9,8,8,9,8,9,7,8,9,9,9,9,1.654582101691655,1.2435154431243218,0.989898989898988,0.26000000000000006
9,7,6,4,4,3,3,1,2,3,3,3,2,2,2,3,4,5,5,4,6,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,9,10,9,10,10,9,8,9,9,10,9,7,8,9,9,9,8,9,9,8,9,7,8,8,9,9,10,1.6960581692213461,1.2801036076791477,0.999999999999998,0.23000000000000007
9,7,6,4,3,4,3,2,3,3,3,3,2,2,3,3,2,2,3,2,2,2,3,4,3,2,2,3,3,2,2,2,3,3,3,3,3,2,3,2,3,3,3,2,2,3,4,3,3,2,2,3,3,3,2,3,3,2,2,2,2,2,2,2,3,3,2,3,3,1,3,3,2,3,3,2,2,3,2,4,3,10,10,10,9,9,10,10,10,9,9,10,9,9,8,9,10,9,9,10,0.44105293535621737,0.6029377798031674,0.9797979797979779,0.8500000000000005
10,7,6,4,4,4,3,1,2,3,3,3,2,2,3,3,3,3,3,2,2,3,3,4,3,2,2,2,2,3,3,3,3,3,2,3,3,3,2,2,3,2,2,2,3,3,2,2,3,2,3,3,2,2,3,3,4,3,2,2,3,1,2,3,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,9,10,9,10,9,9,9,9,10,10,10,0.7640352575654622,0.7116421747970022,0.9696969696969678,0.7000000000000004
9,7,6,4,4,3,3,1,2,2,3,3,2,3,3,3,3,2,3,1,2,3,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,9,8,9,9,9,9,9,10,9,8,9,8,8,8,9,9,9,1.6035309062149679,1.2030566187159462,0.989898989898988,0.2800000000000001
9,7,6,4,4,3,3,1,2,3,3,3,2,2,2,3,3,4,5,4,6,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,9,10,10,10,9,9,9,9,10,10,9,8,9,9,10,9,7,8,8,9,9,8,9,9,7,8,7,9,8,9,9,10,1.687274017537099,1.2702185544168456,0.999999999999998,0.24000000000000007
9,7,6,4,4,3,3,1,3,3,3,3,2,3,3,3,3,2,2,2,3,3,4,4,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,9,9,9,10,9,8,9,9,8,9,7,9,9,9,9,10,1.6119180065341512,1.2119726106652808,0.989898989898988,0.2800000000000001
9,7,6,4,4,3,3,1,3,3,3,3,2,3,3,3,3,2,2,2,2,3,4,5,4,3,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,10,10,9,9,9,9,10,9,9,9,9,8,9,7,9,9,9,10,9,1.593998119748651,1.1948863171662467,0.989898989898988,0.2900000000000001
10,7,6,4,4,3,3,1,3,3,3,3,2,3,3,3,3,2,2,1,2,3,4,4,5,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,9,9,9,10,9,9,9,8,9,7,9,9,9,10,10,1.5988491567858045,1.2011727539197548,0.9797979797979779,0.2900000000000001
10,7,6,4,3,4,3,2,3,3,3,3,1,2,3,3,3,3,2,2,2,3,4,4,3,2,3,3,3,2,3,3,2,3,3,2,3,2,3,2,3,2,3,1,1,3,3,4,3,3,2,3,2,3,3,3,2,2,2,2,3,2,2,2,3,3,3,4,3,3,2,2,3,2,2,2,2,2,2,1,3,5,10,9,9,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,0.4378361305359075,0.6024212444558414,0.9696969696969678,0.8600000000000005
10,7,6,4,4,3,3,1,2,3,3,3,2,2,3,3,3,2,2,1,2,3,4,3,2,2,3,2,2,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,9,10,9,8,9,9,9,9,9,10,10,1.5089937193612057,1.1303206784505098,0.9797979797979779,0.3300000000000001
9,7,6,4,4,3,3,1,3,3,3,3,2,2,3,3,4,5,6,5,6,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,8,9,10,10,9,8,8,9,9,9,8,8,9,8,9,7,8,8,9,9,9,1.7118765816302806,1.2954004920461568,0.999999999999998,0.23000000000000007
9,7,6,4,4,3,3,1,3,3,3,2,2,2,3,3,3,2,2,2,2,3,4,3,2,1,2,2,1,3,2,2,2,2,2,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,9,9,9,8,9,9,9,10,9,1.3716950747277643,1.023248858953679,0.989898989898988,0.3900000000000002
9,7,6,4,4,3,3,1,2,3,3,3,2,2,3,3,4,3,2,2,6,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,9,8,8,9,10,9,8,9,9,8,9,7,9,8,9,9,9,1.6792882012507777,1.2703850755104436,0.989898989898988,0.24000000000000007
10,7,6,4,4,4,3,1,3,3,3,2,2,2,3,3,3,3,2,2,2,3,3,4,3,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,2,3,2,2,2,2,3,3,2,2,2,2,2,3,2,3,4,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,9,10,10,9,9,9,9,10,10,10,10,0.7900681670960616,0.7225452745687558,0.9797979797979779,0.6800000000000004
10,7,6,4,4,4,3,1,3,3,3,3,2,2,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,2,3,3,2,2,2,3,3,2,2,3,3,3,2,3,3,3,1,3,3,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,9,10,10,10,9,8,9,9,10,10,10,0.771278889617792,0.7154948035691063,0.9797979797979779,0.6900000000000004
5,6,6,4,4,3,3,1,3,3,3,3,2,2,3,2,3,2,2,1,2,3,4,3,3,2,2,3,3,2,3,2,2,2,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,9,7,9,9,10,9,8,9,9,9,9,8,9,9,7,6,7,8,8,9,10,9,1.349440401573562,0.985582498857434,0.989898989898988,0.4000000000000002
9,7,6,4,4,4,3,1,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,4,3,2,2,2,2,2,3,3,3,3,3,2,3,3,2,2,3,2,2,2,3,3,3,3,3,2,2,3,2,3,3,3,3,2,2,2,3,1,2,4,3,3,3,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,9,9,9,9,10,10,10,10,0.6750092970464312,0.6796682565625135,0.9797979797979779,0.7400000000000004
9,7,6,4,4,3,3,1,2,3,3,3,2,3,3,3,3,2,1,2,2,3,4,4,4,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,9,8,9,10,9,9,9,10,9,8,9,8,8,9,9,9,9,1.5770589790765293,1.180142671535799,0.989898989898988,0.2900000000000001
10,7,6,4,3,4,3,1,3,3,3,3,2,2,3,3,3,2,2,3,2,2,4,4,3,2,2,3,2,3,3,3,3,2,3,2,3,3,3,2,3,2,3,2,1,3,3,4,3,3,3,2,1,2,3,3,3,2,2,2,3,2,3,2,2,3,2,3,2,3,3,2,3,2,2,2,3,3,2,1,1,1,5,3,1,0,1,7,0,7,9,9,9,10,9,9,10,10,10,10,0.27370697067474414,0.5603091958747467,0.9292929292929276,0.9400000000000006
10,7,6,4,4,4,3,1,3,3,3,3,2,2,3,3,3,3,3,1,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,2,1,2,3,4,4,3,2,3,2,1,3,3,2,3,2,2,3,3,3,3,3,3,2,2,3,2,3,3,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,10,9,8,9,8,8,10,9,9,10,10,10,9,0.32041625566628945,0.5702863154900392,0.9696969696969678,0.9200000000000006
10,7,6,4,3,4,3,1,2,3,3,2,2,3,3,3,3,2,2,2,2,3,4,4,3,2,2,2,3,3,3,3,2,3,3,2,3,2,2,2,3,3,2,3,2,3,4,3,3,2,2,3,2,2,3,3,3,2,2,2,2,3,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,3,1,3,3,2,3,4,5,10,9,10,10,9,9,10,10,10,9,9,10,9,10,10,0.36436671551926014,0.585344676163931,0.9797979797979779,0.8800000000000006
10,7,6,4,4,4,3,1,3,3,3,3,2,2,3,3,2,2,3,2,2,3,3,4,3,2,2,2,3,2,3,3,2,3,3,2,3,3,2,2,3,2,2,3,2,3,3,4,3,2,2,3,2,3,3,2,3,3,2,2,2,3,3,3,2,3,2,3,2,2,2,2,2,1,3,2,2,5,5,2,2,2,5,10,10,10,9,10,10,10,10,10,10,10,9,9,9,10,10,10,0.412098337509939,0.6005211467001665,0.9494949494949477,0.8600000000000005
10,7,6,4,4,4,3,1,3,3,3,2,2,2,3,3,3,3,3,1,2,2,3,2,3,2,2,2,3,2,2,3,3,2,3,3,3,3,3,2,3,2,3,2,2,3,4,4,3,2,3,2,1,3,3,2,3,2,2,2,3,3,3,3,3,2,3,3,2,3,3,2,2,1,3,2,2,2,1,2,2,2,2,2,1,1,0,10,10,8,9,9,9,9,9,9,10,10,10,10,0.28977643569315764,0.5608011076296637,0.9696969696969678,0.9200000000000006
9,7,6,4,4,3,3,1,3,3,3,2,2,2,2,3,3,3,2,2,2,3,1,2,3,2,3,3,2,2,2,3,4,3,2,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,9,10,10,9,8,9,10,9,9,8,9,9,8,9,7,9,8,9,9,10,1.3602873260902877,1.00972003585268,0.989898989898988,0.4000000000000002
9,7,6,4,4,3,3,1,3,3,3,3,2,2,3,3,3,2,3,2,2,3,4,4,3,4,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,9,9,10,9,8,9,9,8,9,9,9,8,9,9,10,1.5654653547163122,1.1708288845420138,0.989898989898988,0.3000000000000001
10,7,6,4,3,3,3,2,3,3,3,3,1,2,3,3,3,2,2,2,2,3,4,4,3,2,2,2,3,2,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,3,3,4,3,3,3,3,1,2,3,2,2,3,2,2,3,2,2,2,3,2,2,2,2,3,2,3,2,1,3,2,2,3,2,1,4,5,5,4,3,1,1,9,9,9,10,9,9,10,9,9,10,9,10,10,0.3186459465125956,0.5717156644512408,0.9696969696969678,0.9100000000000006
10,7,6,4,3,4,3,2,3,3,3,3,2,2,3,3,3,2,3,3,2,2,3,3,3,2,2,2,3,3,3,3,3,2,3,2,3,3,2,2,3,2,2,2,2,3,3,4,3,2,2,3,1,3,3,3,3,5,1,3,2,3,3,2,2,2,3,3,3,3,3,2,2,2,3,2,3,3,1,1,3,1,2,5,2,6,6,9,6,10,9,10,10,9,9,9,10,10,10,10,0.3382907591666137,0.5806703192695732,0.9090909090909075,0.9100000000000006
10,7,6,4,4,4,3,1,2,3,3,3,2,2,2,3,3,3,3,2,2,3,3,4,3,2,2,2,2,2,3,3,3,3,3,2,3,3,2,1,3,2,2,3,2,3,4,3,3,2,2,2,2,3,3,3,3,3,3,2,2,1,2,3,2,2,3,3,4,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,9,9,10,9,10,10,9,9,9,9,10,10,10,10,0.6926029948996963,0.6851744537197847,0.9797979797979779,0.7300000000000004
10,7,6,4,3,4,3,2,3,3,3,3,2,2,3,3,3,2,3,2,1,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,2,2,2,3,3,2,2,2,3,4,3,3,2,2,3,2,3,3,2,3,3,2,2,3,3,2,2,2,2,2,3,3,3,2,2,2,2,3,2,2,2,0,1,5,6,5,4,6,2,7,9,9,9,9,9,9,9,9,9,10,10,10,10,0.34989195663855577,0.5806675733099038,0.9494949494949477,0.8900000000000006
10,8,6,4,4,4,3,1,3,3,3,3,2,2,3,3,2,2,3,2,2,3,3,4,3,2,2,2,3,2,3,3,2,3,3,2,3,3,2,2,3,2,1,3,2,3,3,4,3,2,2,3,2,3,3,2,3,3,2,2,2,3,3,3,2,3,2,3,2,1,2,2,2,1,3,2,2,5,2,1,2,6,5,10,9,9,9,10,10,10,10,10,10,10,9,9,9,10,10,10,0.41332567834414297,0.6001073720650523,0.9393939393939377,0.8700000000000006
10,7,6,4,4,4,3,1,3,3,3,3,2,2,3,3,3,3,3,2,2,3,4,4,3,2,2,2,2,2,3,3,2,3,3,2,3,3,2,2,3,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,3,3,2,2,3,2,2,2,2,3,3,2,2,2,2,2,4,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,9,10,10,10,10,9,9,10,10,10,10,0.6216967128576826,0.6603556102868156,0.9696969696969678,0.7700000000000005
10,7,6,4,4,4,3,2,3,2,3,3,2,2,2,3,3,2,2,2,2,2,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,3,2,3,1,3,4,2,3,3,2,2,3,3,3,2,3,3,3,2,2,3,3,2,3,1,3,2,5,3,2,1,1,2,2,5,3,1,1,3,5,4,6,5,10,9,9,9,10,10,10,9,0.2722843479937585,0.5601109904911699,0.9191919191919176,0.9500000000000006
10,7,6,4,4,3,3,1,2,3,3,3,2,2,3,3,3,2,2,2,3,3,4,3,2,2,2,3,2,3,3,2,2,3,2,2,3,2,2,3,3,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,9,10,10,10,9,9,10,9,9,9,9,10,9,10,10,1.2211473593763726,0.9308958348211814,0.9797979797979779,0.47000000000000025
10,7,6,4,3,4,3,2,3,3,3,3,2,2,3,3,2,2,2,2,2,3,3,4,3,2,2,3,3,3,3,3,2,3,3,2,3,2,2,2,3,3,3,2,2,3,4,4,3,2,2,3,3,3,2,3,3,3,2,2,2,2,2,3,2,3,2,3,3,2,3,2,2,1,2,2,1,2,2,3,4,10,5,5,10,9,10,10,10,10,10,10,9,10,9,9,10,10,10,10,0.4215861270551197,0.6026368105290825,0.9595959595959578,0.8600000000000005
10,7,6,4,4,4,3,1,3,3,3,3,2,2,3,3,3,2,2,2,2,3,1,3,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,2,3,3,3,2,3,2,2,3,2,3,3,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,9,10,9,9,9,9,10,9,10,10,0.8716943824477942,0.7535412796264129,0.9797979797979779,0.6400000000000003
10,7,6,4,4,4,3,1,3,3,3,3,2,2,3,3,2,2,3,1,2,3,4,4,3,2,2,2,2,2,3,2,3,3,3,2,3,3,2,2,3,3,2,2,2,3,3,3,2,2,3,3,2,2,3,3,3,2,2,1,3,1,1,2,2,3,3,4,5,5,4,5,6,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,9,9,9,9,9,10,10,10,0.6334987882708685,0.6629283638169884,0.9797979797979779,0.7500000000000004
10,7,6,4,4,4,3,1,3,3,3,2,3,2,3,3,3,3,2,2,2,3,4,3,3,2,2,3,2,3,3,3,3,2,3,2,2,3,2,2,3,2,3,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,2,2,3,1,3,4,3,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,9,10,9,9,9,9,9,10,10,10,0.7094397098671029,0.6909221559265278,0.9797979797979779,0.7200000000000004
